pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,w_ij
4066,4078,CA1 OR LM,CA1 Basket,i,i,-146.4235324463808
4066,4079,CA1 OR LM,CA1 Basket CCK+,i,i,-226.15379685602377
4069,4000,CA1 O LM,CA1 Pyramidal,i,e,-274.8424173018012
4069,4003,CA1 O LM,CA1 Quadrilaminar,i,i,-311.16953821220204
4069,4005,CA1 O LM,CA1 LMR,i,i,-367.9852080888324
4069,4006,CA1 O LM,CA1 Perforant Path Associated,i,i,-205.41408287217928
4069,4011,CA1 O LM,CA1 Neurogliaform Projecting,i,i,-446.27291849206443
4069,4012,CA1 O LM,CA1 Neurogliaform,i,i,-392.3943689955303
4069,4013,CA1 O LM,CA1 Radial Trilaminar,i,i,-276.7348443216
4069,4015,CA1 O LM,CA1 Schaffer Collateral Associated,i,i,-178.2874718077864
4069,4036,CA1 O LM,CA1 Axo Axonic,i,i,-225.21169511480326
4069,4054,CA1 O LM,CA1 Radiatum Giant,i,e,-361.24886881422003
4069,4055,CA1 O LM,CA1 Oriens Alveus,i,i,-236.203281920736
4069,4076,CA1 O LM,CA1 Perforant Path Associated QuadD,i,i,-393.239439764325
4069,4078,CA1 O LM,CA1 Basket,i,i,-186.24243259664004
4069,4079,CA1 O LM,CA1 Basket CCK+,i,i,-262.8342914026272
4076,4003,CA1 Perforant Path Associated QuadD,CA1 Quadrilaminar,i,i,-41.52939552505921
4076,4005,CA1 Perforant Path Associated QuadD,CA1 LMR,i,i,-57.32426433359999
4076,4006,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated,i,i,-28.478401734076805
4076,4011,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform Projecting,i,i,-71.909730464418
4076,4012,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform,i,i,-69.66819600048
4076,4013,CA1 Perforant Path Associated QuadD,CA1 Radial Trilaminar,i,i,-35.02076963616
4076,4015,CA1 Perforant Path Associated QuadD,CA1 Schaffer Collateral Associated,i,i,-23.940307300713744
4076,4036,CA1 Perforant Path Associated QuadD,CA1 Axo Axonic,i,i,-34.886486464117205
4076,4055,CA1 Perforant Path Associated QuadD,CA1 Oriens Alveus,i,i,-36.7560000112272
4076,4076,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated QuadD,i,i,-47.703724855644
4076,4078,CA1 Perforant Path Associated QuadD,CA1 Basket,i,i,-29.978863292928004
4076,4079,CA1 Perforant Path Associated QuadD,CA1 Basket CCK+,i,i,-39.870460421074796
4078,4000,CA1 Basket,CA1 Pyramidal,i,e,-6486.070905251756
4078,4013,CA1 Basket,CA1 Radial Trilaminar,i,i,-5058.244394227261
4078,4036,CA1 Basket,CA1 Axo Axonic,i,i,-3684.105878699405
4078,4039,CA1 Basket,CA1 Horizontal Basket,i,i,-4629.172014796329
4078,4054,CA1 Basket,CA1 Radiatum Giant,i,e,-5897.135275231496
4078,4066,CA1 Basket,CA1 OR LM,i,i,-2633.5779957736863
4078,4078,CA1 Basket,CA1 Basket,i,i,-3937.4169184850407
4078,4079,CA1 Basket,CA1 Basket CCK+,i,i,-4105.228870604433
4078,4080,CA1 Basket,CA1 Bistratified,i,i,-3377.598787123974
4078,4081,CA1 Basket,CA1 Ivy,i,i,-4705.464689871405
4079,4000,CA1 Basket CCK+,CA1 Pyramidal,i,e,-10764.811582513881
4079,4013,CA1 Basket CCK+,CA1 Radial Trilaminar,i,i,-12095.678105220019
4079,4036,CA1 Basket CCK+,CA1 Axo Axonic,i,i,-7911.277379999589
4079,4039,CA1 Basket CCK+,CA1 Horizontal Basket,i,i,-9651.142763438538
4079,4054,CA1 Basket CCK+,CA1 Radiatum Giant,i,e,-12502.931175701699
4079,4066,CA1 Basket CCK+,CA1 OR LM,i,i,-5586.5795707610505
4079,4078,CA1 Basket CCK+,CA1 Basket,i,i,-8008.7869568620035
4079,4079,CA1 Basket CCK+,CA1 Basket CCK+,i,i,-8908.811549156924
4079,4080,CA1 Basket CCK+,CA1 Bistratified,i,i,-8342.406396585975
4079,4081,CA1 Basket CCK+,CA1 Ivy,i,i,-11018.065182059321
4080,3007,CA1 Bistratified,CA2 Wide Arbor Basket,i,i,-101.74836997979133
4080,4000,CA1 Bistratified,CA1 Pyramidal,i,e,-1992.0890333808572
4080,4003,CA1 Bistratified,CA1 Quadrilaminar,i,i,-2104.116245545348
4080,4005,CA1 Bistratified,CA1 LMR,i,i,-886.4325667671935
4080,4006,CA1 Bistratified,CA1 Perforant Path Associated,i,i,-531.5957651221993
4080,4013,CA1 Bistratified,CA1 Radial Trilaminar,i,i,-2197.3733461180796
4080,4015,CA1 Bistratified,CA1 Schaffer Collateral Associated,i,i,-738.4940233895467
4080,4023,CA1 Bistratified,CA1 Back Projection,i,i,-652.3295734031999
4080,4028,CA1 Bistratified,CA1 Radiatum,i,i,-840.2772502139903
4080,4033,CA1 Bistratified,CA1 SO SO,i,i,-800.3602600812
4080,4035,CA1 Bistratified,CA1 Trilaminar,i,i,-922.9641047094601
4080,4036,CA1 Bistratified,CA1 Axo Axonic,i,i,-1362.0617055252485
4080,4038,CA1 Bistratified,CA1 Horizontal Axo Axonic,i,i,-428.2009709291999
4080,4039,CA1 Bistratified,CA1 Horizontal Basket,i,i,-1452.32267736713
4080,4054,CA1 Bistratified,CA1 Radiatum Giant,i,e,-1179.062196136104
4080,4055,CA1 Bistratified,CA1 Oriens Alveus,i,i,-1588.974931698739
4080,4061,CA1 Bistratified,CA1 R Receiving Apical Targeting,i,i,-1189.7743170636718
4080,4066,CA1 Bistratified,CA1 OR LM,i,i,-1115.3461404132001
4080,4069,CA1 Bistratified,CA1 O LM,i,i,-600.8522971724658
4080,4076,CA1 Bistratified,CA1 Perforant Path Associated QuadD,i,i,-2756.534500482048
4080,4078,CA1 Bistratified,CA1 Basket,i,i,-1572.0135945039362
4080,4079,CA1 Bistratified,CA1 Basket CCK+,i,i,-1932.4427412736516
4080,4080,CA1 Bistratified,CA1 Bistratified,i,i,-1628.674894961136
4080,4081,CA1 Bistratified,CA1 Ivy,i,i,-1938.1211922659331
4080,4083,CA1 Bistratified,CA1 Oriens Bistratified,i,i,-438.7577070042001
4080,4087,CA1 Bistratified,CA1 O LMR,i,i,-727.0325775072358
4080,4089,CA1 Bistratified,CA1 Recurrent O LM,i,i,-678.7481561783999
4081,3007,CA1 Ivy,CA2 Wide Arbor Basket,i,i,-198.30273016805094
4081,4000,CA1 Ivy,CA1 Pyramidal,i,e,-1319.0943716717757
4081,4003,CA1 Ivy,CA1 Quadrilaminar,i,i,-1593.6225808973184
4081,4005,CA1 Ivy,CA1 LMR,i,i,-227.81205306561057
4081,4006,CA1 Ivy,CA1 Perforant Path Associated,i,i,-165.183397187832
4081,4013,CA1 Ivy,CA1 Radial Trilaminar,i,i,-1679.646855372448
4081,4015,CA1 Ivy,CA1 Schaffer Collateral Associated,i,i,-266.4776559324284
4081,4023,CA1 Ivy,CA1 Back Projection,i,i,-741.4329953608201
4081,4028,CA1 Ivy,CA1 Radiatum,i,i,-273.01937584649284
4081,4033,CA1 Ivy,CA1 SO SO,i,i,-777.7708166619722
4081,4035,CA1 Ivy,CA1 Trilaminar,i,i,-844.7123803179602
4081,4036,CA1 Ivy,CA1 Axo Axonic,i,i,-988.8233424753321
4081,4038,CA1 Ivy,CA1 Horizontal Axo Axonic,i,i,-469.6637354347499
4081,4039,CA1 Ivy,CA1 Horizontal Basket,i,i,-1660.8417874561694
4081,4054,CA1 Ivy,CA1 Radiatum Giant,i,e,-410.039748942912
4081,4055,CA1 Ivy,CA1 Oriens Alveus,i,i,-1161.0757193639554
4081,4061,CA1 Ivy,CA1 R Receiving Apical Targeting,i,i,-448.9042363798081
4081,4066,CA1 Ivy,CA1 OR LM,i,i,-685.3316670086544
4081,4069,CA1 Ivy,CA1 O LM,i,i,-547.6707664724016
4081,4076,CA1 Ivy,CA1 Perforant Path Associated QuadD,i,i,-2052.3086014285795
4081,4078,CA1 Ivy,CA1 Basket,i,i,-1159.1158767621123
4081,4079,CA1 Ivy,CA1 Basket CCK+,i,i,-1365.5618006518803
4081,4080,CA1 Ivy,CA1 Bistratified,i,i,-1260.767320733778
4081,4081,CA1 Ivy,CA1 Ivy,i,i,-1533.389858211132
4081,4083,CA1 Ivy,CA1 Oriens Bistratified,i,i,-473.47506144899995
4081,4087,CA1 Ivy,CA1 O LMR,i,i,-687.9370462721065
4081,4089,CA1 Ivy,CA1 Recurrent O LM,i,i,-633.4016482079999
4083,4000,CA1 Oriens Bistratified,CA1 Pyramidal,i,e,-227.91123184999992
4083,4003,CA1 Oriens Bistratified,CA1 Quadrilaminar,i,i,-258.66955384008
4083,4005,CA1 Oriens Bistratified,CA1 LMR,i,i,-114.56413327690241
4083,4006,CA1 Oriens Bistratified,CA1 Perforant Path Associated,i,i,-82.23968588563604
4083,4013,CA1 Oriens Bistratified,CA1 Radial Trilaminar,i,i,-195.31065456576
4083,4015,CA1 Oriens Bistratified,CA1 Schaffer Collateral Associated,i,i,-121.96235185956584
4083,4023,CA1 Oriens Bistratified,CA1 Back Projection,i,i,-47.05204834473
4083,4028,CA1 Oriens Bistratified,CA1 Radiatum,i,i,-128.3691443664
4083,4033,CA1 Oriens Bistratified,CA1 SO SO,i,i,-131.24962865090998
4083,4035,CA1 Oriens Bistratified,CA1 Trilaminar,i,i,-143.11365057528
4083,4036,CA1 Oriens Bistratified,CA1 Axo Axonic,i,i,-140.10645063340402
4083,4038,CA1 Oriens Bistratified,CA1 Horizontal Axo Axonic,i,i,-35.178616403424
4083,4039,CA1 Oriens Bistratified,CA1 Horizontal Basket,i,i,-187.398916904352
4083,4055,CA1 Oriens Bistratified,CA1 Oriens Alveus,i,i,-171.555363385824
4083,4061,CA1 Oriens Bistratified,CA1 R Receiving Apical Targeting,i,i,-220.511377772
4083,4066,CA1 Oriens Bistratified,CA1 OR LM,i,i,-190.61662631616002
4083,4069,CA1 Oriens Bistratified,CA1 O LM,i,i,-67.33758303295198
4083,4076,CA1 Oriens Bistratified,CA1 Perforant Path Associated QuadD,i,i,-447.000314805
4083,4078,CA1 Oriens Bistratified,CA1 Basket,i,i,-185.18207162559997
4083,4079,CA1 Oriens Bistratified,CA1 Basket CCK+,i,i,-189.088974677732
4083,4080,CA1 Oriens Bistratified,CA1 Bistratified,i,i,-173.16548568
4083,4081,CA1 Oriens Bistratified,CA1 Ivy,i,i,-138.13987365360003
4083,4083,CA1 Oriens Bistratified,CA1 Oriens Bistratified,i,i,-42.30684623868
4083,4087,CA1 Oriens Bistratified,CA1 O LMR,i,i,-59.366465733770994
4083,4089,CA1 Oriens Bistratified,CA1 Recurrent O LM,i,i,-118.9602083584
4087,4000,CA1 O LMR,CA1 Pyramidal,i,e,-363.749794820412
4087,4003,CA1 O LMR,CA1 Quadrilaminar,i,i,-478.66074696296647
4087,4005,CA1 O LMR,CA1 LMR,i,i,-413.18504020955004
4087,4006,CA1 O LMR,CA1 Perforant Path Associated,i,i,-269.76363032819205
4087,4011,CA1 O LMR,CA1 Neurogliaform Projecting,i,i,-235.2231048920558
4087,4012,CA1 O LMR,CA1 Neurogliaform,i,i,-227.7021322465344
4087,4013,CA1 O LMR,CA1 Radial Trilaminar,i,i,-370.6145855104001
4087,4015,CA1 O LMR,CA1 Schaffer Collateral Associated,i,i,-325.59661660490843
4087,4028,CA1 O LMR,CA1 Radiatum,i,i,-199.187669576448
4087,4036,CA1 O LMR,CA1 Axo Axonic,i,i,-269.2380959750273
4087,4054,CA1 O LMR,CA1 Radiatum Giant,i,e,-550.7607959531999
4087,4055,CA1 O LMR,CA1 Oriens Alveus,i,i,-288.69021962922955
4087,4061,CA1 O LMR,CA1 R Receiving Apical Targeting,i,i,-316.129573761456
4087,4066,CA1 O LMR,CA1 OR LM,i,i,-197.0286903268992
4087,4076,CA1 O LMR,CA1 Perforant Path Associated QuadD,i,i,-886.6163945668259
4087,4078,CA1 O LMR,CA1 Basket,i,i,-254.44940136
4087,4079,CA1 O LMR,CA1 Basket CCK+,i,i,-339.65571729488
4087,4080,CA1 O LMR,CA1 Bistratified,i,i,-131.9917899664
4087,4081,CA1 O LMR,CA1 Ivy,i,i,-90.9927726349824
4089,4000,CA1 Recurrent O LM,CA1 Pyramidal,i,e,-176.79635128848
4089,4003,CA1 Recurrent O LM,CA1 Quadrilaminar,i,i,-175.64728048140003
4089,4005,CA1 Recurrent O LM,CA1 LMR,i,i,-149.66859292862395
4089,4006,CA1 Recurrent O LM,CA1 Perforant Path Associated,i,i,-75.22675807852801
4089,4011,CA1 Recurrent O LM,CA1 Neurogliaform Projecting,i,i,-181.37312776428303
4089,4012,CA1 Recurrent O LM,CA1 Neurogliaform,i,i,-173.29304463113996
4089,4013,CA1 Recurrent O LM,CA1 Radial Trilaminar,i,i,-165.06175620480002
4089,4015,CA1 Recurrent O LM,CA1 Schaffer Collateral Associated,i,i,-66.60970519549802
4089,4023,CA1 Recurrent O LM,CA1 Back Projection,i,i,-30.915230908799998
4089,4033,CA1 Recurrent O LM,CA1 SO SO,i,i,-60.100227373725
4089,4035,CA1 Recurrent O LM,CA1 Trilaminar,i,i,-66.6476239968
4089,4036,CA1 Recurrent O LM,CA1 Axo Axonic,i,i,-133.13336516928
4089,4038,CA1 Recurrent O LM,CA1 Horizontal Axo Axonic,i,i,-32.3929094832
4089,4039,CA1 Recurrent O LM,CA1 Horizontal Basket,i,i,-112.31661396957404
4089,4054,CA1 Recurrent O LM,CA1 Radiatum Giant,i,e,-135.37205470516
4089,4055,CA1 Recurrent O LM,CA1 Oriens Alveus,i,i,-148.93042332168
4089,4066,CA1 Recurrent O LM,CA1 OR LM,i,i,-24.012596853
4089,4069,CA1 Recurrent O LM,CA1 O LM,i,i,-43.914657074715
4089,4076,CA1 Recurrent O LM,CA1 Perforant Path Associated QuadD,i,i,-188.77435450104002
4089,4078,CA1 Recurrent O LM,CA1 Basket,i,i,-130.07679255648
4089,4079,CA1 Recurrent O LM,CA1 Basket CCK+,i,i,-158.93630813281194
4089,4080,CA1 Recurrent O LM,CA1 Bistratified,i,i,-32.3195855192
4089,4081,CA1 Recurrent O LM,CA1 Ivy,i,i,-37.870761198186
4089,4083,CA1 Recurrent O LM,CA1 Oriens Bistratified,i,i,-33.3172035
4089,4087,CA1 Recurrent O LM,CA1 O LMR,i,i,-51.932885508504
4089,4089,CA1 Recurrent O LM,CA1 Recurrent O LM,i,i,-49.045345939799994
5005,3007,SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,e,i,2949.2223694746385
5005,4000,SUB CA1 Projecting Pyramidal,CA1 Pyramidal,e,e,3656.060709133248
5005,4003,SUB CA1 Projecting Pyramidal,CA1 Quadrilaminar,e,i,3846.6406290873597
5005,4005,SUB CA1 Projecting Pyramidal,CA1 LMR,e,i,1275.4235255785875
5005,4006,SUB CA1 Projecting Pyramidal,CA1 Perforant Path Associated,e,i,2399.2622927973
5005,4011,SUB CA1 Projecting Pyramidal,CA1 Neurogliaform Projecting,e,i,999.5926923867455
5005,4012,SUB CA1 Projecting Pyramidal,CA1 Neurogliaform,e,i,1465.5112777608192
5005,4013,SUB CA1 Projecting Pyramidal,CA1 Radial Trilaminar,e,i,2060.7218039736003
5005,4015,SUB CA1 Projecting Pyramidal,CA1 Schaffer Collateral Associated,e,i,3699.815545176882
5005,4023,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,2462.3075053780194
5005,4028,SUB CA1 Projecting Pyramidal,CA1 Radiatum,e,i,1175.4709999408547
5005,4036,SUB CA1 Projecting Pyramidal,CA1 Axo Axonic,e,i,2389.43693353365
5005,4054,SUB CA1 Projecting Pyramidal,CA1 Radiatum Giant,e,e,4528.8120423031205
5005,4055,SUB CA1 Projecting Pyramidal,CA1 Oriens Alveus,e,i,1875.1628695259703
5005,4061,SUB CA1 Projecting Pyramidal,CA1 R Receiving Apical Targeting,e,i,1774.218080588688
5005,4066,SUB CA1 Projecting Pyramidal,CA1 OR LM,e,i,3215.4097426559997
5005,4076,SUB CA1 Projecting Pyramidal,CA1 Perforant Path Associated QuadD,e,i,8838.111819755519
5005,4078,SUB CA1 Projecting Pyramidal,CA1 Basket,e,i,1470.5731704259256
5005,4079,SUB CA1 Projecting Pyramidal,CA1 Basket CCK+,e,i,2546.0112106206
5005,4080,SUB CA1 Projecting Pyramidal,CA1 Bistratified,e,i,1596.3348121205759
5005,4081,SUB CA1 Projecting Pyramidal,CA1 Ivy,e,i,651.5739051192
5005,5005,SUB CA1 Projecting Pyramidal,SUB CA1 Projecting Pyramidal,e,e,44766.56626397999
6002,1000,MEC LV Pyramidal,DG Granule,e,e,214401.45410359814
6002,1001,MEC LV Pyramidal,DG Semilunar Granule,e,e,131030.96781092668
6002,1004,MEC LV Pyramidal,DG Total Molecular Layer,e,i,41553.83457524197
6002,1005,MEC LV Pyramidal,DG MOLAX,e,i,79960.38580846952
6002,1007,MEC LV Pyramidal,DG Neurogliaform,e,i,3673.097114845407
6002,1008,MEC LV Pyramidal,DG MOPP,e,i,9379.302062826724
6002,1009,MEC LV Pyramidal,DG HICAP,e,i,57901.13715854701
6002,1010,MEC LV Pyramidal,DG Axo Axonic,e,i,133401.09477352846
6002,1026,MEC LV Pyramidal,DG HIPROM,e,i,121967.71167382316
6002,1027,MEC LV Pyramidal,DG AIPRIM,e,i,64242.76075211425
6002,1035,MEC LV Pyramidal,DG Basket,e,i,79119.6494328399
6002,1041,MEC LV Pyramidal,DG Hilar Ectopic Granule,e,e,144531.22194816626
6002,4011,MEC LV Pyramidal,CA1 Neurogliaform Projecting,e,i,2878.0806403569004
6002,5005,MEC LV Pyramidal,SUB CA1 Projecting Pyramidal,e,e,2737.614739252829
6002,6002,MEC LV Pyramidal,MEC LV Pyramidal,e,e,25530.475497173138
6002,6003,MEC LV Pyramidal,MEC LII Stellate,e,e,9015.918818358761
6002,6005,MEC LV Pyramidal,EC LI II Pyramidal Fan,e,e,883.8135547738068
6002,6006,MEC LV Pyramidal,MEC LIII Complex Pyramidal,e,e,15063.141308384402
6002,6008,MEC LV Pyramidal,MEC LII III Pyramidal Multiform,e,e,6811.548011212895
6002,6017,MEC LV Pyramidal,EC LIII Pyramidal,e,e,1692.1461723588104
6002,6018,MEC LV Pyramidal,EC LIII Stellate,e,e,1579.234100943952
6002,6019,MEC LV Pyramidal,MEC LII Oblique Pyramidal,e,e,3886.06082756892
6002,6021,MEC LV Pyramidal,EC LV Deep Pyramidal,e,e,6085.033809146879
6002,6023,MEC LV Pyramidal,MEC LV Superficial Pyramidal,e,e,20473.359149449712
6002,6024,MEC LV Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,4056.9485391234234
6002,6033,MEC LV Pyramidal,MEC LV Multipolar Pyramidal,e,e,29919.956640000004
6002,6038,MEC LV Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,7168.654250334719
6002,6040,MEC LV Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,9106.0125032448
6002,6052,MEC LV Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,16345.020192905247
6002,6082,MEC LV Pyramidal,EC LII III Pyramidal Tripolar,e,e,2034.4792677369599
6002,6086,MEC LV Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,5368.495239146259
6002,6092,MEC LV Pyramidal,EC LIII Pyramidal Stellate,e,e,3948.0137289734403
6002,6094,MEC LV Pyramidal,EC LI II Multipolar Pyramidal,e,e,7287.8206826880005
6002,6095,MEC LV Pyramidal,EC LIII V Bipolar Pyramidal,e,e,6273.280217352288
6003,1000,MEC LII Stellate,DG Granule,e,e,16736.462556296352
6003,1001,MEC LII Stellate,DG Semilunar Granule,e,e,15834.575091116465
6003,1004,MEC LII Stellate,DG Total Molecular Layer,e,i,1960.778023098145
6003,1005,MEC LII Stellate,DG MOLAX,e,i,3115.5560994381726
6003,1007,MEC LII Stellate,DG Neurogliaform,e,i,4737.104401760149
6003,1008,MEC LII Stellate,DG MOPP,e,i,11842.389582095399
6003,1009,MEC LII Stellate,DG HICAP,e,i,3767.2213314521214
6003,1010,MEC LII Stellate,DG Axo Axonic,e,i,25977.370035379867
6003,1027,MEC LII Stellate,DG AIPRIM,e,i,4011.044507179968
6003,1035,MEC LII Stellate,DG Basket,e,i,10939.031737534755
6003,1041,MEC LII Stellate,DG Hilar Ectopic Granule,e,e,10128.52691199346
6003,2000,MEC LII Stellate,CA3 Pyramidal,e,e,318996.667213036
6003,2001,MEC LII Stellate,CA3 Granule,e,e,266639.64926584717
6003,2005,MEC LII Stellate,CA3 LMR Targeting,e,i,146487.2618284637
6003,2028,MEC LII Stellate,CA3 Axo Axonic,e,i,129029.8455899854
6003,2043,MEC LII Stellate,CA3 Basket,e,i,159021.02869810164
6003,2044,MEC LII Stellate,CA3 Basket CCK+,e,i,63996.4984833928
6003,3000,MEC LII Stellate,CA2 Pyramidal,e,e,411540.53663516726
6003,3006,MEC LII Stellate,CA2 Basket,e,i,159516.23252329289
6003,3007,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,103327.4390926026
6003,4011,MEC LII Stellate,CA1 Neurogliaform Projecting,e,i,3713.124589105612
6003,5005,MEC LII Stellate,SUB CA1 Projecting Pyramidal,e,e,5429.742328105029
6003,6002,MEC LII Stellate,MEC LV Pyramidal,e,e,68250.30627407398
6003,6005,MEC LII Stellate,EC LI II Pyramidal Fan,e,e,6188.429776809499
6003,6006,MEC LII Stellate,MEC LIII Complex Pyramidal,e,e,33420.1948157539
6003,6008,MEC LII Stellate,MEC LII III Pyramidal Multiform,e,e,39846.431817674995
6003,6017,MEC LII Stellate,EC LIII Pyramidal,e,e,12807.86800412007
6003,6018,MEC LII Stellate,EC LIII Stellate,e,e,10627.74698789286
6003,6019,MEC LII Stellate,MEC LII Oblique Pyramidal,e,e,21471.686026476844
6003,6021,MEC LII Stellate,EC LV Deep Pyramidal,e,e,21732.149511072
6003,6023,MEC LII Stellate,MEC LV Superficial Pyramidal,e,e,51171.257153604
6003,6024,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,e,e,23557.379549634003
6003,6033,MEC LII Stellate,MEC LV Multipolar Pyramidal,e,e,50972.30139203125
6003,6038,MEC LII Stellate,MEC LIII Superficial Trilayered Interneuron,e,i,40392.24114294
6003,6040,MEC LII Stellate,MEC LIII Superficial Multipolar Interneuron,e,i,44585.8713862848
6003,6052,MEC LII Stellate,MEC LV VI Pyramidal Polymorphic,e,e,48648.5576692983
6003,6082,MEC LII Stellate,EC LII III Pyramidal Tripolar,e,e,13369.989240837898
6003,6086,MEC LII Stellate,EC LIV VI Deep Multipolar Principal,e,e,11938.210516874304
6003,6092,MEC LII Stellate,EC LIII Pyramidal Stellate,e,e,15542.065873942021
6003,6094,MEC LII Stellate,EC LI II Multipolar Pyramidal,e,e,21641.041799244
6003,6095,MEC LII Stellate,EC LIII V Bipolar Pyramidal,e,e,21451.925303595
6005,1000,EC LI II Pyramidal Fan,DG Granule,e,e,150836.97559437464
6005,1001,EC LI II Pyramidal Fan,DG Semilunar Granule,e,e,144865.26716751014
6005,1004,EC LI II Pyramidal Fan,DG Total Molecular Layer,e,i,17658.946764467408
6005,1005,EC LI II Pyramidal Fan,DG MOLAX,e,i,27780.766393923463
6005,1007,EC LI II Pyramidal Fan,DG Neurogliaform,e,i,42935.29752295023
6005,1008,EC LI II Pyramidal Fan,DG MOPP,e,i,108057.22502831795
6005,1009,EC LI II Pyramidal Fan,DG HICAP,e,i,33515.46298406432
6005,1010,EC LI II Pyramidal Fan,DG Axo Axonic,e,i,236409.33442351577
6005,1027,EC LI II Pyramidal Fan,DG AIPRIM,e,i,36591.91822255496
6005,1035,EC LI II Pyramidal Fan,DG Basket,e,i,100283.00110150588
6005,1041,EC LI II Pyramidal Fan,DG Hilar Ectopic Granule,e,e,92086.02558328352
6005,4011,EC LI II Pyramidal Fan,CA1 Neurogliaform Projecting,e,i,33430.43508511669
6005,5005,EC LI II Pyramidal Fan,SUB CA1 Projecting Pyramidal,e,e,32044.34748656936
6005,6002,EC LI II Pyramidal Fan,MEC LV Pyramidal,e,e,31115.863137146
6005,6003,EC LI II Pyramidal Fan,MEC LII Stellate,e,e,48948.58745995679
6005,6005,EC LI II Pyramidal Fan,EC LI II Pyramidal Fan,e,e,18762.87758140388
6005,6006,EC LI II Pyramidal Fan,MEC LIII Complex Pyramidal,e,e,31668.932570626264
6005,6007,EC LI II Pyramidal Fan,LEC LIII Complex Pyramidal,e,e,36640.953440881014
6005,6008,EC LI II Pyramidal Fan,MEC LII III Pyramidal Multiform,e,e,39692.19529359
6005,6017,EC LI II Pyramidal Fan,EC LIII Pyramidal,e,e,31502.804783899686
6005,6018,EC LI II Pyramidal Fan,EC LIII Stellate,e,e,30940.808490364503
6005,6019,EC LI II Pyramidal Fan,MEC LII Oblique Pyramidal,e,e,24009.682691374383
6005,6021,EC LI II Pyramidal Fan,EC LV Deep Pyramidal,e,e,19250.900103626096
6005,6023,EC LI II Pyramidal Fan,MEC LV Superficial Pyramidal,e,e,17570.49646924688
6005,6024,EC LI II Pyramidal Fan,MEC LIII Bipolar Complex Pyramidal,e,e,21473.2463275512
6005,6025,EC LI II Pyramidal Fan,LEC LIII Multipolar Principal,e,e,22434.36749428991
6005,6038,EC LI II Pyramidal Fan,MEC LIII Superficial Trilayered Interneuron,e,i,40543.0387878411
6005,6040,EC LI II Pyramidal Fan,MEC LIII Superficial Multipolar Interneuron,e,i,48957.02616309121
6005,6082,EC LI II Pyramidal Fan,EC LII III Pyramidal Tripolar,e,e,36616.84395766204
6005,6092,EC LI II Pyramidal Fan,EC LIII Pyramidal Stellate,e,e,40945.92304494509
6005,6094,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,e,e,137058.64099133536
6005,6095,EC LI II Pyramidal Fan,EC LIII V Bipolar Pyramidal,e,e,34791.03195635339
6006,6002,MEC LIII Complex Pyramidal,MEC LV Pyramidal,e,e,6217.956198509413
6006,6003,MEC LIII Complex Pyramidal,MEC LII Stellate,e,e,11943.98558728188
6006,6005,MEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,e,e,1348.85781543744
6006,6006,MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,e,e,15198.307067518352
6006,6008,MEC LIII Complex Pyramidal,MEC LII III Pyramidal Multiform,e,e,9113.20304167728
6006,6017,MEC LIII Complex Pyramidal,EC LIII Pyramidal,e,e,2263.442345026245
6006,6018,MEC LIII Complex Pyramidal,EC LIII Stellate,e,e,2270.0925091398744
6006,6019,MEC LIII Complex Pyramidal,MEC LII Oblique Pyramidal,e,e,5698.416470127892
6006,6021,MEC LIII Complex Pyramidal,EC LV Deep Pyramidal,e,e,1382.953670691488
6006,6023,MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,e,e,7287.243514507879
6006,6024,MEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,5474.179993366561
6006,6033,MEC LIII Complex Pyramidal,MEC LV Multipolar Pyramidal,e,e,7220.592400894739
6006,6038,MEC LIII Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,9253.64853144576
6006,6040,MEC LIII Complex Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,11683.137802442496
6006,6082,MEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,e,e,2712.297989939126
6006,6086,MEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,880.8524826077702
6006,6092,MEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,e,e,4354.383151505184
6006,6094,MEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,e,e,10125.701504029441
6006,6095,MEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,e,e,3587.653486362625
