pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,w_ij
4006,1005,CA1 Perforant Path Associated,DG MOLAX,i,i,-235.48983759098596
4006,1007,CA1 Perforant Path Associated,DG Neurogliaform,i,i,-300.6638341159681
4006,1008,CA1 Perforant Path Associated,DG MOPP,i,i,-476.08786664994676
4006,1009,CA1 Perforant Path Associated,DG HICAP,i,i,-203.48005832836057
4006,1010,CA1 Perforant Path Associated,DG Axo Axonic,i,i,-321.1879150621536
4006,1027,CA1 Perforant Path Associated,DG AIPRIM,i,i,-173.00326051548666
4006,1035,CA1 Perforant Path Associated,DG Basket,i,i,-302.91502392844865
4006,1041,CA1 Perforant Path Associated,DG Hilar Ectopic Granule,i,e,-380.5410889218456
4006,4000,CA1 Perforant Path Associated,CA1 Pyramidal,i,e,-685.5232627540223
4006,4003,CA1 Perforant Path Associated,CA1 Quadrilaminar,i,i,-696.0017666472768
4006,4005,CA1 Perforant Path Associated,CA1 LMR,i,i,-946.6298507560399
4006,4006,CA1 Perforant Path Associated,CA1 Perforant Path Associated,i,i,-469.1268061935742
4006,4011,CA1 Perforant Path Associated,CA1 Neurogliaform Projecting,i,i,-1228.2452297282375
4006,4012,CA1 Perforant Path Associated,CA1 Neurogliaform,i,i,-1230.7753726347285
4006,4013,CA1 Perforant Path Associated,CA1 Radial Trilaminar,i,i,-553.4112840278401
4006,4015,CA1 Perforant Path Associated,CA1 Schaffer Collateral Associated,i,i,-393.68499514680394
4006,4036,CA1 Perforant Path Associated,CA1 Axo Axonic,i,i,-603.813611268322
4006,4054,CA1 Perforant Path Associated,CA1 Radiatum Giant,i,e,-860.1806414215981
4006,4055,CA1 Perforant Path Associated,CA1 Oriens Alveus,i,i,-608.026993246176
4006,4076,CA1 Perforant Path Associated,CA1 Perforant Path Associated QuadD,i,i,-801.9042632092801
4006,4078,CA1 Perforant Path Associated,CA1 Basket,i,i,-497.778578567424
4006,4079,CA1 Perforant Path Associated,CA1 Basket CCK+,i,i,-685.0015287678091
4006,5005,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,i,e,-88240.648965
4011,1000,CA1 Neurogliaform Projecting,DG Granule,i,e,-34.782278294016
4011,1001,CA1 Neurogliaform Projecting,DG Semilunar Granule,i,e,-37.18527730176
4011,1004,CA1 Neurogliaform Projecting,DG Total Molecular Layer,i,i,-19.6696727578368
4011,1005,CA1 Neurogliaform Projecting,DG MOLAX,i,i,-36.0649063466496
4011,1007,CA1 Neurogliaform Projecting,DG Neurogliaform,i,i,-20.965446925824
4011,1008,CA1 Neurogliaform Projecting,DG MOPP,i,i,-25.3960768512
4011,1009,CA1 Neurogliaform Projecting,DG HICAP,i,i,-18.946092816504002
4011,1010,CA1 Neurogliaform Projecting,DG Axo Axonic,i,i,-25.946011003776007
4011,1027,CA1 Neurogliaform Projecting,DG AIPRIM,i,i,-17.24014423296
4011,1035,CA1 Neurogliaform Projecting,DG Basket,i,i,-19.070699519135996
4011,1041,CA1 Neurogliaform Projecting,DG Hilar Ectopic Granule,i,e,-39.55498971840001
4011,4000,CA1 Neurogliaform Projecting,CA1 Pyramidal,i,e,-37.258782879744
4011,4003,CA1 Neurogliaform Projecting,CA1 Quadrilaminar,i,i,-40.961044988063996
4011,4005,CA1 Neurogliaform Projecting,CA1 LMR,i,i,-46.10614966387199
4011,4006,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated,i,i,-26.908247726899212
4011,4011,CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting,i,i,-69.36186630827518
4011,4012,CA1 Neurogliaform Projecting,CA1 Neurogliaform,i,i,-63.80739579110401
4011,4013,CA1 Neurogliaform Projecting,CA1 Radial Trilaminar,i,i,-34.796833623552
4011,4015,CA1 Neurogliaform Projecting,CA1 Schaffer Collateral Associated,i,i,-22.825711873355512
4011,4036,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,-31.38250077331201
4011,4054,CA1 Neurogliaform Projecting,CA1 Radiatum Giant,i,e,-48.361118747136
4011,4055,CA1 Neurogliaform Projecting,CA1 Oriens Alveus,i,i,-30.710629407360003
4011,4076,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated QuadD,i,i,-54.343067999616
4011,4078,CA1 Neurogliaform Projecting,CA1 Basket,i,i,-23.966066835456004
4011,4079,CA1 Neurogliaform Projecting,CA1 Basket CCK+,i,i,-35.8642895176512
4012,4000,CA1 Neurogliaform,CA1 Pyramidal,i,e,-498.7138342441787
4012,4003,CA1 Neurogliaform,CA1 Quadrilaminar,i,i,-577.477069946952
4012,4005,CA1 Neurogliaform,CA1 LMR,i,i,-661.6301293107439
4012,4006,CA1 Neurogliaform,CA1 Perforant Path Associated,i,i,-372.38870030150065
4012,4011,CA1 Neurogliaform,CA1 Neurogliaform Projecting,i,i,-967.0348573058878
4012,4012,CA1 Neurogliaform,CA1 Neurogliaform,i,i,-841.0328368815743
4012,4013,CA1 Neurogliaform,CA1 Radial Trilaminar,i,i,-539.1641100552
4012,4015,CA1 Neurogliaform,CA1 Schaffer Collateral Associated,i,i,-336.9988757910745
4012,4036,CA1 Neurogliaform,CA1 Axo Axonic,i,i,-416.79829476322806
4012,4054,CA1 Neurogliaform,CA1 Radiatum Giant,i,e,-678.0620351275761
4012,4055,CA1 Neurogliaform,CA1 Oriens Alveus,i,i,-429.8353025026112
4012,4076,CA1 Neurogliaform,CA1 Perforant Path Associated QuadD,i,i,-759.6526148639999
4012,4078,CA1 Neurogliaform,CA1 Basket,i,i,-338.97546169087997
4012,4079,CA1 Neurogliaform,CA1 Basket CCK+,i,i,-486.2117791790688
4013,3007,CA1 Radial Trilaminar,CA2 Wide Arbor Basket,i,i,-10.851077946239997
4013,4000,CA1 Radial Trilaminar,CA1 Pyramidal,i,e,-165.94514470726918
4013,4003,CA1 Radial Trilaminar,CA1 Quadrilaminar,i,i,-171.503146674608
4013,4005,CA1 Radial Trilaminar,CA1 LMR,i,i,-43.274669654820244
4013,4006,CA1 Radial Trilaminar,CA1 Perforant Path Associated,i,i,-29.255114009097902
4013,4013,CA1 Radial Trilaminar,CA1 Radial Trilaminar,i,i,-149.231695375224
4013,4015,CA1 Radial Trilaminar,CA1 Schaffer Collateral Associated,i,i,-40.60397249156092
4013,4023,CA1 Radial Trilaminar,CA1 Back Projection,i,i,-68.82613286169601
4013,4028,CA1 Radial Trilaminar,CA1 Radiatum,i,i,-47.443997966736
4013,4033,CA1 Radial Trilaminar,CA1 SO SO,i,i,-76.2342334105275
4013,4035,CA1 Radial Trilaminar,CA1 Trilaminar,i,i,-94.47194714958002
4013,4036,CA1 Radial Trilaminar,CA1 Axo Axonic,i,i,-112.87490165427
4013,4038,CA1 Radial Trilaminar,CA1 Horizontal Axo Axonic,i,i,-35.4899563404414
4013,4039,CA1 Radial Trilaminar,CA1 Horizontal Basket,i,i,-109.69849255276799
4013,4054,CA1 Radial Trilaminar,CA1 Radiatum Giant,i,e,-67.97182818316801
4013,4055,CA1 Radial Trilaminar,CA1 Oriens Alveus,i,i,-127.05505936730876
4013,4061,CA1 Radial Trilaminar,CA1 R Receiving Apical Targeting,i,i,-78.59515673038398
4013,4066,CA1 Radial Trilaminar,CA1 OR LM,i,i,-89.34415112597942
4013,4069,CA1 Radial Trilaminar,CA1 O LM,i,i,-61.64320682675231
4013,4076,CA1 Radial Trilaminar,CA1 Perforant Path Associated QuadD,i,i,-230.44271043024003
4013,4078,CA1 Radial Trilaminar,CA1 Basket,i,i,-129.84255198275198
4013,4079,CA1 Radial Trilaminar,CA1 Basket CCK+,i,i,-151.4109638687184
4013,4080,CA1 Radial Trilaminar,CA1 Bistratified,i,i,-124.86040948054801
4013,4081,CA1 Radial Trilaminar,CA1 Ivy,i,i,-154.67523812181003
4013,4083,CA1 Radial Trilaminar,CA1 Oriens Bistratified,i,i,-37.39440662685001
4013,4087,CA1 Radial Trilaminar,CA1 O LMR,i,i,-71.7462053498736
4013,4089,CA1 Radial Trilaminar,CA1 Recurrent O LM,i,i,-65.58008432639998
4015,3007,CA1 Schaffer Collateral Associated,CA2 Wide Arbor Basket,i,i,-198.1683332450986
4015,4000,CA1 Schaffer Collateral Associated,CA1 Pyramidal,i,e,-1695.9048277761597
4015,4003,CA1 Schaffer Collateral Associated,CA1 Quadrilaminar,i,i,-1724.3375396241554
4015,4005,CA1 Schaffer Collateral Associated,CA1 LMR,i,i,-679.197181137493
4015,4006,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated,i,i,-394.39165184226187
4015,4013,CA1 Schaffer Collateral Associated,CA1 Radial Trilaminar,i,i,-1692.4782870523368
4015,4015,CA1 Schaffer Collateral Associated,CA1 Schaffer Collateral Associated,i,i,-375.2287761364328
4015,4023,CA1 Schaffer Collateral Associated,CA1 Back Projection,i,i,-569.6104131673967
4015,4028,CA1 Schaffer Collateral Associated,CA1 Radiatum,i,i,-673.2428769202274
4015,4033,CA1 Schaffer Collateral Associated,CA1 SO SO,i,i,-405.87409137115856
4015,4035,CA1 Schaffer Collateral Associated,CA1 Trilaminar,i,i,-503.80223647419706
4015,4036,CA1 Schaffer Collateral Associated,CA1 Axo Axonic,i,i,-1203.580807272546
4015,4038,CA1 Schaffer Collateral Associated,CA1 Horizontal Axo Axonic,i,i,-160.18571757264016
4015,4039,CA1 Schaffer Collateral Associated,CA1 Horizontal Basket,i,i,-588.6357613274599
4015,4054,CA1 Schaffer Collateral Associated,CA1 Radiatum Giant,i,e,-929.0478187360617
4015,4055,CA1 Schaffer Collateral Associated,CA1 Oriens Alveus,i,i,-1333.8261248573817
4015,4061,CA1 Schaffer Collateral Associated,CA1 R Receiving Apical Targeting,i,i,-934.1028809075583
4015,4066,CA1 Schaffer Collateral Associated,CA1 OR LM,i,i,-756.7131035841239
4015,4069,CA1 Schaffer Collateral Associated,CA1 O LM,i,i,-307.7678655675784
4015,4076,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated QuadD,i,i,-2391.9986363669886
4015,4078,CA1 Schaffer Collateral Associated,CA1 Basket,i,i,-1346.1241772467708
4015,4079,CA1 Schaffer Collateral Associated,CA1 Basket CCK+,i,i,-1515.4467559925547
4015,4080,CA1 Schaffer Collateral Associated,CA1 Bistratified,i,i,-1320.6906301596794
4015,4081,CA1 Schaffer Collateral Associated,CA1 Ivy,i,i,-1655.6542214811004
4015,4083,CA1 Schaffer Collateral Associated,CA1 Oriens Bistratified,i,i,-163.7587754245372
4015,4087,CA1 Schaffer Collateral Associated,CA1 O LMR,i,i,-313.7036508123294
4015,4089,CA1 Schaffer Collateral Associated,CA1 Recurrent O LM,i,i,-397.83275753487464
4023,1002,CA1 Back Projection,DG Mossy,i,e,-2390.6632042285205
4023,1004,CA1 Back Projection,DG Total Molecular Layer,i,i,-1396.6737349435311
4023,1005,CA1 Back Projection,DG MOLAX,i,i,-1496.50108256298
4023,1009,CA1 Back Projection,DG HICAP,i,i,-873.1419572625749
4023,1010,CA1 Back Projection,DG Axo Axonic,i,i,-738.8721308051722
4023,1013,CA1 Back Projection,DG HIPP,i,i,-1262.3735508384002
4023,1026,CA1 Back Projection,DG HIPROM,i,i,-1840.9809325438443
4023,1027,CA1 Back Projection,DG AIPRIM,i,i,-1195.606136325744
4023,1035,CA1 Back Projection,DG Basket,i,i,-842.6493941943166
4023,1041,CA1 Back Projection,DG Hilar Ectopic Granule,i,e,-1788.7691255616
4023,2000,CA1 Back Projection,CA3 Pyramidal,i,e,-9551.4468621
4023,2001,CA1 Back Projection,CA3 Granule,i,e,-1318.4752954673663
4023,2004,CA1 Back Projection,CA3c Pyramidal,i,e,-5258.993736087001
4023,2005,CA1 Back Projection,CA3 LMR Targeting,i,i,-2674.47409449792
4023,2009,CA1 Back Projection,CA3 O LM,i,i,-2280.92930434824
4023,2013,CA1 Back Projection,CA3 Lucidum ORAX,i,i,-1778.637586347508
4023,2019,CA1 Back Projection,CA3 Spiny Lucidum,i,i,-741.0652755645469
4023,2020,CA1 Back Projection,CA3 Trilaminar,i,i,-1812.04244178048
4023,2028,CA1 Back Projection,CA3 Axo Axonic,i,i,-3560.2277174100004
4023,2035,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,i,i,-3849.1907083944593
4023,2036,CA1 Back Projection,CA3 Mossy Fiber Associated,i,i,-2063.991995595526
4023,2043,CA1 Back Projection,CA3 Basket,i,i,-5943.780451808782
4023,2044,CA1 Back Projection,CA3 Basket CCK+,i,i,-2744.569457272499
4023,2047,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,-2038.3606500817561
4023,3007,CA1 Back Projection,CA2 Wide Arbor Basket,i,i,-340.05904038797587
4023,4000,CA1 Back Projection,CA1 Pyramidal,i,e,-2752.07743762848
4023,4003,CA1 Back Projection,CA1 Quadrilaminar,i,i,-3135.90470466273
4023,4005,CA1 Back Projection,CA1 LMR,i,i,-1463.1690085692965
4023,4006,CA1 Back Projection,CA1 Perforant Path Associated,i,i,-806.8093364377697
4023,4011,CA1 Back Projection,CA1 Neurogliaform Projecting,i,i,-859.520882899879
4023,4012,CA1 Back Projection,CA1 Neurogliaform,i,i,-964.6518575944535
4023,4013,CA1 Back Projection,CA1 Radial Trilaminar,i,i,-3082.4085094400007
4023,4015,CA1 Back Projection,CA1 Schaffer Collateral Associated,i,i,-902.1654360778017
4023,4023,CA1 Back Projection,CA1 Back Projection,i,i,-1013.2194899845979
4023,4028,CA1 Back Projection,CA1 Radiatum,i,i,-487.5228731646
4023,4033,CA1 Back Projection,CA1 SO SO,i,i,-799.1812457679961
4023,4035,CA1 Back Projection,CA1 Trilaminar,i,i,-922.959604961823
4023,4036,CA1 Back Projection,CA1 Axo Axonic,i,i,-2183.276690346115
4023,4038,CA1 Back Projection,CA1 Horizontal Axo Axonic,i,i,-479.01983748075605
4023,4039,CA1 Back Projection,CA1 Horizontal Basket,i,i,-1447.7441526730624
4023,4054,CA1 Back Projection,CA1 Radiatum Giant,i,e,-1603.9442042325002
4023,4055,CA1 Back Projection,CA1 Oriens Alveus,i,i,-2494.558289313792
4023,4061,CA1 Back Projection,CA1 R Receiving Apical Targeting,i,i,-751.96080813568
4023,4066,CA1 Back Projection,CA1 OR LM,i,i,-861.7617151116364
4023,4069,CA1 Back Projection,CA1 O LM,i,i,-622.311153734942
4023,4076,CA1 Back Projection,CA1 Perforant Path Associated QuadD,i,i,-3817.2207387600006
4023,4078,CA1 Back Projection,CA1 Basket,i,i,-2223.0362502150397
4023,4079,CA1 Back Projection,CA1 Basket CCK+,i,i,-2763.5599751855684
4023,4080,CA1 Back Projection,CA1 Bistratified,i,i,-1744.7238414777598
4023,4081,CA1 Back Projection,CA1 Ivy,i,i,-2138.6762283980806
4023,4083,CA1 Back Projection,CA1 Oriens Bistratified,i,i,-486.67215066288003
4023,4087,CA1 Back Projection,CA1 O LMR,i,i,-778.1301243206399
4023,4089,CA1 Back Projection,CA1 Recurrent O LM,i,i,-657.4649611467601
4028,4000,CA1 Radiatum,CA1 Pyramidal,i,e,-53.54274287673791
4028,4003,CA1 Radiatum,CA1 Quadrilaminar,i,i,-72.72673863334201
4028,4005,CA1 Radiatum,CA1 LMR,i,i,-79.28456652096335
4028,4006,CA1 Radiatum,CA1 Perforant Path Associated,i,i,-44.05437391041505
4028,4013,CA1 Radiatum,CA1 Radial Trilaminar,i,i,-65.74362196032001
4028,4015,CA1 Radiatum,CA1 Schaffer Collateral Associated,i,i,-55.73908998877218
4028,4028,CA1 Radiatum,CA1 Radiatum,i,i,-69.40554761564928
4028,4036,CA1 Radiatum,CA1 Axo Axonic,i,i,-46.49493507120002
4028,4054,CA1 Radiatum,CA1 Radiatum Giant,i,e,-92.0461787200464
4028,4055,CA1 Radiatum,CA1 Oriens Alveus,i,i,-55.27097397761147
4028,4061,CA1 Radiatum,CA1 R Receiving Apical Targeting,i,i,-95.8572664086996
4028,4066,CA1 Radiatum,CA1 OR LM,i,i,-52.519852806651365
4028,4076,CA1 Radiatum,CA1 Perforant Path Associated QuadD,i,i,-127.63488137657401
4028,4078,CA1 Radiatum,CA1 Basket,i,i,-55.4046601248
4028,4079,CA1 Radiatum,CA1 Basket CCK+,i,i,-60.220737926036996
4028,4080,CA1 Radiatum,CA1 Bistratified,i,i,-53.877642485184005
4028,4081,CA1 Radiatum,CA1 Ivy,i,i,-49.41774055548
4033,4000,CA1 SO SO,CA1 Pyramidal,i,e,-346.56875880033596
4033,4003,CA1 SO SO,CA1 Quadrilaminar,i,i,-308.506210707856
4033,4013,CA1 SO SO,CA1 Radial Trilaminar,i,i,-300.16737617592
4033,4023,CA1 SO SO,CA1 Back Projection,i,i,-243.4875178629855
4033,4033,CA1 SO SO,CA1 SO SO,i,i,-395.17643747433596
4033,4035,CA1 SO SO,CA1 Trilaminar,i,i,-478.440272172753
4033,4036,CA1 SO SO,CA1 Axo Axonic,i,i,-243.04333448014722
4033,4038,CA1 SO SO,CA1 Horizontal Axo Axonic,i,i,-264.0743927478721
4033,4039,CA1 SO SO,CA1 Horizontal Basket,i,i,-672.6813269216541
4033,4055,CA1 SO SO,CA1 Oriens Alveus,i,i,-258.66974503532794
4033,4066,CA1 SO SO,CA1 OR LM,i,i,-189.26370370257843
4033,4069,CA1 SO SO,CA1 O LM,i,i,-346.98191250809697
4033,4076,CA1 SO SO,CA1 Perforant Path Associated QuadD,i,i,-285.20768746899
4033,4078,CA1 SO SO,CA1 Basket,i,i,-266.078244679296
4033,4079,CA1 SO SO,CA1 Basket CCK+,i,i,-281.13921814797
4033,4080,CA1 SO SO,CA1 Bistratified,i,i,-248.95184019254998
4033,4081,CA1 SO SO,CA1 Ivy,i,i,-319.1981692914
4033,4083,CA1 SO SO,CA1 Oriens Bistratified,i,i,-271.31387165315994
4033,4087,CA1 SO SO,CA1 O LMR,i,i,-433.553327539605
4033,4089,CA1 SO SO,CA1 Recurrent O LM,i,i,-314.7203896012
4035,3007,CA1 Trilaminar,CA2 Wide Arbor Basket,i,i,-289.6362162280187
4035,4000,CA1 Trilaminar,CA1 Pyramidal,i,e,-1386.79553811582
4035,4003,CA1 Trilaminar,CA1 Quadrilaminar,i,i,-1509.9548613962163
4035,4005,CA1 Trilaminar,CA1 LMR,i,i,-386.5629212370179
4035,4006,CA1 Trilaminar,CA1 Perforant Path Associated,i,i,-208.14001531190164
4035,4013,CA1 Trilaminar,CA1 Radial Trilaminar,i,i,-1561.7802244968
4035,4015,CA1 Trilaminar,CA1 Schaffer Collateral Associated,i,i,-296.318830818937
4035,4023,CA1 Trilaminar,CA1 Back Projection,i,i,-673.9741875900879
4035,4028,CA1 Trilaminar,CA1 Radiatum,i,i,-333.300761219328
4035,4033,CA1 Trilaminar,CA1 SO SO,i,i,-419.209389289152
4035,4035,CA1 Trilaminar,CA1 Trilaminar,i,i,-454.40522413486195
4035,4036,CA1 Trilaminar,CA1 Axo Axonic,i,i,-1090.9432517695802
4035,4038,CA1 Trilaminar,CA1 Horizontal Axo Axonic,i,i,-287.4419314767
4035,4039,CA1 Trilaminar,CA1 Horizontal Basket,i,i,-938.1924892820482
4035,4054,CA1 Trilaminar,CA1 Radiatum Giant,i,e,-438.20874026397007
4035,4055,CA1 Trilaminar,CA1 Oriens Alveus,i,i,-1232.649303118968
4035,4061,CA1 Trilaminar,CA1 R Receiving Apical Targeting,i,i,-449.82353525199994
4035,4066,CA1 Trilaminar,CA1 OR LM,i,i,-450.7104248342389
4035,4069,CA1 Trilaminar,CA1 O LM,i,i,-308.3731316306783
4035,4076,CA1 Trilaminar,CA1 Perforant Path Associated QuadD,i,i,-1795.4540159001604
4035,4078,CA1 Trilaminar,CA1 Basket,i,i,-1154.2308150048
4035,4079,CA1 Trilaminar,CA1 Basket CCK+,i,i,-1398.38351515016
4035,4080,CA1 Trilaminar,CA1 Bistratified,i,i,-1191.9307010431999
4035,4081,CA1 Trilaminar,CA1 Ivy,i,i,-1522.39875416937
4035,4083,CA1 Trilaminar,CA1 Oriens Bistratified,i,i,-292.22850205368
4035,4087,CA1 Trilaminar,CA1 O LMR,i,i,-387.89349710312246
4035,4089,CA1 Trilaminar,CA1 Recurrent O LM,i,i,-332.4078515808
4035,5005,CA1 Trilaminar,SUB CA1 Projecting Pyramidal,i,e,-838.78146697254
4036,4000,CA1 Axo Axonic,CA1 Pyramidal,i,e,-223.86477262732654
4036,4054,CA1 Axo Axonic,CA1 Radiatum Giant,i,e,-257.3165617746797
4038,4000,CA1 Horizontal Axo Axonic,CA1 Pyramidal,i,e,-112.54813712407984
4038,4054,CA1 Horizontal Axo Axonic,CA1 Radiatum Giant,i,e,-133.8797986962677
4039,4000,CA1 Horizontal Basket,CA1 Pyramidal,i,e,-2941.9887647126575
4039,4013,CA1 Horizontal Basket,CA1 Radial Trilaminar,i,i,-5525.324154429722
4039,4036,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,-2745.978179093751
4039,4039,CA1 Horizontal Basket,CA1 Horizontal Basket,i,i,-3478.5619646602577
4039,4054,CA1 Horizontal Basket,CA1 Radiatum Giant,i,e,-4464.090320450762
4039,4066,CA1 Horizontal Basket,CA1 OR LM,i,i,-1981.9765241485034
4039,4078,CA1 Horizontal Basket,CA1 Basket,i,i,-2902.3295251213353
4039,4079,CA1 Horizontal Basket,CA1 Basket CCK+,i,i,-3348.933598973451
4039,4080,CA1 Horizontal Basket,CA1 Bistratified,i,i,-3748.9775908578717
4039,4081,CA1 Horizontal Basket,CA1 Ivy,i,i,-4893.405686188446
4054,4000,CA1 Radiatum Giant,CA1 Pyramidal,e,e,1808.126274584448
4054,4003,CA1 Radiatum Giant,CA1 Quadrilaminar,e,i,637.0945491731185
4054,4013,CA1 Radiatum Giant,CA1 Radial Trilaminar,e,i,392.77359470950273
4054,4023,CA1 Radiatum Giant,CA1 Back Projection,e,i,1043.4261958778877
4054,4033,CA1 Radiatum Giant,CA1 SO SO,e,i,1478.02807798512
4054,4035,CA1 Radiatum Giant,CA1 Trilaminar,e,i,2390.54634602496
4054,4036,CA1 Radiatum Giant,CA1 Axo Axonic,e,i,1022.7077085123761
4054,4038,CA1 Radiatum Giant,CA1 Horizontal Axo Axonic,e,i,430.4094116038891
4054,4039,CA1 Radiatum Giant,CA1 Horizontal Basket,e,i,1168.9013802282345
4054,4055,CA1 Radiatum Giant,CA1 Oriens Alveus,e,i,549.5984967949057
4054,4066,CA1 Radiatum Giant,CA1 OR LM,e,i,1217.9702732666112
4054,4069,CA1 Radiatum Giant,CA1 O LM,e,i,990.0511658999997
4054,4076,CA1 Radiatum Giant,CA1 Perforant Path Associated QuadD,e,i,596.7808386048
4054,4078,CA1 Radiatum Giant,CA1 Basket,e,i,702.487195640568
4054,4079,CA1 Radiatum Giant,CA1 Basket CCK+,e,i,842.7368119442688
4054,4080,CA1 Radiatum Giant,CA1 Bistratified,e,i,895.2399478041601
4054,4081,CA1 Radiatum Giant,CA1 Ivy,e,i,1110.7505226554883
4054,4083,CA1 Radiatum Giant,CA1 Oriens Bistratified,e,i,666.6998045368321
4054,4087,CA1 Radiatum Giant,CA1 O LMR,e,i,846.0242332026314
4054,4089,CA1 Radiatum Giant,CA1 Recurrent O LM,e,i,2623.7016676713597
4055,3007,CA1 Oriens Alveus,CA2 Wide Arbor Basket,i,i,-66.54118425724748
4055,4000,CA1 Oriens Alveus,CA1 Pyramidal,i,e,-377.00647036975
4055,4003,CA1 Oriens Alveus,CA1 Quadrilaminar,i,i,-442.3663805617729
4055,4013,CA1 Oriens Alveus,CA1 Radial Trilaminar,i,i,-440.77331649727995
4055,4023,CA1 Oriens Alveus,CA1 Back Projection,i,i,-316.981847842932
4055,4033,CA1 Oriens Alveus,CA1 SO SO,i,i,-401.628562772976
4055,4035,CA1 Oriens Alveus,CA1 Trilaminar,i,i,-422.9570484433801
4055,4036,CA1 Oriens Alveus,CA1 Axo Axonic,i,i,-297.6269223530311
4055,4038,CA1 Oriens Alveus,CA1 Horizontal Axo Axonic,i,i,-191.122956239886
4055,4039,CA1 Oriens Alveus,CA1 Horizontal Basket,i,i,-827.7800344077599
4055,4055,CA1 Oriens Alveus,CA1 Oriens Alveus,i,i,-338.1967984647808
4055,4066,CA1 Oriens Alveus,CA1 OR LM,i,i,-141.7302150082992
4055,4069,CA1 Oriens Alveus,CA1 O LM,i,i,-245.02733457272814
4055,4076,CA1 Oriens Alveus,CA1 Perforant Path Associated QuadD,i,i,-407.47607126424
4055,4078,CA1 Oriens Alveus,CA1 Basket,i,i,-346.219724889792
4055,4079,CA1 Oriens Alveus,CA1 Basket CCK+,i,i,-410.29888866249007
4055,4080,CA1 Oriens Alveus,CA1 Bistratified,i,i,-368.44385570899203
4055,4081,CA1 Oriens Alveus,CA1 Ivy,i,i,-482.04864271265126
4055,4083,CA1 Oriens Alveus,CA1 Oriens Bistratified,i,i,-204.9978543837
4055,4087,CA1 Oriens Alveus,CA1 O LMR,i,i,-289.35997437244794
4055,4089,CA1 Oriens Alveus,CA1 Recurrent O LM,i,i,-329.94030882384
4061,4000,CA1 R Receiving Apical Targeting,CA1 Pyramidal,i,e,-404.556774158848
4061,4003,CA1 R Receiving Apical Targeting,CA1 Quadrilaminar,i,i,-402.88791640832
4061,4005,CA1 R Receiving Apical Targeting,CA1 LMR,i,i,-514.5635425357824
4061,4006,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated,i,i,-258.7916192153601
4061,4011,CA1 R Receiving Apical Targeting,CA1 Neurogliaform Projecting,i,i,-182.15923442227196
4061,4012,CA1 R Receiving Apical Targeting,CA1 Neurogliaform,i,i,-196.0825120128
4061,4013,CA1 R Receiving Apical Targeting,CA1 Radial Trilaminar,i,i,-334.41966538752
4061,4015,CA1 R Receiving Apical Targeting,CA1 Schaffer Collateral Associated,i,i,-264.86357216814196
4061,4028,CA1 R Receiving Apical Targeting,CA1 Radiatum,i,i,-205.67189489172483
4061,4036,CA1 R Receiving Apical Targeting,CA1 Axo Axonic,i,i,-287.66137616640003
4061,4054,CA1 R Receiving Apical Targeting,CA1 Radiatum Giant,i,e,-501.16800419840007
4061,4055,CA1 R Receiving Apical Targeting,CA1 Oriens Alveus,i,i,-335.30599842508803
4061,4061,CA1 R Receiving Apical Targeting,CA1 R Receiving Apical Targeting,i,i,-321.351459538944
4061,4066,CA1 R Receiving Apical Targeting,CA1 OR LM,i,i,-162.529135473024
4061,4076,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated QuadD,i,i,-533.85101662464
4061,4078,CA1 R Receiving Apical Targeting,CA1 Basket,i,i,-293.721611264
4061,4079,CA1 R Receiving Apical Targeting,CA1 Basket CCK+,i,i,-346.63266785792007
4061,4080,CA1 R Receiving Apical Targeting,CA1 Bistratified,i,i,-166.93229483519997
4061,4081,CA1 R Receiving Apical Targeting,CA1 Ivy,i,i,-158.83870516400643
4066,4000,CA1 OR LM,CA1 Pyramidal,i,e,-228.00957513062403
4066,4003,CA1 OR LM,CA1 Quadrilaminar,i,i,-289.13334112060204
4066,4005,CA1 OR LM,CA1 LMR,i,i,-304.46106343536235
4066,4006,CA1 OR LM,CA1 Perforant Path Associated,i,i,-188.81570103669003
4066,4011,CA1 OR LM,CA1 Neurogliaform Projecting,i,i,-390.15752515776893
4066,4012,CA1 OR LM,CA1 Neurogliaform,i,i,-354.92864844833275
4066,4013,CA1 OR LM,CA1 Radial Trilaminar,i,i,-242.85711631104002
4066,4015,CA1 OR LM,CA1 Schaffer Collateral Associated,i,i,-134.84868281670717
4066,4036,CA1 OR LM,CA1 Axo Axonic,i,i,-200.45041506986408
4066,4054,CA1 OR LM,CA1 Radiatum Giant,i,e,-325.74552032030397
4066,4055,CA1 OR LM,CA1 Oriens Alveus,i,i,-197.31186822551038
4066,4076,CA1 OR LM,CA1 Perforant Path Associated QuadD,i,i,-382.39097615482507
