pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,v_ij
4012,4013,CA1 Neurogliaform,CA1 Radial Trilaminar,i,i,-40.0
4012,4015,CA1 Neurogliaform,CA1 Schaffer Collateral Associated,i,i,-22.9
4012,4036,CA1 Neurogliaform,CA1 Axo Axonic,i,i,-26.900000000000006
4012,4054,CA1 Neurogliaform,CA1 Radiatum Giant,i,e,-34.0
4012,4055,CA1 Neurogliaform,CA1 Oriens Alveus,i,i,-28.4
4012,4076,CA1 Neurogliaform,CA1 Perforant Path Associated QuadD,i,i,-33.0
4012,4078,CA1 Neurogliaform,CA1 Basket,i,i,-32.0
4012,4079,CA1 Neurogliaform,CA1 Basket CCK+,i,i,-31.1
4013,3007,CA1 Radial Trilaminar,CA2 Wide Arbor Basket,i,i,-25.099999999999994
4013,4000,CA1 Radial Trilaminar,CA1 Pyramidal,i,e,-27.799999999999997
4013,4003,CA1 Radial Trilaminar,CA1 Quadrilaminar,i,i,-32.6
4013,4005,CA1 Radial Trilaminar,CA1 LMR,i,i,-53.8
4013,4006,CA1 Radial Trilaminar,CA1 Perforant Path Associated,i,i,-23.900000000000006
4013,4013,CA1 Radial Trilaminar,CA1 Radial Trilaminar,i,i,-40.0
4013,4015,CA1 Radial Trilaminar,CA1 Schaffer Collateral Associated,i,i,-22.9
4013,4023,CA1 Radial Trilaminar,CA1 Back Projection,i,i,-23.5
4013,4028,CA1 Radial Trilaminar,CA1 Radiatum,i,i,-33.6
4013,4033,CA1 Radial Trilaminar,CA1 SO SO,i,i,-35.0
4013,4035,CA1 Radial Trilaminar,CA1 Trilaminar,i,i,-33.0
4013,4036,CA1 Radial Trilaminar,CA1 Axo Axonic,i,i,-26.900000000000006
4013,4038,CA1 Radial Trilaminar,CA1 Horizontal Axo Axonic,i,i,-38.0
4013,4039,CA1 Radial Trilaminar,CA1 Horizontal Basket,i,i,-38.6
4013,4054,CA1 Radial Trilaminar,CA1 Radiatum Giant,i,e,-34.0
4013,4055,CA1 Radial Trilaminar,CA1 Oriens Alveus,i,i,-28.4
4013,4061,CA1 Radial Trilaminar,CA1 R Receiving Apical Targeting,i,i,-38.0
4013,4066,CA1 Radial Trilaminar,CA1 OR LM,i,i,-17.1
4013,4069,CA1 Radial Trilaminar,CA1 O LM,i,i,-42.3
4013,4076,CA1 Radial Trilaminar,CA1 Perforant Path Associated QuadD,i,i,-33.0
4013,4078,CA1 Radial Trilaminar,CA1 Basket,i,i,-32.0
4013,4079,CA1 Radial Trilaminar,CA1 Basket CCK+,i,i,-31.1
4013,4080,CA1 Radial Trilaminar,CA1 Bistratified,i,i,-23.0
4013,4081,CA1 Radial Trilaminar,CA1 Ivy,i,i,-29.1
4013,4083,CA1 Radial Trilaminar,CA1 Oriens Bistratified,i,i,-30.0
4013,4087,CA1 Radial Trilaminar,CA1 O LMR,i,i,-48.3
4013,4089,CA1 Radial Trilaminar,CA1 Recurrent O LM,i,i,-20.0
4015,3007,CA1 Schaffer Collateral Associated,CA2 Wide Arbor Basket,i,i,-25.099999999999994
4015,4000,CA1 Schaffer Collateral Associated,CA1 Pyramidal,i,e,-27.799999999999997
4015,4003,CA1 Schaffer Collateral Associated,CA1 Quadrilaminar,i,i,-32.6
4015,4005,CA1 Schaffer Collateral Associated,CA1 LMR,i,i,-53.8
4015,4006,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated,i,i,-23.900000000000006
4015,4013,CA1 Schaffer Collateral Associated,CA1 Radial Trilaminar,i,i,-40.0
4015,4015,CA1 Schaffer Collateral Associated,CA1 Schaffer Collateral Associated,i,i,-22.9
4015,4023,CA1 Schaffer Collateral Associated,CA1 Back Projection,i,i,-23.5
4015,4028,CA1 Schaffer Collateral Associated,CA1 Radiatum,i,i,-33.6
4015,4033,CA1 Schaffer Collateral Associated,CA1 SO SO,i,i,-35.0
4015,4035,CA1 Schaffer Collateral Associated,CA1 Trilaminar,i,i,-33.0
4015,4036,CA1 Schaffer Collateral Associated,CA1 Axo Axonic,i,i,-26.900000000000006
4015,4038,CA1 Schaffer Collateral Associated,CA1 Horizontal Axo Axonic,i,i,-38.0
4015,4039,CA1 Schaffer Collateral Associated,CA1 Horizontal Basket,i,i,-38.6
4015,4054,CA1 Schaffer Collateral Associated,CA1 Radiatum Giant,i,e,-34.0
4015,4055,CA1 Schaffer Collateral Associated,CA1 Oriens Alveus,i,i,-28.4
4015,4061,CA1 Schaffer Collateral Associated,CA1 R Receiving Apical Targeting,i,i,-38.0
4015,4066,CA1 Schaffer Collateral Associated,CA1 OR LM,i,i,-17.1
4015,4069,CA1 Schaffer Collateral Associated,CA1 O LM,i,i,-42.3
4015,4076,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated QuadD,i,i,-33.0
4015,4078,CA1 Schaffer Collateral Associated,CA1 Basket,i,i,-32.0
4015,4079,CA1 Schaffer Collateral Associated,CA1 Basket CCK+,i,i,-31.1
4015,4080,CA1 Schaffer Collateral Associated,CA1 Bistratified,i,i,-23.0
4015,4081,CA1 Schaffer Collateral Associated,CA1 Ivy,i,i,-29.1
4015,4083,CA1 Schaffer Collateral Associated,CA1 Oriens Bistratified,i,i,-30.0
4015,4087,CA1 Schaffer Collateral Associated,CA1 O LMR,i,i,-48.3
4015,4089,CA1 Schaffer Collateral Associated,CA1 Recurrent O LM,i,i,-20.0
4023,1002,CA1 Back Projection,DG Mossy,i,e,-31.700000000000003
4023,1004,CA1 Back Projection,DG Total Molecular Layer,i,i,-30.700000000000003
4023,1005,CA1 Back Projection,DG MOLAX,i,i,-30.700000000000003
4023,1009,CA1 Back Projection,DG HICAP,i,i,-31.5
4023,1010,CA1 Back Projection,DG Axo Axonic,i,i,-17.900000000000006
4023,1013,CA1 Back Projection,DG HIPP,i,i,-24.0
4023,1026,CA1 Back Projection,DG HIPROM,i,i,-31.200000000000003
4023,1027,CA1 Back Projection,DG AIPRIM,i,i,-22.0
4023,1035,CA1 Back Projection,DG Basket,i,i,-26.299999999999997
4023,1041,CA1 Back Projection,DG Hilar Ectopic Granule,i,e,-30.0
4023,2000,CA1 Back Projection,CA3 Pyramidal,i,e,-37.5
4023,2001,CA1 Back Projection,CA3 Granule,i,e,-19.4
4023,2004,CA1 Back Projection,CA3c Pyramidal,i,e,-23.0
4023,2005,CA1 Back Projection,CA3 LMR Targeting,i,i,-24.0
4023,2009,CA1 Back Projection,CA3 O LM,i,i,-36.5
4023,2013,CA1 Back Projection,CA3 Lucidum ORAX,i,i,-28.200000000000003
4023,2019,CA1 Back Projection,CA3 Spiny Lucidum,i,i,-32.8
4023,2020,CA1 Back Projection,CA3 Trilaminar,i,i,-20.799999999999997
4023,2028,CA1 Back Projection,CA3 Axo Axonic,i,i,-22.5
4023,2035,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,i,i,-33.0
4023,2036,CA1 Back Projection,CA3 Mossy Fiber Associated,i,i,-34.4
4023,2043,CA1 Back Projection,CA3 Basket,i,i,-37.6
4023,2044,CA1 Back Projection,CA3 Basket CCK+,i,i,-40.4
4023,2047,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,-37.0
4023,3007,CA1 Back Projection,CA2 Wide Arbor Basket,i,i,-25.099999999999994
4023,4000,CA1 Back Projection,CA1 Pyramidal,i,e,-27.799999999999997
4023,4003,CA1 Back Projection,CA1 Quadrilaminar,i,i,-32.6
4023,4005,CA1 Back Projection,CA1 LMR,i,i,-53.8
4023,4006,CA1 Back Projection,CA1 Perforant Path Associated,i,i,-23.900000000000006
4023,4011,CA1 Back Projection,CA1 Neurogliaform Projecting,i,i,-51.3
4023,4012,CA1 Back Projection,CA1 Neurogliaform,i,i,-39.3
4023,4013,CA1 Back Projection,CA1 Radial Trilaminar,i,i,-40.0
4023,4015,CA1 Back Projection,CA1 Schaffer Collateral Associated,i,i,-22.9
4023,4023,CA1 Back Projection,CA1 Back Projection,i,i,-23.5
4023,4028,CA1 Back Projection,CA1 Radiatum,i,i,-33.6
4023,4033,CA1 Back Projection,CA1 SO SO,i,i,-35.0
4023,4035,CA1 Back Projection,CA1 Trilaminar,i,i,-33.0
4023,4036,CA1 Back Projection,CA1 Axo Axonic,i,i,-26.900000000000006
4023,4038,CA1 Back Projection,CA1 Horizontal Axo Axonic,i,i,-38.0
4023,4039,CA1 Back Projection,CA1 Horizontal Basket,i,i,-38.6
4023,4054,CA1 Back Projection,CA1 Radiatum Giant,i,e,-34.0
4023,4055,CA1 Back Projection,CA1 Oriens Alveus,i,i,-28.4
4023,4061,CA1 Back Projection,CA1 R Receiving Apical Targeting,i,i,-38.0
4023,4066,CA1 Back Projection,CA1 OR LM,i,i,-17.1
4023,4069,CA1 Back Projection,CA1 O LM,i,i,-42.3
4023,4076,CA1 Back Projection,CA1 Perforant Path Associated QuadD,i,i,-33.0
4023,4078,CA1 Back Projection,CA1 Basket,i,i,-32.0
4023,4079,CA1 Back Projection,CA1 Basket CCK+,i,i,-31.1
4023,4080,CA1 Back Projection,CA1 Bistratified,i,i,-23.0
4023,4081,CA1 Back Projection,CA1 Ivy,i,i,-29.1
4023,4083,CA1 Back Projection,CA1 Oriens Bistratified,i,i,-30.0
4023,4087,CA1 Back Projection,CA1 O LMR,i,i,-48.3
4023,4089,CA1 Back Projection,CA1 Recurrent O LM,i,i,-20.0
4028,4000,CA1 Radiatum,CA1 Pyramidal,i,e,-27.799999999999997
4028,4003,CA1 Radiatum,CA1 Quadrilaminar,i,i,-32.6
4028,4005,CA1 Radiatum,CA1 LMR,i,i,-53.8
4028,4006,CA1 Radiatum,CA1 Perforant Path Associated,i,i,-23.900000000000006
4028,4013,CA1 Radiatum,CA1 Radial Trilaminar,i,i,-40.0
4028,4015,CA1 Radiatum,CA1 Schaffer Collateral Associated,i,i,-22.9
4028,4028,CA1 Radiatum,CA1 Radiatum,i,i,-33.6
4028,4036,CA1 Radiatum,CA1 Axo Axonic,i,i,-26.900000000000006
4028,4054,CA1 Radiatum,CA1 Radiatum Giant,i,e,-34.0
4028,4055,CA1 Radiatum,CA1 Oriens Alveus,i,i,-28.4
4028,4061,CA1 Radiatum,CA1 R Receiving Apical Targeting,i,i,-38.0
4028,4066,CA1 Radiatum,CA1 OR LM,i,i,-17.1
4028,4076,CA1 Radiatum,CA1 Perforant Path Associated QuadD,i,i,-33.0
4028,4078,CA1 Radiatum,CA1 Basket,i,i,-32.0
4028,4079,CA1 Radiatum,CA1 Basket CCK+,i,i,-31.1
4028,4080,CA1 Radiatum,CA1 Bistratified,i,i,-23.0
4028,4081,CA1 Radiatum,CA1 Ivy,i,i,-29.1
4033,4000,CA1 SO SO,CA1 Pyramidal,i,e,-27.799999999999997
4033,4003,CA1 SO SO,CA1 Quadrilaminar,i,i,-32.6
4033,4013,CA1 SO SO,CA1 Radial Trilaminar,i,i,-40.0
4033,4023,CA1 SO SO,CA1 Back Projection,i,i,-23.5
4033,4033,CA1 SO SO,CA1 SO SO,i,i,-35.0
4033,4035,CA1 SO SO,CA1 Trilaminar,i,i,-33.0
4033,4036,CA1 SO SO,CA1 Axo Axonic,i,i,-26.900000000000006
4033,4038,CA1 SO SO,CA1 Horizontal Axo Axonic,i,i,-38.0
4033,4039,CA1 SO SO,CA1 Horizontal Basket,i,i,-38.6
4033,4055,CA1 SO SO,CA1 Oriens Alveus,i,i,-28.4
4033,4066,CA1 SO SO,CA1 OR LM,i,i,-17.1
4033,4069,CA1 SO SO,CA1 O LM,i,i,-42.3
4033,4076,CA1 SO SO,CA1 Perforant Path Associated QuadD,i,i,-33.0
4033,4078,CA1 SO SO,CA1 Basket,i,i,-32.0
4033,4079,CA1 SO SO,CA1 Basket CCK+,i,i,-31.1
4033,4080,CA1 SO SO,CA1 Bistratified,i,i,-23.0
4033,4081,CA1 SO SO,CA1 Ivy,i,i,-29.1
4033,4083,CA1 SO SO,CA1 Oriens Bistratified,i,i,-30.0
4033,4087,CA1 SO SO,CA1 O LMR,i,i,-48.3
4033,4089,CA1 SO SO,CA1 Recurrent O LM,i,i,-20.0
4035,3007,CA1 Trilaminar,CA2 Wide Arbor Basket,i,i,-25.099999999999994
4035,4000,CA1 Trilaminar,CA1 Pyramidal,i,e,-27.799999999999997
4035,4003,CA1 Trilaminar,CA1 Quadrilaminar,i,i,-32.6
4035,4005,CA1 Trilaminar,CA1 LMR,i,i,-53.8
4035,4006,CA1 Trilaminar,CA1 Perforant Path Associated,i,i,-23.900000000000006
4035,4013,CA1 Trilaminar,CA1 Radial Trilaminar,i,i,-40.0
4035,4015,CA1 Trilaminar,CA1 Schaffer Collateral Associated,i,i,-22.9
4035,4023,CA1 Trilaminar,CA1 Back Projection,i,i,-23.5
4035,4028,CA1 Trilaminar,CA1 Radiatum,i,i,-33.6
4035,4033,CA1 Trilaminar,CA1 SO SO,i,i,-35.0
4035,4035,CA1 Trilaminar,CA1 Trilaminar,i,i,-33.0
4035,4036,CA1 Trilaminar,CA1 Axo Axonic,i,i,-26.900000000000006
4035,4038,CA1 Trilaminar,CA1 Horizontal Axo Axonic,i,i,-38.0
4035,4039,CA1 Trilaminar,CA1 Horizontal Basket,i,i,-38.6
4035,4054,CA1 Trilaminar,CA1 Radiatum Giant,i,e,-34.0
4035,4055,CA1 Trilaminar,CA1 Oriens Alveus,i,i,-28.4
4035,4061,CA1 Trilaminar,CA1 R Receiving Apical Targeting,i,i,-38.0
4035,4066,CA1 Trilaminar,CA1 OR LM,i,i,-17.1
4035,4069,CA1 Trilaminar,CA1 O LM,i,i,-42.3
4035,4076,CA1 Trilaminar,CA1 Perforant Path Associated QuadD,i,i,-33.0
4035,4078,CA1 Trilaminar,CA1 Basket,i,i,-32.0
4035,4079,CA1 Trilaminar,CA1 Basket CCK+,i,i,-31.1
4035,4080,CA1 Trilaminar,CA1 Bistratified,i,i,-23.0
4035,4081,CA1 Trilaminar,CA1 Ivy,i,i,-29.1
4035,4083,CA1 Trilaminar,CA1 Oriens Bistratified,i,i,-30.0
4035,4087,CA1 Trilaminar,CA1 O LMR,i,i,-48.3
4035,4089,CA1 Trilaminar,CA1 Recurrent O LM,i,i,-20.0
4035,5005,CA1 Trilaminar,SUB CA1 Projecting Pyramidal,i,e,-21.0
4036,4000,CA1 Axo Axonic,CA1 Pyramidal,i,e,-27.799999999999997
4036,4054,CA1 Axo Axonic,CA1 Radiatum Giant,i,e,-34.0
4038,4000,CA1 Horizontal Axo Axonic,CA1 Pyramidal,i,e,-27.799999999999997
4038,4054,CA1 Horizontal Axo Axonic,CA1 Radiatum Giant,i,e,-34.0
4039,4000,CA1 Horizontal Basket,CA1 Pyramidal,i,e,-27.799999999999997
4039,4013,CA1 Horizontal Basket,CA1 Radial Trilaminar,i,i,-40.0
4039,4036,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,-26.900000000000006
4039,4039,CA1 Horizontal Basket,CA1 Horizontal Basket,i,i,-38.6
4039,4054,CA1 Horizontal Basket,CA1 Radiatum Giant,i,e,-34.0
4039,4066,CA1 Horizontal Basket,CA1 OR LM,i,i,-17.1
4039,4078,CA1 Horizontal Basket,CA1 Basket,i,i,-32.0
4039,4079,CA1 Horizontal Basket,CA1 Basket CCK+,i,i,-31.1
4039,4080,CA1 Horizontal Basket,CA1 Bistratified,i,i,-23.0
4039,4081,CA1 Horizontal Basket,CA1 Ivy,i,i,-29.1
4054,4000,CA1 Radiatum Giant,CA1 Pyramidal,e,e,62.4
4054,4003,CA1 Radiatum Giant,CA1 Quadrilaminar,e,i,58.5
4054,4013,CA1 Radiatum Giant,CA1 Radial Trilaminar,e,i,57.0
4054,4023,CA1 Radiatum Giant,CA1 Back Projection,e,i,62.0
4054,4033,CA1 Radiatum Giant,CA1 SO SO,e,i,59.0
4054,4035,CA1 Radiatum Giant,CA1 Trilaminar,e,i,64.0
4054,4036,CA1 Radiatum Giant,CA1 Axo Axonic,e,i,65.1
4054,4038,CA1 Radiatum Giant,CA1 Horizontal Axo Axonic,e,i,57.0
4054,4039,CA1 Radiatum Giant,CA1 Horizontal Basket,e,i,55.4
4054,4055,CA1 Radiatum Giant,CA1 Oriens Alveus,e,i,51.0
4054,4066,CA1 Radiatum Giant,CA1 OR LM,e,i,68.0
4054,4069,CA1 Radiatum Giant,CA1 O LM,e,i,60.0
4054,4076,CA1 Radiatum Giant,CA1 Perforant Path Associated QuadD,e,i,64.0
4054,4078,CA1 Radiatum Giant,CA1 Basket,e,i,57.0
4054,4079,CA1 Radiatum Giant,CA1 Basket CCK+,e,i,61.4
4054,4080,CA1 Radiatum Giant,CA1 Bistratified,e,i,64.0
4054,4081,CA1 Radiatum Giant,CA1 Ivy,e,i,71.0
4054,4083,CA1 Radiatum Giant,CA1 Oriens Bistratified,e,i,66.0
4054,4087,CA1 Radiatum Giant,CA1 O LMR,e,i,55.7
4054,4089,CA1 Radiatum Giant,CA1 Recurrent O LM,e,i,75.0
4055,3007,CA1 Oriens Alveus,CA2 Wide Arbor Basket,i,i,-25.099999999999994
4055,4000,CA1 Oriens Alveus,CA1 Pyramidal,i,e,-27.799999999999997
4055,4003,CA1 Oriens Alveus,CA1 Quadrilaminar,i,i,-32.6
4055,4013,CA1 Oriens Alveus,CA1 Radial Trilaminar,i,i,-40.0
4055,4023,CA1 Oriens Alveus,CA1 Back Projection,i,i,-23.5
4055,4033,CA1 Oriens Alveus,CA1 SO SO,i,i,-35.0
4055,4035,CA1 Oriens Alveus,CA1 Trilaminar,i,i,-33.0
4055,4036,CA1 Oriens Alveus,CA1 Axo Axonic,i,i,-26.900000000000006
4055,4038,CA1 Oriens Alveus,CA1 Horizontal Axo Axonic,i,i,-38.0
4055,4039,CA1 Oriens Alveus,CA1 Horizontal Basket,i,i,-38.6
4055,4055,CA1 Oriens Alveus,CA1 Oriens Alveus,i,i,-28.4
4055,4066,CA1 Oriens Alveus,CA1 OR LM,i,i,-17.1
4055,4069,CA1 Oriens Alveus,CA1 O LM,i,i,-42.3
4055,4076,CA1 Oriens Alveus,CA1 Perforant Path Associated QuadD,i,i,-33.0
4055,4078,CA1 Oriens Alveus,CA1 Basket,i,i,-32.0
4055,4079,CA1 Oriens Alveus,CA1 Basket CCK+,i,i,-31.1
4055,4080,CA1 Oriens Alveus,CA1 Bistratified,i,i,-23.0
4055,4081,CA1 Oriens Alveus,CA1 Ivy,i,i,-29.1
4055,4083,CA1 Oriens Alveus,CA1 Oriens Bistratified,i,i,-30.0
4055,4087,CA1 Oriens Alveus,CA1 O LMR,i,i,-48.3
4055,4089,CA1 Oriens Alveus,CA1 Recurrent O LM,i,i,-20.0
4061,4000,CA1 R Receiving Apical Targeting,CA1 Pyramidal,i,e,-27.799999999999997
4061,4003,CA1 R Receiving Apical Targeting,CA1 Quadrilaminar,i,i,-32.6
4061,4005,CA1 R Receiving Apical Targeting,CA1 LMR,i,i,-53.8
4061,4006,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated,i,i,-23.900000000000006
4061,4011,CA1 R Receiving Apical Targeting,CA1 Neurogliaform Projecting,i,i,-51.3
4061,4012,CA1 R Receiving Apical Targeting,CA1 Neurogliaform,i,i,-39.3
4061,4013,CA1 R Receiving Apical Targeting,CA1 Radial Trilaminar,i,i,-40.0
4061,4015,CA1 R Receiving Apical Targeting,CA1 Schaffer Collateral Associated,i,i,-22.9
4061,4028,CA1 R Receiving Apical Targeting,CA1 Radiatum,i,i,-33.6
4061,4036,CA1 R Receiving Apical Targeting,CA1 Axo Axonic,i,i,-26.900000000000006
4061,4054,CA1 R Receiving Apical Targeting,CA1 Radiatum Giant,i,e,-34.0
4061,4055,CA1 R Receiving Apical Targeting,CA1 Oriens Alveus,i,i,-28.4
4061,4061,CA1 R Receiving Apical Targeting,CA1 R Receiving Apical Targeting,i,i,-38.0
4061,4066,CA1 R Receiving Apical Targeting,CA1 OR LM,i,i,-17.1
4061,4076,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated QuadD,i,i,-33.0
4061,4078,CA1 R Receiving Apical Targeting,CA1 Basket,i,i,-32.0
4061,4079,CA1 R Receiving Apical Targeting,CA1 Basket CCK+,i,i,-31.1
4061,4080,CA1 R Receiving Apical Targeting,CA1 Bistratified,i,i,-23.0
4061,4081,CA1 R Receiving Apical Targeting,CA1 Ivy,i,i,-29.1
4066,4000,CA1 OR LM,CA1 Pyramidal,i,e,-27.799999999999997
4066,4003,CA1 OR LM,CA1 Quadrilaminar,i,i,-32.6
4066,4005,CA1 OR LM,CA1 LMR,i,i,-53.8
4066,4006,CA1 OR LM,CA1 Perforant Path Associated,i,i,-23.900000000000006
4066,4011,CA1 OR LM,CA1 Neurogliaform Projecting,i,i,-51.3
4066,4012,CA1 OR LM,CA1 Neurogliaform,i,i,-39.3
4066,4013,CA1 OR LM,CA1 Radial Trilaminar,i,i,-40.0
4066,4015,CA1 OR LM,CA1 Schaffer Collateral Associated,i,i,-22.9
4066,4036,CA1 OR LM,CA1 Axo Axonic,i,i,-26.900000000000006
4066,4054,CA1 OR LM,CA1 Radiatum Giant,i,e,-34.0
4066,4055,CA1 OR LM,CA1 Oriens Alveus,i,i,-28.4
4066,4076,CA1 OR LM,CA1 Perforant Path Associated QuadD,i,i,-33.0
4066,4078,CA1 OR LM,CA1 Basket,i,i,-32.0
4066,4079,CA1 OR LM,CA1 Basket CCK+,i,i,-31.1
4069,4000,CA1 O LM,CA1 Pyramidal,i,e,-27.799999999999997
4069,4003,CA1 O LM,CA1 Quadrilaminar,i,i,-32.6
4069,4005,CA1 O LM,CA1 LMR,i,i,-53.8
4069,4006,CA1 O LM,CA1 Perforant Path Associated,i,i,-23.900000000000006
4069,4011,CA1 O LM,CA1 Neurogliaform Projecting,i,i,-51.3
4069,4012,CA1 O LM,CA1 Neurogliaform,i,i,-39.3
4069,4013,CA1 O LM,CA1 Radial Trilaminar,i,i,-40.0
4069,4015,CA1 O LM,CA1 Schaffer Collateral Associated,i,i,-22.9
4069,4036,CA1 O LM,CA1 Axo Axonic,i,i,-26.900000000000006
4069,4054,CA1 O LM,CA1 Radiatum Giant,i,e,-34.0
4069,4055,CA1 O LM,CA1 Oriens Alveus,i,i,-28.4
4069,4076,CA1 O LM,CA1 Perforant Path Associated QuadD,i,i,-33.0
4069,4078,CA1 O LM,CA1 Basket,i,i,-32.0
4069,4079,CA1 O LM,CA1 Basket CCK+,i,i,-31.1
4076,4003,CA1 Perforant Path Associated QuadD,CA1 Quadrilaminar,i,i,-32.6
4076,4005,CA1 Perforant Path Associated QuadD,CA1 LMR,i,i,-53.8
4076,4006,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated,i,i,-23.900000000000006
4076,4011,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform Projecting,i,i,-51.3
4076,4012,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform,i,i,-39.3
4076,4013,CA1 Perforant Path Associated QuadD,CA1 Radial Trilaminar,i,i,-40.0
4076,4015,CA1 Perforant Path Associated QuadD,CA1 Schaffer Collateral Associated,i,i,-22.9
4076,4036,CA1 Perforant Path Associated QuadD,CA1 Axo Axonic,i,i,-26.900000000000006
4076,4055,CA1 Perforant Path Associated QuadD,CA1 Oriens Alveus,i,i,-28.4
4076,4076,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated QuadD,i,i,-33.0
4076,4078,CA1 Perforant Path Associated QuadD,CA1 Basket,i,i,-32.0
4076,4079,CA1 Perforant Path Associated QuadD,CA1 Basket CCK+,i,i,-31.1
4078,4000,CA1 Basket,CA1 Pyramidal,i,e,-27.799999999999997
4078,4013,CA1 Basket,CA1 Radial Trilaminar,i,i,-40.0
4078,4036,CA1 Basket,CA1 Axo Axonic,i,i,-26.900000000000006
4078,4039,CA1 Basket,CA1 Horizontal Basket,i,i,-38.6
4078,4054,CA1 Basket,CA1 Radiatum Giant,i,e,-34.0
4078,4066,CA1 Basket,CA1 OR LM,i,i,-17.1
4078,4078,CA1 Basket,CA1 Basket,i,i,-32.0
4078,4079,CA1 Basket,CA1 Basket CCK+,i,i,-31.1
4078,4080,CA1 Basket,CA1 Bistratified,i,i,-23.0
4078,4081,CA1 Basket,CA1 Ivy,i,i,-29.1
4079,4000,CA1 Basket CCK+,CA1 Pyramidal,i,e,-27.799999999999997
4079,4013,CA1 Basket CCK+,CA1 Radial Trilaminar,i,i,-40.0
4079,4036,CA1 Basket CCK+,CA1 Axo Axonic,i,i,-26.900000000000006
4079,4039,CA1 Basket CCK+,CA1 Horizontal Basket,i,i,-38.6
4079,4054,CA1 Basket CCK+,CA1 Radiatum Giant,i,e,-34.0
4079,4066,CA1 Basket CCK+,CA1 OR LM,i,i,-17.1
4079,4078,CA1 Basket CCK+,CA1 Basket,i,i,-32.0
4079,4079,CA1 Basket CCK+,CA1 Basket CCK+,i,i,-31.1
4079,4080,CA1 Basket CCK+,CA1 Bistratified,i,i,-23.0
4079,4081,CA1 Basket CCK+,CA1 Ivy,i,i,-29.1
4080,3007,CA1 Bistratified,CA2 Wide Arbor Basket,i,i,-25.099999999999994
4080,4000,CA1 Bistratified,CA1 Pyramidal,i,e,-27.799999999999997
4080,4003,CA1 Bistratified,CA1 Quadrilaminar,i,i,-32.6
4080,4005,CA1 Bistratified,CA1 LMR,i,i,-53.8
4080,4006,CA1 Bistratified,CA1 Perforant Path Associated,i,i,-23.900000000000006
4080,4013,CA1 Bistratified,CA1 Radial Trilaminar,i,i,-40.0
4080,4015,CA1 Bistratified,CA1 Schaffer Collateral Associated,i,i,-22.9
4080,4023,CA1 Bistratified,CA1 Back Projection,i,i,-23.5
4080,4028,CA1 Bistratified,CA1 Radiatum,i,i,-33.6
4080,4033,CA1 Bistratified,CA1 SO SO,i,i,-35.0
4080,4035,CA1 Bistratified,CA1 Trilaminar,i,i,-33.0
4080,4036,CA1 Bistratified,CA1 Axo Axonic,i,i,-26.900000000000006
4080,4038,CA1 Bistratified,CA1 Horizontal Axo Axonic,i,i,-38.0
4080,4039,CA1 Bistratified,CA1 Horizontal Basket,i,i,-38.6
4080,4054,CA1 Bistratified,CA1 Radiatum Giant,i,e,-34.0
4080,4055,CA1 Bistratified,CA1 Oriens Alveus,i,i,-28.4
4080,4061,CA1 Bistratified,CA1 R Receiving Apical Targeting,i,i,-38.0
4080,4066,CA1 Bistratified,CA1 OR LM,i,i,-17.1
4080,4069,CA1 Bistratified,CA1 O LM,i,i,-42.3
4080,4076,CA1 Bistratified,CA1 Perforant Path Associated QuadD,i,i,-33.0
4080,4078,CA1 Bistratified,CA1 Basket,i,i,-32.0
4080,4079,CA1 Bistratified,CA1 Basket CCK+,i,i,-31.1
4080,4080,CA1 Bistratified,CA1 Bistratified,i,i,-23.0
4080,4081,CA1 Bistratified,CA1 Ivy,i,i,-29.1
4080,4083,CA1 Bistratified,CA1 Oriens Bistratified,i,i,-30.0
4080,4087,CA1 Bistratified,CA1 O LMR,i,i,-48.3
4080,4089,CA1 Bistratified,CA1 Recurrent O LM,i,i,-20.0
4081,3007,CA1 Ivy,CA2 Wide Arbor Basket,i,i,-25.099999999999994
4081,4000,CA1 Ivy,CA1 Pyramidal,i,e,-27.799999999999997
4081,4003,CA1 Ivy,CA1 Quadrilaminar,i,i,-32.6
4081,4005,CA1 Ivy,CA1 LMR,i,i,-53.8
4081,4006,CA1 Ivy,CA1 Perforant Path Associated,i,i,-23.900000000000006
4081,4013,CA1 Ivy,CA1 Radial Trilaminar,i,i,-40.0
4081,4015,CA1 Ivy,CA1 Schaffer Collateral Associated,i,i,-22.9
4081,4023,CA1 Ivy,CA1 Back Projection,i,i,-23.5
4081,4028,CA1 Ivy,CA1 Radiatum,i,i,-33.6
4081,4033,CA1 Ivy,CA1 SO SO,i,i,-35.0
4081,4035,CA1 Ivy,CA1 Trilaminar,i,i,-33.0
