method,seed,length_edges,n_nodes_visited,transition_weight_sum,self_weight_sum,summed_weight,n_self_connections_included,terminus,path,annealing_iterations,annealing_initial_temperature,annealing_cooling_rate,annealing_score,bb_states_seen,bb_status,dp_mode
greedy_tree_simulated_annealing,MEC LV Superficial Pyramidal,28,29,233795.18213822765,40447.90946639014,274243.0916046178,25,CA1 Radiatum Giant,MEC LV Superficial Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,274243.0916046178,,,
greedy_tree_simulated_annealing,MEC LV VI Pyramidal Polymorphic,27,28,223421.82195671674,40016.47046874039,263438.29242545716,23,CA1 Radiatum Giant,MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII Oblique Pyramidal -> EC LIII Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,263438.29242545716,,,
greedy_tree_simulated_annealing,SUB CA1 Projecting Pyramidal,24,25,138340.12575374063,39883.59684206606,178223.7225958067,21,CA1 Radiatum Giant,SUB CA1 Projecting Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,178223.7225958067,,,
maximum_spanning_tree,CA1 Pyramidal,6,7,58407.13279806113,22100.45250799231,80507.58530605344,4,CA3 Granule,CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,
maximum_spanning_tree,CA1 Radiatum Giant,3,4,99174.25456563932,4769.679673203114,103943.93423884243,3,MEC LV VI Pyramidal Polymorphic,CA1 Radiatum Giant -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,CA2 Pyramidal,3,4,101386.52098062955,6932.817961711152,108319.33894234069,4,MEC LV VI Pyramidal Polymorphic,CA2 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,CA3 Granule,7,8,111573.68975652223,23436.51259441375,135010.202350936,5,MEC LV VI Pyramidal Polymorphic,CA3 Granule -> MEC LII Stellate -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,CA3 Pyramidal,4,5,113853.82304223813,10211.268727408318,124065.09176964645,5,MEC LV VI Pyramidal Polymorphic,CA3 Pyramidal -> CA2 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,CA3c Pyramidal,2,3,99174.25456563932,4769.679673203114,103943.93423884243,3,MEC LV VI Pyramidal Polymorphic,CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,DG Granule,3,4,100976.7660440129,4769.679673203114,105746.445717216,3,MEC LV VI Pyramidal Polymorphic,DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,DG Hilar Ectopic Granule,4,5,100976.7660440129,4770.601054283241,105747.36709829613,4,MEC LV VI Pyramidal Polymorphic,DG Hilar Ectopic Granule -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,DG Mossy,4,5,101945.01634302066,6520.940327236026,108465.95667025668,4,MEC LV VI Pyramidal Polymorphic,DG Mossy -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,DG Semilunar Granule,5,6,107100.12214180779,6561.545021216854,113661.66716302464,5,MEC LV VI Pyramidal Polymorphic,DG Semilunar Granule -> DG Mossy -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,EC LI II Multipolar Pyramidal,5,6,110393.82015762746,23436.51259441375,133830.3327520412,5,MEC LV VI Pyramidal Polymorphic,EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,EC LI II Pyramidal Fan,4,5,107708.62026478983,5140.434134211655,112849.05439900148,4,MEC LV VI Pyramidal Polymorphic,EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,EC LII III Pyramidal Tripolar,6,7,114610.21586127703,25713.810436770855,140324.0262980479,6,MEC LV VI Pyramidal Polymorphic,EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,EC LIII Pyramidal,6,7,110393.82015762746,23454.05765754649,133847.87781517394,6,MEC LV VI Pyramidal Polymorphic,EC LIII Pyramidal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,EC LIII Pyramidal Stellate,6,7,110393.82015762746,23796.69565735102,134190.51581497848,6,MEC LV VI Pyramidal Polymorphic,EC LIII Pyramidal Stellate -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,EC LIII Stellate,6,7,110393.82015762746,23497.197131054967,133891.01728868243,6,MEC LV VI Pyramidal Polymorphic,EC LIII Stellate -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,EC LIII V Bipolar Pyramidal,6,7,110393.82015762746,23908.33778828195,134302.15794590942,6,MEC LV VI Pyramidal Polymorphic,EC LIII V Bipolar Pyramidal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,EC LIV VI Deep Multipolar Principal,7,8,58407.13279806113,24069.796641745033,82476.92943980616,5,CA3 Granule,EC LIV VI Deep Multipolar Principal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,
maximum_spanning_tree,EC LV Deep Pyramidal,7,8,58407.13279806113,22498.630710292593,80905.76350835373,5,CA3 Granule,EC LV Deep Pyramidal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,
maximum_spanning_tree,LEC LIII Complex Pyramidal,6,7,110638.43602772972,24180.697138179286,134819.133165909,6,MEC LV VI Pyramidal Polymorphic,LEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,LEC LIII Multipolar Principal,6,7,110933.27198527945,23932.92217923205,134866.19416451151,6,MEC LV VI Pyramidal Polymorphic,LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,LEC LVI Multipolar Pyramidal,7,8,58407.13279806113,22313.120065637602,80720.25286369873,5,CA3 Granule,LEC LVI Multipolar Pyramidal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,
maximum_spanning_tree,MEC LII III Pyramidal Multiform,6,7,110497.64468019406,23744.30990119198,134241.95458138603,6,MEC LV VI Pyramidal Polymorphic,MEC LII III Pyramidal Multiform -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,MEC LII Oblique Pyramidal,6,7,110393.82015762746,23436.51259441375,133830.3327520412,5,MEC LV VI Pyramidal Polymorphic,MEC LII Oblique Pyramidal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,MEC LII Stellate,6,7,111573.68975652223,23436.51259441375,135010.202350936,5,MEC LV VI Pyramidal Polymorphic,MEC LII Stellate -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,MEC LIII Bipolar Complex Pyramidal,6,7,110504.660577025,23613.128082158564,134117.78865918357,6,MEC LV VI Pyramidal Polymorphic,MEC LIII Bipolar Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,MEC LIII Complex Pyramidal,6,7,110945.87340362713,24890.23066542188,135836.104069049,6,MEC LV VI Pyramidal Polymorphic,MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,MEC LV Multipolar Pyramidal,7,8,58407.13279806113,22302.239488745774,80709.3722868069,5,CA3 Granule,MEC LV Multipolar Pyramidal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,
maximum_spanning_tree,MEC LV Pyramidal,4,5,110545.50294065647,5334.924400710527,115880.427341367,4,MEC LV VI Pyramidal Polymorphic,MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,
maximum_spanning_tree,MEC LV Superficial Pyramidal,7,8,58407.13279806113,22204.595995639775,80611.72879370091,5,CA3 Granule,MEC LV Superficial Pyramidal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,
maximum_spanning_tree,MEC LV VI Pyramidal Polymorphic,7,8,58407.13279806113,23436.512594413754,81843.6453924749,5,CA3 Granule,MEC LV VI Pyramidal Polymorphic -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,
maximum_spanning_tree,SUB CA1 Projecting Pyramidal,7,8,58513.34136166145,23060.695354354684,81574.03671601613,5,CA3 Granule,SUB CA1 Projecting Pyramidal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,
branch_and_bound,CA1 Pyramidal,27,28,142391.48309710654,40384.370672723504,182775.85376983005,25,CA3 Granule,CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LIII Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,CA1 Radiatum Giant,28,29,142444.0091653832,40384.370672723504,182828.37983810672,25,CA3 Granule,CA1 Radiatum Giant -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LIII Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,CA2 Pyramidal,14,15,136330.67939588334,36000.493963822235,172331.17335970557,12,DG Hilar Ectopic Granule,CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA3c Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule,,,,,50000.0,node_limit,
branch_and_bound,CA3 Granule,30,31,132976.05921073907,40488.514160370956,173464.57337111002,26,CA1 Radiatum Giant,CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Radiatum Giant,,,,,50000.0,node_limit,
branch_and_bound,CA3 Pyramidal,14,15,142025.04161049926,36000.49396382224,178025.53557432152,12,DG Hilar Ectopic Granule,CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule,,,,,50000.0,node_limit,
branch_and_bound,CA3c Pyramidal,25,26,209047.81962947972,40306.141072949555,249353.9607024293,23,CA3 Granule,CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,DG Granule,14,15,136410.33945139294,35959.88926984141,172370.22872123437,11,CA1 Radiatum Giant,DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Radiatum Giant,,,,,50000.0,node_limit,
branch_and_bound,DG Hilar Ectopic Granule,14,15,137436.21247444366,36000.49396382224,173436.70643826592,12,DG Semilunar Granule,DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule,,,,,50000.0,node_limit,
branch_and_bound,DG Mossy,13,14,94596.60811433128,35959.88926984141,130556.49738417269,11,DG Granule,DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> DG Granule,,,,,50000.0,node_limit,
branch_and_bound,DG Semilunar Granule,14,15,99751.71391311842,36000.49396382224,135752.20787694067,12,DG Granule,DG Semilunar Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> DG Granule,,,,,50000.0,node_limit,
branch_and_bound,EC LI II Multipolar Pyramidal,27,28,139320.955254481,40384.370672723504,179705.3259272045,25,CA3 Granule,EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> EC LIII Pyramidal -> EC LIII Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,EC LI II Pyramidal Fan,24,25,146824.0961431996,40129.52558520475,186953.62172840434,22,DG Hilar Ectopic Granule,EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3c Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule,,,,,50000.0,node_limit,
branch_and_bound,EC LII III Pyramidal Tripolar,25,26,143436.39973164137,40208.497579843555,183644.89731148494,23,CA3 Granule,EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,EC LIII Pyramidal,27,28,142565.43617851636,40384.370672723504,182949.80685123987,25,CA3 Granule,EC LIII Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,EC LIII Pyramidal Stellate,27,28,147267.75382427117,40384.370672723504,187652.1244969947,25,CA3 Granule,EC LIII Pyramidal Stellate -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LIII Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,EC LIII Stellate,27,28,143045.4115975022,40366.82560959076,183412.23720709299,24,CA3 Granule,EC LIII Stellate -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> MEC LII Oblique Pyramidal -> MEC LV Multipolar Pyramidal -> MEC LII III Pyramidal Multiform -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
