sender,receiver,inhibitory_weight,baseline_terminal_peak,ablated_terminal_peak,delta_terminal_peak
CA1 Back Projection,CA1 Oriens Bistratified,0.0003681479504801441,1.8954834973241436e-05,1.8954835462877545e-05,4.896361094353097e-13
CA1 Back Projection,DG HICAP,0.00783296014773162,1.8954834973241436e-05,1.89548354448104e-05,4.715689644330112e-13
CA1 SO SO,CA1 Radial Trilaminar,0.0015643758608275792,1.8954834973241436e-05,1.8954835422023072e-05,4.487816368525799e-13
CA1 Radial Trilaminar,CA1 OR LM,0.0004468613801831108,1.8954834973241436e-05,1.8954835420026406e-05,4.4678497013173057e-13
CA1 Back Projection,CA1 Neurogliaform Projecting,0.0008210886317725257,1.8954834973241436e-05,1.895483541881557e-05,4.4557413314549876e-13
CA1 Radial Trilaminar,CA1 LMR,0.0007504412642658219,1.8954834973241436e-05,1.8954835410920842e-05,4.376794066063283e-13
CA2 Bistratified,CA2 Wide Arbor Basket,0.0014927833237062768,1.8954834973241436e-05,1.8954835378694884e-05,4.0545344859310717e-13
CA1 Schaffer Collateral Associated,CA1 Trilaminar,0.012720023535105722,1.8954834973241436e-05,1.8954835351263702e-05,3.780222662674859e-13
DG MOLAX,DG Total Molecular Layer,0.006201576829558709,1.8954834973241436e-05,1.8954835351107577e-05,3.77866141154648e-13
CA1 LMR,CA1 Basket,0.0008400846839512945,1.8954834973241436e-05,1.8954835344144397e-05,3.709029611220771e-13
CA1 Radial Trilaminar,CA2 Wide Arbor Basket,2.9737904522935854e-05,1.8954834973241436e-05,1.895483533335962e-05,3.601181852719293e-13
CA1 Recurrent O LM,CA1 Bistratified,0.00012044684910501501,1.8954834973241436e-05,1.89548353332937e-05,3.6005226577984217e-13
CA1 Schaffer Collateral Associated,CA1 Basket CCK+,0.007901819314755842,1.8954834973241436e-05,1.8954835333016146e-05,3.597747100236859e-13
CA1 Bistratified,CA1 Quadrilaminar,0.006579410660016362,1.8954834973241436e-05,1.8954835316413107e-05,3.4317167163511186e-13
CA1 Oriens Bistratified,CA1 Bistratified,0.000645343583119437,1.8954834973241436e-05,1.8954835308320622e-05,3.3507918661968006e-13
MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Trilayered Interneuron,0.006448866280389899,1.8954834973241436e-05,1.895483530585905e-05,3.3261761400726897e-13
CA1 Recurrent O LM,CA1 O LMR,0.0001454700019321925,1.8954834973241436e-05,1.8954835291842484e-05,3.1860104832137637e-13
CA1 Quadrilaminar,CA1 Back Projection,2.181303143626406e-05,1.8954834973241436e-05,1.8954835291032368e-05,3.177909324580952e-13
CA1 Oriens Bistratified,CA1 LMR,0.0019866969222781896,1.8954834973241436e-05,1.8954835288048644e-05,3.148072080794151e-13
CA1 O LM,CA1 Schaffer Collateral Associated,0.00032759874577693344,1.8954834973241436e-05,1.8954835287304447e-05,3.1406301170822104e-13
CA1 SO SO,CA1 Ivy,0.0005839853389693026,1.8954834973241436e-05,1.89548352864128e-05,3.1317136384156896e-13
MEC LIII Superficial Multipolar Interneuron,EC LV Deep Pyramidal,0.0003070213826717421,1.8954834973241436e-05,1.8954835286223715e-05,3.129822789826875e-13
CA1 Oriens Alveus,CA1 Radial Trilaminar,0.0022971688169774367,1.8954834973241436e-05,1.895483528537023e-05,3.121287950325069e-13
CA1 Oriens Alveus,CA1 Recurrent O LM,0.0004480430943044644,1.8954834973241436e-05,1.8954835283547036e-05,3.103056006592553e-13
CA1 SO SO,CA1 Oriens Bistratified,0.00020523805533128516,1.8954834973241436e-05,1.895483528151394e-05,3.0827250474541046e-13
CA1 Oriens Bistratified,CA1 Perforant Path Associated QuadD,0.0063187517320724435,1.8954834973241436e-05,1.8954835275045157e-05,3.0180372090349294e-13
CA1 Radial Trilaminar,CA1 O LMR,0.0002009693959555656,1.8954834973241436e-05,1.895483525493971e-05,2.8169827581692175e-13
CA2 Wide Arbor Basket,CA2 Basket,0.021269119683946687,1.8954834973241436e-05,1.8954835247870713e-05,2.7462927765231626e-13
CA1 Ivy,CA1 Recurrent O LM,0.0008601290197378719,1.8954834973241436e-05,1.8954835235285294e-05,2.6204385883410453e-13
CA1 Oriens Bistratified,CA1 OR LM,0.0009533831554499956,1.8954834973241436e-05,1.895483523224606e-05,2.5900462330419316e-13
CA2 Basket,CA2 Bistratified,0.035856281941907105,1.8954834973241436e-05,1.895483523158166e-05,2.5834022421289404e-13
CA1 Schaffer Collateral Associated,CA1 Basket,0.009367583295075492,1.8954834973241436e-05,1.8954835229941912e-05,2.5670047684722697e-13
CA1 Ivy,CA1 Radiatum,0.0012244579194170312,1.8954834973241436e-05,1.8954835226963826e-05,2.537223903198438e-13
DG HIPP,DG AIPRIM,0.023447553146199458,1.8954834973241436e-05,1.895483522104148e-05,2.4780004437285896e-13
CA1 Perforant Path Associated QuadD,CA1 Schaffer Collateral Associated,4.398971260125112e-05,1.8954834973241436e-05,1.895483522029902e-05,2.470575827251409e-13
CA1 Recurrent O LM,CA1 Schaffer Collateral Associated,0.0001223936581597958,1.8954834973241436e-05,1.8954835211960203e-05,2.387187669761204e-13
DG AIPRIM,DG HIPROM,0.028572402747045658,1.8954834973241436e-05,1.895483520764074e-05,2.3439930552093813e-13
CA1 Oriens Alveus,CA1 Ivy,0.0008819265493883409,1.8954834973241436e-05,1.8954835198019965e-05,2.2477852912317076e-13
CA1 OR LM,CA1 Radial Trilaminar,0.0012656932116584382,1.8954834973241436e-05,1.895483518351941e-05,2.1027797558748063e-13
CA1 Bistratified,CA1 Oriens Bistratified,0.00033190259679119147,1.8954834973241436e-05,1.895483518064671e-05,2.0740527351126303e-13
CA2 Wide Arbor Basket,CA3 Mossy Fiber Associated ORDEN,0.040114941182877666,1.8954834973241436e-05,1.895483516962948e-05,1.9638804471533433e-13
CA1 Recurrent O LM,CA1 OR LM,0.00012010077924834694,1.8954834973241436e-05,1.8954835160883005e-05,1.8764156894945927e-13
CA1 Bistratified,CA1 Radiatum Giant,9.012706875838188e-05,1.8954834973241436e-05,1.895483516088127e-05,1.876398342259833e-13
CA1 Neurogliaform Projecting,CA1 Pyramidal,4.5210805260602715e-05,1.8954834973241436e-05,1.895483515030466e-05,1.770632251929527e-13
CA1 O LMR,CA1 Radiatum,0.0008933319062315839,1.8954834973241436e-05,1.8954835146432758e-05,1.7319132239457247e-13
CA3 Axo Axonic,CA3c Pyramidal,2.6330009063431585e-05,1.8954834973241436e-05,1.8954835143556586e-05,1.7031515087140292e-13
MEC LIII Superficial Trilayered Interneuron,MEC LV Pyramidal,0.0018265215786254468,1.8954834973241436e-05,1.895483513477455e-05,1.6153311327427033e-13
DG Basket,DG HIPP,0.002184199792137038,1.8954834973241436e-05,1.8954835125860672e-05,1.526192366929635e-13
CA1 Neurogliaform,CA1 LMR,0.011473560738343117,1.8954834973241436e-05,1.89548351253975e-05,1.521560655248777e-13
DG Basket,DG Axo Axonic,0.032744359381925846,1.8954834973241436e-05,1.8954835121966218e-05,1.4872478248939558e-13
CA1 Recurrent O LM,CA1 O LM,8.837791128273864e-05,1.8954834973241436e-05,1.89548351216106e-05,1.4836916417682033e-13
CA1 Back Projection,DG HIPROM,0.0024545936986770595,1.8954834973241436e-05,1.8954835112537996e-05,1.3929656039746163e-13
CA1 Quadrilaminar,CA1 R Receiving Apical Targeting,9.597935757447357e-05,1.8954834973241436e-05,1.8954835109585497e-05,1.363440610413491e-13
DG HIPP,DG Basket,0.012574511155260034,1.8954834973241436e-05,1.8954835108730278e-05,1.3548884236769254e-13
CA3 Trilaminar,CA1 Trilaminar,0.01791993806103936,1.8954834973241436e-05,1.8954835106478607e-05,1.3323717129587465e-13
CA1 Radial Trilaminar,CA1 O LM,0.00012405648198161593,1.8954834973241436e-05,1.8954835106320747e-05,1.3307931145956076e-13
CA1 OR LM,CA1 Neurogliaform Projecting,0.00037271218754653975,1.8954834973241436e-05,1.8954835105878393e-05,1.3263695697318667e-13
CA1 Ivy,CA1 Quadrilaminar,0.004983135993078681,1.8954834973241436e-05,1.8954835103513965e-05,1.3027252887543028e-13
DG Total Molecular Layer,DG Axo Axonic,0.0395383538289833,1.8954834973241436e-05,1.8954835095905467e-05,1.22664031709796e-13
CA1 SO SO,CA1 Quadrilaminar,0.0009646753384989134,1.8954834973241436e-05,1.8954835094314726e-05,1.2107329028232527e-13
CA1 Quadrilaminar,CA1 LMR,0.000183251451393698,1.8954834973241436e-05,1.895483508999006e-05,1.167486246567151e-13
DG HICAP,DG AIPRIM,0.0007384060883556619,1.8954834973241436e-05,1.8954835089584135e-05,1.1634269936333652e-13
CA1 Ivy,CA1 Oriens Bistratified,0.00035816488212544995,1.8954834973241436e-05,1.8954835085965502e-05,1.127240661924489e-13
CA1 Oriens Alveus,CA1 Oriens Bistratified,0.00015507264971170351,1.8954834973241436e-05,1.895483508362536e-05,1.1038392422335619e-13
CA1 O LMR,CA1 Radial Trilaminar,0.0019315240671034647,1.8954834973241436e-05,1.895483508130083e-05,1.0805939476554727e-13
DG MOLAX,DG Axo Axonic,0.023009862032732867,1.8954834973241436e-05,1.8954835074112136e-05,1.0087070068109938e-13
DG HIPROM,CA3 Basket,4.566578042897871e-05,1.8954834973241436e-05,1.895483507229935e-05,9.905791464870362e-14
CA1 Radial Trilaminar,CA1 Schaffer Collateral Associated,7.460877832255811e-05,1.8954834973241436e-05,1.8954835066403025e-05,9.316158955385845e-14
CA1 Recurrent O LM,CA1 Radial Trilaminar,0.0008602488059903654,1.8954834973241436e-05,1.8954835063414097e-05,9.017266100475041e-14
CA3 Lucidum ORAX,CA3 Pyramidal,5.007171161227002e-06,1.8954834973241436e-05,1.8954835057920227e-05,8.467879175633186e-14
CA1 Oriens Alveus,CA1 Quadrilaminar,0.0013832458572870497,1.8954834973241436e-05,1.895483505569978e-05,8.245834570708155e-14
CA2 Wide Arbor Basket,CA1 Radial Trilaminar,0.044797667259230435,1.8954834973241436e-05,1.895483505476997e-05,8.152853392395798e-14
CA2 Wide Arbor Basket,CA2 Bistratified,0.03942104617143138,1.8954834973241436e-05,1.89548350502753e-05,7.703386539770207e-14
CA3 Axo Axonic,CA3 Pyramidal,2.5776906842050422e-05,1.8954834973241436e-05,1.8954835049100893e-05,7.585945760446577e-14
CA1 Oriens Bistratified,CA1 Schaffer Collateral Associated,0.00022410275436669165,1.8954834973241436e-05,1.8954835048948238e-05,7.570680193857982e-14
CA1 O LM,CA1 Radial Trilaminar,0.0014422530383610642,1.8954834973241436e-05,1.8954835047572602e-05,7.433116622213021e-14
CA1 OR LM,CA1 Radiatum Giant,2.4899864488788975e-05,1.8954834973241436e-05,1.8954835045539506e-05,7.229807030828539e-14
DG Basket,DG HICAP,0.03678145512280408,1.8954834973241436e-05,1.895483504435122e-05,7.110978472724128e-14
DG HIPP,DG MOLAX,0.009766372176494703,1.8954834973241436e-05,1.8954835042619966e-05,6.937853069821642e-14
CA1 Quadrilaminar,CA1 Bistratified,3.233642308590914e-05,1.8954834973241436e-05,1.895483504105698e-05,6.781554484636132e-14
CA1 OR LM,CA1 Quadrilaminar,0.0009040978561723844,1.8954834973241436e-05,1.8954835038564183e-05,6.532274721138265e-14
DG Total Molecular Layer,DG HIPP,0.001365242634673486,1.8954834973241436e-05,1.895483503845663e-05,6.521519435587209e-14
CA1 Oriens Bistratified,CA1 O LMR,0.00016629231748705657,1.8954834973241436e-05,1.8954835036397513e-05,6.315607758988762e-14
DG HIPP,DG Total Molecular Layer,0.00750808254908129,1.8954834973241436e-05,1.895483503557005e-05,6.232861449184668e-14
CA1 Quadrilaminar,CA1 Perforant Path Associated QuadD,0.00032196573708565365,1.8954834973241436e-05,1.8954835035089532e-05,6.18480960890011e-14
CA2 SP SR,CA2 Pyramidal,7.981628304483892e-05,1.8954834973241436e-05,1.895483503469228e-05,6.145084441300241e-14
CA1 Perforant Path Associated,DG Semilunar Granule,7.129009214227733e-05,1.8954834973241436e-05,1.8954835033207357e-05,5.996592111756627e-14
DG HIPROM,CA3 Basket CCK+,1.2604860029142647e-05,1.8954834973241436e-05,1.895483503102334e-05,5.778190426131147e-14
CA1 Perforant Path Associated QuadD,CA1 Radial Trilaminar,0.00018251699216740913,1.8954834973241436e-05,1.8954835028821976e-05,5.55805401702969e-14
CA3 Spiny Lucidum,CA3 Basket,0.0014843803101604154,1.8954834973241436e-05,1.895483502560233e-05,5.2360893398883945e-14
CA1 Radiatum,CA1 Basket CCK+,0.00031400205134963295,1.8954834973241436e-05,1.8954835025541614e-05,5.230017807722476e-14
CA2 Wide Arbor Basket,CA1 Ivy,0.014632891142580436,1.8954834973241436e-05,1.8954835025460082e-05,5.221864607385385e-14
CA2 Bistratified,CA2 Basket,0.002581224458056684,1.8954834973241436e-05,1.895483502524541e-05,5.200397404370172e-14
DG HICAP,DG MOLAX,0.0004894885389406532,1.8954834973241436e-05,1.8954835024528535e-05,5.12870995672543e-14
DG Total Molecular Layer,DG HICAP,0.038400215814986816,1.8954834973241436e-05,1.895483502433251e-05,5.109107581446892e-14
CA1 Radial Trilaminar,CA1 Radiatum,0.00021278042578135094,1.8954834973241436e-05,1.8954835022923916e-05,4.9682480351975755e-14
CA3 Trilaminar,CA1 Basket CCK+,0.005210918194741443,1.8954834973241436e-05,1.895483502287708e-05,4.963564281812438e-14
CA1 Schaffer Collateral Associated,CA1 Horizontal Basket,0.0038816260522406896,1.8954834973241436e-05,1.8954835020748573e-05,4.750713711310084e-14
DG MOLAX,CA1 Neurogliaform Projecting,0.0018189671931675025,1.8954834973241436e-05,1.895483502035132e-05,4.710988543710215e-14
CA1 O LM,CA1 Neurogliaform Projecting,0.0004263184610541503,1.8954834973241436e-05,1.8954835020309688e-05,4.706825207367871e-14
DG HICAP,DG Basket,0.00028590908518342384,1.8954834973241436e-05,1.8954835018876806e-05,4.5635370482521864e-14
CA1 Perforant Path Associated QuadD,CA1 Neurogliaform Projecting,6.869438936603222e-05,1.8954834973241436e-05,1.8954835018118732e-05,4.487729632352e-14
CA3 O LM,CA3 Granule,0.008623954534074725,1.8954834973241436e-05,1.895483501686973e-05,4.36282954208167e-14
CA1 Neurogliaform,CA1 Perforant Path Associated QuadD,0.010738373367900745,1.8954834973241436e-05,1.8954835016024053e-05,4.2782617726278005e-14
CA1 O LMR,CA1 Radiatum Giant,4.2099947135074814e-05,1.8954834973241436e-05,1.8954835014383872e-05,4.1142436679741934e-14
CA3 Spiny Lucidum,CA3 Basket CCK+,0.0005451656908581486,1.8954834973241436e-05,1.8954835013932844e-05,4.0691408575987964e-14
CA1 Oriens Bistratified,CA1 O LM,0.00013551637051736895,1.8954834973241436e-05,1.8954835012661292e-05,3.9419856268096964e-14
CA1 R Receiving Apical Targeting,CA1 Oriens Alveus,0.0021765055508411305,1.8954834973241436e-05,1.8954835012422767e-05,3.9181331790150153e-14
CA1 Recurrent O LM,CA1 Neurogliaform Projecting,0.0001732632868835438,1.8954834973241436e-05,1.8954835012402818e-05,3.916138247017642e-14
DG Total Molecular Layer,CA1 Neurogliaform Projecting,0.0020239885310807605,1.8954834973241436e-05,1.8954835012357715e-05,3.9116279659801023e-14
CA1 Radiatum,CA1 Basket,0.00038555712572961804,1.8954834973241436e-05,1.8954835012342103e-05,3.910066714851723e-14
CA1 Horizontal Axo Axonic,CA1 Radiatum Giant,1.0233721225223637e-05,1.8954834973241436e-05,1.8954835011325555e-05,3.808411919159482e-14
DG MOLAX,DG HICAP,0.01971966532041915,1.8954834973241436e-05,1.8954835010289925e-05,3.704848927643667e-14
MEC LIII Superficial Trilayered Interneuron,MEC LII III Pyramidal Multiform,0.004461237673262047,1.8954834973241436e-05,1.8954835010277782e-05,3.703634621210483e-14
CA1 Perforant Path Associated,CA1 Oriens Alveus,0.003946765438367798,1.8954834973241436e-05,1.8954835010175433e-05,3.69339975270222e-14
CA1 Oriens Bistratified,CA1 Radiatum,0.0005757196350657683,1.8954834973241436e-05,1.8954835009786855e-05,3.6545419468403395e-14
CA1 O LMR,CA1 Quadrilaminar,0.0014967355666622372,1.8954834973241436e-05,1.8954835009578688e-05,3.633725265128618e-14
CA1 Quadrilaminar,CA1 OR LM,3.358304136974826e-05,1.8954834973241436e-05,1.895483500937052e-05,3.612908583416896e-14
CA1 Radial Trilaminar,CA1 Ivy,0.00028298430271466,1.8954834973241436e-05,1.8954835008607243e-05,3.5365807504739166e-14
CA1 Ivy,CA1 Radiatum Giant,3.13432834737257e-05,1.8954834973241436e-05,1.895483500670772e-05,3.346628529854456e-14
DG HICAP,DG Total Molecular Layer,0.0002680918357153617,1.8954834973241436e-05,1.89548350059323e-05,3.269086390478293e-14
CA3 Trilaminar,CA1 Basket,0.005575618984165422,1.8954834973241436e-05,1.8954835005125653e-05,3.1884217488453714e-14
MEC LIII Superficial Trilayered Interneuron,EC LV Deep Pyramidal,0.0005845691771712756,1.8954834973241436e-05,1.8954835004839424e-05,3.159798811491754e-14
CA1 Radial Trilaminar,CA1 Recurrent O LM,8.905460509232847e-05,1.8954834973241436e-05,1.8954835004438703e-05,3.11972669919669e-14
CA2 Wide Arbor Basket,CA3 Axo Axonic,0.021769719098761006,1.8954834973241436e-05,1.895483500141855e-05,2.8177113420291278e-14
CA1 O LMR,CA1 Neurogliaform Projecting,0.00022470543904120718,1.8954834973241436e-05,1.8954835000360368e-05,2.7118932099945425e-14
CA3 Mossy Fiber Associated,DG AIPRIM,0.004396072037980925,1.8954834973241436e-05,1.895483500007414e-05,2.6832702726409252e-14
CA1 Recurrent O LM,CA1 Quadrilaminar,0.0005492356194905393,1.8954834973241436e-05,1.8954834998889322e-05,2.5647886592317093e-14
CA1 Quadrilaminar,CA1 Neurogliaform,1.1713564299091671e-05,1.8954834973241436e-05,1.8954834998405334e-05,2.5163898742519564e-14
CA3 Mossy Fiber Associated,CA2 Wide Arbor Basket,0.0002075646303776132,1.8954834973241436e-05,1.895483499805145e-05,2.4810015153420295e-14
CA1 O LM,CA1 Radiatum Giant,2.761372703255473e-05,1.8954834973241436e-05,1.8954834997947367e-05,2.4705931744861687e-14
CA2 Wide Arbor Basket,CA1 Radiatum Giant,0.0007373593444070684,1.8954834973241436e-05,1.8954834995687023e-05,2.2445587055663907e-14
CA1 O LM,CA1 Quadrilaminar,0.0009730033600187832,1.8954834973241436e-05,1.8954834995636716e-05,2.239528007486058e-14
DG HIPP,DG Axo Axonic,0.03617197736467615,1.8954834973241436e-05,1.895483499497752e-05,2.1736085153989393e-14
DG HIPP,CA1 Neurogliaform Projecting,0.005219094039707389,1.8954834973241436e-05,1.8954834994712108e-05,2.147067246216494e-14
CA3 Trilaminar,CA1 Horizontal Basket,0.007948614490812406,1.8954834973241436e-05,1.895483499356719e-05,2.032575496802025e-14
CA1 LMR,CA1 Oriens Alveus,0.0008714991497265183,1.8954834973241436e-05,1.8954834993378106e-05,2.0136670109138777e-14
CA1 Quadrilaminar,CA1 Schaffer Collateral Associated,1.4500635216070824e-05,1.8954834973241436e-05,1.895483499323586e-05,1.999442278410868e-14
CA1 Recurrent O LM,CA1 Radiatum Giant,1.0347788710687331e-05,1.8954834973241436e-05,1.895483499250901e-05,1.9267573647674396e-14
CA1 Oriens Bistratified,CA1 Radial Trilaminar,0.001017896339227886,1.8954834973241436e-05,1.8954834991516747e-05,1.8275311819415663e-14
CA2 Bistratified,CA1 Back Projection,4.4238884501131455e-05,1.8954834973241436e-05,1.8954834991438685e-05,1.8197249262996706e-14
CA1 Neurogliaform,CA1 Schaffer Collateral Associated,0.0006192269592359043,1.8954834973241436e-05,1.895483499093735e-05,1.769591417843941e-14
CA1 O LMR,CA1 Ivy,0.00016647478050692114,1.8954834973241436e-05,1.895483499059214e-05,1.7350704206720025e-14
CA1 Perforant Path Associated QuadD,CA1 Quadrilaminar,0.0001298592452770079,1.8954834973241436e-05,1.8954834989981517e-05,1.674008154317619e-14
CA1 Oriens Bistratified,CA1 Recurrent O LM,0.00016154224999667636,1.8954834973241436e-05,1.89548349888765e-05,1.5635062688978962e-14
CA1 Radial Trilaminar,CA1 Quadrilaminar,0.0005362772298565698,1.8954834973241436e-05,1.8954834988720373e-05,1.547893757614105e-14
MEC LIII Superficial Trilayered Interneuron,EC LIII V Bipolar Pyramidal,0.0004279008260067293,1.8954834973241436e-05,1.8954834987946687e-05,1.4705250905855394e-14
CA1 Recurrent O LM,CA1 Oriens Bistratified,2.520312733643837e-05,1.8954834973241436e-05,1.8954834986846872e-05,1.3605436222086098e-14
CA1 Recurrent O LM,CA1 Ivy,6.928601553211986e-05,1.8954834973241436e-05,1.8954834986550234e-05,1.3308798507694064e-14
DG Total Molecular Layer,DG HIPROM,0.008600822070949761,1.8954834973241436e-05,1.8954834986309108e-05,1.3067671944533288e-14
CA1 Schaffer Collateral Associated,CA1 Oriens Alveus,0.008658001879610258,1.8954834973241436e-05,1.895483498595002e-05,1.2708584185006089e-14
CA1 Perforant Path Associated,CA1 Axo Axonic,0.001917083693441103,1.8954834973241436e-05,1.895483498518674e-05,1.1945305855576294e-14
CA1 Quadrilaminar,CA2 Wide Arbor Basket,8.897583864905237e-07,1.8954834973241436e-05,1.8954834984498056e-05,1.1256620635613501e-14
CA1 R Receiving Apical Targeting,CA1 Axo Axonic,0.0009133131867018656,1.8954834973241436e-05,1.8954834984114682e-05,1.0873246747422627e-14
CA1 Radial Trilaminar,CA1 Oriens Bistratified,2.8287367872488326e-05,1.8954834973241436e-05,1.8954834983949884e-05,1.070844801720483e-14
DG HIPROM,DG AIPRIM,0.00017172328793128145,1.8954834973241436e-05,1.8954834982296692e-05,9.055256544598933e-15
CA1 Quadrilaminar,CA1 O LMR,6.0013154794775855e-06,1.8954834973241436e-05,1.8954834982249855e-05,9.00841901074756e-15
CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated ORDEN,0.0024150719427068657,1.8954834973241436e-05,1.8954834981758928e-05,8.517492267046123e-15
CA3 LMR Targeting,CA3 Granule,0.008806155274614013,1.8954834973241436e-05,1.8954834981573312e-05,8.331876855116604e-15
CA1 Oriens Bistratified,CA1 Ivy,0.0002527322168540637,1.8954834973241436e-05,1.8954834981379023e-05,8.137587825807202e-15
CA3 Mossy Fiber Associated,DG Total Molecular Layer,0.001550867186819029,1.8954834973241436e-05,1.8954834981294022e-05,8.052586375484339e-15
CA1 Perforant Path Associated,DG Neurogliaform,0.00014894753567683578,1.8954834973241436e-05,1.895483498117259e-05,7.931155732165962e-15
CA3 Mossy Fiber Associated,DG Basket,0.0011251336261651626,1.8954834973241436e-05,1.8954834980825647e-05,7.5842110369706e-15
CA3 Mossy Fiber Associated,CA3 LMR Targeting,0.00032338078386491564,1.8954834973241436e-05,1.895483498033125e-05,7.0898148463172106e-15
DG HICAP,DG Axo Axonic,0.0007612741147770873,1.8954834973241436e-05,1.8954834980291352e-05,7.049916206369744e-15
CA1 Quadrilaminar,CA1 Radiatum,2.724933533868453e-05,1.8954834973241436e-05,1.895483498008492e-05,6.843484112728504e-15
CA1 Oriens Bistratified,CA1 Quadrilaminar,0.0008088399220148598,1.8954834973241436e-05,1.8954834979847263e-05,6.6058269965196814e-15
DG HIPROM,CA3 O LM,2.2733953150543814e-05,1.8954834973241436e-05,1.895483497974665e-05,6.5052130349130266e-15
CA3 Mossy Fiber Associated,DG MOLAX,0.0015757870084617826,1.8954834973241436e-05,1.8954834979444807e-05,6.203371150093062e-15
CA1 LMR,CA1 Axo Axonic,0.0003777235023364464,1.8954834973241436e-05,1.895483497932511e-05,6.0836752302506625e-15
CA1 Radial Trilaminar,CA1 Radiatum Giant,5.195740862842607e-06,1.8954834973241436e-05,1.895483497929909e-05,6.05765437811101e-15
DG HIPP,DG HICAP,0.023158557271640578,1.8954834973241436e-05,1.895483497917766e-05,5.936223734792634e-15
CA2 Bistratified,CA1 R Receiving Apical Targeting,0.00010298368083393723,1.8954834973241436e-05,1.895483497916378e-05,5.9223459469848194e-15
CA1 Quadrilaminar,CA1 Radial Trilaminar,7.889404955554918e-05,1.8954834973241436e-05,1.8954834978629487e-05,5.388051116383963e-15
CA1 Quadrilaminar,CA1 O LM,4.367855967185338e-06,1.8954834973241436e-05,1.8954834978343257e-05,5.10182174284779e-15
CA1 Neurogliaform,CA1 Radial Trilaminar,0.0028099500003645056,1.8954834973241436e-05,1.8954834977972027e-05,4.730590918988753e-15
DG MOLAX,DG HIPROM,0.0022100730150684403,1.8954834973241436e-05,1.895483497776733e-05,4.52589354882349e-15
CA2 Basket,CA2 SP SR,0.0027919439490905955,1.8954834973241436e-05,1.89548349773961e-05,4.154662724964453e-15
CA1 Schaffer Collateral Associated,CA1 SO SO,0.002823601528180905,1.8954834973241436e-05,1.8954834977189666e-05,3.948230631323213e-15
CA1 Schaffer Collateral Associated,CA1 Axo Axonic,0.003821320182753437,1.8954834973241436e-05,1.8954834976894763e-05,3.653327640407156e-15
CA1 Neurogliaform,CA1 Neurogliaform Projecting,0.0009237952720621938,1.8954834973241436e-05,1.8954834976799353e-05,3.557917849228431e-15
CA2 Bistratified,CA1 Perforant Path Associated QuadD,0.00042364999692233175,1.8954834973241436e-05,1.8954834976275467e-05,3.0340313594834356e-15
CA2 Bistratified,CA1 Bistratified,3.902757375424741e-05,1.8954834973241436e-05,1.895483497624771e-05,3.0062757838678067e-15
DG HIPROM,DG Basket,5.2286001409943174e-05,1.8954834973241436e-05,1.8954834976134954e-05,2.8935187579293142e-15
CA3 Mossy Fiber Associated,CA3 Spiny Lucidum,0.00044651316241292144,1.8954834973241436e-05,1.8954834976016993e-05,2.7755575615628914e-15
CA2 Bistratified,CA1 OR LM,6.234905264070767e-05,1.8954834973241436e-05,1.8954834975921583e-05,2.680147770384167e-15
CA1 Quadrilaminar,CA1 Ivy,1.730258097957044e-05,1.8954834973241436e-05,1.8954834975675253e-05,2.4338170367954604e-15
DG MOLAX,DG MOPP,0.0010419828102722995,1.8954834973241436e-05,1.89548349754827e-05,2.2412627309620348e-15
DG HIPROM,CA2 Wide Arbor Basket,1.947866984157337e-06,1.8954834973241436e-05,1.8954834975430657e-05,2.1892210266827306e-15
CA1 Radiatum,CA1 Oriens Alveus,0.0003587695484950985,1.8954834973241436e-05,1.8954834975397697e-05,2.1562612806391712e-15
DG HIPROM,DG MOLAX,5.211615525736328e-05,1.8954834973241436e-05,1.895483497531443e-05,2.0729945537922845e-15
CA3 Mossy Fiber Associated,DG HIPP,0.0002878580374863645,1.8954834973241436e-05,1.8954834975151366e-05,1.9099305470504646e-15
CA3 Trilaminar,CA1 Oriens Alveus,0.0054094579938119705,1.8954834973241436e-05,1.8954834975081977e-05,1.8405416080113923e-15
DG HIPROM,CA3 Mossy Fiber Associated,2.267958043139749e-05,1.8954834973241436e-05,1.8954834975066365e-05,1.824929096727601e-15
CA3 Mossy Fiber Associated ORDEN,DG Mossy,5.391650858551417e-05,1.8954834973241436e-05,1.89548349750282e-05,1.7867651802561113e-15
CA1 Neurogliaform,CA1 Radiatum Giant,5.1830805756185085e-05,1.8954834973241436e-05,1.8954834974990037e-05,1.7486012637846216e-15
CA1 Quadrilaminar,CA1 Recurrent O LM,4.637002741721254e-06,1.8954834973241436e-05,1.8954834974977894e-05,1.736458199452784e-15
DG HIPROM,DG Total Molecular Layer,4.038423920669905e-05,1.8954834973241436e-05,1.8954834974865137e-05,1.6237011735142914e-15
DG Total Molecular Layer,DG MOPP,0.0010267378042831986,1.8954834973241436e-05,1.895483497484779e-05,1.6063539387545234e-15
CA1 Schaffer Collateral Associated,CA1 Horizontal Axo Axonic,0.002262027427497168,1.8954834973241436e-05,1.8954834974684726e-05,1.4432899320127035e-15
DG HICAP,DG HIPROM,0.00026453559218406913,1.8954834973241436e-05,1.8954834974604928e-05,1.3634926521177704e-15
CA1 Quadrilaminar,CA1 Neurogliaform Projecting,3.636999042412023e-06,1.8954834973241436e-05,1.895483497453554e-05,1.294103713078698e-15
