sender,receiver,inhibitory_weight,baseline_terminal_peak,ablated_terminal_peak,delta_terminal_peak
CA1 Oriens Alveus,CA1 Basket CCK+,0.0021393741947289173,1.8954834973241436e-05,1.8954802164218576e-05,-3.2809022859625614e-11
CA1 Bistratified,CA1 Horizontal Basket,0.009577015042400919,1.8954834973241436e-05,1.8954800429825565e-05,-3.454341587078025e-11
CA1 SO SO,CA1 Basket,0.001851619755570186,1.8954834973241436e-05,1.8954798921817437e-05,-3.6051423998872956e-11
DG HIPP,DG Granule,0.00842615543474596,1.8954834973241436e-05,1.895479857663522e-05,-3.6396606215016725e-11
CA3 Mossy Fiber Associated,CA3c Pyramidal,0.0003051558074031396,1.8954834973241436e-05,1.8954797673529505e-05,-3.729971193022763e-11
CA3 Basket,CA3 Basket CCK+,0.0313875142145282,1.8954834973241436e-05,1.895479734713456e-05,-3.7626106874286136e-11
CA1 SO SO,CA1 Horizontal Basket,0.0044358456196180165,1.8954834973241436e-05,1.895479654675028e-05,-3.842649115570751e-11
MEC LIII Superficial Multipolar Interneuron,EC LIII Pyramidal,0.003209854435217928,1.8954834973241436e-05,1.8954793983061435e-05,-4.099018000025545e-11
CA1 Trilaminar,CA1 Oriens Alveus,0.008001252775316142,1.8954834973241436e-05,1.8954791146755592e-05,-4.382648584322357e-11
CA1 SO SO,CA1 Basket CCK+,0.0014659118146595573,1.8954834973241436e-05,1.8954787564896824e-05,-4.740834461114396e-11
CA1 Ivy,CA1 Basket CCK+,0.007120291471287302,1.8954834973241436e-05,1.8954786953188224e-05,-4.802005321158376e-11
CA1 R Receiving Apical Targeting,CA1 Pyramidal,0.0004909000273140158,1.8954834973241436e-05,1.8954782262016728e-05,-5.271122470798528e-11
CA2 Wide Arbor Basket,CA2 Pyramidal,0.0030622195964650455,1.8954834973241436e-05,1.8954781718380845e-05,-5.3254860590823405e-11
CA1 Back Projection,CA1 Horizontal Basket,0.009546822991728971,1.8954834973241436e-05,1.8954761806056018e-05,-7.316718541802714e-11
DG Axo Axonic,DG Granule,0.0005412779004446399,1.8954834973241436e-05,1.895474759405942e-05,-8.73791820149572e-11
CA1 Bistratified,CA1 Basket,0.010939531832513174,1.8954834973241436e-05,1.8954746274075368e-05,-8.8699166067574e-11
CA1 Quadrilaminar,CA1 Perforant Path Associated,0.00015135109238958777,1.8954834973241436e-05,1.8954746109862974e-05,-8.886337846125691e-11
CA1 Ivy,CA1 Trilaminar,0.021327339539489988,1.8954834973241436e-05,1.895474410262485e-05,-9.087061658696882e-11
CA1 Oriens Alveus,CA1 Trilaminar,0.010678840269130465,1.8954834973241436e-05,1.895473062132457e-05,-1.0435191686447576e-10
MEC LIII Superficial Multipolar Interneuron,MEC LII Stellate,0.004476029089135552,1.8954834973241436e-05,1.895472907349413e-05,-1.0589974730468299e-10
CA1 Basket,CA1 Horizontal Basket,0.0305260330300267,1.8954834973241436e-05,1.8954723869189262e-05,-1.111040521736828e-10
CA2 Wide Arbor Basket,CA3 Pyramidal,0.005475645247484226,1.8954834973241436e-05,1.895470969002014e-05,-1.2528322129723435e-10
CA1 Bistratified,CA1 Basket CCK+,0.010076113408322799,1.8954834973241436e-05,1.8954699273044696e-05,-1.3570019673919687e-10
DG Total Molecular Layer,DG Granule,0.007621759070775323,1.8954834973241436e-05,1.8954672149105317e-05,-1.628241361184557e-10
CA1 Neurogliaform,CA1 Perforant Path Associated,0.009021462617184452,1.8954834973241436e-05,1.8954670761120104e-05,-1.6421212133133078e-10
CA2 Basket,CA2 Pyramidal,0.002835384051315854,1.8954834973241436e-05,1.8954657203922205e-05,-1.7776931923035866e-10
DG MOLAX,DG Granule,0.006431129743111442,1.8954834973241436e-05,1.8954644333157855e-05,-1.9064008358049556e-10
CA1 Bistratified,CA1 Trilaminar,0.023303042908511186,1.8954834973241436e-05,1.895463593187905e-05,-1.990413623850773e-10
CA1 Basket CCK+,CA1 Horizontal Basket,0.06364228890880609,1.8954834973241436e-05,1.895461451144418e-05,-2.2046179725537796e-10
CA1 SO SO,CA1 Trilaminar,0.012079683418577868,1.8954834973241436e-05,1.8954584778884884e-05,-2.50194356551936e-10
CA1 Back Projection,CA1 Basket,0.015469952619418808,1.8954834973241436e-05,1.895456848664996e-05,-2.6648659147421316e-10
CA1 Trilaminar,CA1 Horizontal Basket,0.006186699225003162,1.8954834973241436e-05,1.8954553476172725e-05,-2.8149706871039015e-10
CA1 Basket,CA1 Basket CCK+,0.02140542163752191,1.8954834973241436e-05,1.8954544068468075e-05,-2.90904773360412e-10
CA1 Oriens Bistratified,CA1 Perforant Path Associated,0.001992332880309117,1.8954834973241436e-05,1.8954541979270337e-05,-2.9299397109883163e-10
DG Basket,DG Granule,0.009912931697893262,1.8954834973241436e-05,1.8954534955560598e-05,-3.000176808376498e-10
CA1 Radial Trilaminar,CA1 Perforant Path Associated,0.0007087323465531113,1.8954834973241436e-05,1.8954466034195455e-05,-3.6893904598045424e-10
CA1 Back Projection,CA1 Basket CCK+,0.014409712187548995,1.8954834973241436e-05,1.8954422673189697e-05,-4.123000517386455e-10
CA1 Back Projection,CA1 Trilaminar,0.02330292929866251,1.8954834973241436e-05,1.8954408280820456e-05,-4.266924209794798e-10
CA1 Basket CCK+,CA1 Basket,0.05573258409514906,1.8954834973241436e-05,1.8954400981138764e-05,-4.339921026719207e-10
CA1 Horizontal Basket,CA1 Basket,0.020197106653219964,1.8954834973241436e-05,1.895439733711965e-05,-4.3763612178615574e-10
MEC LIII Superficial Multipolar Interneuron,EC LIII Pyramidal Stellate,0.0028282847072716743,1.8954834973241436e-05,1.8954348960383005e-05,-4.86012858430529e-10
CA1 Horizontal Basket,CA1 Basket CCK+,0.017461958390528387,1.8954834973241436e-05,1.8954206537601537e-05,-6.284356398982005e-10
CA1 Trilaminar,CA1 Basket,0.008032210908962986,1.8954834973241436e-05,1.895401354897082e-05,-8.214242706167107e-10
CA2 Wide Arbor Basket,CA3c Pyramidal,0.006023075945546778,1.8954834973241436e-05,1.8953893110114015e-05,-9.41863127421061e-10
DG AIPRIM,DG Granule,0.009691471383191092,1.8954834973241436e-05,1.8953703814758582e-05,-1.1311584828532784e-09
CA1 Trilaminar,CA1 Basket CCK+,0.007291429953415,1.8954834973241436e-05,1.8953596418702992e-05,-1.2385545384435703e-09
CA1 Recurrent O LM,CA1 Perforant Path Associated,0.0018224381815773482,1.8954834973241436e-05,1.8953290614054027e-05,-1.5443591874081397e-09
CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated,0.0006899157692838819,1.8954834973241436e-05,1.8953162172534455e-05,-1.672800706981059e-09
CA1 Ivy,CA1 Perforant Path Associated,0.004001721431136435,1.8954834973241436e-05,1.8952930706543983e-05,-1.9042666974528055e-09
CA1 O LM,CA1 Perforant Path Associated,0.004976347209714534,1.8954834973241436e-05,1.895276572719956e-05,-2.0692460418747505e-09
CA1 Axo Axonic,CA1 Radiatum Giant,1.9669180753769094e-05,1.8954834973241436e-05,1.8952669706129993e-05,-2.1652671114424926e-09
CA1 O LMR,CA1 Perforant Path Associated,0.006535274847253316,1.8954834973241436e-05,1.895190094361454e-05,-2.9340296268942634e-09
CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,0.07906120546370247,1.8954834973241436e-05,1.8951011436272192e-05,-3.823536969243396e-09
CA1 OR LM,CA1 Perforant Path Associated,0.004574235971877877,1.8954834973241436e-05,1.8948726792316836e-05,-6.108180924599416e-09
CA1 Bistratified,CA1 Perforant Path Associated,0.012878401838242246,1.8954834973241436e-05,1.894255215708978e-05,-1.2282816151654684e-08
CA1 Back Projection,CA3 Pyramidal,0.004907289926598387,1.8954834973241436e-05,1.8934614687406842e-05,-2.0220285834593454e-08
CA1 Back Projection,CA1 Perforant Path Associated,0.01954570657481199,1.8954834973241436e-05,1.891489047827627e-05,-3.9944494965166166e-08
CA1 Trilaminar,CA1 Perforant Path Associated,0.00504238545841009,1.8954834973241436e-05,1.8893559584917327e-05,-6.12753883241085e-08
CA1 Back Projection,CA3c Pyramidal,0.003760744731228218,1.8954834973241436e-05,1.8867916513773397e-05,-8.691845946803833e-08
CA1 Axo Axonic,CA1 Pyramidal,0.0002716435121520187,1.8954834973241436e-05,2.9605717403042827e-09,-1.895187440150113e-05
