motif,node_1,node_2,node_3,motif_block,composition,weighted_score,abs_weighted_score,edge_1,edge_2
chain,CA1 Back Projection,CA1 Ivy,CA1 Radiatum,I->I->I,III,3.996297475392101e-06,3.996297475392101e-06,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Radiatum
chain,CA1 Back Projection,CA1 Ivy,CA1 Radiatum Giant,I->I->E,EII,1.0229594878702269e-07,1.0229594878702269e-07,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 Ivy,CA1 Recurrent O LM,I->I->I,III,2.8072270803119686e-06,2.8072270803119686e-06,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Recurrent O LM
chain,CA1 Back Projection,CA1 Ivy,CA1 SO SO,I->I->I,III,1.7659470058136652e-05,1.7659470058136652e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 SO SO
chain,CA1 Back Projection,CA1 Ivy,CA1 Schaffer Collateral Associated,I->I->I,III,1.5980712833363093e-06,1.5980712833363093e-06,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Schaffer Collateral Associated
chain,CA1 Back Projection,CA1 Ivy,CA1 Trilaminar,I->I->I,III,6.960663311244905e-05,6.960663311244905e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Trilaminar
chain,CA1 Back Projection,CA1 Ivy,CA2 Wide Arbor Basket,I->I->I,III,1.773699801031988e-06,1.773699801031988e-06,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA2 Wide Arbor Basket
chain,CA1 Back Projection,CA1 LMR,CA1 Axo Axonic,I->I->I,III,7.994269711157349e-06,7.994269711157349e-06,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 LMR,CA1 Basket,I->I->I,III,1.7779840285757662e-05,1.7779840285757662e-05,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Basket
chain,CA1 Back Projection,CA1 LMR,CA1 Basket CCK+,I->I->I,III,1.6292046362976872e-05,1.6292046362976872e-05,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Basket CCK+
chain,CA1 Back Projection,CA1 LMR,CA1 Bistratified,I->I->I,III,6.769434889107227e-06,6.769434889107227e-06,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Bistratified
chain,CA1 Back Projection,CA1 LMR,CA1 Ivy,I->I->I,III,3.0257915831699457e-06,3.0257915831699457e-06,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Ivy
chain,CA1 Back Projection,CA1 LMR,CA1 Neurogliaform,I->I->I,III,4.931709598357656e-06,4.931709598357656e-06,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Neurogliaform
chain,CA1 Back Projection,CA1 LMR,CA1 Neurogliaform Projecting,I->I->I,III,1.6160083984336273e-06,1.6160083984336273e-06,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Neurogliaform Projecting
chain,CA1 Back Projection,CA1 LMR,CA1 OR LM,I->I->I,III,9.549038477922735e-06,9.549038477922735e-06,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 OR LM
chain,CA1 Back Projection,CA1 LMR,CA1 Oriens Alveus,I->I->I,III,1.8444706810307062e-05,1.8444706810307062e-05,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Oriens Alveus
chain,CA1 Back Projection,CA1 LMR,CA1 Perforant Path Associated,I->I->I,III,5.8163625080495955e-05,5.8163625080495955e-05,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Perforant Path Associated
chain,CA1 Back Projection,CA1 LMR,CA1 Perforant Path Associated QuadD,I->I->I,III,9.390651336582472e-05,9.390651336582472e-05,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Perforant Path Associated QuadD
chain,CA1 Back Projection,CA1 LMR,CA1 Pyramidal,I->I->E,EII,4.166925988164109e-06,4.166925988164109e-06,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 LMR,CA1 Quadrilaminar,I->I->I,III,1.3061978943638144e-05,1.3061978943638144e-05,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Quadrilaminar
chain,CA1 Back Projection,CA1 LMR,CA1 R Receiving Apical Targeting,I->I->I,III,3.565700783966134e-05,3.565700783966134e-05,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 R Receiving Apical Targeting
chain,CA1 Back Projection,CA1 LMR,CA1 Radial Trilaminar,I->I->I,III,1.9852683210492394e-05,1.9852683210492394e-05,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Radial Trilaminar
chain,CA1 Back Projection,CA1 LMR,CA1 Radiatum,I->I->I,III,1.0672791640689468e-05,1.0672791640689468e-05,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Radiatum
chain,CA1 Back Projection,CA1 LMR,CA1 Radiatum Giant,I->I->E,EII,3.6902728664837123e-07,3.6902728664837123e-07,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 LMR,CA1 Schaffer Collateral Associated,I->I->I,III,5.293131790184865e-06,5.293131790184865e-06,CA1 Back Projection -> CA1 LMR,CA1 LMR -> CA1 Schaffer Collateral Associated
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Axo Axonic,I->I->I,III,3.149372991131515e-06,3.149372991131515e-06,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Basket,I->I->I,III,5.61397779668058e-06,5.61397779668058e-06,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Basket
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Basket CCK+,I->I->I,III,6.033535595246524e-06,6.033535595246524e-06,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Basket CCK+
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 LMR,I->I->I,III,2.7306007793624825e-05,2.7306007793624825e-05,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 LMR
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Neurogliaform Projecting,I->I->I,III,2.1985468568920277e-06,2.1985468568920277e-06,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Neurogliaform Projecting
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Oriens Alveus,I->I->I,III,6.64019033943931e-06,6.64019033943931e-06,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Oriens Alveus
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Perforant Path Associated,I->I->I,III,2.1470242251082322e-05,2.1470242251082322e-05,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Perforant Path Associated
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Perforant Path Associated QuadD,I->I->I,III,2.555633020661508e-05,2.555633020661508e-05,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Perforant Path Associated QuadD
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Pyramidal,I->I->E,EII,1.4402072241863358e-06,1.4402072241863358e-06,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Quadrilaminar,I->I->I,III,4.2974615501376314e-06,4.2974615501376314e-06,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Quadrilaminar
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Radial Trilaminar,I->I->I,III,6.6874197434831856e-06,6.6874197434831856e-06,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Radial Trilaminar
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Radiatum Giant,I->I->E,EII,1.2335249868844335e-07,1.2335249868844335e-07,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 Neurogliaform,CA1 Schaffer Collateral Associated,I->I->I,III,1.473702589851802e-06,1.473702589851802e-06,CA1 Back Projection -> CA1 Neurogliaform,CA1 Neurogliaform -> CA1 Schaffer Collateral Associated
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Axo Axonic,I->I->I,III,6.824064317329655e-08,6.824064317329655e-08,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Basket,I->I->I,III,1.1422379729431215e-07,1.1422379729431215e-07,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Basket
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Basket CCK+,I->I->I,III,1.2807549202498035e-07,1.2807549202498035e-07,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Basket CCK+
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 LMR,I->I->I,III,5.475946414930606e-07,5.475946414930606e-07,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 LMR
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Neurogliaform,I->I->I,III,1.2925592053176152e-07,1.2925592053176152e-07,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Neurogliaform
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Oriens Alveus,I->I->I,III,1.3652889097771876e-07,1.3652889097771876e-07,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Oriens Alveus
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated,I->I->I,III,4.464607306262979e-07,4.464607306262979e-07,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Perforant Path Associated
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated QuadD,I->I->I,III,5.261202347244301e-07,5.261202347244301e-07,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Perforant Path Associated QuadD
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Pyramidal,I->I->E,EII,3.0964183411779086e-08,3.0964183411779086e-08,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Quadrilaminar,I->I->I,III,8.77214256467782e-08,8.77214256467782e-08,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Quadrilaminar
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Radial Trilaminar,I->I->I,III,1.242037568721107e-07,1.242037568721107e-07,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Radial Trilaminar
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Radiatum Giant,I->I->E,EII,2.53181669529023e-09,2.53181669529023e-09,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,CA1 Schaffer Collateral Associated,I->I->I,III,2.872520412957313e-08,2.872520412957313e-08,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> CA1 Schaffer Collateral Associated
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,DG AIPRIM,I->I->I,III,1.2335007483210132e-07,1.2335007483210132e-07,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> DG AIPRIM
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,DG Axo Axonic,I->I->I,III,2.0092206856628572e-07,2.0092206856628572e-07,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> DG Axo Axonic
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,DG Basket,I->I->I,III,4.983793115029771e-08,4.983793115029771e-08,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> DG Basket
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,DG Granule,I->I->E,EII,4.440887210507101e-08,4.440887210507101e-08,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> DG Granule
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,DG HICAP,I->I->I,III,1.1640673505201605e-07,1.1640673505201605e-07,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> DG HICAP
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,DG Hilar Ectopic Granule,I->I->E,EII,2.8730872015903666e-08,2.8730872015903666e-08,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> DG Hilar Ectopic Granule
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,DG MOLAX,I->I->I,III,7.676134486489534e-08,7.676134486489534e-08,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> DG MOLAX
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,DG MOPP,I->I->I,III,1.0091453167486149e-08,1.0091453167486149e-08,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> DG MOPP
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,DG Neurogliaform,I->I->I,III,7.11334126360948e-09,7.11334126360948e-09,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> DG Neurogliaform
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,DG Semilunar Granule,I->I->E,EII,4.26579742580976e-09,4.26579742580976e-09,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> DG Semilunar Granule
chain,CA1 Back Projection,CA1 Neurogliaform Projecting,DG Total Molecular Layer,I->I->I,III,4.186536683143815e-08,4.186536683143815e-08,CA1 Back Projection -> CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting -> DG Total Molecular Layer
chain,CA1 Back Projection,CA1 O LM,CA1 Axo Axonic,I->I->I,III,7.469616169435262e-07,7.469616169435262e-07,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 O LM,CA1 Basket,I->I->I,III,1.353911404710512e-06,1.353911404710512e-06,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Basket
chain,CA1 Back Projection,CA1 O LM,CA1 Basket CCK+,I->I->I,III,1.4316524818568468e-06,1.4316524818568468e-06,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Basket CCK+
chain,CA1 Back Projection,CA1 O LM,CA1 LMR,I->I->I,III,6.666263541725085e-06,6.666263541725085e-06,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 LMR
chain,CA1 Back Projection,CA1 O LM,CA1 Neurogliaform,I->I->I,III,1.21242246495574e-06,1.21242246495574e-06,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Neurogliaform
chain,CA1 Back Projection,CA1 O LM,CA1 Neurogliaform Projecting,I->I->I,III,4.4535190215999687e-07,4.4535190215999687e-07,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Neurogliaform Projecting
chain,CA1 Back Projection,CA1 O LM,CA1 Oriens Alveus,I->I->I,III,1.6016718989738399e-06,1.6016718989738399e-06,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Oriens Alveus
chain,CA1 Back Projection,CA1 O LM,CA1 Perforant Path Associated,I->I->I,III,5.1985215234989775e-06,5.1985215234989775e-06,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Perforant Path Associated
chain,CA1 Back Projection,CA1 O LM,CA1 Perforant Path Associated QuadD,I->I->I,III,5.806971623299685e-06,5.806971623299685e-06,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Perforant Path Associated QuadD
chain,CA1 Back Projection,CA1 O LM,CA1 Pyramidal,I->I->E,EII,3.483906654440246e-07,3.483906654440246e-07,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 O LM,CA1 Quadrilaminar,I->I->I,III,1.0164441298670212e-06,1.0164441298670212e-06,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Quadrilaminar
chain,CA1 Back Projection,CA1 O LM,CA1 Radial Trilaminar,I->I->I,III,1.5066439591705827e-06,1.5066439591705827e-06,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Radial Trilaminar
chain,CA1 Back Projection,CA1 O LM,CA1 Radiatum Giant,I->I->E,EII,2.8846571244572785e-08,2.8846571244572785e-08,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 O LM,CA1 Schaffer Collateral Associated,I->I->I,III,3.4222474020062435e-07,3.4222474020062435e-07,CA1 Back Projection -> CA1 O LM,CA1 O LM -> CA1 Schaffer Collateral Associated
chain,CA1 Back Projection,CA1 O LMR,CA1 Axo Axonic,I->I->I,III,1.554122522662448e-06,1.554122522662448e-06,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 O LMR,CA1 Basket,I->I->I,III,3.2192480533691973e-06,3.2192480533691973e-06,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Basket
chain,CA1 Back Projection,CA1 O LMR,CA1 Basket CCK+,I->I->I,III,3.2198520086843444e-06,3.2198520086843444e-06,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Basket CCK+
chain,CA1 Back Projection,CA1 O LMR,CA1 Bistratified,I->I->I,III,8.943080676618917e-07,8.943080676618917e-07,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Bistratified
chain,CA1 Back Projection,CA1 O LMR,CA1 Ivy,I->I->I,III,3.026627824506992e-07,3.026627824506992e-07,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Ivy
chain,CA1 Back Projection,CA1 O LMR,CA1 LMR,I->I->I,III,1.3026810740635276e-05,1.3026810740635276e-05,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 LMR
chain,CA1 Back Projection,CA1 O LMR,CA1 Neurogliaform,I->I->I,III,1.2244461868121664e-06,1.2244461868121664e-06,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Neurogliaform
chain,CA1 Back Projection,CA1 O LMR,CA1 Neurogliaform Projecting,I->I->I,III,4.0853018820583606e-07,4.0853018820583606e-07,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Neurogliaform Projecting
chain,CA1 Back Projection,CA1 O LMR,CA1 OR LM,I->I->I,III,1.7916234394086423e-06,1.7916234394086423e-06,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 OR LM
chain,CA1 Back Projection,CA1 O LMR,CA1 Oriens Alveus,I->I->I,III,3.4069134172173895e-06,3.4069134172173895e-06,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Oriens Alveus
chain,CA1 Back Projection,CA1 O LMR,CA1 Perforant Path Associated,I->I->I,III,1.1881586287885347e-05,1.1881586287885347e-05,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Perforant Path Associated
chain,CA1 Back Projection,CA1 O LMR,CA1 Perforant Path Associated QuadD,I->I->I,III,2.2786089034470313e-05,2.2786089034470313e-05,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Perforant Path Associated QuadD
chain,CA1 Back Projection,CA1 O LMR,CA1 Pyramidal,I->I->E,EII,8.024664883785925e-07,8.024664883785925e-07,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 O LMR,CA1 Quadrilaminar,I->I->I,III,2.7211698361727716e-06,2.7211698361727716e-06,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Quadrilaminar
chain,CA1 Back Projection,CA1 O LMR,CA1 R Receiving Apical Targeting,I->I->I,III,6.226530711064625e-06,6.226530711064625e-06,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 R Receiving Apical Targeting
chain,CA1 Back Projection,CA1 O LMR,CA1 Radial Trilaminar,I->I->I,III,3.5116457083763572e-06,3.5116457083763572e-06,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Radial Trilaminar
chain,CA1 Back Projection,CA1 O LMR,CA1 Radiatum,I->I->I,III,1.6241398220723134e-06,1.6241398220723134e-06,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Radiatum
chain,CA1 Back Projection,CA1 O LMR,CA1 Radiatum Giant,I->I->E,EII,7.654064538862292e-08,7.654064538862292e-08,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 O LMR,CA1 Schaffer Collateral Associated,I->I->I,III,1.0877068323646665e-06,1.0877068323646665e-06,CA1 Back Projection -> CA1 O LMR,CA1 O LMR -> CA1 Schaffer Collateral Associated
chain,CA1 Back Projection,CA1 OR LM,CA1 Axo Axonic,I->I->I,III,2.288054556777115e-06,2.288054556777115e-06,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 OR LM,CA1 Basket,I->I->I,III,3.663317496678705e-06,3.663317496678705e-06,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Basket
chain,CA1 Back Projection,CA1 OR LM,CA1 Basket CCK+,I->I->I,III,4.239469714869228e-06,4.239469714869228e-06,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Basket CCK+
chain,CA1 Back Projection,CA1 OR LM,CA1 LMR,I->I->I,III,1.898173676884745e-05,1.898173676884745e-05,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 LMR
chain,CA1 Back Projection,CA1 OR LM,CA1 Neurogliaform,I->I->I,III,3.7741949824404106e-06,3.7741949824404106e-06,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Neurogliaform
chain,CA1 Back Projection,CA1 OR LM,CA1 Neurogliaform Projecting,I->I->I,III,1.3399692606594255e-06,1.3399692606594255e-06,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Neurogliaform Projecting
chain,CA1 Back Projection,CA1 OR LM,CA1 Oriens Alveus,I->I->I,III,4.60461057283897e-06,4.60461057283897e-06,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Oriens Alveus
chain,CA1 Back Projection,CA1 OR LM,CA1 Perforant Path Associated,I->I->I,III,1.644522448720191e-05,1.644522448720191e-05,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Perforant Path Associated
chain,CA1 Back Projection,CA1 OR LM,CA1 Perforant Path Associated QuadD,I->I->I,III,1.9433558830362612e-05,1.9433558830362612e-05,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Perforant Path Associated QuadD
chain,CA1 Back Projection,CA1 OR LM,CA1 Pyramidal,I->I->E,EII,9.946903514619542e-07,9.946903514619542e-07,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 OR LM,CA1 Quadrilaminar,I->I->I,III,3.250399038125923e-06,3.250399038125923e-06,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Quadrilaminar
chain,CA1 Back Projection,CA1 OR LM,CA1 Radial Trilaminar,I->I->I,III,4.5504012310728e-06,4.5504012310728e-06,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Radial Trilaminar
chain,CA1 Back Projection,CA1 OR LM,CA1 Radiatum Giant,I->I->E,EII,8.951961895637294e-08,8.951961895637294e-08,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 OR LM,CA1 Schaffer Collateral Associated,I->I->I,III,8.9081875898029e-07,8.9081875898029e-07,CA1 Back Projection -> CA1 OR LM,CA1 OR LM -> CA1 Schaffer Collateral Associated
chain,CA1 Back Projection,CA1 Oriens Alveus,CA1 Axo Axonic,I->I->I,III,1.27629142163118e-05,1.27629142163118e-05,CA1 Back Projection -> CA1 Oriens Alveus,CA1 Oriens Alveus -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 Oriens Alveus,CA1 Basket,I->I->I,III,3.254121079807096e-05,3.254121079807096e-05,CA1 Back Projection -> CA1 Oriens Alveus,CA1 Oriens Alveus -> CA1 Basket
chain,CA1 Back Projection,CA1 Oriens Alveus,CA1 Basket CCK+,I->I->I,III,2.889523396658827e-05,2.889523396658827e-05,CA1 Back Projection -> CA1 Oriens Alveus,CA1 Oriens Alveus -> CA1 Basket CCK+
chain,CA1 Back Projection,CA1 Oriens Alveus,CA1 Bistratified,I->I->I,III,1.854558091525577e-05,1.854558091525577e-05,CA1 Back Projection -> CA1 Oriens Alveus,CA1 Oriens Alveus -> CA1 Bistratified
chain,CA1 Back Projection,CA1 Oriens Alveus,CA1 Horizontal Axo Axonic,I->I->I,III,3.645242223440209e-05,3.645242223440209e-05,CA1 Back Projection -> CA1 Oriens Alveus,CA1 Oriens Alveus -> CA1 Horizontal Axo Axonic
chain,CA1 Back Projection,CA1 Oriens Alveus,CA1 Horizontal Basket,I->I->I,III,7.372613385230407e-05,7.372613385230407e-05,CA1 Back Projection -> CA1 Oriens Alveus,CA1 Oriens Alveus -> CA1 Horizontal Basket
chain,CA1 Back Projection,CA1 Oriens Alveus,CA1 Ivy,I->I->I,III,1.1911648765657388e-05,1.1911648765657388e-05,CA1 Back Projection -> CA1 Oriens Alveus,CA1 Oriens Alveus -> CA1 Ivy
chain,CA1 Back Projection,CA1 Oriens Alveus,CA1 O LM,I->I->I,III,6.660214795109209e-06,6.660214795109209e-06,CA1 Back Projection -> CA1 Oriens Alveus,CA1 Oriens Alveus -> CA1 O LM
