motif,node_1,node_2,node_3,motif_block,composition,weighted_score,abs_weighted_score,edge_1,edge_2
divergent,CA1 Back Projection,CA1 Bistratified,CA3 Horizontal Axo Axonic,"I->I,I",III,3.614327553724643e-05,3.614327553724643e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> CA3 Horizontal Axo Axonic
divergent,CA1 Back Projection,CA1 Bistratified,CA3 LMR Targeting,"I->I,I",III,4.126676490321617e-05,4.126676490321617e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> CA3 LMR Targeting
divergent,CA1 Back Projection,CA1 Bistratified,CA3 Lucidum ORAX,"I->I,I",III,0.00012491895010724308,0.00012491895010724308,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> CA3 Lucidum ORAX
divergent,CA1 Back Projection,CA1 Bistratified,CA3 Mossy Fiber Associated,"I->I,I",III,5.075618649428918e-05,5.075618649428918e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> CA3 Mossy Fiber Associated
divergent,CA1 Back Projection,CA1 Bistratified,CA3 Mossy Fiber Associated ORDEN,"I->I,I",III,0.0001079633371922382,0.0001079633371922382,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> CA3 Mossy Fiber Associated ORDEN
divergent,CA1 Back Projection,CA1 Bistratified,CA3 O LM,"I->I,I",III,9.199846017889194e-05,9.199846017889194e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> CA3 O LM
divergent,CA1 Back Projection,CA1 Bistratified,CA3 Pyramidal,"I->I,E",EII,2.6614935822801717e-05,2.6614935822801717e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> CA3 Pyramidal
divergent,CA1 Back Projection,CA1 Bistratified,CA3 Spiny Lucidum,"I->I,I",III,6.023654390938834e-06,6.023654390938834e-06,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> CA3 Spiny Lucidum
divergent,CA1 Back Projection,CA1 Bistratified,CA3 Trilaminar,"I->I,I",III,4.170741001132817e-06,4.170741001132817e-06,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> CA3 Trilaminar
divergent,CA1 Back Projection,CA1 Bistratified,CA3c Pyramidal,"I->I,E",EII,2.0396589801035054e-05,2.0396589801035054e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> CA3c Pyramidal
divergent,CA1 Back Projection,CA1 Bistratified,DG AIPRIM,"I->I,I",III,6.774121393584497e-05,6.774121393584497e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> DG AIPRIM
divergent,CA1 Back Projection,CA1 Bistratified,DG Axo Axonic,"I->I,I",III,4.5309852243478896e-05,4.5309852243478896e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> DG Axo Axonic
divergent,CA1 Back Projection,CA1 Bistratified,DG Basket,"I->I,I",III,1.7438399088080276e-05,1.7438399088080276e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> DG Basket
divergent,CA1 Back Projection,CA1 Bistratified,DG HICAP,"I->I,I",III,4.248245666197054e-05,4.248245666197054e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> DG HICAP
divergent,CA1 Back Projection,CA1 Bistratified,DG HIPP,"I->I,I",III,4.5213789133517004e-06,4.5213789133517004e-06,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> DG HIPP
divergent,CA1 Back Projection,CA1 Bistratified,DG HIPROM,"I->I,I",III,1.3312613425844148e-05,1.3312613425844148e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> DG HIPROM
divergent,CA1 Back Projection,CA1 Bistratified,DG Hilar Ectopic Granule,"I->I,E",EII,1.0288880877907314e-05,1.0288880877907314e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> DG Hilar Ectopic Granule
divergent,CA1 Back Projection,CA1 Bistratified,DG MOLAX,"I->I,I",III,2.522325432218108e-05,2.522325432218108e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> DG MOLAX
divergent,CA1 Back Projection,CA1 Bistratified,DG Mossy,"I->I,E",EII,1.5706070517228834e-05,1.5706070517228834e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> DG Mossy
divergent,CA1 Back Projection,CA1 Bistratified,DG Total Molecular Layer,"I->I,I",III,2.354068248400925e-05,2.354068248400925e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Back Projection -> DG Total Molecular Layer
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Horizontal Basket,"I->I,I",III,5.3865884373706144e-05,5.3865884373706144e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Horizontal Basket
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Ivy,"I->I,I",III,2.207707427456407e-05,2.207707427456407e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Ivy
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 LMR,"I->I,I",III,0.00014316351838357987,0.00014316351838357987,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 LMR
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Neurogliaform,"I->I,I",III,1.609857982368675e-05,1.609857982368675e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Neurogliaform
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Neurogliaform Projecting,"I->I,I",III,4.6328150566886584e-06,4.6328150566886584e-06,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Neurogliaform Projecting
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 O LM,"I->I,I",III,7.066376068763499e-06,7.066376068763499e-06,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 O LM
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 O LMR,"I->I,I",III,1.2298103505614622e-05,1.2298103505614622e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 O LMR
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 OR LM,"I->I,I",III,2.431917376821633e-05,2.431917376821633e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 OR LM
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Oriens Alveus,"I->I,I",III,9.136230266649207e-05,9.136230266649207e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Oriens Alveus
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Oriens Bistratified,"I->I,I",III,2.077195204117734e-06,2.077195204117734e-06,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Oriens Bistratified
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Perforant Path Associated,"I->I,I",III,0.00011028242288281237,0.00011028242288281237,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Perforant Path Associated
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Perforant Path Associated QuadD,"I->I,I",III,0.0003044567883682604,0.0003044567883682604,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Perforant Path Associated QuadD
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Pyramidal,"I->I,E",EII,1.8842093415384874e-05,1.8842093415384874e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Pyramidal
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Quadrilaminar,"I->I,I",III,5.532673545170596e-05,5.532673545170596e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Quadrilaminar
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 R Receiving Apical Targeting,"I->I,I",III,4.5964291419857344e-05,4.5964291419857344e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 R Receiving Apical Targeting
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Radial Trilaminar,"I->I,I",III,9.064059255899566e-05,9.064059255899566e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Radial Trilaminar
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Radiatum,"I->I,I",III,1.2336737259477953e-05,1.2336737259477953e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Radiatum
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Radiatum Giant,"I->I,E",EII,6.917715742285928e-07,6.917715742285928e-07,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Radiatum Giant
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Recurrent O LM,"I->I,I",III,5.0374639137793824e-06,5.0374639137793824e-06,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Recurrent O LM
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 SO SO,"I->I,I",III,3.1369838791649274e-05,3.1369838791649274e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 SO SO
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Schaffer Collateral Associated,"I->I,I",III,9.353249347310167e-06,9.353249347310167e-06,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Schaffer Collateral Associated
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Trilaminar,"I->I,I",III,0.00013148173965914033,0.00013148173965914033,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA1 Trilaminar
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA2 Wide Arbor Basket,"I->I,I",III,5.258316570560481e-06,5.258316570560481e-06,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA2 Wide Arbor Basket
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 Axo Axonic,"I->I,I",III,9.724025876343102e-05,9.724025876343102e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 Axo Axonic
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 Basket,"I->I,I",III,0.00020956401906967499,0.00020956401906967499,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 Basket
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 Basket CCK+,"I->I,I",III,5.5776977701341554e-05,5.5776977701341554e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 Basket CCK+
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 Granule,"I->I,E",EII,2.2888960900827194e-05,2.2888960900827194e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 Granule
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 Horizontal Axo Axonic,"I->I,I",III,3.760094212151604e-05,3.760094212151604e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 Horizontal Axo Axonic
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 LMR Targeting,"I->I,I",III,4.293106298760918e-05,4.293106298760918e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 LMR Targeting
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 Lucidum ORAX,"I->I,I",III,0.00012995695998893524,0.00012995695998893524,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 Lucidum ORAX
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 Mossy Fiber Associated,"I->I,I",III,5.280319512585158e-05,5.280319512585158e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 Mossy Fiber Associated
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 Mossy Fiber Associated ORDEN,"I->I,I",III,0.00011231752331986737,0.00011231752331986737,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 Mossy Fiber Associated ORDEN
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 O LM,"I->I,I",III,9.570877915838875e-05,9.570877915838875e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 O LM
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 Pyramidal,"I->I,E",EII,2.768832228306867e-05,2.768832228306867e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 Pyramidal
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 Spiny Lucidum,"I->I,I",III,6.266589752782614e-06,6.266589752782614e-06,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 Spiny Lucidum
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3 Trilaminar,"I->I,I",III,4.338947941390054e-06,4.338947941390054e-06,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3 Trilaminar
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA3c Pyramidal,"I->I,E",EII,2.1219188941375394e-05,2.1219188941375394e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> CA3c Pyramidal
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,DG AIPRIM,"I->I,I",III,7.047323261606618e-05,7.047323261606618e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> DG AIPRIM
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,DG Axo Axonic,"I->I,I",III,4.713720896673575e-05,4.713720896673575e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> DG Axo Axonic
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,DG Basket,"I->I,I",III,1.814169371912878e-05,1.814169371912878e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> DG Basket
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,DG HICAP,"I->I,I",III,4.419578387355712e-05,4.419578387355712e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> DG HICAP
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,DG HIPP,"I->I,I",III,4.703727160953725e-06,4.703727160953725e-06,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> DG HIPP
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,DG HIPROM,"I->I,I",III,1.3849514175754165e-05,1.3849514175754165e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> DG HIPROM
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,DG Hilar Ectopic Granule,"I->I,E",EII,1.070383380130244e-05,1.070383380130244e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> DG Hilar Ectopic Granule
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,DG MOLAX,"I->I,I",III,2.6240513948638787e-05,2.6240513948638787e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> DG MOLAX
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,DG Mossy,"I->I,E",EII,1.633949994006998e-05,1.633949994006998e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> DG Mossy
divergent,CA1 Back Projection,CA1 Horizontal Axo Axonic,DG Total Molecular Layer,"I->I,I",III,2.4490083602689798e-05,2.4490083602689798e-05,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Back Projection -> DG Total Molecular Layer
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Ivy,"I->I,I",III,3.115823256549807e-05,3.115823256549807e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Ivy
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 LMR,"I->I,I",III,0.00020205223505679495,0.00020205223505679495,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 LMR
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Neurogliaform,"I->I,I",III,2.2720551096690607e-05,2.2720551096690607e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Neurogliaform
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Neurogliaform Projecting,"I->I,I",III,6.538471863346425e-06,6.538471863346425e-06,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Neurogliaform Projecting
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 O LM,"I->I,I",III,9.973051057742597e-06,9.973051057742597e-06,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 O LM
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 O LMR,"I->I,I",III,1.7356791229533235e-05,1.7356791229533235e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 O LMR
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 OR LM,"I->I,I",III,3.432259468112002e-05,3.432259468112002e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 OR LM
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Oriens Alveus,"I->I,I",III,0.00012894316696129314,0.00012894316696129314,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Oriens Alveus
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Oriens Bistratified,"I->I,I",III,2.9316262856625995e-06,2.9316262856625995e-06,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Oriens Bistratified
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Perforant Path Associated,"I->I,I",III,0.0001556458676242382,0.0001556458676242382,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Perforant Path Associated
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Perforant Path Associated QuadD,"I->I,I",III,0.0004296916928459354,0.0004296916928459354,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Perforant Path Associated QuadD
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Pyramidal,"I->I,E",EII,2.6592578407629344e-05,2.6592578407629344e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Pyramidal
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Quadrilaminar,"I->I,I",III,7.808477105502154e-05,7.808477105502154e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Quadrilaminar
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 R Receiving Apical Targeting,"I->I,I",III,6.487119008419977e-05,6.487119008419977e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 R Receiving Apical Targeting
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Radial Trilaminar,"I->I,I",III,0.00012792458944986301,0.00012792458944986301,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Radial Trilaminar
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Radiatum,"I->I,I",III,1.741131654718997e-05,1.741131654718997e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Radiatum
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Radiatum Giant,"I->I,E",EII,9.763240963884836e-07,9.763240963884836e-07,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Radiatum Giant
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Recurrent O LM,"I->I,I",III,7.109568515003847e-06,7.109568515003847e-06,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Recurrent O LM
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 SO SO,"I->I,I",III,4.427347213025088e-05,4.427347213025088e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 SO SO
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Schaffer Collateral Associated,"I->I,I",III,1.3200604155341041e-05,1.3200604155341041e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Schaffer Collateral Associated
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA1 Trilaminar,"I->I,I",III,0.0001855652869336854,0.0001855652869336854,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA1 Trilaminar
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA2 Wide Arbor Basket,"I->I,I",III,7.421266449119235e-06,7.421266449119235e-06,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA2 Wide Arbor Basket
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 Axo Axonic,"I->I,I",III,0.00013723895474551155,0.00013723895474551155,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 Axo Axonic
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 Basket,"I->I,I",III,0.0002957658411765405,0.0002957658411765405,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 Basket
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 Basket CCK+,"I->I,I",III,7.872021543277236e-05,7.872021543277236e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 Basket CCK+
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 Granule,"I->I,E",EII,3.2304079701006856e-05,3.2304079701006856e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 Granule
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 Horizontal Axo Axonic,"I->I,I",III,5.306767032323004e-05,5.306767032323004e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 Horizontal Axo Axonic
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 LMR Targeting,"I->I,I",III,6.059027696406056e-05,6.059027696406056e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 LMR Targeting
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 Lucidum ORAX,"I->I,I",III,0.00018341330615106278,0.00018341330615106278,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 Lucidum ORAX
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 Mossy Fiber Associated,"I->I,I",III,7.452320055960606e-05,7.452320055960606e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 Mossy Fiber Associated
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 Mossy Fiber Associated ORDEN,"I->I,I",III,0.00015851808392986362,0.00015851808392986362,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 Mossy Fiber Associated ORDEN
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 O LM,"I->I,I",III,0.00013507751808457673,0.00013507751808457673,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 O LM
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 Pyramidal,"I->I,E",EII,3.907760486353445e-05,3.907760486353445e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 Pyramidal
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 Spiny Lucidum,"I->I,I",III,8.844281560203396e-06,8.844281560203396e-06,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 Spiny Lucidum
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3 Trilaminar,"I->I,I",III,6.123725787487296e-06,6.123725787487296e-06,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3 Trilaminar
divergent,CA1 Back Projection,CA1 Horizontal Basket,CA3c Pyramidal,"I->I,E",EII,2.9947465667964932e-05,2.9947465667964932e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> CA3c Pyramidal
divergent,CA1 Back Projection,CA1 Horizontal Basket,DG AIPRIM,"I->I,I",III,9.946161090845868e-05,9.946161090845868e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> DG AIPRIM
divergent,CA1 Back Projection,CA1 Horizontal Basket,DG Axo Axonic,"I->I,I",III,6.652657418316515e-05,6.652657418316515e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> DG Axo Axonic
divergent,CA1 Back Projection,CA1 Horizontal Basket,DG Basket,"I->I,I",III,2.5604077107441435e-05,2.5604077107441435e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> DG Basket
divergent,CA1 Back Projection,CA1 Horizontal Basket,DG HICAP,"I->I,I",III,6.237522668179605e-05,6.237522668179605e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> DG HICAP
divergent,CA1 Back Projection,CA1 Horizontal Basket,DG HIPP,"I->I,I",III,6.638552870862236e-06,6.638552870862236e-06,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> DG HIPP
divergent,CA1 Back Projection,CA1 Horizontal Basket,DG HIPROM,"I->I,I",III,1.9546357376914312e-05,1.9546357376914312e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> DG HIPROM
divergent,CA1 Back Projection,CA1 Horizontal Basket,DG Hilar Ectopic Granule,"I->I,E",EII,1.5106736462252819e-05,1.5106736462252819e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> DG Hilar Ectopic Granule
divergent,CA1 Back Projection,CA1 Horizontal Basket,DG MOLAX,"I->I,I",III,3.703425671724465e-05,3.703425671724465e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> DG MOLAX
divergent,CA1 Back Projection,CA1 Horizontal Basket,DG Mossy,"I->I,E",EII,2.3060571016115542e-05,2.3060571016115542e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> DG Mossy
divergent,CA1 Back Projection,CA1 Horizontal Basket,DG Total Molecular Layer,"I->I,I",III,3.456380636995284e-05,3.456380636995284e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Back Projection -> DG Total Molecular Layer
divergent,CA1 Back Projection,CA1 Ivy,CA1 LMR,"I->I,I",III,8.28116395480175e-05,8.28116395480175e-05,CA1 Back Projection -> CA1 Ivy,CA1 Back Projection -> CA1 LMR
divergent,CA1 Back Projection,CA1 Ivy,CA1 Neurogliaform,"I->I,I",III,9.312077578466663e-06,9.312077578466663e-06,CA1 Back Projection -> CA1 Ivy,CA1 Back Projection -> CA1 Neurogliaform
divergent,CA1 Back Projection,CA1 Ivy,CA1 Neurogliaform Projecting,"I->I,I",III,2.679809876837535e-06,2.679809876837535e-06,CA1 Back Projection -> CA1 Ivy,CA1 Back Projection -> CA1 Neurogliaform Projecting
divergent,CA1 Back Projection,CA1 Ivy,CA1 O LM,"I->I,I",III,4.087481186019082e-06,4.087481186019082e-06,CA1 Back Projection -> CA1 Ivy,CA1 Back Projection -> CA1 O LM
