source,target,weight
EC LII III Pyramidal Tripolar,LEC LIII Complex Pyramidal,31671.01226
EC LII III Pyramidal Tripolar,MEC LIII Complex Pyramidal,26013.02714
EC LII III Pyramidal Tripolar,MEC LIII Bipolar Complex Pyramidal,14242.06118
EC LII III Pyramidal Tripolar,EC LIII Stellate,28855.3079
EC LII III Pyramidal Tripolar,EC LIII V Bipolar Pyramidal,32238.57826
EC LII III Pyramidal Tripolar,EC LV Deep Pyramidal,18188.39825
EC LII III Pyramidal Tripolar,MEC LV Pyramidal,21246.86168
EC LII III Pyramidal Tripolar,MEC LV Superficial Pyramidal,19795.51842
EC LII III Pyramidal Tripolar,MEC LIII Superficial Trilayered Interneuron,35152.77968
LEC LIII Multipolar Principal,EC LI II Multipolar Pyramidal,9894.567639
LEC LIII Multipolar Principal,EC LI II Pyramidal Fan,1613.420811
LEC LIII Multipolar Principal,EC LII III Pyramidal Tripolar,5365.587708
LEC LIII Multipolar Principal,LEC LIII Multipolar Principal,10989.80706
LEC LIII Multipolar Principal,EC LIII Pyramidal,5271.7293
LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,11953.2158
LEC LIII Multipolar Principal,EC LIII Stellate,4257.262441
LEC LIII Multipolar Principal,EC LIII V Bipolar Pyramidal,10633.01181
LEC LIII Multipolar Principal,EC LIV VI Deep Multipolar Principal,4293.876969
LEC LIII Multipolar Principal,EC LV Deep Pyramidal,5510.142203
LEC LIII Multipolar Principal,LEC LVI Multipolar Pyramidal,817.2360433
EC LIII Pyramidal,CA1 Pyramidal,191274.3689
EC LIII Pyramidal,CA1 Radiatum Giant,143602.0736
EC LIII Pyramidal,CA1 Axo Axonic,197379.0102
EC LIII Pyramidal,CA1 Basket,68497.02397
EC LIII Pyramidal,CA1 Basket CCK+,188594.7334
EC LIII Pyramidal,CA1 LMR,68511.93171
EC LIII Pyramidal,CA1 Neurogliaform,434544.2417
EC LIII Pyramidal,CA1 Neurogliaform Projecting,132332.2335
EC LIII Pyramidal,CA1 Oriens Alveus,105755.1427
EC LIII Pyramidal,CA1 Perforant Path Associated,103391.1202
EC LIII Pyramidal,CA1 Perforant Path Associated QuadD,141935.7357
EC LIII Pyramidal,CA1 Radial Trilaminar,40194.08194
EC LIII Pyramidal,MEC LII III Pyramidal Multiform,4277.525527
EC LIII Pyramidal,EC LII III Pyramidal Tripolar,4247.042442
EC LIII Pyramidal,LEC LIII Multipolar Principal,24584.07993
EC LIII Pyramidal,EC LIII Pyramidal,4833.770028
EC LIII Pyramidal,LEC LIII Complex Pyramidal,16367.55171
EC LIII Pyramidal,MEC LIII Complex Pyramidal,13263.65553
EC LIII Pyramidal,MEC LIII Bipolar Complex Pyramidal,4205.822602
EC LIII Pyramidal,EC LIII Stellate,2241.729739
EC LIII Pyramidal,EC LIII V Bipolar Pyramidal,23227.48835
EC LIII Pyramidal,EC LIV VI Deep Multipolar Principal,25726.97798
EC LIII Pyramidal,EC LV Deep Pyramidal,18913.09384
EC LIII Pyramidal,MEC LV Multipolar Pyramidal,17444.21917
EC LIII Pyramidal,MEC LV Pyramidal,7665.6514
EC LIII Pyramidal,MEC LV Superficial Pyramidal,10550.86654
EC LIII Pyramidal,MEC LV VI Pyramidal Polymorphic,9844.13498
EC LIII Pyramidal,LEC LVI Multipolar Pyramidal,15177.49545
EC LIII Pyramidal,MEC LIII Superficial Trilayered Interneuron,2042.443161
LEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,4486.718087
LEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,1170.42896
LEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,6287.331062
LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal,18041.15998
LEC LIII Complex Pyramidal,EC LIII Pyramidal,6314.932206
LEC LIII Complex Pyramidal,LEC LIII Complex Pyramidal,15997.08822
LEC LIII Complex Pyramidal,EC LIII Stellate,4412.752478
LEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,16451.63989
LEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,8112.004763
LEC LIII Complex Pyramidal,EC LV Deep Pyramidal,8393.478745
LEC LIII Complex Pyramidal,LEC LVI Multipolar Pyramidal,1549.970562
MEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,10125.7015
MEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,1348.857815
MEC LIII Complex Pyramidal,MEC LII III Pyramidal Multiform,9113.203042
MEC LIII Complex Pyramidal,MEC LII Oblique Pyramidal,5698.41647
MEC LIII Complex Pyramidal,MEC LII Stellate,11943.98559
MEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,2712.29799
MEC LIII Complex Pyramidal,EC LIII Pyramidal,2467.523212
MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,15198.30707
MEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,5474.179993
MEC LIII Complex Pyramidal,EC LIII Stellate,2270.092509
MEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,3587.653486
MEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,880.8524826
MEC LIII Complex Pyramidal,EC LV Deep Pyramidal,1382.953671
MEC LIII Complex Pyramidal,MEC LV Multipolar Pyramidal,7220.592401
MEC LIII Complex Pyramidal,MEC LV Pyramidal,6217.956199
MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,7287.243515
MEC LIII Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,9253.648531
MEC LIII Bipolar Complex Pyramidal,EC LI II Multipolar Pyramidal,2033.0231
MEC LIII Bipolar Complex Pyramidal,EC LI II Pyramidal Fan,325.8739338
MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,2863.228702
MEC LIII Bipolar Complex Pyramidal,MEC LII Oblique Pyramidal,1295.365325
MEC LIII Bipolar Complex Pyramidal,MEC LII Stellate,2688.727575
MEC LIII Bipolar Complex Pyramidal,EC LII III Pyramidal Tripolar,897.849819
MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal,862.9948216
MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,9003.569464
MEC LIII Bipolar Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,1846.47661
MEC LIII Bipolar Complex Pyramidal,EC LIII Stellate,689.6506327
MEC LIII Bipolar Complex Pyramidal,EC LIII V Bipolar Pyramidal,1699.460153
MEC LIII Bipolar Complex Pyramidal,EC LIV VI Deep Multipolar Principal,554.4914131
MEC LIII Bipolar Complex Pyramidal,EC LV Deep Pyramidal,326.3117045
MEC LIII Bipolar Complex Pyramidal,MEC LV Multipolar Pyramidal,3981.030559
MEC LIII Bipolar Complex Pyramidal,MEC LV Pyramidal,1033.622175
MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,6611.574884
MEC LIII Bipolar Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,2790.240426
EC LIII Stellate,MEC LII III Pyramidal Multiform,1177.763926
EC LIII Stellate,EC LII III Pyramidal Tripolar,1198.146565
EC LIII Stellate,LEC LIII Multipolar Principal,2274.860145
EC LIII Stellate,EC LIII Pyramidal,1355.092804
EC LIII Stellate,LEC LIII Complex Pyramidal,1160.795324
EC LIII Stellate,MEC LIII Complex Pyramidal,1733.530884
EC LIII Stellate,MEC LIII Bipolar Complex Pyramidal,1155.160267
EC LIII Stellate,EC LIII Stellate,634.4436659
EC LIII Stellate,EC LIII V Bipolar Pyramidal,873.2585331
EC LIII Stellate,MEC LV Superficial Pyramidal,578.0810891
EC LIII Stellate,MEC LIII Superficial Trilayered Interneuron,617.5361357
EC LIII V Bipolar Pyramidal,MEC LII III Pyramidal Multiform,5436.885143
EC LIII V Bipolar Pyramidal,EC LII III Pyramidal Tripolar,5842.383676
EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,24189.45525
EC LIII V Bipolar Pyramidal,EC LIII Pyramidal,6317.040743
EC LIII V Bipolar Pyramidal,LEC LIII Complex Pyramidal,12436.34407
EC LIII V Bipolar Pyramidal,MEC LIII Complex Pyramidal,11036.10795
EC LIII V Bipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,5213.529511
EC LIII V Bipolar Pyramidal,EC LIII Stellate,3540.205461
EC LIII V Bipolar Pyramidal,EC LIII V Bipolar Pyramidal,23950.51746
EC LIII V Bipolar Pyramidal,EC LIV VI Deep Multipolar Principal,22795.43221
EC LIII V Bipolar Pyramidal,EC LV Deep Pyramidal,19455.0328
EC LIII V Bipolar Pyramidal,MEC LV Multipolar Pyramidal,16129.21828
EC LIII V Bipolar Pyramidal,MEC LV Pyramidal,10208.75157
EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,17344.67655
EC LIII V Bipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,14337.23868
EC LIII V Bipolar Pyramidal,LEC LVI Multipolar Pyramidal,17261.04369
EC LIII V Bipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,3979.695944
EC LIV VI Deep Multipolar Principal,LEC LIII Multipolar Principal,41790.72458
EC LIV VI Deep Multipolar Principal,LEC LIII Complex Pyramidal,28354.69677
EC LIV VI Deep Multipolar Principal,MEC LIII Complex Pyramidal,14924.37351
EC LIV VI Deep Multipolar Principal,EC LIII V Bipolar Pyramidal,52872.38912
EC LIV VI Deep Multipolar Principal,EC LIV VI Deep Multipolar Principal,87760.43377
EC LIV VI Deep Multipolar Principal,EC LV Deep Pyramidal,59641.23101
EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,53038.93425
EC LIV VI Deep Multipolar Principal,MEC LV Pyramidal,21638.54084
EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,29858.52132
EC LIV VI Deep Multipolar Principal,MEC LV VI Pyramidal Polymorphic,39895.2933
EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,56257.54106
EC LV Deep Pyramidal,LEC LIII Multipolar Principal,4372.424863
EC LV Deep Pyramidal,EC LIII V Bipolar Pyramidal,9157.388272
EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,14554.73002
EC LV Deep Pyramidal,EC LV Deep Pyramidal,17984.56198
EC LV Deep Pyramidal,MEC LV Multipolar Pyramidal,7634.568456
EC LV Deep Pyramidal,MEC LV Pyramidal,7786.634975
EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,3228.585362
EC LV Deep Pyramidal,MEC LV VI Pyramidal Polymorphic,9789.211074
EC LV Deep Pyramidal,LEC LVI Multipolar Pyramidal,15248.95493
MEC LV Multipolar Pyramidal,MEC LII III Pyramidal Multiform,1587.183118
MEC LV Multipolar Pyramidal,EC LII III Pyramidal Tripolar,509.5009709
MEC LV Multipolar Pyramidal,EC LIII Pyramidal,549.6304724
MEC LV Multipolar Pyramidal,MEC LIII Complex Pyramidal,4780.347933
MEC LV Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,1558.522235
MEC LV Multipolar Pyramidal,EC LIII Stellate,336.7608824
MEC LV Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,1618.668101
MEC LV Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,1534.748045
MEC LV Multipolar Pyramidal,EC LV Deep Pyramidal,1279.979055
MEC LV Multipolar Pyramidal,MEC LV Multipolar Pyramidal,9114.136439
MEC LV Multipolar Pyramidal,MEC LV Pyramidal,5226.221826
MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,6253.279778
MEC LV Multipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,4790.628658
MEC LV Multipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,1071.468317
MEC LV Pyramidal,DG Granule,151026.2976
MEC LV Pyramidal,DG Semilunar Granule,93817.12132
MEC LV Pyramidal,DG AIPRIM,58876.51135
MEC LV Pyramidal,DG Axo Axonic,115184.4097
MEC LV Pyramidal,DG Basket,68131.85647
MEC LV Pyramidal,DG HICAP,49384.62014
MEC LV Pyramidal,DG HIPROM,107091.4589
MEC LV Pyramidal,DG MOLAX,67548.92936
MEC LV Pyramidal,DG MOPP,8722.595396
MEC LV Pyramidal,DG Neurogliaform,3415.920477
MEC LV Pyramidal,DG Total Molecular Layer,37522.61183
MEC LV Pyramidal,CA1 Neurogliaform Projecting,2776.845283
MEC LV Pyramidal,EC LI II Multipolar Pyramidal,7287.820683
MEC LV Pyramidal,EC LI II Pyramidal Fan,883.8135548
MEC LV Pyramidal,MEC LII III Pyramidal Multiform,6811.548011
MEC LV Pyramidal,MEC LII Oblique Pyramidal,3886.060828
MEC LV Pyramidal,MEC LII Stellate,9015.918818
MEC LV Pyramidal,EC LII III Pyramidal Tripolar,2034.479268
MEC LV Pyramidal,EC LIII Pyramidal,1844.716729
MEC LV Pyramidal,MEC LIII Complex Pyramidal,15063.14131
MEC LV Pyramidal,MEC LIII Bipolar Complex Pyramidal,4056.948539
MEC LV Pyramidal,EC LIII Stellate,1579.234101
MEC LV Pyramidal,EC LIII V Bipolar Pyramidal,6273.280217
MEC LV Pyramidal,EC LIV VI Deep Multipolar Principal,5368.495239
MEC LV Pyramidal,EC LV Deep Pyramidal,6085.033809
MEC LV Pyramidal,MEC LV Multipolar Pyramidal,29919.95664
MEC LV Pyramidal,MEC LV Pyramidal,25530.4755
MEC LV Pyramidal,MEC LV Superficial Pyramidal,20473.35915
MEC LV Pyramidal,MEC LV VI Pyramidal Polymorphic,16345.02019
MEC LV Pyramidal,MEC LIII Superficial Trilayered Interneuron,7168.65425
MEC LV Superficial Pyramidal,EC LI II Multipolar Pyramidal,749.6833818
MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,153.7346155
MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform,2188.245157
MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,705.9759753
MEC LV Superficial Pyramidal,MEC LII Stellate,1351.611614
MEC LV Superficial Pyramidal,EC LII III Pyramidal Tripolar,723.2629239
MEC LV Superficial Pyramidal,EC LIII Pyramidal,692.9781612
MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal,5185.177767
MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal,1973.740391
MEC LV Superficial Pyramidal,EC LIII Stellate,455.8654892
MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal,2027.89845
MEC LV Superficial Pyramidal,EC LIV VI Deep Multipolar Principal,1128.712474
MEC LV Superficial Pyramidal,EC LV Deep Pyramidal,1234.58883
MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal,9869.518801
MEC LV Superficial Pyramidal,MEC LV Pyramidal,6254.642574
MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,4703.861231
MEC LV Superficial Pyramidal,MEC LV VI Pyramidal Polymorphic,1529.48452
MEC LV Superficial Pyramidal,MEC LIII Superficial Trilayered Interneuron,1553.77469
MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,3867.021653
MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,3533.356249
MEC LV VI Pyramidal Polymorphic,MEC LV VI Pyramidal Polymorphic,20643.69726
LEC LVI Multipolar Pyramidal,EC LII III Pyramidal Tripolar,840.7068499
LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,6730.833602
LEC LVI Multipolar Pyramidal,EC LIII Pyramidal,954.9455305
LEC LVI Multipolar Pyramidal,LEC LIII Complex Pyramidal,3781.866508
LEC LVI Multipolar Pyramidal,EC LIII Stellate,454.1538317
LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,5129.430361
LEC LVI Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,6149.430146
LEC LVI Multipolar Pyramidal,EC LV Deep Pyramidal,5030.030336
LEC LVI Multipolar Pyramidal,LEC LVI Multipolar Pyramidal,5326.009458
MEC LIII Superficial Trilayered Interneuron,EC LI II Multipolar Pyramidal,-2372.49874
MEC LIII Superficial Trilayered Interneuron,EC LI II Pyramidal Fan,-643.9387919
MEC LIII Superficial Trilayered Interneuron,MEC LII III Pyramidal Multiform,-1958.989336
MEC LIII Superficial Trilayered Interneuron,MEC LII Oblique Pyramidal,-1382.508069
MEC LIII Superficial Trilayered Interneuron,MEC LII Stellate,-2324.923514
MEC LIII Superficial Trilayered Interneuron,EC LII III Pyramidal Tripolar,-453.322852
MEC LIII Superficial Trilayered Interneuron,EC LIII Pyramidal,-603.6496857
MEC LIII Superficial Trilayered Interneuron,MEC LIII Complex Pyramidal,-1952.434496
MEC LIII Superficial Trilayered Interneuron,MEC LIII Bipolar Complex Pyramidal,-855.8579324
MEC LIII Superficial Trilayered Interneuron,EC LIII Stellate,-664.3395879
MEC LIII Superficial Trilayered Interneuron,EC LIII V Bipolar Pyramidal,-520.0073196
MEC LIII Superficial Trilayered Interneuron,EC LV Deep Pyramidal,-632.10737
MEC LIII Superficial Trilayered Interneuron,MEC LV Pyramidal,-1975.057523
MEC LIII Superficial Trilayered Interneuron,MEC LV Superficial Pyramidal,-1374.680935
MEC LIII Superficial Trilayered Interneuron,MEC LIII Superficial Trilayered Interneuron,-1330.892188
