variant,motif,E_source,I_first,I_second,E_receiver,E_to_I,I_to_I,I_to_E,signed_contribution,abs_contribution
no_self,E-I-I-E,CA3 Pyramidal,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,3.7137786588141175,-0.01011560314576307,-0.12756294798674275,0.004792171437190865,0.004792171437190865
no_self,E-I-I-E,CA3 Pyramidal,CA1 Horizontal Basket,CA1 Basket CCK+,CA1 Pyramidal,8.035478823745976,-0.02817436031809935,-0.021075657232328664,0.004771412369328819,0.004771412369328819
no_self,E-I-I-E,CA3 Pyramidal,CA1 Trilaminar,CA1 Back Projection,CA3 Granule,82.72098568137669,-0.00880198801210595,-0.00654534086639603,0.004765722406588317,0.004765722406588317
no_self,E-I-I-E,CA3 Pyramidal,CA1 Trilaminar,CA1 Horizontal Basket,CA1 Pyramidal,82.72098568137669,-0.009982058669862098,-0.005759910083996683,0.0047561059720921854,0.0047561059720921854
no_self,E-I-I-E,CA3 Pyramidal,CA1 Back Projection,DG AIPRIM,DG Hilar Ectopic Granule,11.018761485889685,-0.02015256749432874,-0.021312578900624397,0.004732593150444132,0.004732593150444132
no_self,E-I-I-E,CA3c Pyramidal,CA1 Basket CCK+,CA1 Bistratified,CA1 Pyramidal,23.521170035249977,-0.0501628402657896,-0.003900169113225791,0.004601765446619957,0.004601765446619957
no_self,E-I-I-E,EC LI II Multipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,MEC LIII Superficial Multipolar Interneuron,MEC LII III Pyramidal Multiform,1.8795693356887109,-0.1720976178840416,-0.014071900914396784,0.0045518294205007335,0.0045518294205007335
no_self,E-I-I-E,CA3c Pyramidal,CA1 Bistratified,CA1 Basket CCK+,CA1 Pyramidal,13.103829309971303,-0.016257514960412663,-0.021075657232328664,0.004489867413484903,0.004489867413484903
no_self,E-I-I-E,EC LI II Multipolar Pyramidal,MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Trilayered Interneuron,MEC LII Stellate,27.507132408334723,-0.010405057563617768,-0.015651618016264614,0.004479701182027155,0.004479701182027155
no_self,E-I-I-E,CA3c Pyramidal,CA1 Ivy,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,5.4383914537131455,-0.006456660757744854,-0.12756294798674275,0.00447922605334817,0.00447922605334817
no_self,E-I-I-E,CA3 Pyramidal,CA1 Trilaminar,CA1 Back Projection,CA3c Pyramidal,82.72098568137669,-0.00880198801210595,-0.006067851884213048,0.004418058321900019,0.004418058321900019
no_self,E-I-I-E,CA3 Pyramidal,CA1 Back Projection,CA3 O LM,CA3 Granule,11.018761485889685,-0.027368939385782037,-0.013914498991231171,0.004196220718574843,0.004196220718574843
no_self,E-I-I-E,CA3 Pyramidal,CA1 O LMR,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,3.043560068884519,-0.01054447526482481,-0.12756294798674275,0.004093845016193816,0.004093845016193816
no_self,E-I-I-E,CA3 Pyramidal,CA1 OR LM,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,4.281034822025086,-0.0073803962630905676,-0.12756294798674275,0.004030444896643261,0.004030444896643261
no_self,E-I-I-E,CA3 Pyramidal,CA1 Trilaminar,CA1 Back Projection,CA1 Pyramidal,82.72098568137669,-0.00880198801210595,-0.00538809623444781,0.003923122030999874,0.003923122030999874
