variant,seed_mode,eigenvalue,timestep,loading_rank,cell_type,initial_mode_loading,signal_real,signal_imag,signal_magnitude
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),6,1,DG Neurogliaform (I),(0.3386020742279774-0.2728992346161628j),2.7352964446369245e-05,-1.259892406034643e-05,3.0115071832600962e-05
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),6,2,CA2 Pyramidal (E),(0.2518744450980544-0.21408939103913802j),0.0014322549531165568,-0.0010789073944533825,0.0017931523684654065
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),6,3,MEC LII Oblique Pyramidal (E),(-0.22592957565790955+0.17994447438576353j),0.0018778871418893344,-0.0011457176230355616,0.002199802034140243
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),6,4,CA1 O LM (I),(0.1869666384763608-0.17133991424550726j),0.0010781692447528483,-0.0006842578383211435,0.001276972086474427
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),6,5,DG MOPP (I),(0.22377630957252187-0.06449541620761921j),9.612011889008598e-05,-5.3501084668291355e-05,0.0001100065603322272
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),7,1,DG Neurogliaform (I),(0.3386020742279774-0.2728992346161628j),2.955636860629231e-05,-1.656932519076764e-05,3.3883941070489846e-05
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),7,2,CA2 Pyramidal (E),(0.2518744450980544-0.21408939103913802j),0.0011148648399174324,-0.0007148036293300176,0.0013243367546766523
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),7,3,MEC LII Oblique Pyramidal (E),(-0.22592957565790955+0.17994447438576353j),0.0017877018144386205,-0.0010980582058665149,0.0020980013347988904
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),7,4,CA1 O LM (I),(0.1869666384763608-0.17133991424550726j),0.0011424159068366196,-0.0007501730580831549,0.0013667017674925165
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),7,5,DG MOPP (I),(0.22377630957252187-0.06449541620761921j),9.395457111938094e-05,-5.486345568680148e-05,0.00010880009284979697
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),8,1,DG Neurogliaform (I),(0.3386020742279774-0.2728992346161628j),2.8773361098597208e-05,-1.7160824967460496e-05,3.350224205145206e-05
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),8,2,CA2 Pyramidal (E),(0.2518744450980544-0.21408939103913802j),0.001086766957612872,-0.0006881896184552285,0.001286338746640515
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),8,3,MEC LII Oblique Pyramidal (E),(-0.22592957565790955+0.17994447438576353j),0.0016981859915760763,-0.0010449724854949692,0.0019939416133444715
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),8,4,CA1 O LM (I),(0.1869666384763608-0.17133991424550726j),0.0010762487412591451,-0.0006898475549564507,0.0012783587141883485
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),8,5,DG MOPP (I),(0.22377630957252187-0.06449541620761921j),9.128522319537328e-05,-5.539452459646007e-05,0.00010677801894161988
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),9,1,DG Neurogliaform (I),(0.3386020742279774-0.2728992346161628j),2.797914567263129e-05,-1.726100650277978e-05,3.2875141643182744e-05
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),9,2,CA2 Pyramidal (E),(0.2518744450980544-0.21408939103913802j),0.0010121494823355757,-0.0006253591733654312,0.0011897565592609563
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),9,3,MEC LII Oblique Pyramidal (E),(-0.22592957565790955+0.17994447438576353j),0.0016135175814465138,-0.0009936830034325424,0.0018949524788098844
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),9,4,CA1 O LM (I),(0.1869666384763608-0.17133991424550726j),0.0010028852204743367,-0.0006241355225289762,0.0011812382976894955
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),9,5,DG MOPP (I),(0.22377630957252187-0.06449541620761921j),8.754675074044669e-05,-5.395585441536658e-05,0.00010283806586523366
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),10,1,DG Neurogliaform (I),(0.3386020742279774-0.2728992346161628j),2.6346051104235083e-05,-1.618173541116255e-05,3.091865083899747e-05
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),10,2,CA2 Pyramidal (E),(0.2518744450980544-0.21408939103913802j),0.0009677823608038757,-0.0005990824223444822,0.0011382014086466663
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),10,3,MEC LII Oblique Pyramidal (E),(-0.22592957565790955+0.17994447438576353j),0.0015332163035095482,-0.0009447315258528761,0.001800908073525072
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),10,4,CA1 O LM (I),(0.1869666384763608-0.17133991424550726j),0.0009501573861474517,-0.0005868616136442441,0.0011167836012494468
with_self,67,(-5.246165952478926e-05+8.854227030148204e-05j),10,5,DG MOPP (I),(0.22377630957252187-0.06449541620761921j),8.286729059282177e-05,-5.0993412083404175e-05,9.730013322757086e-05
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),0,1,CA3 Trilaminar (I),(0.1756797916367631+0.2987656650563981j),0.1756797916367631,0.2987656650563981,0.3465895437057044
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),0,2,DG Neurogliaform (I),(0.1589078889588416+0.27024292711855386j),0.1589078889588416,0.27024292711855386,0.3135011273200776
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),0,3,EC LIII Stellate (E),(0.14578734489743586+0.2479297854880557j),0.14578734489743586,0.2479297854880557,0.28761628685524265
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),0,4,CA1 O LM (I),(0.1292476426532463+0.21980193370281864j),0.1292476426532463,0.21980193370281864,0.25498596665487205
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),0,5,CA3 Spiny Lucidum (I),(0.11974527515632231+0.20364195811098415j),0.11974527515632231,0.20364195811098415,0.23623923896241106
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),1,1,CA3 Trilaminar (I),(0.1756797916367631+0.2987656650563981j),0.0031059492248134615,0.005282058779426548,0.006127566036889069
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),1,2,DG Neurogliaform (I),(0.1589078889588416+0.27024292711855386j),-0.0001824137436735797,-0.0003102176006489609,0.00035987460820876015
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),1,3,EC LIII Stellate (E),(0.14578734489743586+0.2479297854880557j),-0.05577210995695299,-0.0948475141485812,0.11002990134147975
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),1,4,CA1 O LM (I),(0.1292476426532463+0.21980193370281864j),0.08932136224875414,0.15190225322653428,0.17621748009000499
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),1,5,CA3 Spiny Lucidum (I),(0.11974527515632231+0.20364195811098415j),-0.0037800911295832636,-0.006428522198152539,0.007457545615019329
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),2,1,CA3 Trilaminar (I),(0.1756797916367631+0.2987656650563981j),0.0015355949732951144,0.002611473119243893,0.00302949563038844
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),2,2,DG Neurogliaform (I),(0.1589078889588416+0.27024292711855386j),-0.0007130387449662014,-0.001212612406162637,0.0014067171355331234
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),2,3,EC LIII Stellate (E),(0.14578734489743586+0.2479297854880557j),-0.0459500951984344,-0.07814393803329357,0.09065255815527992
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),2,4,CA1 O LM (I),(0.1292476426532463+0.21980193370281864j),0.04457329865857633,0.07580252169823404,0.08793634771309236
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),2,5,CA3 Spiny Lucidum (I),(0.11974527515632231+0.20364195811098415j),0.00048232925503631226,0.0008202617917206356,0.000951562355928728
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),3,1,CA3 Trilaminar (I),(0.1756797916367631+0.2987656650563981j),-0.0002746892313066763,-0.00046714371704661484,0.0005419201289599608
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),3,2,DG Neurogliaform (I),(0.1589078889588416+0.27024292711855386j),-0.0005449858912246589,-0.0009268173118894896,0.001075174381787436
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),3,3,EC LIII Stellate (E),(0.14578734489743586+0.2479297854880557j),-0.04344848956356315,-0.07388964182626916,0.08571727022350514
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),3,4,CA1 O LM (I),(0.1292476426532463+0.21980193370281864j),-0.004577344268288794,-0.007784351812842669,0.009030404957505683
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),3,5,CA3 Spiny Lucidum (I),(0.11974527515632231+0.20364195811098415j),-0.0005969813764274983,-0.0010152421988489752,0.0011777535761461192
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),4,1,CA3 Trilaminar (I),(0.1756797916367631+0.2987656650563981j),-0.0005178089560048127,-0.000880599502490329,0.0010215584166874691
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),4,2,DG Neurogliaform (I),(0.1589078889588416+0.27024292711855386j),-0.00048468659067691717,-0.0008242707385885012,0.000956213021075977
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),4,3,EC LIII Stellate (E),(0.14578734489743586+0.2479297854880557j),-0.04070168174740391,-0.06921834835346191,0.08029823563346927
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),4,4,CA1 O LM (I),(0.1292476426532463+0.21980193370281864j),-0.011094477268706004,-0.018867559260836688,0.02188771843584933
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),4,5,CA3 Spiny Lucidum (I),(0.11974527515632231+0.20364195811098415j),-1.9727341816116637e-05,-3.35488353132483e-05,3.891904888361688e-05
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),5,1,CA3 Trilaminar (I),(0.1756797916367631+0.2987656650563981j),-0.0005468246463347514,-0.0009299443470949864,0.0010788019663186782
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),5,2,DG Neurogliaform (I),(0.1589078889588416+0.27024292711855386j),-0.000436930745836355,-0.0007430558953148858,0.0008619979931643229
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),5,3,EC LIII Stellate (E),(0.14578734489743586+0.2479297854880557j),-0.03836006952572122,-0.06523614114455485,0.07567859040343212
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),5,4,CA1 O LM (I),(0.1292476426532463+0.21980193370281864j),-0.012984334871636482,-0.02208150070703807,0.02561612042315772
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),5,5,CA3 Spiny Lucidum (I),(0.11974527515632231+0.20364195811098415j),-0.0005553827586002372,-0.0009444984974545941,0.00109568582186884
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),6,1,CA3 Trilaminar (I),(0.1756797916367631+0.2987656650563981j),-0.0005536241081865352,-0.0009415076903984321,0.0010922162717359259
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),6,2,DG Neurogliaform (I),(0.1589078889588416+0.27024292711855386j),-0.00039264788573853285,-0.0006677473010567582,0.0007746346366149172
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),6,3,EC LIII Stellate (E),(0.14578734489743586+0.2479297854880557j),-0.03635978344742034,-0.06183440213451396,0.07173232980794703
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),6,4,CA1 O LM (I),(0.1292476426532463+0.21980193370281864j),-0.013136464604982186,-0.02234021652480187,0.02591624927903304
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),6,5,CA3 Spiny Lucidum (I),(0.11974527515632231+0.20364195811098415j),-0.0005634863355864468,-0.0009582796531872129,0.0011116729483554265
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),7,1,CA3 Trilaminar (I),(0.1756797916367631+0.2987656650563981j),-0.000533876571463107,-0.0009079245110957197,0.0010532573813677281
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),7,2,DG Neurogliaform (I),(0.1589078889588416+0.27024292711855386j),-0.0003664327130785883,-0.0006231650903121636,0.0007229160829570068
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),7,3,EC LIII Stellate (E),(0.14578734489743586+0.2479297854880557j),-0.03449323723035073,-0.05866010464300551,0.06804991764401784
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),7,4,CA1 O LM (I),(0.1292476426532463+0.21980193370281864j),-0.01280245880943125,-0.021772197501607735,0.02525730657881394
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),7,5,CA3 Spiny Lucidum (I),(0.11974527515632231+0.20364195811098415j),-0.000603757043033981,-0.001026765075333719,0.0011911209371588572
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),8,1,CA3 Trilaminar (I),(0.1756797916367631+0.2987656650563981j),-0.0005118818646999028,-0.0008705197354376522,0.0010098651658489314
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),8,2,DG Neurogliaform (I),(0.1589078889588416+0.27024292711855386j),-0.0003448096211048731,-0.0005863922925195753,0.0006802570069707841
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),8,3,EC LIII Stellate (E),(0.14578734489743586+0.2479297854880557j),-0.03275629476465573,-0.05570621469303888,0.064623193995159
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),8,4,CA1 O LM (I),(0.1292476426532463+0.21980193370281864j),-0.012286977817809198,-0.020895556996453214,0.02424034088224339
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),8,5,CA3 Spiny Lucidum (I),(0.11974527515632231+0.20364195811098415j),-0.0005776661898684422,-0.000982394285584559,0.0011396476469796792
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),9,1,CA3 Trilaminar (I),(0.1756797916367631+0.2987656650563981j),-0.000487309506782843,-0.0008287313385668656,0.000961387636140473
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),9,2,DG Neurogliaform (I),(0.1589078889588416+0.27024292711855386j),-0.0003267829320631742,-0.0005557356319547468,0.0006446930876874259
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),9,3,EC LIII Stellate (E),(0.14578734489743586+0.2479297854880557j),-0.03111179879084308,-0.05290954167378486,0.06137885323246014
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),9,4,CA1 O LM (I),(0.1292476426532463+0.21980193370281864j),-0.011715862785059147,-0.019924303780624764,0.023113617673158657
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),9,5,CA3 Spiny Lucidum (I),(0.11974527515632231+0.20364195811098415j),-0.0005569921622535963,-0.0009472354915525471,0.0010988609308136914
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),10,1,CA3 Trilaminar (I),(0.1756797916367631+0.2987656650563981j),-0.0004634988424153959,-0.000788238297740157,0.0009144128121066068
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),10,2,DG Neurogliaform (I),(0.1589078889588416+0.27024292711855386j),-0.00031001822904919217,-0.0005272251379543817,0.0006116188751451464
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),10,3,EC LIII Stellate (E),(0.14578734489743586+0.2479297854880557j),-0.029554425921287118,-0.05026103249251421,0.05830639312074121
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),10,4,CA1 O LM (I),(0.1292476426532463+0.21980193370281864j),-0.011145320443280168,-0.018954024498094232,0.021988024296369948
with_self,68,(-7.313616731370652e-05+3.371263037348372e-20j),10,5,CA3 Spiny Lucidum (I),(0.11974527515632231+0.20364195811098415j),-0.0005305549869500455,-0.0009022757372849126,0.0010467043996614305
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),0,1,DG HIPP (I),(-0.35881519056410754+0.14810228530103547j),-0.35881519056410754,0.14810228530103547,0.38817860308232616
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),0,2,DG MOPP (I),(-0.16387343969979465+0.3202104379893751j),-0.16387343969979465,0.3202104379893751,0.3597071431545246
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),0,3,MEC LII Oblique Pyramidal (E),(0.20340293869231077+0.23105174087243652j),0.20340293869231077,0.23105174087243652,0.3078273256695244
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),0,4,CA3 Spiny Lucidum (I),(0.04128354372949133+0.2529096119019666j),0.04128354372949133,0.2529096119019666,0.2562569077610752
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),0,5,CA1 Ivy (I),(-0.1365681403405597-0.2058206685092999j),-0.1365681403405597,-0.2058206685092999,0.24700810622668626
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),1,1,DG HIPP (I),(-0.35881519056410754+0.14810228530103547j),0.015990585339138406,-7.584240699454874e-05,0.015990765196167656
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),1,2,DG MOPP (I),(-0.16387343969979465+0.3202104379893751j),0.00022973526846571543,0.003273056757963734,0.0032811093908050497
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),1,3,MEC LII Oblique Pyramidal (E),(0.20340293869231077+0.23105174087243652j),-0.011037760613625592,-0.024276851158910692,0.02666828943812497
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),1,4,CA3 Spiny Lucidum (I),(0.04128354372949133+0.2529096119019666j),0.0007777547466024667,0.0016556030308075096,0.0018291866611917108
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),1,5,CA1 Ivy (I),(-0.1365681403405597-0.2058206685092999j),-0.24671374170472904,-0.06667283738331216,0.2555639598822364
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),2,1,DG HIPP (I),(-0.35881519056410754+0.14810228530103547j),-0.007038435543900338,-0.0027232247453661236,0.0075468886250834545
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),2,2,DG MOPP (I),(-0.16387343969979465+0.3202104379893751j),8.29894357238897e-05,-0.0013733927545466378,0.0013758978540149595
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),2,3,MEC LII Oblique Pyramidal (E),(0.20340293869231077+0.23105174087243652j),-0.006769059831586856,-0.013856513806506425,0.01542151568016276
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),2,4,CA3 Spiny Lucidum (I),(0.04128354372949133+0.2529096119019666j),-0.0008308083136614391,0.0008323029318475272,0.0011759977144582185
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),2,5,CA1 Ivy (I),(-0.1365681403405597-0.2058206685092999j),0.005632000801732334,-0.09283605831862672,0.09300673716011208
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),3,1,DG HIPP (I),(-0.35881519056410754+0.14810228530103547j),-0.0009368897171225107,-0.012133757121549849,0.012169873632327147
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),3,2,DG MOPP (I),(-0.16387343969979465+0.3202104379893751j),-0.0004858516957845025,-0.00048616871062379623,0.0006873222573773391
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),3,3,MEC LII Oblique Pyramidal (E),(0.20340293869231077+0.23105174087243652j),-0.007069292484289141,-0.014784876411251239,0.016388028152416637
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),3,4,CA3 Spiny Lucidum (I),(0.04128354372949133+0.2529096119019666j),0.0001241737466154483,-0.0013370230639922329,0.0013427768962101247
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),3,5,CA1 Ivy (I),(-0.1365681403405597-0.2058206685092999j),-0.022033666902119563,-0.021214765737238152,0.030586741612003282
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),4,1,DG HIPP (I),(-0.35881519056410754+0.14810228530103547j),-0.008496538947669698,-0.006479998491346376,0.010685576939834341
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),4,2,DG MOPP (I),(-0.16387343969979465+0.3202104379893751j),-0.0003361538356515164,-0.0007330620932743752,0.0008064610553641357
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),4,3,MEC LII Oblique Pyramidal (E),(0.20340293869231077+0.23105174087243652j),-0.0071539370017014116,-0.014315406167901959,0.016003426769798962
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),4,4,CA3 Spiny Lucidum (I),(0.04128354372949133+0.2529096119019666j),-0.0011015227374367288,-0.0006912762950484238,0.001300467322613675
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),4,5,CA1 Ivy (I),(-0.1365681403405597-0.2058206685092999j),-0.0026230236157807883,-0.015758580787452365,0.015975391116451784
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),5,1,DG HIPP (I),(-0.35881519056410754+0.14810228530103547j),-0.0021389494975260527,-0.006389048800681722,0.00673758484402679
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),5,2,DG MOPP (I),(-0.16387343969979465+0.3202104379893751j),-0.00032457024343631916,-0.0007076517661233195,0.0007785350762950663
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),5,3,MEC LII Oblique Pyramidal (E),(0.20340293869231077+0.23105174087243652j),-0.0069405101146216164,-0.013909977661535781,0.01554535812374837
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),5,4,CA3 Spiny Lucidum (I),(0.04128354372949133+0.2529096119019666j),-0.0002182363112060037,-0.0007690270410865148,0.0007993933183678007
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),5,5,CA1 Ivy (I),(-0.1365681403405597-0.2058206685092999j),-0.006238724836308197,-0.007414795483877473,0.009690246624874856
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),6,1,DG HIPP (I),(-0.35881519056410754+0.14810228530103547j),-0.0020744256931907587,-0.003967806387590076,0.00447735742218226
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),6,2,DG MOPP (I),(-0.16387343969979465+0.3202104379893751j),-0.00034909111436194943,-0.000695241936734331,0.0007779626962268635
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),6,3,MEC LII Oblique Pyramidal (E),(0.20340293869231077+0.23105174087243652j),-0.006636337393672517,-0.013316402532309443,0.014878425669577864
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),6,4,CA3 Spiny Lucidum (I),(0.04128354372949133+0.2529096119019666j),-0.00024344166432011409,-0.0004548167455264497,0.0005158702510692183
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),6,5,CA1 Ivy (I),(-0.1365681403405597-0.2058206685092999j),-0.002871289853040356,-0.006879994107400407,0.007455107265360896
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),7,1,DG HIPP (I),(-0.35881519056410754+0.14810228530103547j),-0.0016461490279924282,-0.0034691824978255975,0.003839926278664718
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),7,2,DG MOPP (I),(-0.16387343969979465+0.3202104379893751j),-0.0003393878181601101,-0.000678369564215546,0.0007585310519480858
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),7,3,MEC LII Oblique Pyramidal (E),(0.20340293869231077+0.23105174087243652j),-0.00632331478050291,-0.012687003881514888,0.014175485081749421
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),7,4,CA3 Spiny Lucidum (I),(0.04128354372949133+0.2529096119019666j),-0.00018966948404406257,-0.00040499108309881044,0.0004472049760088638
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),7,5,CA1 Ivy (I),(-0.1365681403405597-0.2058206685092999j),-0.0028116703288956994,-0.005367742710135555,0.00605955046522478
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),8,1,DG HIPP (I),(-0.35881519056410754+0.14810228530103547j),-0.0016085234407607902,-0.0031194259151968344,0.0035097244478560622
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),8,2,DG MOPP (I),(-0.16387343969979465+0.3202104379893751j),-0.0003243285727974605,-0.0006502004146122274,0.0007266014053762558
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),8,3,MEC LII Oblique Pyramidal (E),(0.20340293869231077+0.23105174087243652j),-0.0060153815523485725,-0.012066278474081708,0.013482577329072624
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),8,4,CA3 Spiny Lucidum (I),(0.04128354372949133+0.2529096119019666j),-0.00018913392416786286,-0.0003638718270152187,0.00041009065798494864
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),8,5,CA1 Ivy (I),(-0.1365681403405597-0.2058206685092999j),-0.0024105265470715925,-0.004948512784053447,0.005504399786359753
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),9,1,DG HIPP (I),(-0.35881519056410754+0.14810228530103547j),-0.0014599814980199375,-0.0029432664526958304,0.0032854776496158418
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),9,2,DG MOPP (I),(-0.16387343969979465+0.3202104379893751j),-0.00030846946228675046,-0.000619364988326258,0.0006919294746777758
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),9,3,MEC LII Oblique Pyramidal (E),(0.20340293869231077+0.23105174087243652j),-0.005717721343827038,-0.011468508064826188,0.012814796705318373
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),9,4,CA3 Spiny Lucidum (I),(0.04128354372949133+0.2529096119019666j),-0.0001705401948106103,-0.00034453324222384136,0.00038443089501666365
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),9,5,CA1 Ivy (I),(-0.1365681403405597-0.2058206685092999j),-0.002306594762949631,-0.004576814250099834,0.005125193467605254
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),10,1,DG HIPP (I),(-0.35881519056410754+0.14810228530103547j),-0.0013803121266988746,-0.0027663521187443686,0.003091595965192319
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),10,2,DG MOPP (I),(-0.16387343969979465+0.3202104379893751j),-0.0002935969189719913,-0.0005888947682468433,0.0006580244667931044
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),10,3,MEC LII Oblique Pyramidal (E),(0.20340293869231077+0.23105174087243652j),-0.005432783738351012,-0.010897165653263766,0.012176344214186898
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),10,4,CA3 Spiny Lucidum (I),(0.04128354372949133+0.2529096119019666j),-0.00016151031181684574,-0.00032360127694447497,0.0003616674816226495
with_self,69,(-4.9268852031861646e-05+3.651579788804268e-05j),10,5,CA1 Ivy (I),(-0.1365681403405597-0.2058206685092999j),-0.0021551279112102476,-0.004331569974684424,0.004838085856954697
with_self,70,(-4.9268852031861673e-05-3.651579788804267e-05j),0,1,DG HIPP (I),(-0.14938542011774733+0.3908506221398415j),-0.14938542011774733,0.3908506221398415,0.4184258746431164
with_self,70,(-4.9268852031861673e-05-3.651579788804267e-05j),0,2,MEC LII Oblique Pyramidal (E),(-0.17909019693952105-0.28805889866436196j),-0.17909019693952105,-0.28805889866436196,0.3391920219279363
with_self,70,(-4.9268852031861673e-05-3.651579788804267e-05j),0,3,DG MOPP (I),(-0.2797171550669063+0.12518815864529018j),-0.2797171550669063,0.12518815864529018,0.30645352323594205
with_self,70,(-4.9268852031861673e-05-3.651579788804267e-05j),0,4,CA1 Ivy (I),(0.1626885851462841+0.2041076119305173j),0.1626885851462841,0.2041076119305173,0.26101243837196414
with_self,70,(-4.9268852031861673e-05-3.651579788804267e-05j),0,5,CA3 Spiny Lucidum (I),(-0.2088561679676868-0.10195395616147275j),-0.2088561679676868,-0.10195395616147275,0.23241236644189592
with_self,70,(-4.9268852031861673e-05-3.651579788804267e-05j),1,1,DG HIPP (I),(-0.14938542011774733+0.3908506221398415j),0.0011941717926308353,-0.018795486267586224,0.01883338393134217
