target,source,weight,absolute_weight,weight_share,cumulative_weight_share
CA1 Neurogliaform,CA1 Perforant Path Associated QuadD,-257.08163792227487,257.08163792227487,2.093428666356946e-05,0.9953746837445079
CA1 Oriens Alveus,CA1 Trilaminar,-255.6563879316011,255.6563879316011,2.0818227842281588e-05,0.9953955019723502
EC LIII Pyramidal Stellate,EC LII III Pyramidal Tripolar,254.6407583376596,254.6407583376596,2.07355246152623e-05,0.9954162374969654
LEC LIII Multipolar Principal,EC LIII Pyramidal,254.50402850154305,254.50402850154305,2.0724390636157997e-05,0.9954369618876016
EC LIII Pyramidal Stellate,CA1 Radiatum Giant,253.3952668500652,253.3952668500652,2.0634103619001887e-05,0.9954575959912205
CA1 Bistratified,CA1 Oriens Alveus,-246.92670438598407,246.92670438598407,2.010736533454603e-05,0.995477703356555
CA1 Radiatum Giant,CA1 SO SO,246.16557638842173,246.16557638842173,2.004538630011396e-05,0.9954977487428551
SUB CA1 Projecting Pyramidal,CA1 Basket,244.9974901929592,244.9974901929592,1.9950268455598887e-05,0.9955176990113107
LEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,244.61587010227,244.61587010227,1.991919294028931e-05,0.995537618204251
CA1 Schaffer Collateral Associated,CA1 R Receiving Apical Targeting,-242.2689231921843,242.2689231921843,1.9728079876762124e-05,0.9955573462841277
EC LIII Pyramidal Stellate,EC LIII Pyramidal,241.99019548048847,241.99019548048847,1.9705382939458943e-05,0.9955770516670672
EC LIII Pyramidal Stellate,MEC LII III Pyramidal Multiform,241.6045148791969,241.6045148791969,1.967397677473528e-05,0.9955967256438419
CA1 Bistratified,CA1 Basket CCK+,-241.22682739318992,241.22682739318992,1.9643221493396583e-05,0.9956163688653353
DG AIPRIM,DG Mossy,-240.68745091666068,240.68745091666068,1.9599299796497082e-05,0.9956359681651318
CA1 Horizontal Basket,CA1 OR LM,-237.32186900154176,237.32186900154176,1.932523877381865e-05,0.9956552934039056
DG Basket,DG Granule,-237.32018157646093,237.32018157646093,1.9325101365948332e-05,0.9956746185052715
CA1 Back Projection,CA3 Basket CCK+,-236.6642243006076,236.6642243006076,1.9271686436112232e-05,0.9956938901917076
EC LII III Pyramidal Tripolar,DG Semilunar Granule,236.3870433024337,236.3870433024337,1.9249115448466584e-05,0.9957131393071561
DG Granule,CA3 Pyramidal,234.86430763410192,234.86430763410192,1.9125118319572697e-05,0.9957322644254757
CA1 Back Projection,CA1 Quadrilaminar,-234.753826191052,234.753826191052,1.911612176027541e-05,0.995751380547236
DG HIPP,DG MOLAX,-233.8114786730144,233.8114786730144,1.9039385929436854e-05,0.9957704199331654
MEC LIII Superficial Trilayered Interneuron,MEC LII Stellate,-232.23660976645172,232.23660976645172,1.8911143564816894e-05,0.9957893310767302
DG AIPRIM,DG Granule,-232.01831894905385,232.01831894905385,1.8893368034116356e-05,0.9958082244447642
MEC LII Stellate,DG MOLAX,231.79737379820003,231.79737379820003,1.887537635971175e-05,0.9958270998211239
DG Semilunar Granule,CA3 LMR Targeting,229.8546315699677,229.8546315699677,1.87171778860754e-05,0.99584581699901
CA1 Bistratified,CA1 Horizontal Basket,-229.2781810759488,229.2781810759488,1.8670237233344706e-05,0.9958644872362433
CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated,-228.73927023547503,228.73927023547503,1.862635345342265e-05,0.9958831135896967
CA1 Back Projection,CA1 Horizontal Basket,-228.5553693824964,228.5553693824964,1.8611378314766136e-05,0.9959017249680114
EC LIII Pyramidal,CA1 Schaffer Collateral Associated,227.4002893766032,227.4002893766032,1.8517319570788332e-05,0.9959202422875822
EC LIII V Bipolar Pyramidal,MEC LV Pyramidal,226.0217597456127,226.0217597456127,1.8405065211812666e-05,0.995938647352794
EC LIII Pyramidal Stellate,EC LIII Stellate,224.7017486044421,224.7017486044421,1.8297576042801202e-05,0.9959569449288368
CA1 Schaffer Collateral Associated,CA1 Basket,-224.264287929312,224.264287929312,1.8261953400704992e-05,0.9959752068822375
CA1 Back Projection,CA3 Mossy Fiber Associated,-224.04633112189435,224.04633112189435,1.82442050686046e-05,0.9959934510873061
EC LIII Pyramidal,CA1 Neurogliaform Projecting,219.96510262652936,219.96510262652936,1.791186858610821e-05,0.9960113629558922
MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal,218.5111462490885,218.5111462490885,1.7793472189353987e-05,0.9960291564280815
MEC LIII Complex Pyramidal,EC LIII Stellate,217.134348499229,217.134348499229,1.768135885832709e-05,0.9960468377869399
DG Total Molecular Layer,DG Hilar Ectopic Granule,-216.1925467768688,216.1925467768688,1.760466747190418e-05,0.9960644424544118
CA1 Neurogliaform,CA1 Perforant Path Associated,-215.97799840086435,215.97799840086435,1.758719669008258e-05,0.9960820296511019
DG MOLAX,DG MOLAX,-215.64237195086028,215.64237195086028,1.7559866459992844e-05,0.996099589517562
CA1 Horizontal Basket,CA1 Ivy,-214.33116905505395,214.33116905505395,1.74530945508174e-05,0.9961170426121128
CA1 R Receiving Apical Targeting,CA1 LMR,-213.6262003191554,213.6262003191554,1.7395688593217984e-05,0.996134438300706
LEC LVI Multipolar Pyramidal,LEC LVI Multipolar Pyramidal,212.66755764529012,212.66755764529012,1.7317625839670825e-05,0.9961517559265457
CA1 Schaffer Collateral Associated,CA1 Radial Trilaminar,-211.17051587552007,211.17051587552007,1.7195720977818422e-05,0.9961689516475235
CA3 Basket,CA3c Pyramidal,-211.13019919233795,211.13019919233795,1.7192437970094186e-05,0.9961861440854936
CA3 LMR Targeting,CA3 Granule,-210.82344077948773,210.82344077948773,1.7167458478742845e-05,0.9962033115439723
EC LII III Pyramidal Tripolar,DG Neurogliaform,209.80806986702487,209.80806986702487,1.7084776316286054e-05,0.9962203963202886
CA1 Ivy,CA1 Radial Trilaminar,-209.56953814482037,209.56953814482037,1.706535255855936e-05,0.9962374616728471
LEC LIII Multipolar Principal,EC LIII V Bipolar Pyramidal,209.47033263981277,209.47033263981277,1.7057274204550033e-05,0.9962545189470516
MEC LIII Superficial Multipolar Interneuron,MEC LII III Pyramidal Multiform,-208.7969791962044,208.7969791962044,1.7002442696052096e-05,0.9962715213897477
CA1 Horizontal Basket,CA1 Axo Axonic,-208.721801392916,208.721801392916,1.6996320929840023e-05,0.9962885177106776
CA1 Schaffer Collateral Associated,CA1 Oriens Alveus,-207.27657980283715,207.27657980283715,1.687863581119986e-05,0.9963053963464888
CA3 O LM,CA3 Granule,-206.46147056261037,206.46147056261037,1.6812261057114193e-05,0.996322208607546
CA1 Basket,CA1 Ivy,-206.0993534163676,206.0993534163676,1.6782773676348664e-05,0.9963389913812223
DG Total Molecular Layer,DG HIPROM,-205.9076686686365,205.9076686686365,1.676716469124001e-05,0.9963557585459135
EC LIII Pyramidal Stellate,LEC LIII Complex Pyramidal,205.36992313739768,205.36992313739768,1.6723375803033182e-05,0.9963724819217166
MEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,202.5659042080212,202.5659042080212,1.6495043135822663e-05,0.9963889769648524
CA1 Radiatum Giant,CA1 Back Projection,202.1951282372171,202.1951282372171,1.646485066263201e-05,0.996405441815515
CA1 Radiatum Giant,CA1 Perforant Path Associated QuadD,201.9625714006364,201.9625714006364,1.6445913442837167e-05,0.9964218877289579
MEC LV Multipolar Pyramidal,MEC LV Multipolar Pyramidal,201.78698075346315,201.78698075346315,1.6431615008405695e-05,0.9964383193439663
DG HIPP,DG Granule,-201.72606840319276,201.72606840319276,1.6426654885184847e-05,0.9964547459988515
CA1 Back Projection,DG Axo Axonic,-200.00529708765205,200.00529708765205,1.6286531614253815e-05,0.9964710325304658
DG Semilunar Granule,CA3c Pyramidal,197.66611097545177,197.66611097545177,1.6096050516389306e-05,0.9964871285809821
EC LV Deep Pyramidal,LEC LIII Multipolar Principal,197.50243107708988,197.50243107708988,1.6082721980204984e-05,0.9965032113029623
CA2 Wide Arbor Basket,CA1 Pyramidal,-197.19444480342665,197.19444480342665,1.6057642503532053e-05,0.9965192689454658
CA1 Back Projection,CA1 Back Projection,-196.3416727692154,196.3416727692154,1.5988200849250033e-05,0.9965352571463151
MEC LIII Bipolar Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,195.7632683114683,195.7632683114683,1.5941101084273332e-05,0.9965511982473994
CA1 Back Projection,CA1 R Receiving Apical Targeting,-195.02855519807,195.02855519807,1.5881273027101808e-05,0.9965670795204264
CA1 Trilaminar,CA1 Radial Trilaminar,-194.8633186104657,194.8633186104657,1.5867817728932032e-05,0.9965829473381553
DG MOLAX,DG Basket,-193.54160983030133,193.54160983030133,1.5760190320326198e-05,0.9965987075284757
SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,193.49847966123104,193.49847966123104,1.575667820903555e-05,0.9966144642066848
CA1 Ivy,CA1 Basket,-193.1087050685679,193.1087050685679,1.5724938668541983e-05,0.9966301891453533
CA1 Trilaminar,CA1 Basket,-192.29485377979967,192.29485377979967,1.5658666350074255e-05,0.9966458478117034
CA1 Trilaminar,CA1 Oriens Alveus,-191.55370170468763,191.55370170468763,1.5598313965022213e-05,0.9966614461256684
CA3 Trilaminar,CA1 Horizontal Basket,-190.2935167647516,190.2935167647516,1.5495696473571073e-05,0.996676941822142
CA1 Schaffer Collateral Associated,CA1 Basket CCK+,-189.1732185505506,189.1732185505506,1.5404470028328572e-05,0.9966923462921703
MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal,188.78826844188876,188.78826844188876,1.5373123347985983e-05,0.9967077194155183
CA1 Basket,CA1 Pyramidal,-188.4203597975635,188.4203597975635,1.5343164362628036e-05,0.9967230625798809
CA1 Back Projection,DG HICAP,-187.5246981612832,187.5246981612832,1.5270230186546888e-05,0.9967383328100674
MEC LIII Superficial Trilayered Interneuron,MEC LIII Complex Pyramidal,-186.7503595715258,186.7503595715258,1.5207175406969257e-05,0.9967535399854743
LEC LIII Complex Pyramidal,EC LV Deep Pyramidal,185.8316194118165,185.8316194118165,1.5132361935154895e-05,0.9967686723474095
CA1 Radiatum Giant,CA1 Horizontal Basket,184.5344608966314,184.5344608966314,1.5026733666934569e-05,0.9967836990810764
MEC LV Pyramidal,EC LIII Pyramidal Stellate,183.66159867184444,183.66159867184444,1.4955656058361779e-05,0.9967986547371348
DG Total Molecular Layer,DG Granule,-182.4684464428269,182.4684464428269,1.4858497074167498e-05,0.996813513234209
CA1 Back Projection,CA3 LMR Targeting,-182.15843057625327,182.15843057625327,1.4833252326726338e-05,0.9968283464865357
LEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,182.03338687850896,182.03338687850896,1.4823069955728519e-05,0.9968431695564914
SUB CA1 Projecting Pyramidal,CA1 Axo Axonic,181.62110131789277,181.62110131789277,1.478949733582869e-05,0.9968579590538272
CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated QuadD,-180.66586104611068,180.66586104611068,1.4711711641588955e-05,0.9968726707654688
CA1 Ivy,CA1 Oriens Alveus,-180.43116678915868,180.43116678915868,1.469260037058168e-05,0.9968873633658394
EC LV Deep Pyramidal,EC LIII V Bipolar Pyramidal,180.4005489546849,180.4005489546849,1.4690107144970268e-05,0.9969020534729843
MEC LII III Pyramidal Multiform,MEC LII Oblique Pyramidal,180.20032398337835,180.20032398337835,1.4673802725174236e-05,0.9969167272757095
DG HIPP,DG Total Molecular Layer,-179.7469778004936,179.7469778004936,1.4636886518217387e-05,0.9969313641622277
MEC LIII Bipolar Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,176.61548774480949,176.61548774480949,1.4381887713014395e-05,0.9969457460499407
LEC LVI Multipolar Pyramidal,LEC LIII Complex Pyramidal,175.93242994355498,175.93242994355498,1.4326265973808063e-05,0.9969600723159145
MEC LII III Pyramidal Multiform,EC LIII Pyramidal Stellate,175.15826890796524,175.15826890796524,1.426322565255532e-05,0.9969743355415671
CA1 Trilaminar,CA1 Basket CCK+,-174.5602141961945,174.5602141961945,1.4214525757541845e-05,0.9969885500673247
EC LV Deep Pyramidal,MEC LV Pyramidal,172.39609835538727,172.39609835538727,1.4038300719648134e-05,0.9970025883680443
DG Semilunar Granule,CA3 Basket CCK+,171.9902522266372,171.9902522266372,1.4005252465913566e-05,0.9970165936205102
CA1 O LMR,CA1 LMR,-171.53790129339677,171.53790129339677,1.3968417302634221e-05,0.9970305620378128
CA1 Ivy,CA1 Basket CCK+,-170.46307957537422,170.46307957537422,1.3880894031275118e-05,0.9970444429318441
EC LV Deep Pyramidal,MEC LV Multipolar Pyramidal,169.029345615202,169.029345615202,1.376414435609756e-05,0.9970582070762002
CA3 Basket,CA3 Pyramidal,-168.43993995017684,168.43993995017684,1.3716148757296766e-05,0.9970719232249575
CA1 Back Projection,CA1 Axo Axonic,-165.9508612332082,165.9508612332082,1.3513461829477499e-05,0.997085436686787
EC LIII Stellate,MEC LIII Complex Pyramidal,165.81222907217855,165.81222907217855,1.3502172943101794e-05,0.99709893885973
MEC LII Stellate,DG MOPP,164.4907912953051,164.4907912953051,1.3394567602429805e-05,0.9971123334273324
CA3 O LM,CA3 O LM,-163.1985870972566,163.1985870972566,1.3289342766737752e-05,0.9971256227700992
SUB CA1 Projecting Pyramidal,CA1 Schaffer Collateral Associated,162.75488583233104,162.75488583233104,1.325321195028579e-05,0.9971388759820495
CA1 Back Projection,CA1 Horizontal Axo Axonic,-161.94223645711918,161.94223645711918,1.3187037504241536e-05,0.9971520630195537
MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,161.33957141120445,161.33957141120445,1.313796218740733e-05,0.9971652009817411
CA1 Trilaminar,CA1 LMR,-160.48546238076034,160.48546238076034,1.3068411660851768e-05,0.9971782693934019
MEC LIII Complex Pyramidal,MEC LV Multipolar Pyramidal,159.8639157558095,159.8639157558095,1.3017798807570398e-05,0.9971912871922095
CA1 Back Projection,CA3 Horizontal Axo Axonic,-159.54248808189908,159.54248808189908,1.2991624790936508e-05,0.9972042788170005
CA1 Ivy,CA1 Horizontal Axo Axonic,-158.7792190384259,158.7792190384259,1.2929471410062503e-05,0.9972172082884105
MEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,158.0456038737529,158.0456038737529,1.2869732759406133e-05,0.9972300780211699
CA1 Bistratified,CA1 Quadrilaminar,-157.51414214152476,157.51414214152476,1.2826455564103118e-05,0.997242904476734
CA1 O LMR,CA1 Perforant Path Associated,-156.45751031774483,156.45751031774483,1.2740413504951673e-05,0.997255644890239
MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,156.10322882603091,156.10322882603091,1.2711564185462824e-05,0.9972683564544245
CA1 Back Projection,CA1 Bistratified,-155.6642611366457,155.6642611366457,1.2675818826440283e-05,0.9972810322732509
MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Trilayered Interneuron,-154.388849158489,154.388849158489,1.2571961389632776e-05,0.9972936042346405
DG MOLAX,DG Granule,-153.96422823142706,153.96422823142706,1.253738429465895e-05,0.9973061416189352
CA3 Trilaminar,CA3 O LM,-153.95372797336236,153.95372797336236,1.253652925338045e-05,0.9973186781481885
CA1 O LM,CA1 LMR,-152.77273899015964,152.77273899015964,1.2440360728390898e-05,0.9973311185089169
CA1 Oriens Bistratified,CA1 Perforant Path Associated QuadD,-151.2738465363081,151.2738465363081,1.2318305164405906e-05,0.9973434368140813
MEC LV Pyramidal,EC LIII Stellate,151.053741755289,151.053741755289,1.2300381921738263e-05,0.9973557371960031
CA2 Pyramidal,CA3 Spiny Lucidum,150.42125392013008,150.42125392013008,1.2248878120224284e-05,0.9973679860741234
CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated,-150.09396331252455,150.09396331252455,1.2222226681960228e-05,0.9973802083008053
EC LIII Pyramidal Stellate,MEC LIII Superficial Trilayered Interneuron,149.54872867130987,149.54872867130987,1.2177827951773409e-05,0.9973923861287571
MEC LV Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,149.07265177363325,149.07265177363325,1.2139060771315043e-05,0.9974045251895285
DG MOLAX,DG Total Molecular Layer,-148.4686250349158,148.4686250349158,1.2089874571153229e-05,0.9974166150640996
CA1 Trilaminar,CA1 Horizontal Basket,-148.11244828295696,148.11244828295696,1.206087091967245e-05,0.9974286759350193
MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,146.3802679317498,146.3802679317498,1.1919818605247192e-05,0.9974405957536245
MEC LII Stellate,DG Total Molecular Layer,145.88188491850198,145.88188491850198,1.187923502661472e-05,0.9974524749886512
CA1 Radiatum Giant,CA1 OR LM,145.83976052094405,145.83976052094405,1.1875804815802563e-05,0.997464350793467
DG Total Molecular Layer,DG Mossy,-145.80739289118293,145.80739289118293,1.1873169103483643e-05,0.9974762239625704
CA1 Radiatum Giant,CA1 Horizontal Axo Axonic,145.50850978092677,145.50850978092677,1.1848830901970811e-05,0.9974880727934724
CA1 Bistratified,CA1 Bistratified,-145.31037412843256,145.31037412843256,1.1832696616453144e-05,0.9974999054900888
CA3 Trilaminar,CA1 Radial Trilaminar,-144.99970197689416,144.99970197689416,1.1807398427398276e-05,0.9975117128885163
CA1 Bistratified,CA1 Horizontal Axo Axonic,-144.7619022420346,144.7619022420346,1.1788034275768064e-05,0.9975235009227921
CA3 LMR Targeting,CA3 Lucidum ORAX,-144.5061073502677,144.5061073502677,1.1767204769489035e-05,0.9975352681275615
CA2 Wide Arbor Basket,CA3c Pyramidal,-144.1952310989651,144.1952310989651,1.1741889960488042e-05,0.997547010017522
CA1 Ivy,CA1 Back Projection,-143.67488584101972,143.67488584101972,1.1699517985259104e-05,0.9975587095355073
MEC LII III Pyramidal Multiform,EC LIII V Bipolar Pyramidal,143.0745024145248,143.0745024145248,1.165062846183814e-05,0.9975703601639692
SUB CA1 Projecting Pyramidal,CA1 Bistratified,142.42499193739778,142.42499193739778,1.1597738498054419e-05,0.9975819579024672
LEC LVI Multipolar Pyramidal,EC LIII Pyramidal Stellate,138.9942025493572,138.9942025493572,1.1318367598164293e-05,0.9975932762700653
MEC LV Superficial Pyramidal,MEC LV Pyramidal,138.477786593687,138.477786593687,1.1276315587989572e-05,0.9976045525856533
MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213,138.44761428854213,1.1273858642054778e-05,0.9976158264442954
MEC LIII Superficial Trilayered Interneuron,MEC LII Oblique Pyramidal,-138.09873103563444,138.09873103563444,1.1245448903858321e-05,0.9976270718931992
LEC LVI Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,137.99321248288945,137.99321248288945,1.1236856475206702e-05,0.9976383087496744
CA1 Oriens Alveus,CA1 Perforant Path Associated QuadD,-137.8980520372441,137.8980520372441,1.122910751240923e-05,0.9976495378571868
MEC LIII Complex Pyramidal,MEC LV Pyramidal,137.66555023499842,137.66555023499842,1.1210174774087876e-05,0.9976607480319609
CA3 Trilaminar,CA3 Mossy Fiber Associated,-136.40457407583966,136.40457407583966,1.1107492853258753e-05,0.9976718555248142
MEC LV Superficial Pyramidal,MEC LII Stellate,135.01248410172684,135.01248410172684,1.0994134268744174e-05,0.9976828496590829
