target,source,weight,absolute_weight,weight_share,cumulative_weight_share
CA1 Ivy,CA1 R Receiving Apical Targeting,-116.427802747467,116.427802747467,9.48077434865997e-06,0.9981337178356319
MEC LV Multipolar Pyramidal,MEC LV Pyramidal,115.70855122819788,115.70855122819788,9.422205336850034e-06,0.9981431400409687
CA1 Trilaminar,CA1 Quadrilaminar,-113.03522092412076,113.03522092412076,9.20451470991822e-06,0.9981523445556786
CA1 Ivy,CA1 Bistratified,-112.48566035586768,112.48566035586768,9.159763717323865e-06,0.9981615043193959
CA3 O LM,CA3 Mossy Fiber Associated ORDEN,-111.93336547039074,111.93336547039074,9.114790067907127e-06,0.9981706191094638
LEC LVI Multipolar Pyramidal,EC LV Deep Pyramidal,111.3648716437705,111.3648716437705,9.068497330591768e-06,0.9981796876067944
CA1 Back Projection,DG MOLAX,-111.3396805426857,111.3396805426857,9.066446006600907e-06,0.998188754052801
MEC LIII Bipolar Complex Pyramidal,EC LI II Multipolar Pyramidal,110.84041939754674,110.84041939754674,9.025790921248289e-06,0.9981977798437223
EC LIII Stellate,MEC LIII Bipolar Complex Pyramidal,110.49107949247347,110.49107949247347,8.997343997637047e-06,0.9982067771877199
CA1 Schaffer Collateral Associated,CA1 Back Projection,-110.37910586357812,110.37910586357812,8.988225928898258e-06,0.9982157654136488
CA3 Trilaminar,CA1 Back Projection,-109.90362883037952,109.90362883037952,8.949507595705079e-06,0.9982247149212444
CA1 OR LM,CA1 Perforant Path Associated,-109.50933028725947,109.50933028725947,8.917399667657731e-06,0.9982336323209121
MEC LV Superficial Pyramidal,MEC LIII Superficial Trilayered Interneuron,109.01283221727452,109.01283221727452,8.876969580900167e-06,0.998242509290493
CA3 Trilaminar,CA1 Horizontal Axo Axonic,-107.1870897816594,107.1870897816594,8.728298459034334e-06,0.998251237588952
MEC LIII Superficial Multipolar Interneuron,MEC LII Stellate,-107.15821197486152,107.15821197486152,8.725946924748931e-06,0.9982599635358768
MEC LIII Superficial Trilayered Interneuron,MEC LII III Pyramidal Multiform,-106.80409861991738,106.80409861991738,8.69711129672154e-06,0.9982686606471735
CA1 Trilaminar,CA1 Bistratified,-106.34405714707428,106.34405714707428,8.659649888946709e-06,0.9982773202970624
CA1 LMR,CA1 Perforant Path Associated QuadD,-106.22420407136504,106.22420407136504,8.649890192903515e-06,0.9982859701872553
SUB CA1 Projecting Pyramidal,CA1 Pyramidal,106.20856360032086,106.20856360032086,8.648616581505057e-06,0.9982946188038367
CA1 SO SO,CA1 Horizontal Basket,-106.19620108112154,106.19620108112154,8.647609895368723e-06,0.9983032664137321
CA3 Mossy Fiber Associated,DG AIPRIM,-105.24400309330863,105.24400309330863,8.570071935837843e-06,0.998311836485668
CA1 Radiatum Giant,CA1 Basket CCK+,105.19883623500309,105.19883623500309,8.566393975921674e-06,0.998320402879644
MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,104.14348764746217,104.14348764746217,8.48045641134052e-06,0.9983288833360553
CA1 Back Projection,DG Total Molecular Layer,-103.91252587979872,103.91252587979872,8.461649078807291e-06,0.9983373449851342
MEC LII III Pyramidal Multiform,EC LI II Multipolar Pyramidal,103.82452256660702,103.82452256660702,8.45448292489374e-06,0.998345799468059
SUB CA1 Projecting Pyramidal,CA1 Neurogliaform,103.7728535782436,103.7728535782436,8.450275493267122e-06,0.9983542497435522
CA1 Bistratified,CA1 Axo Axonic,-103.53031023697412,103.53031023697412,8.430525067388747e-06,0.9983626802686196
DG HIPP,DG Hilar Ectopic Granule,-103.2791705842655,103.2791705842655,8.410074639560133e-06,0.9983710903432592
CA1 Back Projection,CA1 OR LM,-103.18734776746734,103.18734776746734,8.402597461553005e-06,0.9983794929407208
EC LIII Stellate,LEC LIII Multipolar Principal,102.75543273270038,102.75543273270038,8.367426403731866e-06,0.9983878603671246
CA3 Trilaminar,CA1 SO SO,-101.86078203902544,101.86078203902544,8.294574549213906e-06,0.9983961549416738
MEC LII III Pyramidal Multiform,EC LII III Pyramidal Tripolar,101.0588892270336,101.0588892270336,8.22927601550545e-06,0.9984043842176893
LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,101.04977810289805,101.04977810289805,8.22853409209924e-06,0.9984126127517814
MEC LV Superficial Pyramidal,MEC LV VI Pyramidal Polymorphic,98.98823815329015,98.98823815329015,8.060661860452186e-06,0.9984206734136418
CA3 O LM,CA3 Pyramidal,-97.86667792859998,97.86667792859998,7.969332649062846e-06,0.9984286427462908
MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal Stellate,97.5251103043308,97.5251103043308,7.941518626174103e-06,0.998436584264917
CA1 Trilaminar,CA1 Horizontal Axo Axonic,-97.17549377432796,97.17549377432796,7.91304917685616e-06,0.9984444973140939
CA1 Back Projection,CA3 Granule,-97.1188902641262,97.1188902641262,7.908439924642331e-06,0.9984524057540185
CA1 SO SO,CA1 Perforant Path Associated QuadD,-96.5199855932556,96.5199855932556,7.859670817033229e-06,0.9984602654248356
LEC LIII Multipolar Principal,EC LIV VI Deep Multipolar Principal,96.3545991892074,96.3545991892074,7.846203319235318e-06,0.9984681116281549
CA1 Ivy,CA1 Perforant Path Associated,-95.80306670099884,95.80306670099884,7.801291752210368e-06,0.9984759129199071
EC LIII Pyramidal,MEC LIII Complex Pyramidal,95.38401512691595,95.38401512691595,7.767168172441815e-06,0.9984836800880795
CA3 Trilaminar,CA3 Basket CCK+,-94.7676924929368,94.7676924929368,7.71698071136431e-06,0.9984913970687909
CA1 Ivy,CA1 LMR,-94.57845195071889,94.57845195071889,7.701570759135995e-06,0.99849909863955
CA1 Perforant Path Associated,CA1 Oriens Alveus,-94.48739475045576,94.48739475045576,7.694155925667155e-06,0.9985067927954757
CA1 Back Projection,CA1 Ivy,-93.67401880383592,93.67401880383592,7.627922314548884e-06,0.9985144207177903
MEC LIII Superficial Trilayered Interneuron,MEC LIII Superficial Trilayered Interneuron,-93.37539594034422,93.37539594034422,7.603605305060554e-06,0.9985220243230953
CA1 Schaffer Collateral Associated,CA1 Horizontal Basket,-92.9279276407661,92.9279276407661,7.567167737088234e-06,0.9985295914908324
CA3 Trilaminar,CA1 Quadrilaminar,-91.97480871741618,91.97480871741618,7.489554785314867e-06,0.9985370810456178
CA3 Trilaminar,CA1 R Receiving Apical Targeting,-91.89598561719264,91.89598561719264,7.4831361807458e-06,0.9985445641817985
CA1 Schaffer Collateral Associated,CA1 Axo Axonic,-91.48417716078622,91.48417716078622,7.449602411680969e-06,0.9985520137842102
EC LIII Stellate,EC LIII Pyramidal Stellate,91.4501088515022,91.4501088515022,7.446828212175867e-06,0.9985594606124224
CA1 Schaffer Collateral Associated,CA1 OR LM,-90.608827023163,90.608827023163,7.37832221111861e-06,0.9985668389346335
CA1 Bistratified,CA1 Radiatum,-90.22056835547612,90.22056835547612,7.346706113155869e-06,0.9985741856407466
CA1 Back Projection,CA3c Pyramidal,-90.03397276180945,90.03397276180945,7.331511540414124e-06,0.998581517152287
CA1 SO SO,CA1 Horizontal Axo Axonic,-89.27562995627311,89.27562995627311,7.26975930556508e-06,0.9985887869115926
MEC LV Pyramidal,EC LIII Pyramidal,89.0576530512442,89.0576530512442,7.252009336906126e-06,0.9985960389209295
MEC LIII Bipolar Complex Pyramidal,MEC LV Multipolar Pyramidal,88.14001657842442,88.14001657842442,7.17728573886851e-06,0.9986032162066684
CA1 Perforant Path Associated,CA1 Neurogliaform,-87.15120413626512,87.15120413626512,7.096766245963593e-06,0.9986103129729144
CA1 Perforant Path Associated,DG Axo Axonic,-86.94235672817435,86.94235672817435,7.079759696817374e-06,0.9986173927326112
MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953,86.77596588341953,7.066210406909147e-06,0.9986244589430181
MEC LV Multipolar Pyramidal,MEC LII III Pyramidal Multiform,86.53322359735522,86.53322359735522,7.0464437808563876e-06,0.998631505386799
CA1 Oriens Bistratified,CA1 Trilaminar,-86.50504609022799,86.50504609022799,7.0441492723242595e-06,0.9986385495360713
CA1 Perforant Path Associated,CA1 Basket CCK+,-85.50874083608561,85.50874083608561,6.963019635983048e-06,0.9986455125557073
CA1 Horizontal Basket,CA1 Pyramidal,-85.4647736149027,85.4647736149027,6.959439363119212e-06,0.9986524719950705
CA1 Radiatum Giant,CA1 Oriens Alveus,85.40760640192835,85.40760640192835,6.954784208306e-06,0.9986594267792788
CA1 Radiatum Giant,CA1 Recurrent O LM,85.2965412159959,85.2965412159959,6.945740114533128e-06,0.9986663725193933
MEC LII III Pyramidal Multiform,EC LIII Pyramidal,85.25039015320776,85.25039015320776,6.941982010352513e-06,0.9986733145014036
DG MOLAX,DG Hilar Ectopic Granule,-85.19301834868867,85.19301834868867,6.9373101955472395e-06,0.9986802518115991
CA1 LMR,CA1 LMR,-85.05543358173746,85.05543358173746,6.926106598996451e-06,0.9986871779181982
MEC LII Stellate,CA1 Neurogliaform Projecting,84.91915935284536,84.91915935284536,6.915009720216853e-06,0.9986940929279183
CA1 Bistratified,CA1 Ivy,-84.88970822124787,84.88970822124787,6.912611499805582e-06,0.9987010055394181
CA3 Spiny Lucidum,DG Axo Axonic,-84.7472869881266,84.7472869881266,6.901014067389809e-06,0.9987079065534855
EC LIII Pyramidal,LEC LIII Multipolar Principal,83.48941938449421,83.48941938449421,6.798585277795669e-06,0.9987147051387633
CA1 R Receiving Apical Targeting,CA1 R Receiving Apical Targeting,-83.34571454602052,83.34571454602052,6.786883320752514e-06,0.998721492022084
CA1 Perforant Path Associated,CA1 Basket,-82.92991118933284,82.92991118933284,6.753024244954942e-06,0.998728245046329
CA1 Trilaminar,CA1 Axo Axonic,-82.92259656700578,82.92259656700578,6.752428611591673e-06,0.9987349974749405
CA1 Ivy,CA1 OR LM,-82.06161380761628,82.06161380761628,6.682318353841954e-06,0.9987416797932944
CA1 O LMR,CA1 R Receiving Apical Targeting,-81.99136625077122,81.99136625077122,6.676598060069535e-06,0.9987483563913545
MEC LIII Superficial Trilayered Interneuron,MEC LIII Bipolar Complex Pyramidal,-81.86281123566405,81.86281123566405,6.666129760738462e-06,0.9987550225211153
CA3 Trilaminar,CA1 Bistratified,-81.404502621738,81.404502621738,6.628809460534012e-06,0.9987616513305758
CA1 Back Projection,CA1 Pyramidal,-79.94784956310734,79.94784956310734,6.510193471678522e-06,0.9987681615240475
CA1 Radiatum Giant,CA1 Bistratified,79.87330814308716,79.87330814308716,6.504123526475031e-06,0.9987746656475739
MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,78.22850736136446,78.22850736136446,6.37018657420053e-06,0.9987810358341481
CA3 Spiny Lucidum,CA3 Lucidum ORAX,-78.0443948553675,78.0443948553675,6.355194200532623e-06,0.9987873910283487
CA3 Mossy Fiber Associated,CA3 Lucidum ORAX,-78.00649839110359,78.00649839110359,6.352108272448267e-06,0.9987937431366212
CA1 Radial Trilaminar,CA1 Perforant Path Associated QuadD,-77.98642206380183,77.98642206380183,6.350473447050843e-06,0.9988000936100683
CA3 LMR Targeting,CA3 Pyramidal,-77.90486561901449,77.90486561901449,6.343832264863588e-06,0.9988064374423331
CA1 Radiatum Giant,CA1 Axo Axonic,77.7360129240257,77.7360129240257,6.330082505256563e-06,0.9988127675248384
CA1 Back Projection,DG Basket,-76.97602215965082,76.97602215965082,6.268196076293095e-06,0.9988190357209147
MEC LIII Superficial Multipolar Interneuron,EC LIII Pyramidal,-76.84540362179841,76.84540362179841,6.257559743270332e-06,0.9988252932806579
MEC LV Multipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,75.17421710419423,75.17421710419423,6.121474187294546e-06,0.9988314147548453
CA1 Ivy,CA1 Axo Axonic,-75.16046226154998,75.16046226154998,6.120354123562052e-06,0.9988375351089688
CA2 Wide Arbor Basket,CA2 SP SR,-74.50239287631565,74.50239287631565,6.066767203600155e-06,0.9988436018761724
MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,73.63513359542591,73.63513359542591,5.996145845557944e-06,0.9988495980220179
MEC LIII Superficial Multipolar Interneuron,MEC LII Oblique Pyramidal,-73.39972816989942,73.39972816989942,5.976976663737105e-06,0.9988555749986816
CA2 Wide Arbor Basket,CA2 Pyramidal,-73.3109571222536,73.3109571222536,5.969747992822052e-06,0.9988615447466744
DG HIPP,DG MOPP,-73.1183109029125,73.1183109029125,5.954060714598164e-06,0.998867498807389
CA1 Schaffer Collateral Associated,CA1 Ivy,-72.5176549008722,72.5176549008722,5.9051489952138855e-06,0.9988734039563842
CA1 Schaffer Collateral Associated,CA1 Radiatum,-72.28608769492482,72.28608769492482,5.88629236153766e-06,0.9988792902487458
EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,71.48087991739837,71.48087991739837,5.820723888523766e-06,0.9988851109726343
CA3 Mossy Fiber Associated,DG Axo Axonic,-71.20190041091703,71.20190041091703,5.798006447444963e-06,0.9988909089790817
CA3 Trilaminar,CA1 Perforant Path Associated,-71.162419544497,71.162419544497,5.794791500698696e-06,0.9988967037705824
MEC LV Superficial Pyramidal,EC LIII Pyramidal Stellate,71.06776290355756,71.06776290355756,5.787083562971009e-06,0.9989024908541454
MEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,70.6767736813437,70.6767736813437,5.755245114584176e-06,0.99890824609926
MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,70.51994016979222,70.51994016979222,5.742474083110253e-06,0.9989139885733431
CA3 Mossy Fiber Associated,DG HICAP,-69.9060845750247,69.9060845750247,5.692487514272598e-06,0.9989196810608574
CA1 Trilaminar,CA1 SO SO,-69.81932378610827,69.81932378610827,5.685422539733719e-06,0.9989253664833971
EC LIII Stellate,EC LII III Pyramidal Tripolar,69.81600034271409,69.81600034271409,5.685151910071926e-06,0.9989310516353072
CA1 Back Projection,DG Mossy,-69.3292329226271,69.3292329226271,5.6455141950140035e-06,0.9989366971495022
CA1 Perforant Path Associated,CA1 Radial Trilaminar,-69.04912590815361,69.04912590815361,5.622704940394125e-06,0.9989423198544426
CA1 Back Projection,CA1 Neurogliaform,-68.30699803626325,68.30699803626325,5.56227309572121e-06,0.9989478821275383
CA2 Basket,CA2 Pyramidal,-67.88040898539492,67.88040898539492,5.527535735439113e-06,0.9989534096632737
MEC LIII Superficial Multipolar Interneuron,EC LIII Pyramidal Stellate,-67.71044739693804,67.71044739693804,5.513695678081038e-06,0.9989589233589518
CA1 Schaffer Collateral Associated,CA1 SO SO,-67.59832991786647,67.59832991786647,5.504565895550282e-06,0.9989644279248473
CA1 Neurogliaform,CA1 Radial Trilaminar,-67.2715060115873,67.2715060115873,5.4779524610092125e-06,0.9989699058773083
CA1 Ivy,CA1 Ivy,-67.16247578964757,67.16247578964757,5.4690740753744935e-06,0.9989753749513837
CA1 Oriens Alveus,CA1 SO SO,-66.89123712983915,66.89123712983915,5.44698697532113e-06,0.998980821938359
CA2 Basket,CA2 SP SR,-66.8404327944978,66.8404327944978,5.442849952823594e-06,0.9989862647883119
CA1 Neurogliaform,CA1 Oriens Alveus,-66.79640600890579,66.79640600890579,5.439264829600063e-06,0.9989917040531415
CA1 Trilaminar,CA1 Ivy,-66.68106543261841,66.68106543261841,5.429872588647127e-06,0.9989971339257302
MEC LIII Bipolar Complex Pyramidal,EC LIII Stellate,65.96508301620779,65.96508301620779,5.371569781521918e-06,0.9990025054955117
CA3 Trilaminar,CA1 LMR,-65.88693728760198,65.88693728760198,5.365206335663284e-06,0.9990078707018474
MEC LV Pyramidal,CA1 Neurogliaform Projecting,65.82170424496232,65.82170424496232,5.359894376296632e-06,0.9990132305962237
CA1 SO SO,CA1 SO SO,-65.81663566135066,65.81663566135066,5.359481638992006e-06,0.9990185900778628
CA1 LMR,CA1 Perforant Path Associated,-65.79293127423746,65.79293127423746,5.3575513788652134e-06,0.9990239476292416
EC LIII Stellate,EC LIII Pyramidal,65.42000887199006,65.42000887199006,5.327184120686026e-06,0.9990292748133623
CA1 Oriens Alveus,CA1 Horizontal Axo Axonic,-64.61293781601826,64.61293781601826,5.261463919974175e-06,0.9990345362772823
EC LIII Pyramidal Stellate,EC LIII V Bipolar Pyramidal,64.26247682525823,64.26247682525823,5.2329257057934055e-06,0.9990397692029881
DG Semilunar Granule,CA3 Pyramidal,64.21877861632397,64.21877861632397,5.229367338731846e-06,0.9990449985703268
EC LIII Stellate,MEC LII III Pyramidal Multiform,64.21168926195364,64.21168926195364,5.228790049051231e-06,0.9990502273603759
MEC LII Oblique Pyramidal,MEC LV Multipolar Pyramidal,64.19606531679433,64.19606531679433,5.227517783363863e-06,0.9990554548781592
MEC LIII Superficial Multipolar Interneuron,MEC LV Superficial Pyramidal,-64.1201008094286,64.1201008094286,5.2213319554443605e-06,0.9990606762101146
CA1 Recurrent O LM,CA1 Perforant Path Associated QuadD,-63.88501705024196,63.88501705024196,5.202188967074842e-06,0.9990658783990817
MEC LIII Superficial Trilayered Interneuron,EC LIII Stellate,-63.54408158402155,63.54408158402155,5.1744264211329435e-06,0.9990710528255028
MEC LII Stellate,DG Semilunar Granule,63.49664611537702,63.49664611537702,5.170563727139507e-06,0.99907622338923
CA3 Trilaminar,CA1 OR LM,-63.31505417009607,63.31505417009607,5.155776603994383e-06,0.999081379165834
CA3 Mossy Fiber Associated,CA3 Basket,-62.69604232784885,62.69604232784885,5.105370159339377e-06,0.9990864845359932
CA1 Recurrent O LM,CA1 LMR,-62.13641304024752,62.13641304024752,5.059799265880555e-06,0.9990915443352592
LEC LIII Complex Pyramidal,LEC LVI Multipolar Pyramidal,61.890324535095615,61.890324535095615,5.03976015552987e-06,0.9990965840954147
CA2 Bistratified,CA2 Basket,-61.7957104663398,61.7957104663398,5.0320556844764385e-06,0.9991016161510992
CA3 Trilaminar,CA3 Horizontal Axo Axonic,-61.47187896968008,61.47187896968008,5.005685923350921e-06,0.9991066218370225
CA1 Oriens Alveus,CA1 Back Projection,-61.42474247500336,61.42474247500336,5.0018475749575726e-06,0.9991116236845974
CA3 O LM,CA3 Horizontal Axo Axonic,-60.98714379308363,60.98714379308363,4.966213694899296e-06,0.9991165898982923
DG AIPRIM,DG HIPP,-60.80971882736679,60.80971882736679,4.951765890989187e-06,0.9991215416641833
CA1 Neurogliaform,CA1 Basket CCK+,-60.693816394923154,60.693816394923154,4.942327897807763e-06,0.9991264839920811
EC LIII Stellate,EC LIII Stellate,60.68453664121218,60.68453664121218,4.941572242810685e-06,0.999131425564324
CA1 Neurogliaform,CA1 Neurogliaform,-59.55353517958427,59.55353517958427,4.849474226764152e-06,0.9991362750385507
CA1 Back Projection,DG HIPROM,-58.764111366799504,58.764111366799504,4.785191049912444e-06,0.9991410602296007
MEC LV Pyramidal,SUB CA1 Projecting Pyramidal,58.72183615697319,58.72183615697319,4.781748558381663e-06,0.999145841978159
CA1 Bistratified,CA1 Pyramidal,-57.8701864197139,57.8701864197139,4.712398293303106e-06,0.9991505543764523
CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated ORDEN,-57.81794220222629,57.81794220222629,4.708144020480517e-06,0.9991552625204727
CA1 Oriens Alveus,CA1 Basket,-57.68020616663935,57.68020616663935,4.696928106048882e-06,0.9991599594485787
MEC LII Oblique Pyramidal,MEC LIII Bipolar Complex Pyramidal,57.5389943157286,57.5389943157286,4.685429154232835e-06,0.9991646448777329
EC LIII Pyramidal,LEC LIII Complex Pyramidal,57.24674772751966,57.24674772751966,4.661631368037518e-06,0.999169306509101
CA1 Oriens Bistratified,CA1 R Receiving Apical Targeting,-57.19183093894592,57.19183093894592,4.657159466411495e-06,0.9991739636685674
CA1 Radial Trilaminar,CA1 Trilaminar,-57.10356845456364,57.10356845456364,4.6499722080579594e-06,0.9991786136407754
CA1 Radiatum Giant,CA1 O LMR,56.73438507856846,56.73438507856846,4.619909420661046e-06,0.9991832335501961
CA1 Neurogliaform,CA1 Basket,-56.4733119177006,56.4733119177006,4.598650102282873e-06,0.9991878322002984
MEC LII Stellate,DG Neurogliaform,56.18205820487537,56.18205820487537,4.574933166427829e-06,0.9991924071334648
MEC LIII Superficial Multipolar Interneuron,EC LII III Pyramidal Tripolar,-55.77276278686958,55.77276278686958,4.54160403533987e-06,0.9991969487375001
EC LIII Pyramidal,EC LIII Pyramidal Stellate,55.30606722486277,55.30606722486277,4.503600781748418e-06,0.9992014523382818
CA1 Oriens Alveus,CA1 Radial Trilaminar,-54.99528669936562,54.99528669936562,4.4782937677477555e-06,0.9992059306320495
CA1 Schaffer Collateral Associated,CA1 Horizontal Axo Axonic,-54.15398553978245,54.15398553978245,4.4097861925376105e-06,0.9992103404182421
EC LIII Stellate,LEC LIII Complex Pyramidal,54.00019845163271,54.00019845163271,4.3972632328486125e-06,0.999214737681475
CA1 Trilaminar,CA1 OR LM,-53.96806626965176,53.96806626965176,4.394646693160474e-06,0.9992191323281681
CA3 Trilaminar,CA1 Axo Axonic,-53.53836659791061,53.53836659791061,4.359656033461198e-06,0.9992234919842016
MEC LV Multipolar Pyramidal,EC LIII Pyramidal Stellate,53.32462209597836,53.32462209597836,4.342250711508315e-06,0.9992278342349131
DG MOLAX,DG HIPROM,-52.91017281444062,52.91017281444062,4.308501898729066e-06,0.9992321427368118
CA1 Oriens Alveus,CA1 Oriens Alveus,-52.55578248142694,52.55578248142694,4.27964371623861e-06,0.999236422380528
CA1 Radiatum Giant,CA1 Pyramidal,52.52606827667822,52.52606827667822,4.277224073648742e-06,0.9992406996046017
CA1 Back Projection,CA1 Radiatum,-52.3453308916831,52.3453308916831,4.2625065377761276e-06,0.9992449621111394
MEC LIII Bipolar Complex Pyramidal,EC LII III Pyramidal Tripolar,52.31770895488892,52.31770895488892,4.260257269614754e-06,0.9992492223684091
DG Basket,DG HIPP,-52.29075585978193,52.29075585978193,4.2580624655672915e-06,0.9992534804308746
CA1 Back Projection,CA1 O LMR,-52.18140613694211,52.18140613694211,4.249158062814097e-06,0.9992577295889374
CA1 R Receiving Apical Targeting,CA1 Oriens Alveus,-52.10655215525868,52.10655215525868,4.243062665557666e-06,0.999261972651603
CA1 Perforant Path Associated,CA1 Quadrilaminar,-52.10269225121514,52.10269225121514,4.242748351636242e-06,0.9992662153999546
CA1 Oriens Alveus,CA1 Basket CCK+,-51.21761027173864,51.21761027173864,4.170675682312724e-06,0.9992703860756369
DG Mossy,DG Semilunar Granule,50.6486718617241,50.6486718617241,4.124346742348677e-06,0.9992745104223792
CA1 Schaffer Collateral Associated,CA1 Pyramidal,-49.26603524689744,49.26603524689744,4.011757949620199e-06,0.9992785221803289
CA1 Radiatum Giant,CA1 Radial Trilaminar,49.006361411904656,49.006361411904656,3.990612579049584e-06,0.9992825127929079
LEC LVI Multipolar Pyramidal,EC LII III Pyramidal Tripolar,48.98798814646632,48.98798814646632,3.989116434833527e-06,0.9992865019093428
CA1 R Receiving Apical Targeting,CA1 Basket,-48.9340204365824,48.9340204365824,3.9847218171610345e-06,0.9992904866311599
CA1 Bistratified,CA1 O LMR,-48.75480464763523,48.75480464763523,3.970128185617454e-06,0.9992944567593456
CA1 Radiatum Giant,CA1 Ivy,48.65087289231039,48.65087289231039,3.9616649706752965e-06,0.9992984184243162
DG Total Molecular Layer,CA1 Neurogliaform Projecting,-48.455223978476816,48.455223978476816,3.9457331815334895e-06,0.9993023641574977
EC LIII Pyramidal,MEC LV VI Pyramidal Polymorphic,47.90087642269345,47.90087642269345,3.9005923821445945e-06,0.9993062647498799
CA1 Radiatum Giant,CA1 O LM,47.70066517306199,47.70066517306199,3.884289079711444e-06,0.9993101490389596
CA1 Oriens Bistratified,CA1 Perforant Path Associated,-47.69737301995119,47.69737301995119,3.884020998033115e-06,0.9993140330599577
CA1 Radiatum Giant,CA1 Quadrilaminar,47.692897951099646,47.692897951099646,3.883656590932964e-06,0.9993179167165487
CA1 Oriens Bistratified,CA1 LMR,-47.5624455712388,47.5624455712388,3.873033788238757e-06,0.9993217897503369
EC LIII Pyramidal Stellate,MEC LV Superficial Pyramidal,47.32597882351431,47.32597882351431,3.8537781824192425e-06,0.9993256435285194
CA1 SO SO,CA1 Back Projection,-47.18301121148933,47.18301121148933,3.842136258095414e-06,0.9993294856647775
CA3 LMR Targeting,CA3 Mossy Fiber Associated ORDEN,-46.74853823294521,46.74853823294521,3.8067569056300803e-06,0.9993332924216831
CA1 O LMR,CA1 Radial Trilaminar,-46.241581834132624,46.241581834132624,3.765475191912813e-06,0.999337057896875
DG HIPP,DG Neurogliaform,-46.16423658987942,46.16423658987942,3.7591769298963332e-06,0.9993408170738048
CA1 Ivy,CA1 O LMR,-46.13305832300746,46.13305832300746,3.7566380679937643e-06,0.9993445737118728
LEC LVI Multipolar Pyramidal,EC LIII Pyramidal,46.10204179653461,46.10204179653461,3.754112376692983e-06,0.9993483278242495
CA3 Trilaminar,CA1 Ivy,-46.03223782466036,46.03223782466036,3.748428204267129e-06,0.9993520762524538
CA1 Perforant Path Associated,CA1 Axo Axonic,-45.89587259250515,45.89587259250515,3.7373239150461906e-06,0.9993558135763688
EC LIII Pyramidal,LEC LVI Multipolar Pyramidal,45.56452135903709,45.56452135903709,3.7103418179823586e-06,0.9993595239181868
CA1 Back Projection,DG Hilar Ectopic Granule,-45.41684809800903,45.41684809800903,3.6983167103010385e-06,0.9993632222348972
CA3 LMR Targeting,CA3 Mossy Fiber Associated,-45.25573687475408,45.25573687475408,3.685197342618477e-06,0.9993669074322398
CA3 O LM,CA3 Mossy Fiber Associated,-44.91687559510452,44.91687559510452,3.6576036987289337e-06,0.9993705650359385
CA1 O LMR,CA1 Oriens Alveus,-44.862460130382274,44.862460130382274,3.6531726201554757e-06,0.9993742182085587
CA1 SO SO,CA1 Basket,-44.32863556357072,44.32863556357072,3.60970301804773e-06,0.9993778279115767
MEC LII Oblique Pyramidal,EC LIII Pyramidal Stellate,43.86731164829159,43.86731164829159,3.5721371803423807e-06,0.9993814000487571
MEC LIII Superficial Trilayered Interneuron,MEC LV Pyramidal,-43.72777356922958,43.72777356922958,3.5607745246071195e-06,0.9993849608232817
CA1 Perforant Path Associated,DG HICAP,-43.701412127182,43.701412127182,3.558627899164909e-06,0.9993885194511808
CA1 Recurrent O LM,CA1 Perforant Path Associated,-43.63001515038468,43.63001515038468,3.5528140075495175e-06,0.9993920722651883
MEC LV Superficial Pyramidal,EC LIII Stellate,43.60353404362299,43.60353404362299,3.5506576377496438e-06,0.9993956229228261
MEC LV Pyramidal,DG Neurogliaform,43.56293178206653,43.56293178206653,3.5473513752352075e-06,0.9993991702742013
DG MOLAX,CA1 Neurogliaform Projecting,-43.54691807831977,43.54691807831977,3.5460473713106587e-06,0.9994027163215726
LEC LVI Multipolar Pyramidal,EC LIII Stellate,43.43981399803702,43.43981399803702,3.537325832356737e-06,0.999406253647405
EC LIII Pyramidal,EC LIV VI Deep Multipolar Principal,43.40492582775664,43.40492582775664,3.5344848711596654e-06,0.9994097881322761
EC LIII Stellate,MEC LIII Superficial Trilayered Interneuron,43.32633528008472,43.32633528008472,3.5280852034614677e-06,0.9994133162174795
CA1 R Receiving Apical Targeting,CA1 Basket CCK+,-43.27015592870416,43.27015592870416,3.5235104907131013e-06,0.9994168397279702
CA1 Perforant Path Associated,DG AIPRIM,-43.26811545492321,43.26811545492321,3.5233443339101293e-06,0.9994203630723042
CA1 Neurogliaform,CA1 Quadrilaminar,-43.22993345622883,43.22993345622883,3.520235154613948e-06,0.9994238833074588
CA1 Radiatum,CA1 Perforant Path Associated QuadD,-43.19419655546018,43.19419655546018,3.5173250808677066e-06,0.9994274006325397
CA1 O LMR,CA1 Basket CCK+,-42.399223189919866,42.399223189919866,3.4525900011528533e-06,0.9994308532225408
CA1 O LMR,CA1 Basket,-42.391270266576,42.391270266576,3.451942390617774e-06,0.9994343051649314
