response_target,DG Granule,DG Hilar Ectopic Granule,DG Semilunar Granule,DG Mossy,DG AIPRIM,DG Axo Axonic,DG Basket,DG HICAP,DG HIPP,DG HIPROM,DG MOLAX,DG Total Molecular Layer,DG MOPP,DG Neurogliaform,CA3 Pyramidal,CA3c Pyramidal,CA3 Granule,CA3 Axo Axonic,CA3 Horizontal Axo Axonic,CA3 Basket,CA3 Basket CCK+,CA3 LMR Targeting,CA3 Lucidum ORAX,CA3 Spiny Lucidum,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated ORDEN,CA3 O LM,CA3 Trilaminar,CA2 Pyramidal,CA2 Basket,CA2 Wide Arbor Basket,CA2 Bistratified,CA2 SP SR,CA1 Pyramidal,CA1 Radiatum Giant,CA1 Axo Axonic,CA1 Horizontal Axo Axonic,CA1 Back Projection,CA1 Basket,CA1 Horizontal Basket,CA1 Basket CCK+,CA1 Bistratified,CA1 Ivy,CA1 LMR,CA1 Neurogliaform,CA1 Neurogliaform Projecting,CA1 O LM,CA1 Recurrent O LM,CA1 O LMR,CA1 Oriens Alveus,CA1 Oriens Bistratified,CA1 OR LM,CA1 Perforant Path Associated,CA1 Perforant Path Associated QuadD,CA1 Quadrilaminar,CA1 R Receiving Apical Targeting,CA1 Radiatum,CA1 Schaffer Collateral Associated,CA1 SO SO,CA1 Trilaminar,CA1 Radial Trilaminar,SUB CA1 Projecting Pyramidal,EC LI II Multipolar Pyramidal,EC LI II Pyramidal Fan,MEC LII Oblique Pyramidal,MEC LII Stellate,MEC LII III Pyramidal Multiform,EC LII III Pyramidal Tripolar,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal,EC LIII Pyramidal Stellate,EC LIII Stellate,EC LIII V Bipolar Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,MEC LV VI Pyramidal Polymorphic,LEC LVI Multipolar Pyramidal,MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Trilayered Interneuron
EC LII III Pyramidal Tripolar,0.021633692026365406,0.01464604892768261,0.0018178669407426912,0.01492218469678285,0.09820401171283881,0.25227141957243926,0.03790019928651379,0.04793883350376031,0.00473080833032891,0.010754132797240188,0.0203612150481115,0.017809160649028356,0.0047322458997930755,0.0015977143202533972,0.0024029248245617685,0.0008730519869432089,0.011264065741979834,0.012545126647217825,0.0004442067526564189,0.017994094098344463,0.003776698975908123,0.006410430270601312,0.0046047783535231755,0.0006384703292413126,0.006040588960839282,0.0031285623948424327,0.0009553471031252516,0.00011532879648190605,0.005366209128923006,0.02614913356534555,0.009792865647787707,0.010361983963055467,0.0006984186539930265,0.004270814205385408,0.00018051045003894572,0.00883966222829126,0.006209818453743559,0.008853662319367562,0.012114800645492644,0.006186807321622853,0.015279827843770685,0.0040624691870855744,0.0015383647086752376,0.017204865435526993,0.011844673199825522,0.003091257565651962,0.0026058096133903153,0.0038385983219320612,0.0024958328686261657,0.012015751995598107,0.0004910230689252083,0.01134490439832931,0.04073845955973779,0.047123866373455524,0.005888967862032815,0.01666228076028714,0.003513275418656171,0.0033451849695810528,0.010147026768305154,0.06742754816995605,0.0037523263602014033,0.003305946852071677,0.03996366515424118,0.004034686151948496,0.022003305933603206,0.03489140928233978,0.02545564388785148,1.0,0.009957217041449348,0.019869401945897282,0.025627533470832495,0.025969117081200675,0.024782336215952012,0.021942875673631644,0.03492421881852178,0.008314690107043731,0.0008207236281987145,0.0014814401312423914,0.005490366435274517,0.00482966681754731,0.004273390112474731,0.003555610616236247,0.0010060718213527474,0.46282965913202667,0.03297879120537898
LEC LIII Multipolar Principal,0.00031453700147646407,0.0002548062174393819,2.5255248349229617e-05,0.000276389486203985,0.0017975172223155462,0.0037995085588340767,0.0005892780380924035,0.0008335255728526006,8.849598206421638e-05,0.0002187955672257738,0.00037196646442709763,0.0003264813488230141,5.9754575760340986e-05,2.005338949890702e-05,0.00015640946649522972,3.283631602864711e-05,0.0007496224891145088,0.0006787861386060624,2.7542929985525707e-05,0.001025800752818091,0.0002293187623051954,0.00039173688923174635,0.00016774496584908162,1.137727117307124e-05,0.00014451896741519315,0.00010808175271436941,5.842753757900273e-05,7.135768391886105e-06,0.0002945783068163681,0.0010034648712369352,0.0004063330138230715,0.00034855348293727717,3.860657246535755e-05,0.0004365237764906054,1.902333669018123e-05,0.0010878381904546462,0.00042722454702209253,0.0006013435024428494,0.0009727821047699925,0.00042309533035564563,0.0017313459245415419,0.00018902538226385135,6.797910174708827e-05,0.0020322703853793873,0.0021050030816987565,0.0002344700921614851,0.00017399250122046927,0.0002608914604463825,0.0001667207114057702,0.001278925346588114,3.4003644448750156e-05,0.0005886550247926363,0.004486032074387285,0.004157073075135827,0.0005959828828423101,0.0008198051652055918,0.00016100035817814893,0.00026930953886831213,0.0006897672611854135,0.004530945985331289,0.0003510171539336975,5.981838988585177e-05,0.00508973636151328,0.00041553059453881694,0.0014916926314574273,0.002195862770032103,0.0019033366788323248,0.004208930762284253,1.0,0.005058407875937531,0.0014370756823886678,0.0025474527064795315,0.0034506083079682347,0.0041167422459034275,0.0048363504126772245,0.00193080096532395,0.0007476327502571322,0.00013480399019907076,0.00033072636153404743,0.0010993414121820957,0.0001990731496989878,0.0003382877853633693,0.000302234297142883,0.035983486474211075,0.002514614880387127
LEC LIII Complex Pyramidal,0.00022324373866886452,0.00017792373976654796,1.8061784821970066e-05,0.00018844428480788123,0.0012358937684712468,0.0027113469699844854,0.000415994178244249,0.0005813187513319776,6.022560647264319e-05,0.000146644839642409,0.00025742883020966363,0.00022401600944353632,4.399018779369715e-05,1.4753321039542346e-05,8.314131107241931e-05,1.911927459963404e-05,0.00039765836608205476,0.00037020579193849126,1.4738080066070373e-05,0.0005550068012755663,0.00012295434531142238,0.00020998258674995084,9.812242376333298e-05,7.809910060472564e-06,9.226052612461882e-05,6.367337525848733e-05,3.127656622876283e-05,3.837491138647674e-06,0.00016109931470520165,0.0005802431230393452,0.00023133357214578942,0.00020630538323755256,2.1178670845367866e-05,0.00041359203943621813,1.8329063715765835e-05,0.0010766351570843879,0.0002573995702830348,0.0003547793518971087,0.0008731396720922309,0.00024865758453201735,0.00170079513395413,0.0001120996481413478,4.015825907302121e-05,0.0020092778213192156,0.0021484989333101696,0.00023150127043859912,9.920763084673183e-05,0.00015313870997579502,9.607516589313311e-05,0.0012366567063622003,2.0694514295366845e-05,0.00033801485757119226,0.004347784268339041,0.003750091371558363,0.0005711997717960218,0.00045645172305922607,9.054154830568479e-05,0.00024285755972789757,0.00040620708240832063,0.0026078295426384982,0.0003391351278808283,5.149465660047563e-05,0.002484328155928266,0.0002600295791509833,0.000781856384735586,0.0011612113652708506,0.0010037123766982515,0.0035360470367031107,0.006272419508703817,1.0,0.000845313076913779,0.0013168214440993646,0.0029318866696115583,0.004495092485352212,0.0039509606901532955,0.0025810067119609427,0.0013894497249344769,0.00010675025501870157,0.000202807511778529,0.0014900919264902734,0.00013495997748094065,0.0002786587332314733,0.0005384611549492375,0.019024144206187758,0.0013141865388385059
MEC LIII Complex Pyramidal,0.0005149239469409357,0.00044494526635638695,3.743017658015294e-05,0.0004962050753308149,0.003254174141276286,0.005719428025104639,0.0009284458968662778,0.0014640956285380123,0.0001607085042243764,0.0004390654679712532,0.0006782453984865704,0.0005919177661352292,7.111561629566402e-05,2.3845004727922023e-05,0.0006283073580360796,0.00010442927831628588,0.003029491759882961,0.002589795753904414,0.00010490776382186987,0.003979509014941885,0.0009055724774405461,0.0015526605101536422,0.0005263568979846551,1.946537731575647e-05,0.0003462913880680891,0.0003318186476122367,0.0002220042836452139,2.689072929326071e-05,0.0011194615693884112,0.0032290077632374896,0.0013775912019689657,0.0010278005686484959,0.00013699122007281627,0.0006149180917231736,2.5127228762104273e-05,0.0011871774442366253,0.001423592550476028,0.002049362096381654,0.001733288863066851,0.0014565182500873323,0.0020015659159080823,0.0005808471720372019,0.00020885567177098086,0.0022581670855305507,0.0015096807210174894,0.00018144862549847597,0.0006111640929378334,0.0008888323442806824,0.0005796510950885196,0.0016061645965541843,0.00011176916183900465,0.0019122434163979499,0.005636632866985274,0.0072455851596217955,0.0007863966875099038,0.002761635956879299,0.0005329723084788931,0.00047466576955430834,0.002345602492850712,0.01576049446135586,0.00045971587006938695,9.640353562533454e-05,0.005291625759128272,0.00039440431720674123,0.005257440693688778,0.010009635334597837,0.004969111045486506,0.0034082985003547014,0.0009045632063956891,0.0015965969682765553,1.0,0.005545222128293458,0.002719717397909885,0.0028173260620707285,0.0037178012941786296,0.0010364565310371052,0.00021429972363419512,0.0013594548444546156,0.0013579529977244102,0.0005455595172413486,0.0013683418917028569,0.0007508271609013849,0.0001433906754319297,0.10082191508550803,0.006621395442696504
MEC LIII Bipolar Complex Pyramidal,0.000114187954992983,9.915228277757462e-05,8.449176244632776e-06,0.00011072638091181082,0.000725661179549711,0.0012966830535003648,0.00020905429841119752,0.0003258958604939439,3.587812857382311e-05,9.681075757133356e-05,0.0001502331319579026,0.0001316407618955246,1.669987473205916e-05,5.6045787966230845e-06,0.00014368076965535925,2.377408667446167e-05,0.000692967119904549,0.0005915738559027804,2.398888506270655e-05,0.0009093514184845796,0.0002070023104722385,0.00035501477364215626,0.00011978770057285992,4.332000000663216e-06,7.816644584378398e-05,7.545175765444735e-05,5.0754692209840055e-05,6.150328417605595e-06,0.00025568057173800833,0.0007361732663379429,0.0003139073545883727,0.00023355095457070526,3.129895861533692e-05,0.00015921578683478454,6.60104204612016e-06,0.0003289924440070259,0.00033056792906145573,0.00047464012350675026,0.00043305188714972645,0.0003371516854438057,0.0005415326068910941,0.00013349495461491216,4.789540801760407e-05,0.00062101538829439,0.00048465200357690924,5.543775505089072e-05,0.00014102269947475094,0.00020578797748447775,0.0001338941068921626,0.0004242129612728457,2.5990558258801905e-05,0.00043884519295377014,0.0014971863516335783,0.0018196049881690792,0.00020593821389351414,0.0006309722551804661,0.00012163983990131583,0.00011882084300668439,0.0005432311481345032,0.0036405695837006843,0.00012021600835228177,2.5436938723775692e-05,0.0011118325860507636,8.96513658310754e-05,0.001200544298046497,0.002281343319528793,0.0014164452175177442,0.0008289510941541715,0.00020109562612854694,0.0003447204405449291,0.006497123162478852,1.0,0.0006649873947880241,0.000960495819655148,0.0009085161281403784,0.00034439362613321555,0.00010803068911300694,0.0006927351738508985,0.0002616048751606495,0.00012876473336862482,0.0011078048883615323,0.00018923243520207713,3.8557648202981596e-05,0.027938919597344184,0.0018229731052820976
EC LIII Pyramidal,3.46976360308128e-05,2.6185075999568168e-05,1.820857089487738e-06,2.6523478189655567e-05,0.00018093167860473868,0.00026680595883714825,4.352680359579675e-05,8.421471938635144e-05,8.447283970167663e-06,3.155426215993284e-05,4.241216693675714e-05,3.297351160082798e-05,1.1735978630770426e-06,9.962402742133166e-07,1.397809362368052e-06,7.322793135946889e-07,9.434519207633528e-06,1.1236101006607477e-05,1.3037941044060347e-06,1.3037647612973274e-05,2.205940743221939e-06,5.075548557325424e-06,3.2977137534185715e-06,9.518899684858447e-07,8.835282502126085e-06,1.962605262930306e-06,3.3481184608787635e-06,1.327366535203494e-07,5.678525726956922e-06,3.705121911207019e-05,1.0246559784028242e-05,1.549385633063803e-05,5.311893791521023e-07,0.0029338604317599884,0.00013366858501357728,0.007884012804980686,0.000476070263105367,0.0005630905640460601,0.00593003887310854,0.0003813256134490644,0.01234725361858098,0.00011070266568576047,3.187976685852881e-05,0.014779708301945388,0.01626544483013491,0.0015910260394184502,0.00011627317613534946,0.00023764877668207952,0.00012484342618113237,0.008796310075476023,4.105760253626698e-05,0.0002296750293516517,0.0313806993638501,0.025484643552925453,0.004042042834613719,2.3694647703268197e-05,7.279478501952769e-06,0.001648159677231744,0.000643430909148482,0.003383941788606111,0.0024860226884126117,0.0005213998461108486,3.089873699952002e-05,2.663493011250638e-06,1.6769214025194084e-05,2.9446433188007213e-05,0.00013181272292687326,0.0001473734921709116,0.0007255887796010109,0.0004346130347015841,0.0007122759736309256,0.00021914186680186025,1.0,0.0004183267086134188,0.00012908954718195704,0.00046735190844275805,0.000520537123420628,0.000359811153218363,0.00023240486754494899,0.000500877599298011,0.0001785095687732146,0.0009076274565203328,0.0007432780076542974,0.003681007549230528,8.82598244945567e-05
EC LIII Pyramidal Stellate,0.00029958800128423595,0.0002209882409022969,1.5399678346008328e-05,0.00023127053937745484,0.0015496812366488355,0.002386580833011655,0.0003685387449198238,0.0007043772660331792,7.366310256886517e-05,0.0002739339824557155,0.0003555763881685342,0.0002797076466690858,1.883236717527949e-05,1.4341733071458763e-05,8.673061097673317e-06,4.868480122627248e-06,7.316254792598798e-05,8.171631701433892e-05,1.9039012016616115e-05,8.787233811238274e-05,1.3608002677811575e-05,3.6087873987973995e-05,3.456427992791554e-05,7.511002727350643e-06,6.940546164504843e-05,3.1432178803071985e-05,4.825016600229529e-05,2.137490586931699e-06,4.436869023078109e-05,0.00030759631457658964,7.498349204126171e-05,0.00012266815189908458,3.3896809365620777e-06,0.03911049023432013,0.0017819805396931316,0.10531955362600552,0.006324822629226605,0.007477399129478387,0.07978301493385752,0.005034546775894611,0.16553998877014064,0.0014475337991961624,0.00041082869763221894,0.19731918370759718,0.21745378530997822,0.021224894349648808,0.0015427220555019193,0.003156248931880971,0.0016568571834758618,0.11802114278691828,0.0005455869978111672,0.003014616425864463,0.41977441449305447,0.3408450470178386,0.05408044761219513,0.00037249406779206814,0.00011144792010050104,0.022244616909745083,0.008545307586542436,0.0449164562709826,0.03330494048809593,0.007036620435333018,0.0002621621114757067,2.2626684386702735e-05,0.00013407698441533937,0.00023852061854682686,0.0017529697101129433,0.001928336900832739,0.0044309439116397365,0.001606784639019197,0.004753102885329698,0.0029525386108957157,0.0018034825137246229,1.0,0.0016934103636491822,0.003694598493622358,0.003226357353720971,0.0023290616136085883,0.0020464847489732488,0.004089571961303778,0.0010807753608383195,0.008117330501958574,0.006184841590418203,0.0493838105598902,0.0011349225817347483
EC LIII Stellate,2.3764289146872198e-05,1.7923577879028203e-05,1.965134609643212e-06,1.862066232598127e-05,0.00012220971600952795,0.0002889447213706619,4.379196211702991e-05,5.8523938827364396e-05,5.919505689234114e-06,1.3967368066452161e-05,2.549148780376768e-05,2.2109019176497644e-05,4.958549995351878e-06,1.6614329587507706e-06,3.6789868300529532e-06,1.2093959531085206e-06,1.7400157723309415e-05,1.847164949361286e-05,6.667143144599148e-07,2.6724121501368855e-05,5.676147795827695e-06,9.671485119255628e-06,6.2967727717329605e-06,7.863163394564947e-07,7.78215245489108e-06,4.174531728904646e-06,1.4184686718013571e-06,1.775973482820385e-07,8.028351582444978e-06,3.626526607285683e-05,1.3691890902640638e-05,1.4216535546422307e-05,1.072193499806005e-06,5.769156785245043e-05,2.589871198664311e-06,0.00015368498962107686,1.759696544569955e-05,2.305940197213003e-05,0.00011869922363571445,1.590060296359283e-05,0.00024203674996743762,7.523526720140098e-06,2.645382048673426e-06,0.00028708910115907816,0.00031386311923325586,3.311520289763981e-05,5.950521469924836e-06,9.922882080472159e-06,5.922054475901478e-06,0.0001742131130673888,1.4591435950926944e-06,2.016663879017317e-05,0.0006144447399176508,0.0005084923433378679,8.008409013999237e-05,2.4588965716125227e-05,5.073638131715346e-06,3.309562729822887e-05,2.646807293233168e-05,0.00016055900855385647,4.8142435118267935e-05,9.080781435691557e-06,5.94869264686217e-05,5.1378007441054415e-06,2.8857674200995672e-05,5.037826482547337e-05,0.00046384940808137046,0.0005251373854128218,0.0007613184407418601,0.0004118317900138582,0.0012036782245305531,0.0007758571820622621,0.00048491928832111064,0.0006786552521155286,1.0,0.00013400917609886757,1.0184498969956163e-05,1.432098053284448e-05,1.460175474424879e-05,1.62225235129813e-05,9.4267960725785e-05,2.6689720270074444e-05,1.282012494479037e-05,0.012776300570085563,0.0003250600638313733
EC LIII V Bipolar Pyramidal,0.00035512774419140035,0.0002672152460109328,2.2859746982222292e-05,0.0002673071757934335,0.0018326283136586954,0.003051536763427081,0.0005184965373441402,0.0008932600170189322,8.482980294522212e-05,0.0002725764916105054,0.00042854049249935324,0.0003460326177762,2.8459782787114107e-05,9.462576558135661e-06,2.7927981601909048e-05,1.424734527430177e-05,0.00012869553293507816,0.00016543301551054992,5.36077625789084e-06,0.0002293381177916233,4.6059149128904376e-05,7.768086870204463e-05,7.515565547136445e-05,1.1399328741411104e-05,0.00010602917955695346,5.152869726560106e-05,1.1558622357452286e-05,1.4371657450462212e-06,7.099610645112864e-05,0.0004089387361515727,0.00014754615663226624,0.00017661476204875555,9.656661514610564e-06,0.0003902985224011887,1.752780243598196e-05,0.0010345106254542324,0.0001308021642789824,0.000172783910969031,0.0008127116233664493,0.00011821971830003253,0.0016345701962735795,7.459109836586953e-05,2.7385419501995976e-05,0.0019361723962006267,0.002094828665476483,0.00021842827472105824,4.5082469068968705e-05,7.436350456108884e-05,4.4838989677268705e-05,0.0011782939236328217,1.0766284937512707e-05,0.00018922948470382475,0.004149698823585109,0.003457875717264032,0.0005427680360494624,0.00024262586630905043,5.26289708601462e-05,0.0002265886076378819,0.00019823770380811645,0.0012113809159592275,0.0003284905016378773,4.817935366661522e-05,0.0004086016809997081,3.602110550545417e-05,0.0002170124545390111,0.00037286865797817525,0.0022154813725541243,0.0026267091342301397,0.008167741290578488,0.004416115678721899,0.00788989715026372,0.0036133074733515087,0.002323268977951904,0.004560026153540119,0.002607599375716674,1.0,0.003851054342784137,0.0027090292302568873,0.0017238817074150586,0.00325574452385209,0.0028527280901636458,0.007040647763051659,0.0051496202533314935,0.04727659932048876,0.0021485371498128933
EC LIV VI Deep Multipolar Principal,0.0005235375908222822,0.00039875644288365163,2.9166168184427067e-05,0.00039196167135942495,0.0027278156963088935,0.0036412896370123715,0.0006726800163327257,0.0013464917070644107,0.00012440976912463626,0.00045358908957754423,0.0006725754163750243,0.0005244821053350157,1.0616514446446556e-05,3.2694400732659615e-06,2.9487884353006736e-05,1.9359131231269123e-05,0.00013406741564442163,0.00019664123485206705,5.696830372436025e-06,0.0002647396372136195,5.0958223562044754e-05,8.60550303538738e-05,0.0001024839069351609,1.6693065485800123e-05,0.00015237693114197577,7.046387479755573e-05,1.2320165175395748e-05,1.5713627712652103e-06,8.437013741677468e-05,0.000548362579907468,0.00020932421061399273,0.000246498026160954,1.1477360916329636e-05,0.000648108140068476,2.9511191639400684e-05,0.0017105577664346303,0.00018135121051755072,0.00027122767474405547,0.0013463477768876578,0.00015709525674760836,0.002704524253205636,0.00011108371101618948,3.9182602476069934e-05,0.003221247447617472,0.0034440980977661585,0.0003417388807036132,5.7931694501426506e-05,9.924236303121107e-05,5.8365068070519776e-05,0.0019562035282514813,1.5155255764232853e-05,0.0002730171383030097,0.0069302345754529,0.005966112326192574,0.0009185708062938448,0.00032813627702351803,7.445961663063247e-05,0.0003868256401196276,0.00026575516546633514,0.0015765615931729409,0.0005638261395722944,0.008187875056051038,0.00038558744062564427,3.315781042593127e-05,0.00022426980292806838,0.00038890071338889084,0.0003026213855646024,0.0004060707940210524,0.014286009080577124,0.009999476075152131,0.010957046488571053,0.00039413574008311035,0.00033689567700115265,0.007734626784042324,0.00043868195523149607,0.007865360314849804,1.0,0.008791827582677693,0.003636880495167862,0.0099214141805447,0.004976046088824378,0.01955724911425649,0.016765114371397827,0.006321569805344523,0.0003716541746598945
MEC LV Multipolar Pyramidal,0.0001284249860501404,9.735395438660843e-05,7.348085510219021e-06,9.560509168768776e-05,0.0006597044781960377,0.0009197649385149965,0.00016763919521540965,0.00032844042714169944,3.0342648051126107e-05,0.00010873641158898479,0.0001630318030078368,0.00012667206076109934,3.858522267073531e-06,1.262590611726204e-06,6.225726327430835e-06,4.647424679071127e-06,2.7653082633568825e-05,4.3826193030565866e-05,1.2934132684602913e-06,5.843153364766704e-05,1.1091789799326884e-05,1.8443102933104812e-05,2.4627284879401444e-05,4.086487655507231e-06,3.7182238120666317e-05,1.7077370490825467e-05,2.841733763997869e-06,3.4519779580577137e-07,1.8761107157806346e-05,0.00012802143564545835,4.4874515072907764e-05,5.886323520833035e-05,2.5925320434740247e-06,3.811679836439729e-05,1.688649449245872e-06,9.59480853327659e-05,2.2402841547634892e-05,3.06809083657625e-05,8.728021087417834e-05,2.092743505048116e-05,0.0001555599695648049,2.0157081931559353e-05,7.779318278286122e-06,0.0001815120428312777,0.00018401242017743936,1.9771374115932773e-05,8.579680868075094e-06,1.3323935838297443e-05,8.409649025761776e-06,0.0001144708675452579,1.8118633102740762e-06,4.942880915587574e-05,0.00039614216536897474,0.00035461139499221066,5.3611828889013456e-05,7.09645746965219e-05,1.6065905005268682e-05,2.425930276637493e-05,3.537017612569008e-05,0.00022571171878167144,3.3179096044490376e-05,4.600719213721627e-06,5.506826568545638e-05,3.966577211752038e-06,4.129008845887833e-05,8.167603387932427e-05,0.0006316778884313663,0.00022780436113869153,2.605489070098937e-05,2.8554384548496268e-05,0.003358410384185655,0.0010615730723193327,0.00019745600379175512,0.0004010005526939539,0.0002391708730679484,0.00024141585825651518,0.000262508374905682,1.0,0.0008559991936202018,0.00021739579091159975,0.0010143444661906917,0.002309511895480854,1.8951106114254037e-05,0.014750451236229698,0.0005659800634513354
MEC LV Pyramidal,0.06910679506395247,0.04752890340712373,0.0037941326935379254,0.04516455037147521,0.31714386086997237,0.4205409730500788,0.0793999181844049,0.16139199636866722,0.014321942159207585,0.05468193395030098,0.08084237697301605,0.061370574372453725,0.0009407434377614005,0.00030478987374617467,0.000723852984470901,0.001938467230633178,0.0023463840841341796,0.01198546777248988,0.00022656734699689614,0.01403574410837578,0.002132867634534157,0.0033542111688235877,0.010350418608031974,0.0019364621083303422,0.01713607714651955,0.007370974911118864,0.0005304285674511659,6.30215741342987e-05,0.004868606866368462,0.05087575879004999,0.01690825422636946,0.02528808957102889,0.000701461804709411,0.003455948500499964,0.00015085184283905712,0.005964342031355455,0.0029963901328374986,0.004151622649317225,0.01289045589511043,0.0026545058094453898,0.012630181925459602,0.006764839103044862,0.0027280160833341362,0.013107066997252264,0.0011701787048267426,0.0004886410243087468,0.0012160171640554786,0.001838311408586271,0.001211167383747622,0.010396939376194085,0.00024225581243295127,0.01478888337950766,0.03190071403896152,0.04032323942601965,0.005421324140407932,0.02285963887173204,0.005565537615006619,0.003570553933602405,0.004874843940847792,0.03161279945659746,0.004261315359620531,0.0006429318439601673,0.003863634845358654,0.0002779815239546206,0.0036837499870959072,0.007585972751380947,0.0037245455114677385,0.002525453022444849,0.0008311083546835457,0.001194433424270233,0.011278964676643207,0.004122989587348399,0.0020109891102860506,0.0023116132738000587,0.002697202891853734,0.0013195725608547767,0.0009815517854155538,0.005001160153760951,1.0,0.0012410498293629695,0.003456587315351518,0.008198135206110813,0.0006961882431039563,0.07791540888545,0.0050814954750042435
EC LV Deep Pyramidal,0.00017731976836357394,0.00013460042604224802,9.758620152011087e-06,0.00013117406945779104,0.0009085600020718722,0.0011923687496980847,0.00022303675988310403,0.0004553544306746218,4.1613921183695685e-05,0.00015476926344199705,0.00022863440739929607,0.00017541639522390402,2.6184332211878612e-06,8.33424448089615e-07,2.934526688112676e-06,5.711799524734995e-06,1.083720766275503e-05,3.7534035919382164e-05,8.337940007834281e-07,4.525195194015983e-05,7.211735476886179e-06,1.1586616437301378e-05,3.048269243822352e-05,5.619054374726985e-06,4.991444250869788e-05,2.1627010624496635e-05,1.920987861389161e-06,2.3017374278827906e-07,1.5852978995057425e-05,0.00015113317208155164,5.0680331958559825e-05,7.44810960167952e-05,2.3451354078439718e-06,1.7235806908208355e-05,7.587915368509614e-07,3.605752319548745e-05,1.2380711965864375e-05,1.722453789671926e-05,5.349745861660229e-05,1.111714888382463e-05,6.631826629046946e-05,2.1945310434801855e-05,8.752127914653869e-06,7.31254839664944e-05,4.071542323061448e-05,4.85895871797254e-06,4.86026720718731e-06,7.484475288234439e-06,4.826945970932585e-06,5.1789143992605364e-05,1.004530072012115e-06,4.902193020132933e-05,0.0001685456567512657,0.0001855816922744913,2.5919726974618487e-05,7.434046932679205e-05,1.7873443696754572e-05,1.4919402515528323e-05,1.9846228575783632e-05,0.0001272969091027374,1.83888994128299e-05,4.01942842848353e-05,3.09595311671929e-05,2.5834023728720478e-06,1.7467981981535268e-05,3.0973966596381064e-05,2.5942203602586515e-05,3.4408416455366435e-05,0.0015170938112364714,9.039324747067625e-05,0.00011975598728169655,3.443840771534164e-05,2.871256491789481e-05,7.984086520263955e-05,3.671191900770745e-05,0.0013525302603527498,0.00244055559844997,0.001273225278352597,0.0012766706948348552,1.0,0.0005486564478535175,0.004757562943939146,0.00449610826763462,0.0005372608259853506,3.203338542473239e-05
MEC LV Superficial Pyramidal,0.0001824974358896095,0.0001427835834283829,1.1092239912801803e-05,0.00014582256764193038,0.000998019068854304,0.0014769718651107067,0.0002599288601694424,0.0004776001983745704,4.6596373355487564e-05,0.00015525781015523352,0.00023342818037294324,0.00018862880049777422,1.0164042631164686e-05,3.3705604544082537e-06,7.072264148307477e-05,1.5469893630973562e-05,0.0003386643580749138,0.00030950141391225235,1.2006448564221233e-05,0.0004667994307310758,0.00010412784881091399,0.00017786638727044094,7.917565657550494e-05,6.071735039612332e-06,7.273769712063678e-05,5.148380452448959e-05,2.5510377654145164e-05,3.0907106472364146e-06,0.0001331026553114914,0.0004624737328968631,0.00018571531296905915,0.00016586134296251852,1.6580218166216664e-05,9.237979000262105e-05,3.872049263456858e-06,0.00019441330757743604,0.00016710059817802057,0.00023915816036430327,0.00024998491094340423,0.00016914611290784102,0.00032350632585651586,7.962589735974953e-05,2.92144913935376e-05,0.0003695867924189675,0.0002961211121654152,3.3702931128262395e-05,7.082306931373842e-05,0.00010374315318632719,6.74231954186796e-05,0.0002522204418187174,1.3166741633680684e-05,0.00024430058213175163,0.0008797665316624709,0.0010227718186841294,0.00012183488337728232,0.0003534567297247632,7.079802481845176e-05,6.875804616073078e-05,0.0002739684434045131,0.0018302357743110289,7.337410781097446e-05,1.425922830862203e-05,0.00043832512924612307,3.903836213992208e-05,0.000622215191280841,0.0011237829613084248,0.0009617392969548973,0.0004618785895897801,9.233187998656357e-05,0.00014609605941995292,0.00371197118874122,0.001456636488913816,0.0003631227659167172,0.0006120612695858688,0.00046269897921261566,0.0003303424429043307,0.00019853979066736537,0.0016236608307039061,0.0010475893872013168,0.0002270207307668376,1.0,0.0008039914408570103,2.7022993747681498e-05,0.023089991855163586,0.0009511870868109507
