edge_label,source_node,target_node,source_idx,target_idx,original_weight
CA1 Neurogliaform Projecting→CA1 Neurogliaform,CA1 Neurogliaform Projecting,CA1 Neurogliaform,37,36,-63.80739579
CA1 Neurogliaform Projecting→CA1 Oriens Alveus,CA1 Neurogliaform Projecting,CA1 Oriens Alveus,37,40,-30.71062941
CA1 Neurogliaform Projecting→CA1 Perforant Path Associated,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated,37,43,-26.90824773
CA1 Neurogliaform Projecting→CA1 Perforant Path Associated QuadD,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated QuadD,37,44,-54.343068
CA1 Neurogliaform Projecting→CA1 Schaffer Collateral Associated,CA1 Neurogliaform Projecting,CA1 Schaffer Collateral Associated,37,47,-63.75956616
CA1 Neurogliaform Projecting→CA1 Radial Trilaminar,CA1 Neurogliaform Projecting,CA1 Radial Trilaminar,37,50,-34.79683362
CA1 Recurrent O LM→CA1 Pyramidal,CA1 Recurrent O LM,CA1 Pyramidal,38,27,-176.7963513
CA1 Recurrent O LM→CA1 Radiatum Giant,CA1 Recurrent O LM,CA1 Radiatum Giant,38,28,-135.3720547
CA1 Recurrent O LM→CA1 Axo Axonic,CA1 Recurrent O LM,CA1 Axo Axonic,38,29,-133.1333652
CA1 Recurrent O LM→CA1 Horizontal Axo Axonic,CA1 Recurrent O LM,CA1 Horizontal Axo Axonic,38,30,-32.39290948
CA1 Recurrent O LM→CA1 Basket,CA1 Recurrent O LM,CA1 Basket,38,31,-130.0767926
CA1 Recurrent O LM→CA1 Basket CCK+,CA1 Recurrent O LM,CA1 Basket CCK+,38,32,-158.9363081
CA1 Recurrent O LM→CA1 Horizontal Basket,CA1 Recurrent O LM,CA1 Horizontal Basket,38,33,-112.316614
CA1 Recurrent O LM→CA1 Ivy,CA1 Recurrent O LM,CA1 Ivy,38,34,-37.8707612
CA1 Recurrent O LM→CA1 LMR,CA1 Recurrent O LM,CA1 LMR,38,35,-149.6685929
CA1 Recurrent O LM→CA1 Neurogliaform,CA1 Recurrent O LM,CA1 Neurogliaform,38,36,-173.2930446
CA1 Recurrent O LM→CA1 Neurogliaform Projecting,CA1 Recurrent O LM,CA1 Neurogliaform Projecting,38,37,-181.3731278
CA1 Recurrent O LM→CA1 O LMR,CA1 Recurrent O LM,CA1 O LMR,38,39,-51.93288551
CA1 Recurrent O LM→CA1 Oriens Alveus,CA1 Recurrent O LM,CA1 Oriens Alveus,38,40,-148.9304233
CA1 Recurrent O LM→CA1 Oriens Bistratified,CA1 Recurrent O LM,CA1 Oriens Bistratified,38,41,-33.3172035
CA1 Recurrent O LM→CA1 OR LM,CA1 Recurrent O LM,CA1 OR LM,38,42,-24.01259685
CA1 Recurrent O LM→CA1 Perforant Path Associated,CA1 Recurrent O LM,CA1 Perforant Path Associated,38,43,-75.22675808
CA1 Recurrent O LM→CA1 Perforant Path Associated QuadD,CA1 Recurrent O LM,CA1 Perforant Path Associated QuadD,38,44,-188.7743545
CA1 Recurrent O LM→CA1 Schaffer Collateral Associated,CA1 Recurrent O LM,CA1 Schaffer Collateral Associated,38,47,-153.1458371
CA1 Recurrent O LM→CA1 SO SO,CA1 Recurrent O LM,CA1 SO SO,38,48,-60.10022737
CA1 Recurrent O LM→CA1 Trilaminar,CA1 Recurrent O LM,CA1 Trilaminar,38,49,-66.647624
CA1 Recurrent O LM→CA1 Radial Trilaminar,CA1 Recurrent O LM,CA1 Radial Trilaminar,38,50,-165.0617562
CA1 O LMR→CA1 Pyramidal,CA1 O LMR,CA1 Pyramidal,39,27,-363.7497948
CA1 O LMR→CA1 Radiatum Giant,CA1 O LMR,CA1 Radiatum Giant,39,28,-550.760796
CA1 O LMR→CA1 Axo Axonic,CA1 O LMR,CA1 Axo Axonic,39,29,-269.238096
CA1 O LMR→CA1 Basket,CA1 O LMR,CA1 Basket,39,31,-254.4494014
CA1 O LMR→CA1 Basket CCK+,CA1 O LMR,CA1 Basket CCK+,39,32,-339.6557173
CA1 O LMR→CA1 Ivy,CA1 O LMR,CA1 Ivy,39,34,-90.99277263
CA1 O LMR→CA1 LMR,CA1 O LMR,CA1 LMR,39,35,-413.1850402
CA1 O LMR→CA1 Neurogliaform,CA1 O LMR,CA1 Neurogliaform,39,36,-227.7021322
CA1 O LMR→CA1 Neurogliaform Projecting,CA1 O LMR,CA1 Neurogliaform Projecting,39,37,-235.2231049
CA1 O LMR→CA1 Oriens Alveus,CA1 O LMR,CA1 Oriens Alveus,39,40,-288.6902196
CA1 O LMR→CA1 OR LM,CA1 O LMR,CA1 OR LM,39,42,-197.0286903
CA1 O LMR→CA1 Perforant Path Associated,CA1 O LMR,CA1 Perforant Path Associated,39,43,-269.7636303
CA1 O LMR→CA1 Perforant Path Associated QuadD,CA1 O LMR,CA1 Perforant Path Associated QuadD,39,44,-886.6163946
CA1 O LMR→CA1 Radiatum,CA1 O LMR,CA1 Radiatum,39,45,-199.1876696
CA1 O LMR→CA1 R Receiving Apical Targeting,CA1 O LMR,CA1 R Receiving Apical Targeting,39,46,-316.1295738
CA1 O LMR→CA1 Schaffer Collateral Associated,CA1 O LMR,CA1 Schaffer Collateral Associated,39,47,-786.8639431
CA1 O LMR→CA1 Radial Trilaminar,CA1 O LMR,CA1 Radial Trilaminar,39,50,-370.6145855
CA1 Oriens Alveus→CA2 Wide Arbor Basket,CA1 Oriens Alveus,CA2 Wide Arbor Basket,40,24,-66.54118426
CA1 Oriens Alveus→CA1 Pyramidal,CA1 Oriens Alveus,CA1 Pyramidal,40,27,-377.0064704
CA1 Oriens Alveus→CA1 Axo Axonic,CA1 Oriens Alveus,CA1 Axo Axonic,40,29,-297.6269224
CA1 Oriens Alveus→CA1 Horizontal Axo Axonic,CA1 Oriens Alveus,CA1 Horizontal Axo Axonic,40,30,-191.1229562
CA1 Oriens Alveus→CA1 Basket,CA1 Oriens Alveus,CA1 Basket,40,31,-346.2197249
CA1 Oriens Alveus→CA1 Basket CCK+,CA1 Oriens Alveus,CA1 Basket CCK+,40,32,-410.2988887
CA1 Oriens Alveus→CA1 Horizontal Basket,CA1 Oriens Alveus,CA1 Horizontal Basket,40,33,-827.7800344
CA1 Oriens Alveus→CA1 Ivy,CA1 Oriens Alveus,CA1 Ivy,40,34,-482.0486427
CA1 Oriens Alveus→CA1 Recurrent O LM,CA1 Oriens Alveus,CA1 Recurrent O LM,40,38,-329.9403088
CA1 Oriens Alveus→CA1 O LMR,CA1 Oriens Alveus,CA1 O LMR,40,39,-289.3599744
CA1 Oriens Alveus→CA1 Oriens Bistratified,CA1 Oriens Alveus,CA1 Oriens Bistratified,40,41,-204.9978544
CA1 Oriens Alveus→CA1 OR LM,CA1 Oriens Alveus,CA1 OR LM,40,42,-141.730215
CA1 Oriens Alveus→CA1 Perforant Path Associated QuadD,CA1 Oriens Alveus,CA1 Perforant Path Associated QuadD,40,44,-407.4760713
CA1 Oriens Alveus→CA1 SO SO,CA1 Oriens Alveus,CA1 SO SO,40,48,-401.6285628
CA1 Oriens Alveus→CA1 Trilaminar,CA1 Oriens Alveus,CA1 Trilaminar,40,49,-422.9570484
CA1 Oriens Alveus→CA1 Radial Trilaminar,CA1 Oriens Alveus,CA1 Radial Trilaminar,40,50,-440.7733165
CA1 Oriens Bistratified→CA1 Pyramidal,CA1 Oriens Bistratified,CA1 Pyramidal,41,27,-227.9112319
CA1 Oriens Bistratified→CA1 Radiatum Giant,CA1 Oriens Bistratified,CA1 Radiatum Giant,41,28,-189.7314381
CA1 Oriens Bistratified→CA1 Axo Axonic,CA1 Oriens Bistratified,CA1 Axo Axonic,41,29,-140.1064506
CA1 Oriens Bistratified→CA1 Horizontal Axo Axonic,CA1 Oriens Bistratified,CA1 Horizontal Axo Axonic,41,30,-35.1786164
CA1 Oriens Bistratified→CA1 Basket,CA1 Oriens Bistratified,CA1 Basket,41,31,-185.1820716
CA1 Oriens Bistratified→CA1 Basket CCK+,CA1 Oriens Bistratified,CA1 Basket CCK+,41,32,-189.0889747
CA1 Oriens Bistratified→CA1 Horizontal Basket,CA1 Oriens Bistratified,CA1 Horizontal Basket,41,33,-187.3989169
CA1 Oriens Bistratified→CA1 Ivy,CA1 Oriens Bistratified,CA1 Ivy,41,34,-138.1398737
CA1 Oriens Bistratified→CA1 LMR,CA1 Oriens Bistratified,CA1 LMR,41,35,-114.5641333
CA1 Oriens Bistratified→CA1 Recurrent O LM,CA1 Oriens Bistratified,CA1 Recurrent O LM,41,38,-118.9602084
CA1 Oriens Bistratified→CA1 O LMR,CA1 Oriens Bistratified,CA1 O LMR,41,39,-59.36646573
CA1 Oriens Bistratified→CA1 Oriens Alveus,CA1 Oriens Bistratified,CA1 Oriens Alveus,41,40,-171.5553634
CA1 Oriens Bistratified→CA1 OR LM,CA1 Oriens Bistratified,CA1 OR LM,41,42,-190.6166263
CA1 Oriens Bistratified→CA1 Perforant Path Associated,CA1 Oriens Bistratified,CA1 Perforant Path Associated,41,43,-82.23968589
CA1 Oriens Bistratified→CA1 Perforant Path Associated QuadD,CA1 Oriens Bistratified,CA1 Perforant Path Associated QuadD,41,44,-447.0003148
CA1 Oriens Bistratified→CA1 Radiatum,CA1 Oriens Bistratified,CA1 Radiatum,41,45,-128.3691444
CA1 Oriens Bistratified→CA1 R Receiving Apical Targeting,CA1 Oriens Bistratified,CA1 R Receiving Apical Targeting,41,46,-220.5113778
CA1 Oriens Bistratified→CA1 Schaffer Collateral Associated,CA1 Oriens Bistratified,CA1 Schaffer Collateral Associated,41,47,-294.7570287
CA1 Oriens Bistratified→CA1 SO SO,CA1 Oriens Bistratified,CA1 SO SO,41,48,-131.2496287
CA1 Oriens Bistratified→CA1 Trilaminar,CA1 Oriens Bistratified,CA1 Trilaminar,41,49,-143.1136506
CA1 Oriens Bistratified→CA1 Radial Trilaminar,CA1 Oriens Bistratified,CA1 Radial Trilaminar,41,50,-195.3106546
CA1 OR LM→CA1 Pyramidal,CA1 OR LM,CA1 Pyramidal,42,27,-228.0095751
CA1 OR LM→CA1 Radiatum Giant,CA1 OR LM,CA1 Radiatum Giant,42,28,-325.7455203
CA1 OR LM→CA1 Axo Axonic,CA1 OR LM,CA1 Axo Axonic,42,29,-200.4504151
CA1 OR LM→CA1 Basket,CA1 OR LM,CA1 Basket,42,31,-146.4235324
CA1 OR LM→CA1 Basket CCK+,CA1 OR LM,CA1 Basket CCK+,42,32,-226.1537969
CA1 OR LM→CA1 LMR,CA1 OR LM,CA1 LMR,42,35,-304.4610634
CA1 OR LM→CA1 Neurogliaform,CA1 OR LM,CA1 Neurogliaform,42,36,-354.9286484
CA1 OR LM→CA1 Neurogliaform Projecting,CA1 OR LM,CA1 Neurogliaform Projecting,42,37,-390.1575252
CA1 OR LM→CA1 Oriens Alveus,CA1 OR LM,CA1 Oriens Alveus,42,40,-197.3118682
CA1 OR LM→CA1 Perforant Path Associated,CA1 OR LM,CA1 Perforant Path Associated,42,43,-188.815701
CA1 OR LM→CA1 Perforant Path Associated QuadD,CA1 OR LM,CA1 Perforant Path Associated QuadD,42,44,-382.3909762
CA1 OR LM→CA1 Schaffer Collateral Associated,CA1 OR LM,CA1 Schaffer Collateral Associated,42,47,-365.3103987
CA1 OR LM→CA1 Radial Trilaminar,CA1 OR LM,CA1 Radial Trilaminar,42,50,-242.8571163
CA1 Perforant Path Associated→DG Granule,CA1 Perforant Path Associated,DG Granule,43,0,-410.1623955
CA1 Perforant Path Associated→DG Semilunar Granule,CA1 Perforant Path Associated,DG Semilunar Granule,43,1,-425.6154274
CA1 Perforant Path Associated→DG AIPRIM,CA1 Perforant Path Associated,DG AIPRIM,43,3,-173.0032605
CA1 Perforant Path Associated→DG Axo Axonic,CA1 Perforant Path Associated,DG Axo Axonic,43,4,-321.1879151
CA1 Perforant Path Associated→DG Basket,CA1 Perforant Path Associated,DG Basket,43,5,-302.9150239
CA1 Perforant Path Associated→DG HICAP,CA1 Perforant Path Associated,DG HICAP,43,6,-187.3308473
CA1 Perforant Path Associated→DG MOLAX,CA1 Perforant Path Associated,DG MOLAX,43,9,-235.4898376
CA1 Perforant Path Associated→DG MOPP,CA1 Perforant Path Associated,DG MOPP,43,10,-476.0878666
CA1 Perforant Path Associated→DG Neurogliaform,CA1 Perforant Path Associated,DG Neurogliaform,43,11,-300.6638341
CA1 Perforant Path Associated→DG Total Molecular Layer,CA1 Perforant Path Associated,DG Total Molecular Layer,43,12,-165.0215454
CA1 Perforant Path Associated→CA1 Pyramidal,CA1 Perforant Path Associated,CA1 Pyramidal,43,27,-685.5232628
CA1 Perforant Path Associated→CA1 Radiatum Giant,CA1 Perforant Path Associated,CA1 Radiatum Giant,43,28,-860.1806414
CA1 Perforant Path Associated→CA1 Axo Axonic,CA1 Perforant Path Associated,CA1 Axo Axonic,43,29,-603.8136113
CA1 Perforant Path Associated→CA1 Basket,CA1 Perforant Path Associated,CA1 Basket,43,31,-497.7785786
CA1 Perforant Path Associated→CA1 Basket CCK+,CA1 Perforant Path Associated,CA1 Basket CCK+,43,32,-685.0015288
CA1 Perforant Path Associated→CA1 LMR,CA1 Perforant Path Associated,CA1 LMR,43,35,-946.6298508
CA1 Perforant Path Associated→CA1 Neurogliaform,CA1 Perforant Path Associated,CA1 Neurogliaform,43,36,-1230.775373
CA1 Perforant Path Associated→CA1 Neurogliaform Projecting,CA1 Perforant Path Associated,CA1 Neurogliaform Projecting,43,37,-1228.24523
CA1 Perforant Path Associated→CA1 Oriens Alveus,CA1 Perforant Path Associated,CA1 Oriens Alveus,43,40,-608.0269932
CA1 Perforant Path Associated→CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated,CA1 Perforant Path Associated QuadD,43,44,-801.9042632
CA1 Perforant Path Associated→CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated,CA1 Schaffer Collateral Associated,43,47,-948.2328836
CA1 Perforant Path Associated→CA1 Radial Trilaminar,CA1 Perforant Path Associated,CA1 Radial Trilaminar,43,50,-553.411284
CA1 Perforant Path Associated QuadD→CA1 Pyramidal,CA1 Perforant Path Associated QuadD,CA1 Pyramidal,44,27,-41.5473279
CA1 Perforant Path Associated QuadD→CA1 Radiatum Giant,CA1 Perforant Path Associated QuadD,CA1 Radiatum Giant,44,28,-51.98031024
CA1 Perforant Path Associated QuadD→CA1 Axo Axonic,CA1 Perforant Path Associated QuadD,CA1 Axo Axonic,44,29,-34.88648646
CA1 Perforant Path Associated QuadD→CA1 Basket,CA1 Perforant Path Associated QuadD,CA1 Basket,44,31,-29.97886329
CA1 Perforant Path Associated QuadD→CA1 Basket CCK+,CA1 Perforant Path Associated QuadD,CA1 Basket CCK+,44,32,-39.87046042
CA1 Perforant Path Associated QuadD→CA1 LMR,CA1 Perforant Path Associated QuadD,CA1 LMR,44,35,-57.32426433
CA1 Perforant Path Associated QuadD→CA1 Neurogliaform,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform,44,36,-69.668196
CA1 Perforant Path Associated QuadD→CA1 Neurogliaform Projecting,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform Projecting,44,37,-71.90973046
CA1 Perforant Path Associated QuadD→CA1 Oriens Alveus,CA1 Perforant Path Associated QuadD,CA1 Oriens Alveus,44,40,-36.75600001
CA1 Perforant Path Associated QuadD→CA1 Perforant Path Associated,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated,44,43,-28.47840173
CA1 Perforant Path Associated QuadD→CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated QuadD,CA1 Schaffer Collateral Associated,44,47,-56.07772036
CA1 Perforant Path Associated QuadD→CA1 Radial Trilaminar,CA1 Perforant Path Associated QuadD,CA1 Radial Trilaminar,44,50,-35.02076964
CA1 Radiatum→CA1 Pyramidal,CA1 Radiatum,CA1 Pyramidal,45,27,-53.54274288
CA1 Radiatum→CA1 Radiatum Giant,CA1 Radiatum,CA1 Radiatum Giant,45,28,-92.04617872
CA1 Radiatum→CA1 Axo Axonic,CA1 Radiatum,CA1 Axo Axonic,45,29,-46.49493507
CA1 Radiatum→CA1 Basket,CA1 Radiatum,CA1 Basket,45,31,-55.40466012
CA1 Radiatum→CA1 Basket CCK+,CA1 Radiatum,CA1 Basket CCK+,45,32,-60.22073793
CA1 Radiatum→CA1 Ivy,CA1 Radiatum,CA1 Ivy,45,34,-49.41774056
CA1 Radiatum→CA1 LMR,CA1 Radiatum,CA1 LMR,45,35,-79.28456652
CA1 Radiatum→CA1 Oriens Alveus,CA1 Radiatum,CA1 Oriens Alveus,45,40,-55.27097398
CA1 Radiatum→CA1 OR LM,CA1 Radiatum,CA1 OR LM,45,42,-52.51985281
CA1 Radiatum→CA1 Perforant Path Associated,CA1 Radiatum,CA1 Perforant Path Associated,45,43,-44.05437391
CA1 Radiatum→CA1 Perforant Path Associated QuadD,CA1 Radiatum,CA1 Perforant Path Associated QuadD,45,44,-127.6348814
CA1 Radiatum→CA1 R Receiving Apical Targeting,CA1 Radiatum,CA1 R Receiving Apical Targeting,45,46,-95.85726641
CA1 Radiatum→CA1 Schaffer Collateral Associated,CA1 Radiatum,CA1 Schaffer Collateral Associated,45,47,-187.914491
CA1 Radiatum→CA1 Radial Trilaminar,CA1 Radiatum,CA1 Radial Trilaminar,45,50,-65.74362196
CA1 R Receiving Apical Targeting→CA1 Pyramidal,CA1 R Receiving Apical Targeting,CA1 Pyramidal,46,27,-404.5567742
CA1 R Receiving Apical Targeting→CA1 Radiatum Giant,CA1 R Receiving Apical Targeting,CA1 Radiatum Giant,46,28,-501.1680042
CA1 R Receiving Apical Targeting→CA1 Axo Axonic,CA1 R Receiving Apical Targeting,CA1 Axo Axonic,46,29,-287.6613762
CA1 R Receiving Apical Targeting→CA1 Basket,CA1 R Receiving Apical Targeting,CA1 Basket,46,31,-293.7216113
CA1 R Receiving Apical Targeting→CA1 Basket CCK+,CA1 R Receiving Apical Targeting,CA1 Basket CCK+,46,32,-346.6326679
CA1 R Receiving Apical Targeting→CA1 Ivy,CA1 R Receiving Apical Targeting,CA1 Ivy,46,34,-158.8387052
CA1 R Receiving Apical Targeting→CA1 LMR,CA1 R Receiving Apical Targeting,CA1 LMR,46,35,-514.5635425
CA1 R Receiving Apical Targeting→CA1 Neurogliaform,CA1 R Receiving Apical Targeting,CA1 Neurogliaform,46,36,-196.082512
CA1 R Receiving Apical Targeting→CA1 Neurogliaform Projecting,CA1 R Receiving Apical Targeting,CA1 Neurogliaform Projecting,46,37,-182.1592344
CA1 R Receiving Apical Targeting→CA1 Oriens Alveus,CA1 R Receiving Apical Targeting,CA1 Oriens Alveus,46,40,-335.3059984
CA1 R Receiving Apical Targeting→CA1 OR LM,CA1 R Receiving Apical Targeting,CA1 OR LM,46,42,-162.5291355
CA1 R Receiving Apical Targeting→CA1 Perforant Path Associated,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated,46,43,-258.7916192
CA1 R Receiving Apical Targeting→CA1 Perforant Path Associated QuadD,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated QuadD,46,44,-533.8510166
CA1 R Receiving Apical Targeting→CA1 Radiatum,CA1 R Receiving Apical Targeting,CA1 Radiatum,46,45,-205.6718949
CA1 R Receiving Apical Targeting→CA1 Schaffer Collateral Associated,CA1 R Receiving Apical Targeting,CA1 Schaffer Collateral Associated,46,47,-776.8062131
CA1 R Receiving Apical Targeting→CA1 Radial Trilaminar,CA1 R Receiving Apical Targeting,CA1 Radial Trilaminar,46,50,-334.4196654
CA1 Schaffer Collateral Associated→CA2 Wide Arbor Basket,CA1 Schaffer Collateral Associated,CA2 Wide Arbor Basket,47,24,-443.1285121
CA1 Schaffer Collateral Associated→CA1 Pyramidal,CA1 Schaffer Collateral Associated,CA1 Pyramidal,47,27,-3894.845751
CA1 Schaffer Collateral Associated→CA1 Radiatum Giant,CA1 Schaffer Collateral Associated,CA1 Radiatum Giant,47,28,-2068.5043
CA1 Schaffer Collateral Associated→CA1 Axo Axonic,CA1 Schaffer Collateral Associated,CA1 Axo Axonic,47,29,-3486.26687
CA1 Schaffer Collateral Associated→CA1 Horizontal Axo Axonic,CA1 Schaffer Collateral Associated,CA1 Horizontal Axo Axonic,47,30,-479.3159851
CA1 Schaffer Collateral Associated→CA1 Basket,CA1 Schaffer Collateral Associated,CA1 Basket,47,31,-3955.520413
CA1 Schaffer Collateral Associated→CA1 Basket CCK+,CA1 Schaffer Collateral Associated,CA1 Basket CCK+,47,32,-3862.545739
CA1 Schaffer Collateral Associated→CA1 Horizontal Basket,CA1 Schaffer Collateral Associated,CA1 Horizontal Basket,47,33,-1716.658943
CA1 Schaffer Collateral Associated→CA1 Ivy,CA1 Schaffer Collateral Associated,CA1 Ivy,47,34,-4047.230123
CA1 Schaffer Collateral Associated→CA1 LMR,CA1 Schaffer Collateral Associated,CA1 LMR,47,35,-1804.848703
CA1 Schaffer Collateral Associated→CA1 Recurrent O LM,CA1 Schaffer Collateral Associated,CA1 Recurrent O LM,47,38,-1019.818307
CA1 Schaffer Collateral Associated→CA1 O LMR,CA1 Schaffer Collateral Associated,CA1 O LMR,47,39,-976.7291701
CA1 Schaffer Collateral Associated→CA1 Oriens Alveus,CA1 Schaffer Collateral Associated,CA1 Oriens Alveus,47,40,-3289.104325
CA1 Schaffer Collateral Associated→CA1 Oriens Bistratified,CA1 Schaffer Collateral Associated,CA1 Oriens Bistratified,47,41,-374.4270097
CA1 Schaffer Collateral Associated→CA1 OR LM,CA1 Schaffer Collateral Associated,CA1 OR LM,47,42,-1902.307207
CA1 Schaffer Collateral Associated→CA1 Perforant Path Associated,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated,47,43,-1034.149921
CA1 Schaffer Collateral Associated→CA1 Perforant Path Associated QuadD,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated QuadD,47,44,-6078.856652
CA1 Schaffer Collateral Associated→CA1 Radiatum,CA1 Schaffer Collateral Associated,CA1 Radiatum,47,45,-1808.216101
CA1 Schaffer Collateral Associated→CA1 R Receiving Apical Targeting,CA1 Schaffer Collateral Associated,CA1 R Receiving Apical Targeting,47,46,-2754.728517
CA1 Schaffer Collateral Associated→CA1 SO SO,CA1 Schaffer Collateral Associated,CA1 SO SO,47,48,-1163.67254
CA1 Schaffer Collateral Associated→CA1 Trilaminar,CA1 Schaffer Collateral Associated,CA1 Trilaminar,47,49,-1235.632097
CA1 Schaffer Collateral Associated→CA1 Radial Trilaminar,CA1 Schaffer Collateral Associated,CA1 Radial Trilaminar,47,50,-4850.984727
CA1 SO SO→CA1 Pyramidal,CA1 SO SO,CA1 Pyramidal,48,27,-346.5687588
CA1 SO SO→CA1 Axo Axonic,CA1 SO SO,CA1 Axo Axonic,48,29,-243.0433345
CA1 SO SO→CA1 Horizontal Axo Axonic,CA1 SO SO,CA1 Horizontal Axo Axonic,48,30,-264.0743927
CA1 SO SO→CA1 Basket,CA1 SO SO,CA1 Basket,48,31,-266.0782447
CA1 SO SO→CA1 Basket CCK+,CA1 SO SO,CA1 Basket CCK+,48,32,-281.1392181
CA1 SO SO→CA1 Horizontal Basket,CA1 SO SO,CA1 Horizontal Basket,48,33,-672.6813269
CA1 SO SO→CA1 Ivy,CA1 SO SO,CA1 Ivy,48,34,-319.1981693
CA1 SO SO→CA1 Recurrent O LM,CA1 SO SO,CA1 Recurrent O LM,48,38,-314.7203896
CA1 SO SO→CA1 O LMR,CA1 SO SO,CA1 O LMR,48,39,-433.5533275
CA1 SO SO→CA1 Oriens Alveus,CA1 SO SO,CA1 Oriens Alveus,48,40,-258.669745
CA1 SO SO→CA1 Oriens Bistratified,CA1 SO SO,CA1 Oriens Bistratified,48,41,-271.3138717
CA1 SO SO→CA1 OR LM,CA1 SO SO,CA1 OR LM,48,42,-189.2637037
CA1 SO SO→CA1 Perforant Path Associated QuadD,CA1 SO SO,CA1 Perforant Path Associated QuadD,48,44,-285.2076875
CA1 SO SO→CA1 Trilaminar,CA1 SO SO,CA1 Trilaminar,48,49,-478.4402722
CA1 SO SO→CA1 Radial Trilaminar,CA1 SO SO,CA1 Radial Trilaminar,48,50,-300.1673762
CA1 Trilaminar→CA2 Wide Arbor Basket,CA1 Trilaminar,CA2 Wide Arbor Basket,49,24,-289.6362162
CA1 Trilaminar→CA1 Pyramidal,CA1 Trilaminar,CA1 Pyramidal,49,27,-1386.795538
CA1 Trilaminar→CA1 Radiatum Giant,CA1 Trilaminar,CA1 Radiatum Giant,49,28,-438.2087403
CA1 Trilaminar→CA1 Axo Axonic,CA1 Trilaminar,CA1 Axo Axonic,49,29,-1090.943252
CA1 Trilaminar→CA1 Horizontal Axo Axonic,CA1 Trilaminar,CA1 Horizontal Axo Axonic,49,30,-287.4419315
CA1 Trilaminar→CA1 Basket,CA1 Trilaminar,CA1 Basket,49,31,-1154.230815
CA1 Trilaminar→CA1 Basket CCK+,CA1 Trilaminar,CA1 Basket CCK+,49,32,-1398.383515
CA1 Trilaminar→CA1 Horizontal Basket,CA1 Trilaminar,CA1 Horizontal Basket,49,33,-938.1924893
CA1 Trilaminar→CA1 Ivy,CA1 Trilaminar,CA1 Ivy,49,34,-1522.398754
CA1 Trilaminar→CA1 LMR,CA1 Trilaminar,CA1 LMR,49,35,-386.5629212
CA1 Trilaminar→CA1 Recurrent O LM,CA1 Trilaminar,CA1 Recurrent O LM,49,38,-332.4078516
CA1 Trilaminar→CA1 O LMR,CA1 Trilaminar,CA1 O LMR,49,39,-387.8934971
CA1 Trilaminar→CA1 Oriens Alveus,CA1 Trilaminar,CA1 Oriens Alveus,49,40,-1232.649303
CA1 Trilaminar→CA1 Oriens Bistratified,CA1 Trilaminar,CA1 Oriens Bistratified,49,41,-292.2285021
CA1 Trilaminar→CA1 OR LM,CA1 Trilaminar,CA1 OR LM,49,42,-450.7104248
CA1 Trilaminar→CA1 Perforant Path Associated,CA1 Trilaminar,CA1 Perforant Path Associated,49,43,-208.1400153
CA1 Trilaminar→CA1 Perforant Path Associated QuadD,CA1 Trilaminar,CA1 Perforant Path Associated QuadD,49,44,-1795.454016
CA1 Trilaminar→CA1 Radiatum,CA1 Trilaminar,CA1 Radiatum,49,45,-333.3007612
CA1 Trilaminar→CA1 R Receiving Apical Targeting,CA1 Trilaminar,CA1 R Receiving Apical Targeting,49,46,-449.8235353
CA1 Trilaminar→CA1 Schaffer Collateral Associated,CA1 Trilaminar,CA1 Schaffer Collateral Associated,49,47,-744.1385414
CA1 Trilaminar→CA1 SO SO,CA1 Trilaminar,CA1 SO SO,49,48,-419.2093893
CA1 Trilaminar→CA1 Radial Trilaminar,CA1 Trilaminar,CA1 Radial Trilaminar,49,50,-1561.780224
CA1 Radial Trilaminar→CA2 Wide Arbor Basket,CA1 Radial Trilaminar,CA2 Wide Arbor Basket,50,24,-10.85107795
CA1 Radial Trilaminar→CA1 Pyramidal,CA1 Radial Trilaminar,CA1 Pyramidal,50,27,-165.9451447
CA1 Radial Trilaminar→CA1 Radiatum Giant,CA1 Radial Trilaminar,CA1 Radiatum Giant,50,28,-67.97182818
CA1 Radial Trilaminar→CA1 Axo Axonic,CA1 Radial Trilaminar,CA1 Axo Axonic,50,29,-112.8749017
CA1 Radial Trilaminar→CA1 Horizontal Axo Axonic,CA1 Radial Trilaminar,CA1 Horizontal Axo Axonic,50,30,-35.48995634
CA1 Radial Trilaminar→CA1 Basket,CA1 Radial Trilaminar,CA1 Basket,50,31,-129.842552
CA1 Radial Trilaminar→CA1 Basket CCK+,CA1 Radial Trilaminar,CA1 Basket CCK+,50,32,-151.4109639
CA1 Radial Trilaminar→CA1 Horizontal Basket,CA1 Radial Trilaminar,CA1 Horizontal Basket,50,33,-109.6984926
CA1 Radial Trilaminar→CA1 Ivy,CA1 Radial Trilaminar,CA1 Ivy,50,34,-154.6752381
