triad_id,motif,rees_superpattern,rees_superpattern_name,node_a,node_b,node_c,node_ei_signature,edge_ei_signature,region_signature,region_count,within_region,nonself_edge_count,self_edge_count,edge_count,nonself_total_weight,nonself_total_abs_weight,self_total_weight,self_total_abs_weight,total_weight,total_abs_weight,mean_abs_weight,spectral_radius,max_real,edge_1_pre,edge_1_post,edge_1_pre_class,edge_1_post_class,edge_1_pre_region,edge_1_post_region,edge_1_weight,edge_1_abs_weight,edge_1_edge_type,edge_2_pre,edge_2_post,edge_2_pre_class,edge_2_post_class,edge_2_pre_region,edge_2_post_region,edge_2_weight,edge_2_abs_weight,edge_2_edge_type,edge_3_pre,edge_3_post,edge_3_pre_class,edge_3_post_class,edge_3_pre_region,edge_3_post_region,edge_3_weight,edge_3_abs_weight,edge_3_edge_type,edge_4_pre,edge_4_post,edge_4_pre_class,edge_4_post_class,edge_4_pre_region,edge_4_post_region,edge_4_weight,edge_4_abs_weight,edge_4_edge_type,edge_5_pre,edge_5_post,edge_5_pre_class,edge_5_post_class,edge_5_pre_region,edge_5_post_region,edge_5_weight,edge_5_abs_weight,edge_5_edge_type
T051578,021C,B,three-node chain,CA1 Pyramidal,CA2 Pyramidal,MEC LV VI Pyramidal Polymorphic,3E-0I,E->E + E->E,CA1-CA2-MEC,3,False,2,3,5,19097.207991516894,19097.207991516894,6292.953892165011,6292.953892165011,25390.161883681903,25390.161883681903,5078.032376736382,2793.7555172355333,2793.7555172355333,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,CA1,MEC,13564.64480225756,13564.64480225756,between_nodes,CA2 Pyramidal,CA1 Pyramidal,e,e,CA2,CA1,5532.563189259333,5532.563189259333,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Pyramidal,CA2 Pyramidal,e,e,CA2,CA2,2163.138288508038,2163.138288508038,self,MEC LV VI Pyramidal Polymorphic,MEC LV VI Pyramidal Polymorphic,e,e,MEC,MEC,1336.06008642144,1336.06008642144,self
T051591,021D,C,single input module,CA1 Pyramidal,CA2 SP SR,CA3 Pyramidal,2E-1I,E->E + E->I,CA1-CA2-CA3,3,False,2,3,5,18639.890578954033,18639.890578954033,6069.4422333928715,6074.9703324725315,24709.332812346907,24714.860911426564,4942.972182285313,3278.450765697168,3278.450765697168,CA3 Pyramidal,CA1 Pyramidal,e,e,CA3,CA1,11063.052901714414,11063.052901714414,between_nodes,CA3 Pyramidal,CA2 SP SR,e,i,CA3,CA2,7576.83767723962,7576.83767723962,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 SP SR,CA2 SP SR,i,i,CA2,CA2,-2.7640495398297604,2.7640495398297604,self,CA3 Pyramidal,CA3 Pyramidal,e,e,CA3,CA3,3278.450765697168,3278.450765697168,self
T051594,021D,C,single input module,CA1 Pyramidal,CA2 SP SR,CA3c Pyramidal,2E-1I,E->E + E->I,CA1-CA2-CA3c,3,False,2,3,5,102946.30705458584,102946.30705458584,3430.8555372418446,3436.3836363215037,106377.16259182768,106382.69069090734,21276.538138181466,2793.7555172355333,2793.7555172355333,CA3c Pyramidal,CA1 Pyramidal,e,e,CA3c,CA1,85609.60976338176,85609.60976338176,between_nodes,CA3c Pyramidal,CA2 SP SR,e,i,CA3c,CA2,17336.697291204084,17336.697291204084,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 SP SR,CA2 SP SR,i,i,CA2,CA2,-2.7640495398297604,2.7640495398297604,self,CA3c Pyramidal,CA3c Pyramidal,e,e,CA3c,CA3c,639.8640695461409,639.8640695461409,self
T051633,021D,C,single input module,CA1 Pyramidal,CA2 Wide Arbor Basket,CA3 Axo Axonic,1E-2I,I->E + I->I,CA1-CA2-CA3,3,False,2,2,4,-718.3716148715404,718.3716148715404,2476.9986224734807,3110.512411997586,1758.6270076019405,3828.884026869126,957.2210067172815,2793.7555172355333,2793.7555172355333,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA2 Wide Arbor Basket,CA3 Axo Axonic,i,i,CA2,CA3,-521.1771700681137,521.1771700681137,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,,,,,,,,,
T051634,021D,C,single input module,CA1 Pyramidal,CA2 Wide Arbor Basket,CA3 Basket,1E-2I,I->E + I->I,CA1-CA2-CA3,3,False,2,3,5,-1330.1403264933706,1330.1403264933706,788.8484001265758,4798.6626343444905,-541.2919263667947,6128.802960837861,1225.7605921675722,2793.7555172355333,2793.7555172355333,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA2 Wide Arbor Basket,CA3 Basket,i,i,CA2,CA3,-1132.945881689944,1132.945881689944,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,CA3 Basket,CA3 Basket,i,i,CA3,CA3,-1688.150222346905,1688.150222346905,self
T051635,021D,C,single input module,CA1 Pyramidal,CA2 Wide Arbor Basket,CA3 Basket CCK+,1E-2I,I->E + I->I,CA1-CA2-CA3,3,False,2,3,5,-775.92263080382,775.92263080382,1187.3488913071512,4400.162143163915,411.4262605033314,5176.084773967736,1035.216954793547,2793.7555172355333,2793.7555172355333,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA2 Wide Arbor Basket,CA3 Basket CCK+,i,i,CA2,CA3,-578.7281860003933,578.7281860003933,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,CA3 Basket CCK+,CA3 Basket CCK+,i,i,CA3,CA3,-1289.6497311663295,1289.6497311663295,self
T051639,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,CA3 Lucidum ORAX,1E-2I,I->E + I->I,CA1-CA2-CA3,3,False,2,3,5,-197.2469703785496,197.2469703785496,2475.8035604414085,3111.707474029658,2278.556590062859,3308.9544444082076,661.7908888816415,2793.7555172355333,2793.7555172355333,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA3 Lucidum ORAX,CA2 Wide Arbor Basket,i,i,CA3,CA2,-0.0525255751229608,0.0525255751229608,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,CA3 Lucidum ORAX,CA3 Lucidum ORAX,i,i,CA3,CA3,-1.19506203207234,1.19506203207234,self
T051640,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,CA3 Mossy Fiber Associated,1E-2I,I->E + I->I,CA1-CA2-CA3,3,False,2,3,5,-202.16363830453136,202.16363830453136,2435.3371968712872,3152.1738375997793,2233.1735585667557,3354.337475904311,670.8674951808623,2793.7555172355333,2793.7555172355333,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA3 Mossy Fiber Associated,CA2 Wide Arbor Basket,i,i,CA3,CA2,-4.969193501104719,4.969193501104719,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated,i,i,CA3,CA3,-41.66142560219374,41.66142560219374,self
T051650,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,DG Granule,2E-1I,I->E + E->I,CA1-CA2-DG,3,False,2,2,4,14818.384326365029,15212.773215971882,2476.9986224734807,3110.512411997586,17295.38294883851,18323.285627969468,4580.821406992367,2793.7555172355333,2793.7555172355333,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,DG Granule,CA2 Wide Arbor Basket,e,i,DG,CA2,15015.578771168455,15015.578771168455,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,,,,,,,,,
T051653,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,DG HIPROM,1E-2I,I->E + I->I,CA1-CA2-DG,3,False,2,3,5,-197.24107764227344,197.24107764227344,2476.2123268239293,3111.2987076471372,2278.971249181656,3308.5397852894107,661.7079570578821,2793.7555172355333,2793.7555172355333,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,DG HIPROM,CA2 Wide Arbor Basket,i,i,DG,CA2,-0.0466328388467819,0.0466328388467819,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,DG HIPROM,DG HIPROM,i,i,DG,DG,-0.7862956495514265,0.7862956495514265,self
T051664,021U,A,simple regulation,CA1 Pyramidal,CA2 Wide Arbor Basket,EC LIII Pyramidal,2E-1I,I->E + E->E,CA1-CA2-EC,3,False,2,3,5,202.62375008364157,597.0126396904949,2494.543685606216,3128.057475130321,2697.1674356898575,3725.070114820816,745.0140229641631,2793.7555172355333,2793.7555172355333,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,EC LIII Pyramidal,CA1 Pyramidal,e,e,EC,CA1,399.8181948870682,399.8181948870682,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,EC LIII Pyramidal,EC LIII Pyramidal,e,e,EC,EC,17.545063132735347,17.545063132735347,self
T051665,021U,A,simple regulation,CA1 Pyramidal,CA2 Wide Arbor Basket,EC LIII Pyramidal Stellate,2E-1I,I->E + E->E,CA1-CA2-EC,3,False,2,3,5,5154.299665836302,5548.688555443155,2837.181685410748,3470.695474934853,7991.481351247049,9019.384030378007,1803.8768060756017,2793.7555172355333,2793.7555172355333,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,EC LIII Pyramidal Stellate,CA1 Pyramidal,e,e,EC,CA1,5351.494110639728,5351.494110639728,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,EC LIII Pyramidal Stellate,EC LIII Pyramidal Stellate,e,e,EC,EC,360.1830629372671,360.1830629372671,self
T051667,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,EC LIII V Bipolar Pyramidal,2E-1I,E->E + I->E,CA1-CA2-EC,3,False,2,3,5,5462.564815002178,5856.953704609031,2948.8238163416772,3582.3376058657823,8411.388631343854,9439.291310474813,1887.858262094963,2793.7555172355333,2793.7555172355333,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,e,e,CA1,EC,5659.759259805604,5659.759259805604,between_nodes,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,EC LIII V Bipolar Pyramidal,EC LIII V Bipolar Pyramidal,e,e,EC,EC,471.82519386819655,471.82519386819655,self
T051668,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,EC LIV VI Deep Multipolar Principal,2E-1I,E->E + I->E,CA1-CA2-EC,3,False,2,3,5,5184.806823279477,5579.19571288633,4446.3427562262,5079.8565457503055,9631.149579505678,10659.052258636635,2131.8104517273273,2793.7555172355333,2793.7555172355333,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,CA1,EC,5382.001268082903,5382.001268082903,between_nodes,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,EC LIV VI Deep Multipolar Principal,EC LIV VI Deep Multipolar Principal,e,e,EC,EC,1969.34413375272,1969.34413375272,self
T051669,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,EC LV Deep Pyramidal,2E-1I,E->E + I->E,CA1-CA2-EC,3,False,2,3,5,6730.682158911463,7125.071048518316,2875.1768247737627,3508.6906142978673,9605.858983685226,10633.761662816183,2126.752332563237,2793.7555172355333,2793.7555172355333,CA1 Pyramidal,EC LV Deep Pyramidal,e,e,CA1,EC,6927.87660371489,6927.87660371489,between_nodes,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,EC LV Deep Pyramidal,EC LV Deep Pyramidal,e,e,EC,EC,398.1782023002817,398.1782023002817,self
T051671,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,LEC LIII Multipolar Principal,2E-1I,E->E + I->E,CA1-CA2-LEC,3,False,2,3,5,2807.7120943351624,3202.1009839420153,2973.408207291781,3606.921996815886,5781.120301626943,6809.022980757902,1361.8045961515802,2793.7555172355333,2793.7555172355333,CA1 Pyramidal,LEC LIII Multipolar Principal,e,e,CA1,LEC,3004.906539138589,3004.906539138589,between_nodes,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,LEC LIII Multipolar Principal,LEC LIII Multipolar Principal,e,e,LEC,LEC,496.4095848183002,496.4095848183002,self
T051672,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,LEC LVI Multipolar Pyramidal,2E-1I,E->E + I->E,CA1-CA2-LEC,3,False,2,3,5,10371.814825291469,10766.203714898322,2689.666180118771,3323.1799696428757,13061.48100541024,14089.383684541197,2817.8767369082398,2793.7555172355333,2793.7555172355333,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,e,e,CA1,LEC,10569.009270094895,10569.009270094895,between_nodes,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,LEC LVI Multipolar Pyramidal,LEC LVI Multipolar Pyramidal,e,e,LEC,LEC,212.6675576452901,212.6675576452901,self
T051675,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,MEC LII Stellate,2E-1I,I->E + E->I,CA1-CA2-MEC,3,False,2,2,4,6582.11883406223,6976.507723669083,2476.9986224734807,3110.512411997586,9059.11745653571,10087.02013566667,2521.7550339166673,2793.7555172355333,2793.7555172355333,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,,,,,,,,,
T051680,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,MEC LV Multipolar Pyramidal,2E-1I,E->E + I->E,CA1-CA2-MEC,3,False,2,3,5,3653.9933718590137,4048.3822614658666,2678.7856032269437,3312.299392751049,6332.778975085957,7360.681654216915,1472.1363308433831,2793.7555172355333,2793.7555172355333,CA1 Pyramidal,MEC LV Multipolar Pyramidal,e,e,CA1,MEC,3851.18781666244,3851.18781666244,between_nodes,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,MEC LV Multipolar Pyramidal,MEC LV Multipolar Pyramidal,e,e,MEC,MEC,201.78698075346315,201.78698075346315,self
T051681,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,MEC LV Pyramidal,2E-1I,E->E + I->E,CA1-CA2-MEC,3,False,2,3,5,3227.1662484714257,3621.5551380782786,3042.243349980894,3675.757139504999,6269.409598452319,7297.312277583278,1459.4624555166552,2793.7555172355333,2793.7555172355333,CA1 Pyramidal,MEC LV Pyramidal,e,e,CA1,MEC,3424.360693274852,3424.360693274852,between_nodes,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,MEC LV Pyramidal,MEC LV Pyramidal,e,e,MEC,MEC,565.2447275074132,565.2447275074132,self
T051682,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,MEC LV Superficial Pyramidal,2E-1I,E->E + I->E,CA1-CA2-MEC,3,False,2,3,5,1119.067417240845,1513.4563068476984,2581.142110120943,3214.655899645048,3700.209527361788,4728.112206492747,945.6224412985491,2793.7555172355333,2793.7555172355333,CA1 Pyramidal,MEC LV Superficial Pyramidal,e,e,CA1,MEC,1316.2618620442718,1316.2618620442718,between_nodes,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,e,e,MEC,MEC,104.14348764746217,104.14348764746217,self
T051683,021C,B,three-node chain,CA1 Pyramidal,CA2 Wide Arbor Basket,MEC LV VI Pyramidal Polymorphic,2E-1I,E->E + I->E,CA1-CA2-MEC,3,False,2,3,5,13367.450357454134,13761.839247060987,3813.058708894921,4446.572498419026,17180.509066349056,18208.411745480014,3641.6823490960023,2793.7555172355333,2793.7555172355333,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,CA1,MEC,13564.64480225756,13564.64480225756,between_nodes,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,CA2,CA1,-197.19444480342665,197.19444480342665,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,CA2,CA2,-316.75689476205247,316.75689476205247,self,MEC LV VI Pyramidal Polymorphic,MEC LV VI Pyramidal Polymorphic,e,e,MEC,MEC,1336.06008642144,1336.06008642144,self
T051696,021D,C,single input module,CA1 Pyramidal,CA3 Axo Axonic,CA3 Trilaminar,1E-2I,I->E + I->I,CA1-CA3,2,False,2,2,4,-148.7508195665947,148.7508195665947,2782.773583564486,2804.7374509065803,2634.0227639978916,2953.488270473175,738.3720676182937,2793.7555172355333,2793.7555172355333,CA3 Trilaminar,CA1 Pyramidal,i,e,CA3,CA1,-28.152750677951808,28.152750677951808,between_nodes,CA3 Trilaminar,CA3 Axo Axonic,i,i,CA3,CA3,-120.59806888864291,120.59806888864291,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA3 Trilaminar,CA3 Trilaminar,i,i,CA3,CA3,-10.98193367104684,10.98193367104684,self,,,,,,,,,
T051746,021D,C,single input module,CA1 Pyramidal,CA3 Basket,CA3 Trilaminar,1E-2I,I->E + I->I,CA1-CA3,2,False,2,3,5,-297.31063369816843,297.31063369816843,1094.6233612175815,4492.887673253485,797.3127275194131,4790.198306951654,958.0396613903307,2793.7555172355333,2793.7555172355333,CA3 Trilaminar,CA1 Pyramidal,i,e,CA3,CA1,-28.152750677951808,28.152750677951808,between_nodes,CA3 Trilaminar,CA3 Basket,i,i,CA3,CA3,-269.1578830202166,269.1578830202166,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA3 Basket,CA3 Basket,i,i,CA3,CA3,-1688.150222346905,1688.150222346905,self,CA3 Trilaminar,CA3 Trilaminar,i,i,CA3,CA3,-10.98193367104684,10.98193367104684,self
T051795,021D,C,single input module,CA1 Pyramidal,CA3 Basket CCK+,CA3 Trilaminar,1E-2I,I->E + I->I,CA1-CA3,2,False,2,3,5,-122.9204431708886,122.9204431708886,1493.123852398157,4094.3871820729096,1370.2034092272684,4217.307625243799,843.4615250487598,2793.7555172355333,2793.7555172355333,CA3 Trilaminar,CA1 Pyramidal,i,e,CA3,CA1,-28.152750677951808,28.152750677951808,between_nodes,CA3 Trilaminar,CA3 Basket CCK+,i,i,CA3,CA3,-94.7676924929368,94.7676924929368,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA3 Basket CCK+,CA3 Basket CCK+,i,i,CA3,CA3,-1289.6497311663295,1289.6497311663295,self,CA3 Trilaminar,CA3 Trilaminar,i,i,CA3,CA3,-10.98193367104684,10.98193367104684,self
T051843,021D,C,single input module,CA1 Pyramidal,CA3 Granule,CA3 Trilaminar,2E-1I,I->E + I->E,CA1-CA3,2,False,2,2,4,-43.02107962304408,43.02107962304408,2782.773583564486,2804.7374509065803,2739.7525039414422,2847.7585305296243,711.9396326324061,2793.7555172355333,2793.7555172355333,CA3 Trilaminar,CA1 Pyramidal,i,e,CA3,CA1,-28.152750677951808,28.152750677951808,between_nodes,CA3 Trilaminar,CA3 Granule,i,e,CA3,CA3,-14.868328945092273,14.868328945092273,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA3 Trilaminar,CA3 Trilaminar,i,i,CA3,CA3,-10.98193367104684,10.98193367104684,self,,,,,,,,,
T051890,021D,C,single input module,CA1 Pyramidal,CA3 Horizontal Axo Axonic,CA3 Trilaminar,1E-2I,I->E + I->I,CA1-CA3,2,False,2,2,4,-89.62462964763188,89.62462964763188,2782.773583564486,2804.7374509065803,2693.1489539168547,2894.362080554212,723.5905201385531,2793.7555172355333,2793.7555172355333,CA3 Trilaminar,CA1 Pyramidal,i,e,CA3,CA1,-28.152750677951808,28.152750677951808,between_nodes,CA3 Trilaminar,CA3 Horizontal Axo Axonic,i,i,CA3,CA3,-61.47187896968008,61.47187896968008,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA3 Trilaminar,CA3 Trilaminar,i,i,CA3,CA3,-10.98193367104684,10.98193367104684,self,,,,,,,,,
T051936,021D,C,single input module,CA1 Pyramidal,CA3 LMR Targeting,CA3 Trilaminar,1E-2I,I->E + I->I,CA1-CA3,2,False,2,3,5,-55.49203444440189,55.49203444440189,2453.023500414859,3134.4875340562076,2397.531465970457,3189.9795685006097,637.995913700122,2793.7555172355333,2793.7555172355333,CA3 Trilaminar,CA1 Pyramidal,i,e,CA3,CA1,-28.152750677951808,28.152750677951808,between_nodes,CA3 Trilaminar,CA3 LMR Targeting,i,i,CA3,CA3,-27.33928376645008,27.33928376645008,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA3 LMR Targeting,CA3 LMR Targeting,i,i,CA3,CA3,-329.7500831496275,329.7500831496275,self,CA3 Trilaminar,CA3 Trilaminar,i,i,CA3,CA3,-10.98193367104684,10.98193367104684,self
T052025,021D,C,single input module,CA1 Pyramidal,CA3 Mossy Fiber Associated,CA3 Trilaminar,1E-2I,I->E + I->I,CA1-CA3,2,False,2,3,5,-164.55732475379148,164.55732475379148,2741.1121579622927,2846.398876508774,2576.5548332085013,3010.956201262565,602.1912402525131,2793.7555172355333,2793.7555172355333,CA3 Trilaminar,CA1 Pyramidal,i,e,CA3,CA1,-28.152750677951808,28.152750677951808,between_nodes,CA3 Trilaminar,CA3 Mossy Fiber Associated,i,i,CA3,CA3,-136.40457407583966,136.40457407583966,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated,i,i,CA3,CA3,-41.66142560219374,41.66142560219374,self,CA3 Trilaminar,CA3 Trilaminar,i,i,CA3,CA3,-10.98193367104684,10.98193367104684,self
T052068,021D,C,single input module,CA1 Pyramidal,CA3 Mossy Fiber Associated ORDEN,CA3 Trilaminar,1E-2I,I->E + I->I,CA1-CA3,2,False,2,3,5,-305.01109391374035,305.01109391374035,2766.4231017637157,2821.087932707351,2461.4120078499755,3126.099026621091,625.2198053242182,2793.7555172355333,2793.7555172355333,CA3 Trilaminar,CA1 Pyramidal,i,e,CA3,CA1,-28.152750677951808,28.152750677951808,between_nodes,CA3 Trilaminar,CA3 Mossy Fiber Associated ORDEN,i,i,CA3,CA3,-276.85834323578854,276.85834323578854,between_nodes,CA1 Pyramidal,CA1 Pyramidal,e,e,CA1,CA1,2793.7555172355333,2793.7555172355333,self,CA3 Mossy Fiber Associated ORDEN,CA3 Mossy Fiber Associated ORDEN,i,i,CA3,CA3,-16.350481800770595,16.350481800770595,self,CA3 Trilaminar,CA3 Trilaminar,i,i,CA3,CA3,-10.98193367104684,10.98193367104684,self
