seed_mode,eigenvalue,timestep,loading_rank,cell_type,initial_mode_loading,signal_real,signal_imag,signal_magnitude
0,(0.9499999999999992+0j),4,1,MEC LIII Superficial Multipolar Interneuron (I),(0.6703921326931578+4.6266314297536504e-05j),0.5460385820294045,3.7684202159807714e-05,0.5460385833297696
0,(0.9499999999999992+0j),4,2,CA1 Trilaminar (I),(0.4927893978156722+3.4009273155162734e-05j),0.4013800444546,2.770076554283717e-05,0.4013800454104677
0,(0.9499999999999992+0j),4,3,CA1 Perforant Path Associated QuadD (I),(0.2874237007986318+1.983620425897386e-05j),0.23410840069861477,1.6156712345210775e-05,0.2341084012561329
0,(0.9499999999999992+0j),4,4,CA1 Perforant Path Associated (I),(0.22740329471565918+1.56939674446114e-05j),0.18522140481649574,1.2782834570932472e-05,0.1852214052575918
0,(0.9499999999999992+0j),4,5,DG Axo Axonic (I),(0.19408939572586037+1.3394848397753649e-05j),0.158087025877436,1.0910187737772796e-05,0.1580870262539128
0,(0.9499999999999992+0j),5,1,MEC LIII Superficial Multipolar Interneuron (I),(0.6703921326931578+4.6266314297536504e-05j),0.5187366529279338,3.5799992051817296e-05,0.5187366541632806
0,(0.9499999999999992+0j),5,2,CA1 Trilaminar (I),(0.4927893978156722+3.4009273155162734e-05j),0.3813110422318696,2.631572726569529e-05,0.38131104313994385
0,(0.9499999999999992+0j),5,3,CA1 Perforant Path Associated QuadD (I),(0.2874237007986318+1.983620425897386e-05j),0.22240298066368383,1.534887672795022e-05,0.22240298119332602
0,(0.9499999999999992+0j),5,4,CA1 Perforant Path Associated (I),(0.22740329471565918+1.56939674446114e-05j),0.17596033457567078,1.2143692842385837e-05,0.17596033499471203
0,(0.9499999999999992+0j),5,5,DG Axo Axonic (I),(0.19408939572586037+1.3394848397753649e-05j),0.15018267458356407,1.0364678350884146e-05,0.15018267494121704
1,(0.37005968990180027-1.1102230246251565e-16j),0,1,MEC LIII Superficial Multipolar Interneuron (I),(-0.0423008971015395+0.6401166362415929j),-0.0423008971015395,0.6401166362415929,0.6415128010327206
1,(0.37005968990180027-1.1102230246251565e-16j),0,2,CA1 Perforant Path Associated QuadD (I),(0.02264346793318874-0.34265137430642434j),0.02264346793318874,-0.34265137430642434,0.34339873464257653
1,(0.37005968990180027-1.1102230246251565e-16j),0,3,DG AIPRIM (I),(0.019340307986635573-0.29266643831605693j),0.019340307986635573,-0.29266643831605693,0.29330477600888855
1,(0.37005968990180027-1.1102230246251565e-16j),0,4,CA1 Perforant Path Associated (I),(0.017694531247822567-0.26776178753466007j),0.017694531247822567,-0.26776178753466007,0.2683458054448339
1,(0.37005968990180027-1.1102230246251565e-16j),0,5,DG Axo Axonic (I),(0.01656617333046582-0.2506869564075283j),0.01656617333046582,-0.2506869564075283,0.251233732232925
1,(0.37005968990180027-1.1102230246251565e-16j),1,1,MEC LIII Superficial Multipolar Interneuron (I),(-0.0423008971015395+0.6401166362415929j),-0.0392020378902716,0.5932232729698516,0.5945171581778051
1,(0.37005968990180027-1.1102230246251565e-16j),1,2,CA1 Perforant Path Associated QuadD (I),(0.02264346793318874-0.34265137430642434j),-0.0017166046075446188,0.025976450676698903,0.026033108172817444
1,(0.37005968990180027-1.1102230246251565e-16j),1,3,DG AIPRIM (I),(0.019340307986635573-0.29266643831605693j),0.002318871088633544,-0.035090224152243485,0.03516675979075116
1,(0.37005968990180027-1.1102230246251565e-16j),1,4,CA1 Perforant Path Associated (I),(0.017694531247822567-0.26776178753466007j),-0.0014397309648861503,0.02178667133520973,0.02183419046174374
1,(0.37005968990180027-1.1102230246251565e-16j),1,5,DG Axo Axonic (I),(0.01656617333046582-0.2506869564075283j),-0.0006871073773021558,0.010397624949647036,0.010420303313314136
1,(0.37005968990180027-1.1102230246251565e-16j),2,1,MEC LIII Superficial Multipolar Interneuron (I),(-0.0423008971015395+0.6401166362415929j),-0.03687786596018505,0.5580528340459932,0.5592700086581992
1,(0.37005968990180027-1.1102230246251565e-16j),2,2,CA1 Perforant Path Associated QuadD (I),(0.02264346793318874-0.34265137430642434j),-0.010226483531493628,0.15475185367928046,0.15508938449356663
1,(0.37005968990180027-1.1102230246251565e-16j),2,3,DG AIPRIM (I),(0.019340307986635573-0.29266643831605693j),-0.0037381667071488102,0.056567658424513924,0.05669103870950785
1,(0.37005968990180027-1.1102230246251565e-16j),2,4,CA1 Perforant Path Associated (I),(0.017694531247822567-0.26776178753466007j),-0.008121161920250185,0.12289315846624596,0.12316120196208206
1,(0.37005968990180027-1.1102230246251565e-16j),2,5,DG Axo Axonic (I),(0.01656617333046582-0.2506869564075283j),-0.006730972068665762,0.10185616604981249,0.10207832555129485
1,(0.37005968990180027-1.1102230246251565e-16j),3,1,MEC LIII Superficial Multipolar Interneuron (I),(-0.0423008971015395+0.6401166362415929j),-0.034899245017709114,0.5281114316437076,0.52926330076397
1,(0.37005968990180027-1.1102230246251565e-16j),3,2,CA1 Perforant Path Associated QuadD (I),(0.02264346793318874-0.34265137430642434j),-0.012896084819054958,0.19514948856153946,0.19557513106090635
1,(0.37005968990180027-1.1102230246251565e-16j),3,3,DG AIPRIM (I),(0.019340307986635573-0.29266643831605693j),-0.005749817864422959,0.08700888923328043,0.08719866519094946
1,(0.37005968990180027-1.1102230246251565e-16j),3,4,CA1 Perforant Path Associated (I),(0.017694531247822567-0.26776178753466007j),-0.010214271411400348,0.1545670542596202,0.1549041820060457
1,(0.37005968990180027-1.1102230246251565e-16j),3,5,DG Axo Axonic (I),(0.01656617333046582-0.2506869564075283j),-0.0086437276958756,0.13080086419894912,0.13108615527076986
1,(0.37005968990180027-1.1102230246251565e-16j),4,1,MEC LIII Superficial Multipolar Interneuron (I),(-0.0423008971015395+0.6401166362415929j),-0.0331044254964911,0.5009513969091012,0.5020440270062304
1,(0.37005968990180027-1.1102230246251565e-16j),4,2,CA1 Perforant Path Associated QuadD (I),(0.02264346793318874-0.34265137430642434j),-0.013428412868961112,0.20320492151997144,0.20364813380465102
1,(0.37005968990180027-1.1102230246251565e-16j),4,3,DG AIPRIM (I),(0.019340307986635573-0.29266643831605693j),-0.0062759252152757095,0.09497018771168997,0.09517732813701676
1,(0.37005968990180027-1.1102230246251565e-16j),4,4,CA1 Perforant Path Associated (I),(0.017694531247822567-0.26776178753466007j),-0.010628399023148372,0.16083382380757066,0.16118462006767256
1,(0.37005968990180027-1.1102230246251565e-16j),4,5,DG Axo Axonic (I),(0.01656617333046582-0.2506869564075283j),-0.009043918137168414,0.1368567300715213,0.13715522965290478
1,(0.37005968990180027-1.1102230246251565e-16j),5,1,MEC LIII Superficial Multipolar Interneuron (I),(-0.0423008971015395+0.6401166362415929j),-0.031430754055667906,0.4756246306634186,0.4766620202976332
1,(0.37005968990180027-1.1102230246251565e-16j),5,2,CA1 Perforant Path Associated QuadD (I),(0.02264346793318874-0.34265137430642434j),-0.013192601436041689,0.19963651442767372,0.20007194362399
1,(0.37005968990180027-1.1102230246251565e-16j),5,3,DG AIPRIM (I),(0.019340307986635573-0.29266643831605693j),-0.006263208868418557,0.0947777581006597,0.0949844788158392
1,(0.37005968990180027-1.1102230246251565e-16j),5,4,CA1 Perforant Path Associated (I),(0.017694531247822567-0.26776178753466007j),-0.010439225513127974,0.15797116322121013,0.15831571570370442
1,(0.37005968990180027-1.1102230246251565e-16j),5,5,DG Axo Axonic (I),(0.01656617333046582-0.2506869564075283j),-0.008899751340453038,0.13467513177705362,0.13496887305259928
2,(0.028285916622448098-0.3099216246023409j),0,1,DG AIPRIM (I),(-0.11806762506498943-0.5071700819141457j),-0.11806762506498943,-0.5071700819141457,0.5207316545758364
2,(0.028285916622448098-0.3099216246023409j),0,2,DG Axo Axonic (I),(-0.09263850406582289-0.45486910782468826j),-0.09263850406582289,-0.45486910782468826,0.4642066325342426
2,(0.028285916622448098-0.3099216246023409j),0,3,CA1 Trilaminar (I),(-0.1785797209070694+0.426993840849006j),-0.1785797209070694,0.426993840849006,0.46283307665100276
2,(0.028285916622448098-0.3099216246023409j),0,4,DG HICAP (I),(-0.10073641809295253-0.20545189694879323j),-0.10073641809295253,-0.20545189694879323,0.22881937830973953
2,(0.028285916622448098-0.3099216246023409j),0,5,CA1 Perforant Path Associated QuadD (I),(0.16812303490145628+0.14282546172779437j),0.16812303490145628,0.14282546172779437,0.22060024338661538
2,(0.028285916622448098-0.3099216246023409j),1,1,DG AIPRIM (I),(-0.11806762506498943-0.5071700819141457j),-0.20709833070954536,-0.03452893744615308,0.20995705776143977
2,(0.028285916622448098-0.3099216246023409j),1,2,DG Axo Axonic (I),(-0.09263850406582289-0.45486910782468826j),-0.18507364789280079,-0.052755557388105265,0.1924458468756291
2,(0.028285916622448098-0.3099216246023409j),1,3,CA1 Trilaminar (I),(-0.1785797209070694+0.426993840849006j),0.09185646020413388,-0.07375320759355734,0.1178012941846226
2,(0.028285916622448098-0.3099216246023409j),1,4,DG HICAP (I),(-0.10073641809295253-0.20545189694879323j),-0.08059099599534611,0.0049777764168697815,0.0807445781063858
2,(0.028285916622448098-0.3099216246023409j),1,5,CA1 Perforant Path Associated QuadD (I),(0.16812303490145628+0.14282546172779437j),-0.008136831858611089,-0.14763769928412193,0.1478617539548484
2,(0.028285916622448098-0.3099216246023409j),2,1,DG AIPRIM (I),(-0.11806762506498943-0.5071700819141457j),-0.024524021576400705,0.026401463660482342,0.03603421870521876
2,(0.028285916622448098-0.3099216246023409j),2,2,DG Axo Axonic (I),(-0.09263850406582289-0.45486910782468826j),-0.023871048369923147,0.008221639927745078,0.025247223874729326
2,(0.028285916622448098-0.3099216246023409j),2,3,CA1 Trilaminar (I),(-0.1785797209070694+0.426993840849006j),-0.00020049566748494424,-0.13931202868362702,0.1393121729586485
2,(0.028285916622448098-0.3099216246023409j),2,4,DG HICAP (I),(-0.10073641809295253-0.20545189694879323j),-0.0022675061540617953,0.011295064432383775,0.011520419466773296
2,(0.028285916622448098-0.3099216246023409j),2,5,CA1 Perforant Path Associated QuadD (I),(0.16812303490145628+0.14282546172779437j),-0.047791665511719886,-0.07146422621095436,0.08597196589769582
2,(0.028285916622448098-0.3099216246023409j),3,1,DG AIPRIM (I),(-0.11806762506498943-0.5071700819141457j),0.013348701488393814,-0.02027935238292442,0.024278384717626285
2,(0.028285916622448098-0.3099216246023409j),3,2,DG Axo Axonic (I),(-0.09263850406582289-0.45486910782468826j),0.013437615992962367,-0.031146067486947312,0.03392118870965159
2,(0.028285916622448098-0.3099216246023409j),3,3,CA1 Trilaminar (I),(-0.1785797209070694+0.426993840849006j),-0.0042478834144185585,-0.09781322217597205,0.09790541836869174
2,(0.028285916622448098-0.3099216246023409j),3,4,DG HICAP (I),(-0.10073641809295253-0.20545189694879323j),0.006361469693947,-0.010041721492260928,0.011887155555268095
2,(0.028285916622448098-0.3099216246023409j),3,5,CA1 Perforant Path Associated QuadD (I),(0.16812303490145628+0.14282546172779437j),-0.005789423075201593,-0.044357601735707554,0.04473381552346416
2,(0.028285916622448098-0.3099216246023409j),4,1,DG AIPRIM (I),(-0.11806762506498943-0.5071700819141457j),0.004628197771530002,-0.02956014700367388,0.02992026914135642
2,(0.028285916622448098-0.3099216246023409j),4,2,DG Axo Axonic (I),(-0.09263850406582289-0.45486910782468826j),0.006797089986721443,-0.03948354004620607,0.040064327859929805
2,(0.028285916622448098-0.3099216246023409j),4,3,CA1 Trilaminar (I),(-0.1785797209070694+0.426993840849006j),0.013908218522739858,-0.08721531236633505,0.08831732136808544
2,(0.028285916622448098-0.3099216246023409j),4,4,DG HICAP (I),(-0.10073641809295253-0.20545189694879323j),0.0014671044612872498,-0.012001248587661174,0.012090589860017925
2,(0.028285916622448098-0.3099216246023409j),4,5,CA1 Perforant Path Associated QuadD (I),(0.16812303490145628+0.14282546172779437j),0.010102762279446455,-0.050356837508187514,0.05136026566813111
2,(0.028285916622448098-0.3099216246023409j),5,1,DG AIPRIM (I),(-0.11806762506498943-0.5071700819141457j),0.0028171182179621288,-0.02500940899436023,0.025167572256798238
2,(0.028285916622448098-0.3099216246023409j),5,2,DG Axo Axonic (I),(-0.09263850406582289-0.45486910782468826j),0.0051029286394798,-0.03505128960215381,0.035420795918128085
2,(0.028285916622448098-0.3099216246023409j),5,3,CA1 Trilaminar (I),(-0.1785797209070694+0.426993840849006j),0.018211279380564434,-0.08696905052893031,0.08885531186474226
2,(0.028285916622448098-0.3099216246023409j),5,4,DG HICAP (I),(-0.10073641809295253-0.20545189694879323j),0.0011010935669174774,-0.009769386420007449,0.009831241939171927
2,(0.028285916622448098-0.3099216246023409j),5,5,CA1 Perforant Path Associated QuadD (I),(0.16812303490145628+0.14282546172779437j),0.010152554904701024,-0.051651045556067726,0.05263938523698726
3,(0.028285916622447234+0.3099216246023407j),0,1,CA1 Trilaminar (I),(0.5201449099438863+0.26618678457239986j),0.5201449099438863,0.26618678457239986,0.5842996933265726
3,(0.028285916622447234+0.3099216246023407j),0,2,CA1 Perforant Path Associated QuadD (I),(-0.36769118891642255-0.0011175804677029941j),-0.36769118891642255,-0.0011175804677029941,0.36769288732973077
3,(0.028285916622447234+0.3099216246023407j),0,3,CA1 Perforant Path Associated (I),(-0.2927074339112515-0.025173617626012185j),-0.2927074339112515,-0.025173617626012185,0.2937879386416167
3,(0.028285916622447234+0.3099216246023407j),0,4,DG AIPRIM (I),(0.16711122122008618-0.18552837853384485j),0.16711122122008618,-0.18552837853384485,0.24969369134815203
3,(0.028285916622447234+0.3099216246023407j),0,5,DG Axo Axonic (I),(0.11837082652657031-0.17164009025003915j),0.11837082652657031,-0.17164009025003915,0.20849933609876312
3,(0.028285916622447234+0.3099216246023407j),1,1,CA1 Trilaminar (I),(0.5201449099438863+0.26618678457239986j),-0.23488217109741089,-0.07011741085852549,0.2451246327991878
3,(0.028285916622447234+0.3099216246023407j),1,2,CA1 Perforant Path Associated QuadD (I),(-0.36769118891642255-0.0011175804677029941j),-0.013716006904968374,-0.06438685711639602,0.0658315746032581
3,(0.028285916622447234+0.3099216246023407j),1,3,CA1 Perforant Path Associated (I),(-0.2927074339112515-0.025173617626012185j),0.030304177407743656,-0.044069502551020226,0.05348330789558906
3,(0.028285916622447234+0.3099216246023407j),1,4,DG AIPRIM (I),(0.16711122122008618-0.18552837853384485j),0.4845958384999986,0.06612989521661217,0.48908720054084104
3,(0.028285916622447234+0.3099216246023407j),1,5,DG Axo Axonic (I),(0.11837082652657031-0.17164009025003915j),0.42815597561886415,0.04906917570307526,0.43095860991784424
3,(0.028285916622447234+0.3099216246023407j),2,1,CA1 Trilaminar (I),(0.5201449099438863+0.26618678457239986j),-0.03071847685947201,-0.06371448718437414,0.07073302409577646
3,(0.028285916622447234+0.3099216246023407j),2,2,CA1 Perforant Path Associated QuadD (I),(-0.36769118891642255-0.0011175804677029941j),0.09761100797381712,-0.013815473150291663,0.09858385352597565
3,(0.028285916622447234+0.3099216246023407j),2,3,CA1 Perforant Path Associated (I),(-0.2927074339112515-0.025173617626012185j),0.07913536741240723,-0.008319397486283313,0.07957146944748138
3,(0.028285916622447234+0.3099216246023407j),2,4,DG AIPRIM (I),(0.16711122122008618-0.18552837853384485j),0.0642119859048679,0.021793045915423612,0.0678094092594731
3,(0.028285916622447234+0.3099216246023407j),2,5,DG Axo Axonic (I),(0.11837082652657031-0.17164009025003915j),0.05858882250044712,0.013209776116328245,0.060059539683820544
3,(0.028285916622447234+0.3099216246023407j),3,1,CA1 Trilaminar (I),(0.5201449099438863+0.26618678457239986j),-0.011804243341231284,-0.0431099317179494,0.04469682733243225
3,(0.028285916622447234+0.3099216246023407j),3,2,CA1 Perforant Path Associated QuadD (I),(-0.36769118891642255-0.0011175804677029941j),0.0038303253833323245,-0.01802158197915585,0.018424136603207075
3,(0.028285916622447234+0.3099216246023407j),3,3,CA1 Perforant Path Associated (I),(-0.2927074339112515-0.025173617626012185j),-0.0010677190775399883,-0.014824277292817406,0.01486267880574981
3,(0.028285916622447234+0.3099216246023407j),3,4,DG AIPRIM (I),(0.16711122122008618-0.18552837853384485j),-0.036274407841247115,-0.014567932148350029,0.03909037363996487
3,(0.028285916622447234+0.3099216246023407j),3,5,DG Axo Axonic (I),(0.11837082652657031-0.17164009025003915j),-0.03891908402605636,-0.01957920267061827,0.043566504090234055
3,(0.028285916622447234+0.3099216246023407j),4,1,CA1 Trilaminar (I),(0.5201449099438863+0.26618678457239986j),-0.05259300073150461,-0.04544065278480524,0.06950450813762567
3,(0.028285916622447234+0.3099216246023407j),4,2,CA1 Perforant Path Associated QuadD (I),(-0.36769118891642255-0.0011175804677029941j),-0.035292977561856,-0.027056723357696558,0.04447089547149455
3,(0.028285916622447234+0.3099216246023407j),4,3,CA1 Perforant Path Associated (I),(-0.2927074339112515-0.025173617626012185j),-0.028421077145149385,-0.021709411443133195,0.03576389480045169
3,(0.028285916622447234+0.3099216246023407j),4,4,DG AIPRIM (I),(0.16711122122008618-0.18552837853384485j),-0.01762163757545404,-0.01536740579694651,0.023381173447213445
3,(0.028285916622447234+0.3099216246023407j),4,5,DG Axo Axonic (I),(0.11837082652657031-0.17164009025003915j),-0.024999741208079327,-0.02076968268387796,0.032501796554343265
3,(0.028285916622447234+0.3099216246023407j),5,1,CA1 Trilaminar (I),(0.5201449099438863+0.26618678457239986j),-0.06276737382204796,-0.047030451682996126,0.07843217835826916
3,(0.028285916622447234+0.3099216246023407j),5,2,CA1 Perforant Path Associated QuadD (I),(-0.36769118891642255-0.0011175804677029941j),-0.035701150234274504,-0.02766906874994211,0.045168014053523116
3,(0.028285916622447234+0.3099216246023407j),5,3,CA1 Perforant Path Associated (I),(-0.2927074339112515-0.025173617626012185j),-0.027907363068544532,-0.02186005960165144,0.03544972664531162
3,(0.028285916622447234+0.3099216246023407j),5,4,DG AIPRIM (I),(0.16711122122008618-0.18552837853384485j),-0.012297208269437037,-0.012566950774187019,0.017582650055743883
3,(0.028285916622447234+0.3099216246023407j),5,5,DG Axo Axonic (I),(0.11837082652657031-0.17164009025003915j),-0.019979789521732638,-0.018069745881917492,0.026938962592679985
4,(-0.31028634658103277-2.395079655221962e-16j),0,1,DG HICAP (I),(-0.33116810888294346+0.09801181380631202j),-0.33116810888294346,0.09801181380631202,0.34536738697611313
4,(-0.31028634658103277-2.395079655221962e-16j),0,2,DG Granule (E),(-0.3059860015095936+0.09055897051336191j),-0.3059860015095936,0.09055897051336191,0.3191055628789147
4,(-0.31028634658103277-2.395079655221962e-16j),0,3,DG AIPRIM (I),(0.29783786629313935-0.08814746563024486j),0.29783786629313935,-0.08814746563024486,0.3106080654057218
4,(-0.31028634658103277-2.395079655221962e-16j),0,4,CA1 Perforant Path Associated QuadD (I),(0.2875052430179619-0.08508944427669952j),0.2875052430179619,-0.08508944427669952,0.2998324170101273
4,(-0.31028634658103277-2.395079655221962e-16j),0,5,CA1 Basket (I),(-0.2654762513059462+0.0785697904329114j),-0.2654762513059462,0.0785697904329114,0.27685890264921864
4,(-0.31028634658103277-2.395079655221962e-16j),1,1,DG HICAP (I),(-0.33116810888294346+0.09801181380631202j),-0.9714370433234448,0.2875044548701574,1.0130887131496347
4,(-0.31028634658103277-2.395079655221962e-16j),1,2,DG Granule (E),(-0.3059860015095936+0.09055897051336191j),0.012107165704873857,-0.0035832111817497743,0.012626276718743742
4,(-0.31028634658103277-2.395079655221962e-16j),1,3,DG AIPRIM (I),(0.29783786629313935-0.08814746563024486j),-2.4508422692801317,0.7253460998269908,2.5559254279858035
4,(-0.31028634658103277-2.395079655221962e-16j),1,4,CA1 Perforant Path Associated QuadD (I),(0.2875052430179619-0.08508944427669952j),0.6491820307923128,-0.19213054222835746,0.6770165835196315
4,(-0.31028634658103277-2.395079655221962e-16j),1,5,CA1 Basket (I),(-0.2654762513059462+0.0785697904329114j),0.2556981476633046,-0.0756758835382093,0.26666154966123956
4,(-0.31028634658103277-2.395079655221962e-16j),2,1,DG HICAP (I),(-0.33116810888294346+0.09801181380631202j),0.10467752848920776,-0.030980140166865122,0.10916571831563017
4,(-0.31028634658103277-2.395079655221962e-16j),2,2,DG Granule (E),(-0.3059860015095936+0.09055897051336191j),0.009805873085527016,-0.002902125480345411,0.010226313083078045
4,(-0.31028634658103277-2.395079655221962e-16j),2,3,DG AIPRIM (I),(0.29783786629313935-0.08814746563024486j),0.0625192988963135,-0.018503079609313737,0.06519989792565008
4,(-0.31028634658103277-2.395079655221962e-16j),2,4,CA1 Perforant Path Associated QuadD (I),(0.2875052430179619-0.08508944427669952j),-0.6895113614486135,0.2040663257207684,0.7190750884712217
4,(-0.31028634658103277-2.395079655221962e-16j),2,5,CA1 Basket (I),(-0.2654762513059462+0.0785697904329114j),-0.26071294198154377,0.0771600514692761,0.27189136003082764
4,(-0.31028634658103277-2.395079655221962e-16j),3,1,DG HICAP (I),(-0.33116810888294346+0.09801181380631202j),0.031046601380667442,-0.00918848654873448,0.032377766172889934
4,(-0.31028634658103277-2.395079655221962e-16j),3,2,DG Granule (E),(-0.3059860015095936+0.09055897051336191j),0.0035717710750328467,-0.0010570938208565683,0.003724915563946979
4,(-0.31028634658103277-2.395079655221962e-16j),3,3,DG AIPRIM (I),(0.29783786629313935-0.08814746563024486j),0.07369369344981473,-0.021810229811879845,0.0768534096753181
4,(-0.31028634658103277-2.395079655221962e-16j),3,4,CA1 Perforant Path Associated QuadD (I),(0.2875052430179619-0.08508944427669952j),-0.006737215366590296,0.001993932025369361,0.007026082537062455
4,(-0.31028634658103277-2.395079655221962e-16j),3,5,CA1 Basket (I),(-0.2654762513059462+0.0785697904329114j),0.01628487939868531,-0.004819638499812507,0.016983115506249143
4,(-0.31028634658103277-2.395079655221962e-16j),4,1,DG HICAP (I),(-0.33116810888294346+0.09801181380631202j),0.008289166849824904,-0.002453244307355005,0.00864457602753344
4,(-0.31028634658103277-2.395079655221962e-16j),4,2,DG Granule (E),(-0.3059860015095936+0.09055897051336191j),-0.0015505992151382565,0.0004589120675748305,0.0016170832420605882
4,(-0.31028634658103277-2.395079655221962e-16j),4,3,DG AIPRIM (I),(0.29783786629313935-0.08814746563024486j),0.030034214112174423,-0.008888862551744372,0.03132197143858829
4,(-0.31028634658103277-2.395079655221962e-16j),4,4,CA1 Perforant Path Associated QuadD (I),(0.2875052430179619-0.08508944427669952j),0.02424613050619949,-0.007175833556901005,0.02528571596297016
4,(-0.31028634658103277-2.395079655221962e-16j),4,5,CA1 Basket (I),(-0.2654762513059462+0.0785697904329114j),0.00341076112692839,-0.0010094416568009693,0.003557002097757451
4,(-0.31028634658103277-2.395079655221962e-16j),5,1,DG HICAP (I),(-0.33116810888294346+0.09801181380631202j),-0.0036210997383589695,0.001071693027831542,0.0037763592600606917
4,(-0.31028634658103277-2.395079655221962e-16j),5,2,DG Granule (E),(-0.3059860015095936+0.09055897051336191j),0.0012364806811903603,-0.0003659462099437532,0.0012894964534767726
4,(-0.31028634658103277-2.395079655221962e-16j),5,3,DG AIPRIM (I),(0.29783786629313935-0.08814746563024486j),-0.008001529732218973,0.0023681158337526594,0.008344606081634669
4,(-0.31028634658103277-2.395079655221962e-16j),5,4,CA1 Perforant Path Associated QuadD (I),(0.2875052430179619-0.08508944427669952j),0.04116417890553594,-0.012182863416373558,0.04292914844239265
4,(-0.31028634658103277-2.395079655221962e-16j),5,5,CA1 Basket (I),(-0.2654762513059462+0.0785697904329114j),0.011692944367712987,-0.0034606191099791975,0.01219429508461986
5,(-0.18176645895590482+2.043758882357623e-16j),0,1,CA1 Perforant Path Associated (I),(-0.37041416423861584-0.0008326845630624626j),-0.37041416423861584,-0.0008326845630624626,0.37041510016760093
5,(-0.18176645895590482+2.043758882357623e-16j),0,2,CA1 Radial Trilaminar (I),(0.3275443204911228+0.000736313904064725j),0.3275443204911228,0.000736313904064725,0.32754514810046675
5,(-0.18176645895590482+2.043758882357623e-16j),0,3,MEC LV VI Pyramidal Polymorphic (E),(-0.3052263701727232-0.0006861435420671018j),-0.3052263701727232,-0.0006861435420671018,0.3052271413910902
5,(-0.18176645895590482+2.043758882357623e-16j),0,4,DG HICAP (I),(-0.275743415106354-0.0006198663747036345j),-0.275743415106354,-0.0006198663747036345,0.27574411182985853
