mode,dominant_region,dominant_cell_type,dominant_loading,eigenvalue_real,eigenvalue_imag,eigenvalue_magnitude,n_high_loading_cells,n_high_loading_inhibitory,high_loading_inhibitory_cells
70,DG,DG HIPP (I),0.4184258746431165,-4.9268852031861673e-05,-3.651579788804267e-05,6.132555157467287e-05,44,25,"DG HIPP (I), DG MOPP (I), CA1 Ivy (I), CA3 Spiny Lucidum (I), DG Neurogliaform (I), CA3 Horizontal Axo Axonic (I), MEC LIII Superficial Trilayered Interneuron (I), CA3 Mossy Fiber Associated (I), CA1 Recurrent O LM (I), CA2 SP SR (I), CA1 Oriens Alveus (I), DG Basket (I), CA1 Neurogliaform Projecting (I), CA1 Quadrilaminar (I), CA1 SO SO (I), DG Total Molecular Layer (E), CA1 Bistratified (I), CA1 Basket (I), CA3 Trilaminar (I), CA3 O LM (I), DG HIPROM (I), CA1 Schaffer Collateral Associated (I), CA1 OR LM (I), CA1 O LMR (I), DG MOLAX (I)"
69,DG,DG HIPP (I),0.38817860308232616,-4.9268852031861646e-05,3.651579788804268e-05,6.132555157467286e-05,43,23,"DG HIPP (I), DG MOPP (I), CA3 Spiny Lucidum (I), CA1 Ivy (I), CA3 Horizontal Axo Axonic (I), MEC LIII Superficial Trilayered Interneuron (I), DG Neurogliaform (I), CA3 Mossy Fiber Associated (I), CA1 Neurogliaform Projecting (I), CA2 SP SR (I), CA1 Recurrent O LM (I), CA1 SO SO (I), CA1 Oriens Alveus (I), DG Basket (I), CA1 Quadrilaminar (I), DG Total Molecular Layer (E), CA1 Bistratified (I), CA3 O LM (I), DG HIPROM (I), CA1 Basket (I), DG MOLAX (I), CA3 Trilaminar (I), CA1 Schaffer Collateral Associated (I)"
75,DG,DG Semilunar Granule (E),0.5212482698168128,-1.0797401176026235e-05,1.28967386631837e-05,1.6819920936274044e-05,27,11,"CA3 Trilaminar (I), CA1 Oriens Bistratified (I), DG MOPP (I), CA1 Recurrent O LM (I), DG Neurogliaform (I), CA1 O LM (I), CA3 Horizontal Axo Axonic (I), CA1 O LMR (I), DG Basket (I), MEC LIII Superficial Trilayered Interneuron (I), CA3 O LM (I)"
12,EC,EC LII III Pyramidal Tripolar (E),0.3774466170234552,-0.10153476660806988,-8.708959173227436e-18,0.10153476660806988,32,19,"MEC LIII Superficial Trilayered Interneuron (I), CA3 Basket (I), CA1 Oriens Alveus (I), DG AIPRIM (I), MEC LIII Superficial Multipolar Interneuron (I), CA1 Perforant Path Associated QuadD (I), CA3 Mossy Fiber Associated ORDEN (I), DG Axo Axonic (I), CA3 Axo Axonic (I), CA1 Horizontal Axo Axonic (I), CA1 Radial Trilaminar (I), CA1 Neurogliaform (I), CA1 SO SO (I), CA1 LMR (I), CA1 Quadrilaminar (I), CA1 Basket CCK+ (I), CA1 OR LM (I), CA1 Bistratified (I), DG HIPROM (I)"
25,EC,EC LI II Multipolar Pyramidal (E),0.299958104134445,-0.003721543303265258,-0.01316104967145001,0.013677101776781983,54,35,"CA1 Radial Trilaminar (I), CA1 Neurogliaform Projecting (I), CA3 LMR Targeting (I), CA1 Basket CCK+ (I), CA1 LMR (I), CA1 Perforant Path Associated (I), CA1 Radiatum (I), DG Total Molecular Layer (E), CA1 Basket (I), CA1 Horizontal Axo Axonic (I), CA3 Mossy Fiber Associated (I), CA1 Axo Axonic (I), CA1 Oriens Alveus (I), CA1 Neurogliaform (I), CA1 OR LM (I), CA1 Bistratified (I), CA3 Mossy Fiber Associated ORDEN (I), DG MOPP (I), CA3 Basket (I), CA1 Perforant Path Associated QuadD (I), DG AIPRIM (I), DG HIPROM (I), CA3 O LM (I), CA2 Wide Arbor Basket (I), DG HIPP (I), CA1 SO SO (I), CA2 Basket (I), DG MOLAX (I), DG HICAP (I), CA1 R Receiving Apical Targeting (I), DG Axo Axonic (I), MEC LIII Superficial Trilayered Interneuron (I), DG Neurogliaform (I), CA3 Axo Axonic (I), CA1 Schaffer Collateral Associated (I)"
29,EC,EC LI II Multipolar Pyramidal (E),0.37089948140338025,0.006498376524684019,-0.003867872107252672,0.007562362864517119,54,34,"DG Total Molecular Layer (E), CA3 Axo Axonic (I), DG Basket (I), MEC LIII Superficial Trilayered Interneuron (I), CA1 Radiatum (I), CA3 Basket (I), DG HICAP (I), CA1 Neurogliaform Projecting (I), CA1 Perforant Path Associated (I), CA1 Horizontal Axo Axonic (I), CA1 Horizontal Basket (I), CA2 Wide Arbor Basket (I), CA1 Neurogliaform (I), CA1 Basket CCK+ (I), CA1 Schaffer Collateral Associated (I), CA1 OR LM (I), DG HIPROM (I), CA1 Bistratified (I), CA3 Mossy Fiber Associated (I), CA1 Back Projection (E), CA1 LMR (I), CA3 LMR Targeting (I), CA3 Mossy Fiber Associated ORDEN (I), CA1 Axo Axonic (I), CA3 Basket CCK+ (I), DG HIPP (I), CA1 Radial Trilaminar (I), CA3 Lucidum ORAX (I), DG MOPP (I), DG Axo Axonic (I), DG MOLAX (I), CA1 Ivy (I), CA1 Perforant Path Associated QuadD (I), CA1 Oriens Alveus (I)"
51,EC,EC LIII V Bipolar Pyramidal (E),0.35321334306606017,0.0006584436373453829,6.650528668339053e-21,0.0006584436373453829,46,26,"CA1 Axo Axonic (I), CA1 O LMR (I), CA1 OR LM (I), CA1 SO SO (I), CA1 Neurogliaform (I), CA1 Recurrent O LM (I), CA1 Back Projection (E), CA1 Basket CCK+ (I), CA2 SP SR (I), CA1 Quadrilaminar (I), CA3 Axo Axonic (I), CA1 Perforant Path Associated (I), CA3 Mossy Fiber Associated ORDEN (I), CA1 Ivy (I), CA1 Horizontal Axo Axonic (I), MEC LIII Superficial Trilayered Interneuron (I), CA1 Horizontal Basket (I), CA1 LMR (I), DG Basket (I), DG Total Molecular Layer (E), DG HICAP (I), CA1 O LM (I), CA2 Wide Arbor Basket (I), CA3 LMR Targeting (I), CA3 Spiny Lucidum (I), CA2 Basket (I)"
57,EC,EC LIII V Bipolar Pyramidal (E),0.3310501132478804,-0.00012135571153595367,-0.0002765361810297777,0.0003019924968288643,52,32,"CA1 Quadrilaminar (I), CA1 O LM (I), CA1 Bistratified (I), CA1 O LMR (I), CA1 Schaffer Collateral Associated (I), CA2 SP SR (I), CA1 Ivy (I), CA2 Wide Arbor Basket (I), CA1 SO SO (I), CA1 Radiatum (I), DG MOPP (I), CA3 Axo Axonic (I), CA1 OR LM (I), CA1 Neurogliaform Projecting (I), DG Neurogliaform (I), CA3 Spiny Lucidum (I), CA1 Basket CCK+ (I), CA2 Basket (I), CA3 Mossy Fiber Associated ORDEN (I), CA1 Recurrent O LM (I), CA1 Radial Trilaminar (I), MEC LIII Superficial Trilayered Interneuron (I), DG HIPP (I), CA3 Mossy Fiber Associated (I), CA3 LMR Targeting (I), DG Basket (I), CA3 Trilaminar (I), CA1 Horizontal Axo Axonic (I), CA3 Basket CCK+ (I), CA1 Back Projection (E), DG Total Molecular Layer (E), CA3 Lucidum ORAX (I)"
62,EC,EC LIII Pyramidal Stellate (E),0.47398745760169825,-3.28753976557421e-06,0.00017611043684907137,0.00017614111923364454,47,25,"CA3 Spiny Lucidum (I), CA1 Quadrilaminar (I), DG HIPP (I), CA1 Recurrent O LM (I), CA1 SO SO (I), CA1 Oriens Alveus (I), CA1 Schaffer Collateral Associated (I), DG Neurogliaform (I), DG MOPP (I), CA3 Mossy Fiber Associated (I), CA3 Axo Axonic (I), DG Basket (I), CA1 Basket CCK+ (I), CA1 O LMR (I), CA2 SP SR (I), CA3 Horizontal Axo Axonic (I), CA3 Trilaminar (I), CA1 O LM (I), CA1 Ivy (I), MEC LIII Superficial Trilayered Interneuron (I), CA1 Neurogliaform Projecting (I), DG Total Molecular Layer (E), CA3 LMR Targeting (I), CA1 OR LM (I), CA3 Mossy Fiber Associated ORDEN (I)"
84,EC,EC LI II Pyramidal Fan (E),0.8722342185236424,-1.4912111558130887e-06,2.0989985885428702e-27,1.4912111558130887e-06,14,3,"MEC LIII Superficial Trilayered Interneuron (I), DG Neurogliaform (I), DG MOPP (I)"
36,LEC,LEC LIII Multipolar Principal (E),0.3842947832106779,-0.0033511000434019245,-0.002095373115554785,0.0039522727631425125,49,32,"CA3 O LM (I), CA1 Back Projection (E), CA3 Lucidum ORAX (I), CA1 Radiatum (I), DG Total Molecular Layer (E), CA3 Mossy Fiber Associated (I), CA3 Basket (I), CA1 Schaffer Collateral Associated (I), DG MOLAX (I), CA3 Basket CCK+ (I), CA1 O LMR (I), CA1 Bistratified (I), CA3 Mossy Fiber Associated ORDEN (I), CA1 Neurogliaform (I), DG HICAP (I), CA3 Horizontal Axo Axonic (I), DG HIPROM (I), CA3 LMR Targeting (I), CA1 Axo Axonic (I), CA1 Basket (I), CA1 Basket CCK+ (I), CA1 Neurogliaform Projecting (I), DG Basket (I), CA1 Ivy (I), CA1 Radial Trilaminar (I), DG MOPP (I), MEC LIII Superficial Trilayered Interneuron (I), CA1 Horizontal Basket (I), CA2 Basket (I), DG HIPP (I), CA1 OR LM (I), CA2 Wide Arbor Basket (I)"
0,MEC,MEC LIII Superficial Multipolar Interneuron (I),0.670392134289665,0.9499999999999992,0.0,0.9499999999999992,17,17,"MEC LIII Superficial Multipolar Interneuron (I), CA1 Trilaminar (I), CA1 Perforant Path Associated QuadD (I), CA1 Perforant Path Associated (I), DG Axo Axonic (I), DG AIPRIM (I), CA1 R Receiving Apical Targeting (I), CA1 OR LM (I), CA1 LMR (I), CA1 Basket CCK+ (I), CA2 Basket (I), CA1 SO SO (I), CA1 Basket (I), CA1 Oriens Alveus (I), CA1 Back Projection (E), DG HICAP (I), CA3 Basket (I)"
1,MEC,MEC LIII Superficial Multipolar Interneuron (I),0.6415128010327205,0.37005968990180027,-1.1102230246251565e-16,0.37005968990180027,24,20,"MEC LIII Superficial Multipolar Interneuron (I), CA1 Perforant Path Associated QuadD (I), DG AIPRIM (I), CA1 Perforant Path Associated (I), DG Axo Axonic (I), CA1 R Receiving Apical Targeting (I), CA1 OR LM (I), CA1 Trilaminar (I), CA1 Basket (I), CA1 Oriens Alveus (I), CA1 Basket CCK+ (I), DG HICAP (I), CA1 Bistratified (I), CA1 LMR (I), CA2 Basket (I), CA1 Radiatum (I), CA1 Quadrilaminar (I), DG Total Molecular Layer (E), CA2 Bistratified (I), DG MOLAX (I)"
17,MEC,MEC LV VI Pyramidal Polymorphic (E),0.6381222387037429,0.045909068872212216,-2.7657568721611365e-18,0.045909068872212216,31,13,"CA2 Bistratified (I), CA1 R Receiving Apical Targeting (I), DG HICAP (I), CA1 Neurogliaform (I), CA3 Basket (I), CA1 Radial Trilaminar (I), CA3 Mossy Fiber Associated ORDEN (I), CA3 Basket CCK+ (I), CA1 LMR (I), CA1 Horizontal Basket (I), CA1 OR LM (I), CA1 Neurogliaform Projecting (I), DG MOPP (I)"
44,MEC,MEC LIII Bipolar Complex Pyramidal (E),0.4603610593426863,0.001651941426201707,-0.00025080230395396167,0.0016708717099974926,44,27,"CA1 Horizontal Axo Axonic (I), CA1 SO SO (I), CA1 Oriens Alveus (I), CA1 Basket (I), CA1 Schaffer Collateral Associated (I), CA1 Neurogliaform Projecting (I), MEC LIII Superficial Trilayered Interneuron (I), DG Basket (I), CA1 OR LM (I), CA1 O LMR (I), CA1 Axo Axonic (I), CA3 Spiny Lucidum (I), CA2 SP SR (I), CA1 Basket CCK+ (I), CA1 Quadrilaminar (I), DG MOPP (I), CA1 Horizontal Basket (I), CA1 Bistratified (I), DG HIPROM (I), CA3 Mossy Fiber Associated (I), CA3 LMR Targeting (I), CA2 Wide Arbor Basket (I), DG Neurogliaform (I), CA1 Back Projection (E), DG HICAP (I), MEC LIII Superficial Multipolar Interneuron (I), DG MOLAX (I)"
43,MEC,MEC LIII Bipolar Complex Pyramidal (E),0.32104273376244524,0.001651941426201705,0.0002508023039539611,0.0016708717099974907,49,31,"CA1 Schaffer Collateral Associated (I), CA1 Basket (I), CA1 OR LM (I), CA1 Horizontal Axo Axonic (I), CA2 SP SR (I), DG MOPP (I), CA1 SO SO (I), DG Basket (I), CA1 Back Projection (E), CA2 Wide Arbor Basket (I), CA1 Basket CCK+ (I), DG HIPROM (I), DG MOLAX (I), CA1 Neurogliaform Projecting (I), DG Neurogliaform (I), CA1 O LMR (I), CA3 Spiny Lucidum (I), CA1 Ivy (I), DG HICAP (I), CA1 Oriens Alveus (I), CA3 Basket (I), CA1 Horizontal Basket (I), MEC LIII Superficial Trilayered Interneuron (I), CA1 LMR (I), CA3 Basket CCK+ (I), CA1 Bistratified (I), CA3 Axo Axonic (I), CA1 Recurrent O LM (I), CA1 Axo Axonic (I), CA3 LMR Targeting (I), CA1 Perforant Path Associated (I)"
48,MEC,MEC LV Superficial Pyramidal (E),0.4997183272017111,-0.0008341208463208492,-0.0007272410263148093,0.0011066332258803848,52,32,"CA1 Horizontal Axo Axonic (I), MEC LIII Superficial Trilayered Interneuron (I), CA3 Spiny Lucidum (I), CA3 LMR Targeting (I), CA3 Mossy Fiber Associated (I), DG HIPP (I), CA1 SO SO (I), CA1 Bistratified (I), CA1 O LMR (I), CA1 Axo Axonic (I), CA1 Basket (I), CA1 Radiatum (I), CA1 Neurogliaform Projecting (I), CA2 Basket (I), CA1 Schaffer Collateral Associated (I), CA1 Back Projection (E), CA1 OR LM (I), CA1 Horizontal Basket (I), DG Basket (I), CA3 Lucidum ORAX (I), DG HIPROM (I), CA1 Recurrent O LM (I), DG MOLAX (I), CA1 Quadrilaminar (I), CA1 Oriens Alveus (I), CA2 SP SR (I), CA3 Trilaminar (I), DG HICAP (I), CA1 Neurogliaform (I), CA1 Radial Trilaminar (I), CA2 Bistratified (I), CA3 Mossy Fiber Associated ORDEN (I)"
50,MEC,MEC LV Superficial Pyramidal (E),0.5277878256279414,-0.0010342261471190102,-1.3181424564004056e-18,0.0010342261471190102,40,23,"CA3 Spiny Lucidum (I), CA3 Mossy Fiber Associated (I), CA1 Neurogliaform Projecting (I), CA3 LMR Targeting (I), CA2 Wide Arbor Basket (I), CA2 Basket (I), DG HIPP (I), CA1 Radiatum (I), CA3 Lucidum ORAX (I), CA3 Trilaminar (I), CA1 Bistratified (I), DG MOPP (I), CA1 Basket CCK+ (I), CA3 O LM (I), CA1 Schaffer Collateral Associated (I), CA3 Basket CCK+ (I), CA1 Recurrent O LM (I), DG HIPROM (I), CA3 Mossy Fiber Associated ORDEN (I), CA2 SP SR (I), CA1 Basket (I), CA1 O LM (I), CA1 Ivy (I)"
49,MEC,MEC LIII Superficial Trilayered Interneuron (I),0.3174203004409788,0.0009670108372968375,-7.583092772758904e-19,0.0009670108372968375,43,25,"MEC LIII Superficial Trilayered Interneuron (I), DG Basket (I), CA1 OR LM (I), DG MOLAX (I), DG HICAP (I), CA2 Wide Arbor Basket (I), CA1 Neurogliaform Projecting (I), DG HIPP (I), CA1 Neurogliaform (I), DG HIPROM (I), CA3 Axo Axonic (I), CA3 LMR Targeting (I), CA3 Mossy Fiber Associated (I), DG MOPP (I), CA1 Axo Axonic (I), CA3 Mossy Fiber Associated ORDEN (I), CA3 Basket CCK+ (I), DG Neurogliaform (I), CA3 Lucidum ORAX (I), CA1 Perforant Path Associated (I), CA1 Oriens Alveus (I), CA2 Basket (I), CA2 SP SR (I), CA1 Quadrilaminar (I), CA1 Bistratified (I)"
53,MEC,MEC LII III Pyramidal Multiform (E),0.2988601973800121,-0.0006428689984106821,-0.0003894260371873799,0.000751620374628722,46,29,"CA1 Axo Axonic (I), MEC LIII Superficial Trilayered Interneuron (I), CA1 Radiatum (I), CA3 Spiny Lucidum (I), CA2 Wide Arbor Basket (I), CA1 Neurogliaform (I), CA3 Mossy Fiber Associated (I), CA1 Neurogliaform Projecting (I), CA1 Basket CCK+ (I), CA1 SO SO (I), CA3 LMR Targeting (I), DG HIPP (I), CA1 Horizontal Axo Axonic (I), DG Total Molecular Layer (E), CA1 Bistratified (I), CA1 Schaffer Collateral Associated (I), CA1 OR LM (I), CA3 Axo Axonic (I), CA3 Lucidum ORAX (I), DG HIPROM (I), CA1 Radial Trilaminar (I), CA3 Basket CCK+ (I), CA1 Perforant Path Associated (I), CA3 Basket (I), CA3 Mossy Fiber Associated ORDEN (I), DG Basket (I), CA2 Basket (I), CA1 R Receiving Apical Targeting (I), CA1 Horizontal Basket (I)"
59,MEC,MEC LII III Pyramidal Multiform (E),0.25341136355074684,0.00020612220806345125,-0.00015480508128886376,0.0002577808717686485,55,32,"CA3 Axo Axonic (I), CA3 Mossy Fiber Associated ORDEN (I), CA3 LMR Targeting (I), CA1 SO SO (I), CA1 Bistratified (I), CA1 Quadrilaminar (I), CA1 Schaffer Collateral Associated (I), CA2 SP SR (I), CA1 Basket CCK+ (I), CA3 Spiny Lucidum (I), DG Basket (I), CA3 Mossy Fiber Associated (I), CA1 Neurogliaform Projecting (I), DG HIPP (I), CA1 Neurogliaform (I), CA3 Basket CCK+ (I), CA2 Wide Arbor Basket (I), CA1 O LM (I), CA1 Recurrent O LM (I), CA3 Trilaminar (I), DG MOPP (I), CA2 Basket (I), CA3 Lucidum ORAX (I), CA1 OR LM (I), DG Total Molecular Layer (E), CA3 Horizontal Axo Axonic (I), CA1 Ivy (I), CA1 Radiatum (I), CA3 O LM (I), CA1 O LMR (I), CA1 Axo Axonic (I), CA1 Radial Trilaminar (I)"
83,MEC,MEC LV Pyramidal (E),0.44921034628046275,8.492493008944044e-06,-2.5294385593579704e-21,8.492493008944044e-06,24,5,"DG Neurogliaform (I), DG MOPP (I), DG HIPP (I), CA1 O LM (I), CA1 Oriens Bistratified (I)"
80,MEC,MEC LII III Pyramidal Multiform (E),0.41928343559791154,7.24639412379877e-06,2.8004517290476183e-21,7.24639412379877e-06,34,12,"CA1 O LM (I), MEC LIII Superficial Trilayered Interneuron (I), CA1 Recurrent O LM (I), CA3 Horizontal Axo Axonic (I), CA1 Oriens Bistratified (I), CA1 O LMR (I), CA1 Quadrilaminar (I), CA3 Trilaminar (I), DG Neurogliaform (I), DG HIPP (I), CA3 O LM (I), CA3 LMR Targeting (I)"
14,SUB,SUB CA1 Projecting Pyramidal (E),0.43079988212591874,0.006818384138008895,-0.06428359356600744,0.06464418584848203,50,31,"CA3 Mossy Fiber Associated ORDEN (I), CA3 Basket (I), CA1 Perforant Path Associated QuadD (I), DG Axo Axonic (I), CA1 LMR (I), CA1 Horizontal Basket (I), CA3 Lucidum ORAX (I), DG AIPRIM (I), CA1 Oriens Alveus (I), CA3 Basket CCK+ (I), CA1 Basket CCK+ (I), CA1 Perforant Path Associated (I), DG HICAP (I), CA3 O LM (I), CA1 Basket (I), CA2 Basket (I), CA2 Bistratified (I), CA3 Axo Axonic (I), CA1 Back Projection (E), CA1 Radial Trilaminar (I), CA1 R Receiving Apical Targeting (I), CA2 Wide Arbor Basket (I), CA1 Neurogliaform (I), CA1 OR LM (I), CA3 LMR Targeting (I), CA1 Axo Axonic (I), CA1 Bistratified (I), CA1 Horizontal Axo Axonic (I), CA3 Mossy Fiber Associated (I), CA1 SO SO (I), DG HIPROM (I)"
