table_type,method,seed,sender,receiver,visit_count,visit_probability,weight
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LIII Complex Pyramidal,134,0.067,1055.6037252397975
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,51,0.0255,156.10322882603091
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,48,0.024,589.7870748828476
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal,93,0.0465,218.5111462490885
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,79,0.0395,115.70855122819788
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Stellate,EC LIII Pyramidal,28,0.014,65.42000887199006
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,EC LIII Stellate,27,0.0135,2760.010200610732
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Complex Pyramidal,MEC LII Oblique Pyramidal,114,0.057,569.2148212010752
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Stellate,MEC LIII Bipolar Complex Pyramidal,105,0.0525,110.49107949247347
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Oblique Pyramidal,MEC LII III Pyramidal Multiform,13,0.0065,34.28337354833483
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal,7,0.0035,39.949599470021134
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,EC LIII Pyramidal Stellate,33,0.0165,601.3553812101552
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,74,0.037,552.0532459996851
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Multipolar Pyramidal,LEC LIII Multipolar Principal,2,0.001,9033.652786408917
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LI II Pyramidal Fan,7,0.0035,6.439268930923632
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,23,0.0115,7472.437106847604
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Complex Pyramidal,MEC LII III Pyramidal Multiform,72,0.036,496.8518298322453
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,MEC LIII Bipolar Complex Pyramidal,9,0.0045,482.7749536321309
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal Stellate,14,0.007,97.5251103043308
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LIII Complex Pyramidal,EC LIII Pyramidal,57,0.0285,304.8668842320541
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,MEC LV VI Pyramidal Polymorphic,10,0.005,47.90087642269345
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,CA2 Pyramidal,CA3 Granule,35,0.0175,592.9863345985209
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,CA3 Granule,CA3 Pyramidal,54,0.027,0.942018883295193
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,EC LIV VI Deep Multipolar Principal,9,0.0045,43.40492582775664
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,CA3c Pyramidal,DG Semilunar Granule,14,0.007,350.2833916824777
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,DG Semilunar Granule,DG Hilar Ectopic Granule,27,0.0135,4588.842439594102
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,DG Granule,CA2 Pyramidal,66,0.033,3360.733225493062
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LIII Multipolar Principal,EC LIV VI Deep Multipolar Principal,4,0.002,96.3545991892074
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,74,0.037,750.744376370936
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,68,0.034,138.44761428854213
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal,46,0.023,188.7882684418888
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,EC LIII Pyramidal,18,0.009,674.0780930568393
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,EC LIII Pyramidal Stellate,36,0.018,55.30606722486277
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal,SUB CA1 Projecting Pyramidal,60,0.03,1100.6348653392354
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,CA1 Pyramidal,MEC LV Pyramidal,41,0.0205,3424.360693274852
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,DG Mossy,DG Semilunar Granule,62,0.031,50.6486718617241
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,EC LV Deep Pyramidal,14,0.007,481.14979017513406
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LV Deep Pyramidal,LEC LIII Multipolar Principal,23,0.0115,197.50243107708988
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,MEC LV VI Pyramidal Polymorphic,52,0.026,1304.0113874450217
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,MEC LV Pyramidal,8,0.004,470.4055175072192
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,EC LIII Pyramidal Stellate,11,0.0055,1645.5753097666966
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform,18,0.009,119.30312597007098
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Pyramidal,53,0.0265,548.8069668104904
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Pyramidal,MEC LV Superficial Pyramidal,5,0.0025,453.2801715688166
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Multipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,59,0.0295,310.0494867467437
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,56,0.028,101.04977810289805
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,CA3c Pyramidal,DG Granule,96,0.048,7159.489110348726
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,EC LIII Pyramidal Stellate,10,0.005,723.0169044557828
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LIII V Bipolar Pyramidal,16,0.008,33.47936501901712
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LV Pyramidal,8,0.004,22.884394947232725
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Pyramidal,DG Hilar Ectopic Granule,18,0.009,3669.647725263941
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,CA1 Pyramidal,LEC LIII Multipolar Principal,43,0.0215,3004.906539138589
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,DG Semilunar Granule,CA3c Pyramidal,42,0.021,197.66611097545177
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal Stellate,EC LII III Pyramidal Tripolar,41,0.0205,254.6407583376596
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,EC LIII Stellate,2,0.001,129.02263388267292
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,77,0.0385,73.63513359542591
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,DG Semilunar Granule,17,0.0085,63.49664611537702
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Pyramidal Fan,MEC LIII Complex Pyramidal,1,0.0005,3029.1334003804022
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,MEC LV Pyramidal,54,0.027,138.477786593687
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,LEC LVI Multipolar Pyramidal,25,0.0125,689.2334744065386
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,CA2 Pyramidal,49,0.0245,6045.530483170607
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,MEC LII III Pyramidal Multiform,8,0.004,17.53379191328466
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,5,0.0025,19.766329709718363
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LV Deep Pyramidal,MEC LV Multipolar Pyramidal,36,0.018,169.029345615202
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,40,0.02,146.3802679317498
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Multipolar Pyramidal,EC LIII Pyramidal,78,0.039,24063.94192432837
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,EC LIII V Bipolar Pyramidal,16,0.008,34.402964559753684
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal,7,0.0035,41.66292428927799
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Pyramidal,21,0.0105,479.0772940932867
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,28,0.014,244.61587010227
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Multipolar Pyramidal,MEC LIII Complex Pyramidal,15,0.0075,13875.828485835094
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,10,0.005,70.51994016979222
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Oblique Pyramidal,EC LIII Pyramidal Stellate,13,0.0065,43.86731164829159
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Multipolar Pyramidal,LEC LIII Complex Pyramidal,21,0.0105,17153.888049247696
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,EC LIII Pyramidal,15,0.0075,1661.9274787853765
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LIII Multipolar Principal,EC LV Deep Pyramidal,12,0.006,121.9945483827234
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,4,0.002,31.88776158532124
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,EC LIII Pyramidal,12,0.006,46.10204179653461
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,LEC LIII Complex Pyramidal,25,0.0125,57.24674772751966
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,15,0.0075,2253.263353922492
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,MEC LV Superficial Pyramidal,12,0.006,1132.9316333807926
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,7,0.0035,23.12767624896576
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,EC LI II Multipolar Pyramidal,9,0.0045,1179.869598894783
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,LEC LVI Multipolar Pyramidal,15,0.0075,45.56452135903709
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Stellate,EC LIII V Bipolar Pyramidal,8,0.004,17.203193101718238
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,EC LV Deep Pyramidal,12,0.006,31.48238204973288
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,16,0.008,384.0111387577682
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,5,0.0025,3.037796001788656
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Pyramidal Fan,DG Granule,24,0.012,6731.854220776941
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,CA3c Pyramidal,SUB CA1 Projecting Pyramidal,18,0.009,1119.4402227874016
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Multipolar Pyramidal,MEC LV Pyramidal,3,0.0015,2330.70790758652
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal Stellate,MEC LV Superficial Pyramidal,8,0.004,47.32597882351431
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Pyramidal,MEC LII III Pyramidal Multiform,6,0.003,371.36559757132704
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,EC LV Deep Pyramidal,3,0.0015,132.4241310187943
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,EC LII III Pyramidal Tripolar,14,0.007,340.43569682470206
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,SUB CA1 Projecting Pyramidal,21,0.0105,28.96152097793103
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal Stellate,LEC LIII Multipolar Principal,24,0.012,400.0823418406856
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,MEC LIII Bipolar Complex Pyramidal,10,0.005,30.24567741971778
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LII III Pyramidal Tripolar,14,0.007,52.31770895488892
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,21,0.0105,137.99321248288945
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Multipolar Pyramidal,EC LI II Pyramidal Fan,7,0.0035,2685.199892837623
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Oblique Pyramidal,MEC LIII Bipolar Complex Pyramidal,28,0.014,57.5389943157286
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,68,0.034,324.0973058650725
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,EC LII III Pyramidal Tripolar,5,0.0025,18.60625677457176
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,MEC LIII Bipolar Complex Pyramidal,11,0.0055,1362.2531513924373
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,MEC LII III Pyramidal Multiform,23,0.0115,1991.8124765410728
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,CA3c Pyramidal,CA3 Pyramidal,23,0.0115,382.3961213101277
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Multipolar Pyramidal,MEC LV Superficial Pyramidal,5,0.0025,1237.9281482028966
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,MEC LV VI Pyramidal Polymorphic,5,0.0025,3148.534652356986
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,EC LI II Pyramidal Fan,12,0.006,122.28337238975573
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Pyramidal Fan,MEC LIII Bipolar Complex Pyramidal,3,0.0015,2053.916011230272
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Oblique Pyramidal,EC LII III Pyramidal Tripolar,2,0.001,11.97337518907701
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,EC LIII Stellate,11,0.0055,338.62065230287004
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LV Deep Pyramidal,6,0.003,7.224541137038089
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LI II Multipolar Pyramidal,20,0.01,110.84041939754674
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,LEC LIII Complex Pyramidal,26,0.013,578.5387259197909
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,MEC LII Oblique Pyramidal,16,0.008,1831.767241236225
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,EC LII III Pyramidal Tripolar,14,0.007,779.0692730636243
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LII Oblique Pyramidal,28,0.014,129.39404235709722
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,EC LIII Pyramidal Stellate,3,0.0015,175.15826890796524
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LV Multipolar Pyramidal,10,0.005,88.14001657842442
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Multipolar Pyramidal,EC LIII Pyramidal Stellate,9,0.0045,53.32462209597836
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,SUB CA1 Projecting Pyramidal,15,0.0075,116.46797293785286
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,MEC LII Stellate,11,0.0055,308.0929075038045
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,EC LIII Pyramidal Stellate,8,0.004,71.06776290355756
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Pyramidal Fan,EC LIII Stellate,2,0.001,2959.488332103365
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,EC LI II Multipolar Pyramidal,6,0.003,103.82452256660702
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,CA3c Pyramidal,DG Hilar Ectopic Granule,24,0.012,4595.549003214172
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,MEC LV Multipolar Pyramidal,13,0.0065,1128.5267528195718
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,EC LII III Pyramidal Tripolar,12,0.006,48.98798814646632
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,EC LV Deep Pyramidal,12,0.006,430.7344261554038
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,MEC LV Multipolar Pyramidal,13,0.0065,29.037320767769923
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,CA3c Pyramidal,CA3 Granule,9,0.0045,376.32060309984416
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,EC LIII V Bipolar Pyramidal,4,0.002,635.0999918117437
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Pyramidal,6,0.003,226.0217597456127
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Pyramidal,EC LIII V Bipolar Pyramidal,4,0.002,123.58362028184006
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Complex Pyramidal,MEC LV Multipolar Pyramidal,27,0.0135,159.8639157558095
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Multipolar Pyramidal,MEC LII III Pyramidal Multiform,24,0.012,86.53322359735522
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Pyramidal,EC LV Deep Pyramidal,3,0.0015,134.7226485345119
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,15,0.0075,326.6081416722669
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,CA2 Pyramidal,CA3c Pyramidal,38,0.019,2212.266414990227
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,DG Semilunar Granule,CA3 Pyramidal,8,0.004,64.21877861632397
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal Stellate,EC LIII Pyramidal,26,0.013,241.99019548048847
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,EC LV Deep Pyramidal,5,0.0025,402.69113718335626
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,MEC LII III Pyramidal Multiform,20,0.01,2172.4274626996407
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Pyramidal,MEC LII Oblique Pyramidal,7,0.0035,388.1786160658594
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,EC LIII Pyramidal,4,0.002,33.455005683021945
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,EC LIII Stellate,6,0.003,1016.543999391952
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,EC LIV VI Deep Multipolar Principal,8,0.004,267.8934439986594
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Pyramidal Fan,DG Hilar Ectopic Granule,2,0.001,2338.0641895595686
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,DG Semilunar Granule,DG Granule,3,0.0015,488.2288969219253
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Pyramidal,EC LI II Pyramidal Fan,7,0.0035,17.464155842330424
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,EC LIII V Bipolar Pyramidal,10,0.005,143.0745024145248
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,EC LIII Pyramidal,7,0.0035,304.9686783779771
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,DG Hilar Ectopic Granule,14,0.007,257.1632982955139
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Stellate,LEC LIII Complex Pyramidal,9,0.0045,54.00019845163271
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,MEC LV Superficial Pyramidal,4,0.002,438.2727778018677
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,EC LIV VI Deep Multipolar Principal,3,0.0015,131.02159104900656
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Pyramidal,EC LII III Pyramidal Tripolar,6,0.003,118.54910693103264
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,EC LIII Stellate,7,0.0035,43.60353404362299
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,23,0.0115,498.6740977178184
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Oblique Pyramidal,EC LIII Pyramidal,5,0.0025,11.986703742041488
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,EC LIII Stellate,14,0.007,43.43981399803702
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LIII Multipolar Principal,EC LI II Pyramidal Fan,12,0.006,31.881195215923217
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,EC LIII V Bipolar Pyramidal,11,0.0055,422.6029284808215
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,7,0.0035,26.653430433043813
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Pyramidal Fan,MEC LII Stellate,4,0.002,4889.474401375084
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Multipolar Pyramidal,EC LIII Pyramidal,5,0.0025,26.53458883572656
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal Stellate,EC LIII V Bipolar Pyramidal,11,0.0055,64.26247682525823
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,EC LIII Pyramidal,3,0.0015,85.25039015320776
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,12,0.006,70.6767736813437
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Complex Pyramidal,EC LV Deep Pyramidal,11,0.0055,30.618594269109543
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Multipolar Pyramidal,13,0.0065,357.100892631283
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Pyramidal Fan,LEC LIII Complex Pyramidal,1,0.0005,1704.5371540697847
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LII III Pyramidal Multiform,9,0.0045,296.4189780032186
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,MEC LII Oblique Pyramidal,6,0.003,180.20032398337835
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,MEC LIII Complex Pyramidal,19,0.0095,2488.1460458320303
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,LEC LIII Multipolar Principal,LEC LVI Multipolar Pyramidal,5,0.0025,32.632235210229126
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Multipolar Pyramidal,EC LII III Pyramidal Tripolar,4,0.002,29.68862157194694
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,EC LI II Multipolar Pyramidal,2,0.001,40.87273797797678
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,EC LIII Stellate,6,0.003,16.121135143574193
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,27,0.0135,161.33957141120445
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,EC LI II Pyramidal Fan,2,0.001,8.912193003488317
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Stellate,MEC LV Superficial Pyramidal,3,0.0015,12.798715312294323
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,EC LIV VI Deep Multipolar Principal,2,0.001,511.5294987890816
edge_frequency,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Oblique Pyramidal,EC LIII V Bipolar Pyramidal,4,0.002,12.284976246784383
