table_type,method,seed,terminal,count,probability
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,15,0.0075
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,93,0.0465
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,MEC LV Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,MEC LIII Complex Pyramidal,33,0.0165
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,EC LV Deep Pyramidal,30,0.015
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,MEC LII Oblique Pyramidal,9,0.0045
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,MEC LV Multipolar Pyramidal,17,0.0085
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,CA3 Pyramidal,24,0.012
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,EC LI II Pyramidal Fan,2,0.001
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,SUB CA1 Projecting Pyramidal,19,0.0095
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,LEC LIII Complex Pyramidal,27,0.0135
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,DG Granule,47,0.0235
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,MEC LII Stellate,27,0.0135
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,LEC LVI Multipolar Pyramidal,31,0.0155
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,CA2 Pyramidal,30,0.015
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,EC LIV VI Deep Multipolar Principal,23,0.0115
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,CA1 Pyramidal,40,0.02
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,EC LIII Pyramidal Stellate,16,0.008
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,EC LII III Pyramidal Tripolar,14,0.007
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,EC LIII Pyramidal,7,0.0035
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,MEC LII III Pyramidal Multiform,11,0.0055
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,10,0.005
terminal_distribution,boltzmann_path_sampling,EC LIII V Bipolar Pyramidal,DG Semilunar Granule,11,0.0055
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,MEC LV VI Pyramidal Polymorphic,186,0.093
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,CA1 Radiatum Giant,993,0.4965
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,EC LV Deep Pyramidal,41,0.0205
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,EC LIII V Bipolar Pyramidal,21,0.0105
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,LEC LIII Multipolar Principal,37,0.0185
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,CA3 Granule,207,0.1035
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,MEC LII Stellate,29,0.0145
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,DG Granule,43,0.0215
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,EC LIII Pyramidal Stellate,27,0.0135
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,DG Hilar Ectopic Granule,48,0.024
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,MEC LV Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,CA1 Pyramidal,35,0.0175
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,17,0.0085
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,MEC LII III Pyramidal Multiform,5,0.0025
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,DG Semilunar Granule,6,0.003
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,38,0.019
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,DG Mossy,17,0.0085
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,MEC LIII Complex Pyramidal,34,0.017
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,CA2 Pyramidal,24,0.012
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,SUB CA1 Projecting Pyramidal,26,0.013
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,EC LI II Multipolar Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,EC LIII Pyramidal,11,0.0055
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,CA3 Pyramidal,17,0.0085
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,MEC LII Oblique Pyramidal,10,0.005
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,13,0.0065
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,CA3c Pyramidal,20,0.01
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,MEC LIII Bipolar Complex Pyramidal,17,0.0085
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,LEC LIII Complex Pyramidal,25,0.0125
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,EC LII III Pyramidal Tripolar,9,0.0045
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,EC LIII Stellate,13,0.0065
terminal_distribution,boltzmann_path_sampling,EC LIV VI Deep Multipolar Principal,EC LI II Pyramidal Fan,3,0.0015
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,CA1 Radiatum Giant,1032,0.516
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,CA1 Pyramidal,29,0.0145
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,LEC LIII Multipolar Principal,28,0.014
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,CA2 Pyramidal,25,0.0125
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,CA3 Granule,189,0.0945
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,MEC LV VI Pyramidal Polymorphic,230,0.115
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,CA3c Pyramidal,21,0.0105
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,MEC LIII Bipolar Complex Pyramidal,16,0.008
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,CA3 Pyramidal,22,0.011
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,DG Granule,24,0.012
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,LEC LVI Multipolar Pyramidal,45,0.0225
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,DG Hilar Ectopic Granule,33,0.0165
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,DG Mossy,21,0.0105
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,37,0.0185
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,DG Semilunar Granule,10,0.005
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,EC LII III Pyramidal Tripolar,10,0.005
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,MEC LII Oblique Pyramidal,13,0.0065
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,EC LIII Pyramidal Stellate,21,0.0105
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,MEC LIII Complex Pyramidal,25,0.0125
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,LEC LIII Complex Pyramidal,23,0.0115
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,MEC LII Stellate,27,0.0135
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,EC LIII V Bipolar Pyramidal,18,0.009
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,EC LI II Multipolar Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,EC LIII Stellate,22,0.011
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,SUB CA1 Projecting Pyramidal,22,0.011
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,EC LIII Pyramidal,4,0.002
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,MEC LV Pyramidal,13,0.0065
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,MEC LV Multipolar Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,10,0.005
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,MEC LII III Pyramidal Multiform,5,0.0025
terminal_distribution,boltzmann_path_sampling,EC LV Deep Pyramidal,EC LI II Pyramidal Fan,3,0.0015
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,CA1 Radiatum Giant,1052,0.526
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,CA1 Pyramidal,33,0.0165
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,MEC LV VI Pyramidal Polymorphic,96,0.048
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,CA3 Granule,253,0.1265
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,EC LV Deep Pyramidal,28,0.014
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,34,0.017
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,DG Granule,37,0.0185
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,CA3c Pyramidal,25,0.0125
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,28,0.014
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,28,0.014
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,CA2 Pyramidal,21,0.0105
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,CA3 Pyramidal,12,0.006
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal,37,0.0185
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,MEC LII Oblique Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,LEC LVI Multipolar Pyramidal,40,0.02
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,10,0.005
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,SUB CA1 Projecting Pyramidal,20,0.01
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,MEC LII III Pyramidal Multiform,15,0.0075
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,DG Mossy,26,0.013
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,EC LIII Stellate,23,0.0115
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,MEC LV Pyramidal,10,0.005
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,MEC LII Stellate,24,0.012
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,19,0.0095
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,EC LIII Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,DG Hilar Ectopic Granule,32,0.016
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,22,0.011
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,26,0.013
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,DG Semilunar Granule,5,0.0025
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,MEC LV Multipolar Pyramidal,12,0.006
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,11,0.0055
terminal_distribution,boltzmann_path_sampling,LEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,1,0.0005
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,CA1 Radiatum Giant,1053,0.5265
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,DG Semilunar Granule,4,0.002
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,MEC LV VI Pyramidal Polymorphic,91,0.0455
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,CA3 Granule,271,0.1355
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,MEC LII Stellate,28,0.014
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,MEC LV Superficial Pyramidal,13,0.0065
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,DG Hilar Ectopic Granule,41,0.0205
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,DG Granule,32,0.016
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,EC LIII Stellate,17,0.0085
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,20,0.01
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,EC LIII Pyramidal,15,0.0075
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,CA3c Pyramidal,39,0.0195
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,EC LII III Pyramidal Tripolar,18,0.009
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,MEC LV Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,CA2 Pyramidal,17,0.0085
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,EC LI II Multipolar Pyramidal,18,0.009
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,MEC LIII Bipolar Complex Pyramidal,24,0.012
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,EC LV Deep Pyramidal,25,0.0125
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,CA3 Pyramidal,20,0.01
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,CA1 Pyramidal,44,0.022
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,EC LIII Pyramidal Stellate,26,0.013
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,MEC LV Multipolar Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,SUB CA1 Projecting Pyramidal,17,0.0085
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,MEC LII Oblique Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,LEC LVI Multipolar Pyramidal,30,0.015
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,EC LIII V Bipolar Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,MEC LIII Complex Pyramidal,24,0.012
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,MEC LII III Pyramidal Multiform,12,0.006
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,EC LIV VI Deep Multipolar Principal,30,0.015
terminal_distribution,boltzmann_path_sampling,LEC LIII Multipolar Principal,DG Mossy,21,0.0105
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,CA1 Radiatum Giant,1046,0.523
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,CA3 Granule,238,0.119
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,37,0.0185
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,DG Hilar Ectopic Granule,46,0.023
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,MEC LV Pyramidal,13,0.0065
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,MEC LII III Pyramidal Multiform,17,0.0085
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,21,0.0105
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,EC LIII Pyramidal,9,0.0045
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,DG Granule,39,0.0195
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,MEC LII Stellate,29,0.0145
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,MEC LIII Complex Pyramidal,32,0.016
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,EC LV Deep Pyramidal,34,0.017
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,MEC LV Multipolar Pyramidal,16,0.008
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,MEC LV Superficial Pyramidal,18,0.009
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,EC LI II Multipolar Pyramidal,21,0.0105
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,CA1 Pyramidal,53,0.0265
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,76,0.038
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,CA3c Pyramidal,23,0.0115
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,CA2 Pyramidal,26,0.013
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,EC LIII Pyramidal Stellate,27,0.0135
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,CA3 Pyramidal,23,0.0115
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,17,0.0085
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,EC LIII Stellate,28,0.014
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,DG Mossy,26,0.013
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,LEC LIII Complex Pyramidal,24,0.012
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,EC LI II Pyramidal Fan,1,0.0005
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,SUB CA1 Projecting Pyramidal,21,0.0105
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,16,0.008
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,MEC LII Oblique Pyramidal,9,0.0045
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,EC LII III Pyramidal Tripolar,11,0.0055
terminal_distribution,boltzmann_path_sampling,LEC LVI Multipolar Pyramidal,DG Semilunar Granule,3,0.0015
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,CA3 Granule,210,0.105
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,CA1 Radiatum Giant,1089,0.5445
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,MEC LIII Complex Pyramidal,35,0.0175
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,EC LV Deep Pyramidal,42,0.021
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,CA3c Pyramidal,21,0.0105
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,SUB CA1 Projecting Pyramidal,22,0.011
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,EC LIII Stellate,35,0.0175
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,MEC LII Oblique Pyramidal,15,0.0075
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,CA1 Pyramidal,31,0.0155
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,MEC LV VI Pyramidal Polymorphic,62,0.031
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,DG Hilar Ectopic Granule,37,0.0185
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,DG Granule,38,0.019
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,MEC LIII Bipolar Complex Pyramidal,24,0.012
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,LEC LIII Multipolar Principal,36,0.018
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,EC LIII Pyramidal Stellate,20,0.01
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,MEC LII Stellate,32,0.016
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,EC LIV VI Deep Multipolar Principal,28,0.014
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,CA2 Pyramidal,21,0.0105
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,LEC LIII Complex Pyramidal,22,0.011
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,LEC LVI Multipolar Pyramidal,29,0.0145
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,DG Semilunar Granule,11,0.0055
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,EC LII III Pyramidal Tripolar,9,0.0045
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,CA3 Pyramidal,13,0.0065
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,18,0.009
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,DG Mossy,26,0.013
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,EC LI II Multipolar Pyramidal,19,0.0095
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,EC LIII V Bipolar Pyramidal,18,0.009
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,19,0.0095
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,MEC LV Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,MEC LII III Pyramidal Multiform,EC LIII Pyramidal,4,0.002
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,MEC LII Stellate,20,0.01
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,CA3 Granule,210,0.105
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,CA3 Pyramidal,17,0.0085
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,CA1 Radiatum Giant,1125,0.5625
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,MEC LV VI Pyramidal Polymorphic,55,0.0275
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,CA3c Pyramidal,31,0.0155
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,EC LIII V Bipolar Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,CA2 Pyramidal,26,0.013
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,MEC LIII Complex Pyramidal,33,0.0165
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,LEC LIII Complex Pyramidal,20,0.01
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,EC LIII Pyramidal,15,0.0075
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,CA1 Pyramidal,28,0.014
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,DG Hilar Ectopic Granule,41,0.0205
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,MEC LIII Bipolar Complex Pyramidal,21,0.0105
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,EC LIII Pyramidal Stellate,28,0.014
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,SUB CA1 Projecting Pyramidal,18,0.009
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,DG Granule,31,0.0155
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,MEC LII III Pyramidal Multiform,17,0.0085
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,LEC LVI Multipolar Pyramidal,36,0.018
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,20,0.01
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,EC LV Deep Pyramidal,31,0.0155
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,MEC LV Multipolar Pyramidal,18,0.009
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,EC LII III Pyramidal Tripolar,11,0.0055
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,DG Mossy,17,0.0085
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,EC LIV VI Deep Multipolar Principal,25,0.0125
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,EC LIII Stellate,14,0.007
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,EC LI II Multipolar Pyramidal,23,0.0115
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,DG Semilunar Granule,14,0.007
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,LEC LIII Multipolar Principal,28,0.014
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,MEC LV Pyramidal,10,0.005
terminal_distribution,boltzmann_path_sampling,MEC LII Oblique Pyramidal,EC LI II Pyramidal Fan,3,0.0015
terminal_distribution,boltzmann_path_sampling,MEC LII Stellate,CA1 Radiatum Giant,1068,0.534
terminal_distribution,boltzmann_path_sampling,MEC LII Stellate,DG Hilar Ectopic Granule,35,0.0175
terminal_distribution,boltzmann_path_sampling,MEC LII Stellate,CA3c Pyramidal,29,0.0145
terminal_distribution,boltzmann_path_sampling,MEC LII Stellate,EC LI II Multipolar Pyramidal,23,0.0115
terminal_distribution,boltzmann_path_sampling,MEC LII Stellate,CA1 Pyramidal,34,0.017
terminal_distribution,boltzmann_path_sampling,MEC LII Stellate,LEC LIII Complex Pyramidal,18,0.009
terminal_distribution,boltzmann_path_sampling,MEC LII Stellate,DG Granule,51,0.0255
