triad_id,motif,rees_superpattern,rees_superpattern_name,node_a,node_b,node_c,node_ei_signature,edge_ei_signature,region_signature,region_count,within_region,nonself_edge_count,self_edge_count,edge_count,nonself_total_weight,nonself_total_abs_weight,self_total_weight,self_total_abs_weight,total_weight,total_abs_weight,mean_abs_weight,spectral_radius,max_real,edge_1_pre,edge_1_post,edge_1_pre_class,edge_1_post_class,edge_1_pre_region,edge_1_post_region,edge_1_weight,edge_1_abs_weight,edge_1_edge_type,edge_2_pre,edge_2_post,edge_2_pre_class,edge_2_post_class,edge_2_pre_region,edge_2_post_region,edge_2_weight,edge_2_abs_weight,edge_2_edge_type
T040130,021U,A,simple regulation,CA1 OR LM,CA2 Bistratified,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-CA2-SUB,3,False,2,0,2,383.5204973535107,386.5058278177481,0,0,383.5204973535107,386.5058278177481,193.25291390887406,0.0,0.0,CA2 Bistratified,CA1 OR LM,i,i,CA2,CA1,-1.4926652321187404,1.4926652321187404,between_nodes,SUB CA1 Projecting Pyramidal,CA1 OR LM,e,i,SUB,CA1,385.0131625856294,385.0131625856294,between_nodes
T040133,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,CA3 Axo Axonic,1E-2I,E->I + E->I,CA1-CA2-CA3,3,False,2,0,2,40342.76843928066,40342.76843928066,0,0,40342.76843928066,40342.76843928066,20171.38421964033,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,CA3 Axo Axonic,e,i,CA2,CA3,7861.199255686899,7861.199255686899,between_nodes
T040134,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,CA3 Basket,1E-2I,E->I + E->I,CA1-CA2-CA3,3,False,2,0,2,46345.51610177585,46345.51610177585,0,0,46345.51610177585,46345.51610177585,23172.758050887925,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,CA3 Basket,e,i,CA2,CA3,13863.94691818209,13863.94691818209,between_nodes
T040135,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,CA3 Basket CCK+,1E-2I,E->I + E->I,CA1-CA2-CA3,3,False,2,0,2,35439.253534244264,35439.253534244264,0,0,35439.253534244264,35439.253534244264,17719.626767122132,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,CA3 Basket CCK+,e,i,CA2,CA3,2957.6843506505056,2957.6843506505056,between_nodes
T040136,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,CA3 Granule,2E-1I,E->I + E->E,CA1-CA2-CA3,3,False,2,0,2,33074.55551819228,33074.55551819228,0,0,33074.55551819228,33074.55551819228,16537.27775909614,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,CA3 Granule,e,e,CA2,CA3,592.9863345985209,592.9863345985209,between_nodes
T040137,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,CA3 Horizontal Axo Axonic,1E-2I,E->I + E->I,CA1-CA2-CA3,3,False,2,0,2,33718.791265913365,33718.791265913365,0,0,33718.791265913365,33718.791265913365,16859.395632956683,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,CA3 Horizontal Axo Axonic,e,i,CA2,CA3,1237.2220823196033,1237.2220823196033,between_nodes
T040138,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,CA3 LMR Targeting,1E-2I,E->I + E->I,CA1-CA2-CA3,3,False,2,0,2,32883.56235552503,32883.56235552503,0,0,32883.56235552503,32883.56235552503,16441.781177762514,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,CA3 LMR Targeting,e,i,CA2,CA3,401.9931719312679,401.9931719312679,between_nodes
T040139,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,CA3 Lucidum ORAX,1E-2I,E->I + E->I,CA1-CA2-CA3,3,False,2,0,2,39630.54190061752,39630.54190061752,0,0,39630.54190061752,39630.54190061752,19815.27095030876,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,CA3 Lucidum ORAX,e,i,CA2,CA3,7148.972717023759,7148.972717023759,between_nodes
T040140,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,CA3 Mossy Fiber Associated,1E-2I,E->I + E->I,CA1-CA2-CA3,3,False,2,0,2,36633.433186775634,36633.433186775634,0,0,36633.433186775634,36633.433186775634,18316.716593387817,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,CA3 Mossy Fiber Associated,e,i,CA2,CA3,4151.864003181872,4151.864003181872,between_nodes
T040141,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,CA3 Mossy Fiber Associated ORDEN,1E-2I,E->I + E->I,CA1-CA2-CA3,3,False,2,0,2,40783.82337355478,40783.82337355478,0,0,40783.82337355478,40783.82337355478,20391.91168677739,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,CA3 Mossy Fiber Associated ORDEN,e,i,CA2,CA3,8302.254189961015,8302.254189961015,between_nodes
T040142,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,CA3 O LM,1E-2I,E->I + E->I,CA1-CA2-CA3,3,False,2,0,2,35939.8529687826,35939.8529687826,0,0,35939.8529687826,35939.8529687826,17969.9264843913,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,CA3 O LM,e,i,CA2,CA3,3458.283785188837,3458.283785188837,between_nodes
T040144,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,CA3 Spiny Lucidum,1E-2I,E->I + E->I,CA1-CA2-CA3,3,False,2,0,2,32631.99043751389,32631.99043751389,0,0,32631.99043751389,32631.99043751389,16315.995218756945,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,CA3 Spiny Lucidum,e,i,CA2,CA3,150.42125392013008,150.42125392013008,between_nodes
T040147,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,DG AIPRIM,1E-2I,E->I + E->I,CA1-CA2-DG,3,False,2,0,2,59336.75332352669,59336.75332352669,0,0,59336.75332352669,59336.75332352669,29668.376661763345,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,DG AIPRIM,e,i,CA2,DG,26855.18413993293,26855.18413993293,between_nodes
T040148,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,DG Axo Axonic,1E-2I,E->I + E->I,CA1-CA2-DG,3,False,2,0,2,50739.42892857091,50739.42892857091,0,0,50739.42892857091,50739.42892857091,25369.714464285455,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,DG Axo Axonic,e,i,CA2,DG,18257.859744977144,18257.859744977144,between_nodes
T040149,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,DG Basket,1E-2I,E->I + E->I,CA1-CA2-DG,3,False,2,0,2,36241.76083568833,36241.76083568833,0,0,36241.76083568833,36241.76083568833,18120.880417844164,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,DG Basket,e,i,CA2,DG,3760.191652094569,3760.191652094569,between_nodes
T040150,021C,B,three-node chain,CA1 OR LM,CA2 Pyramidal,DG Granule,2E-1I,E->I + E->E,CA1-CA2-DG,3,False,2,0,2,35842.30240908682,35842.30240908682,0,0,35842.30240908682,35842.30240908682,17921.15120454341,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,DG Granule,CA2 Pyramidal,e,e,DG,CA2,3360.733225493062,3360.733225493062,between_nodes
T040151,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,DG HICAP,1E-2I,E->I + E->I,CA1-CA2-DG,3,False,2,0,2,40033.205363519424,40033.205363519424,0,0,40033.205363519424,40033.205363519424,20016.602681759712,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,DG HICAP,e,i,CA2,DG,7551.636179925662,7551.636179925662,between_nodes
T040152,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,DG HIPP,1E-2I,E->I + E->I,CA1-CA2-DG,3,False,2,0,2,34183.13149764113,34183.13149764113,0,0,34183.13149764113,34183.13149764113,17091.565748820565,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,DG HIPP,e,i,CA2,DG,1701.5623140473656,1701.5623140473656,between_nodes
T040153,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,DG HIPROM,1E-2I,E->I + E->I,CA1-CA2-DG,3,False,2,0,2,36756.87967648646,36756.87967648646,0,0,36756.87967648646,36756.87967648646,18378.43983824323,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,DG HIPROM,e,i,CA2,DG,4275.310492892701,4275.310492892701,between_nodes
T040154,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,DG Hilar Ectopic Granule,2E-1I,E->I + E->E,CA1-CA2-DG,3,False,2,0,2,34731.87605978606,34731.87605978606,0,0,34731.87605978606,34731.87605978606,17365.93802989303,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,DG Hilar Ectopic Granule,e,e,CA2,DG,2250.306876192298,2250.306876192298,between_nodes
T040155,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,DG MOLAX,1E-2I,E->I + E->I,CA1-CA2-DG,3,False,2,0,2,36175.23452033011,36175.23452033011,0,0,36175.23452033011,36175.23452033011,18087.617260165054,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,DG MOLAX,e,i,CA2,DG,3693.6653367363497,3693.6653367363497,between_nodes
T040157,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,DG Mossy,2E-1I,E->I + E->E,CA1-CA2-DG,3,False,2,0,2,37317.98305925106,37317.98305925106,0,0,37317.98305925106,37317.98305925106,18658.99152962553,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,DG Mossy,e,e,CA2,DG,4836.413875657298,4836.413875657298,between_nodes
T040160,021D,C,single input module,CA1 OR LM,CA2 Pyramidal,DG Total Molecular Layer,1E-2I,E->I + E->I,CA1-CA2-DG,3,False,2,0,2,36948.79221113944,36948.79221113944,0,0,36948.79221113944,36948.79221113944,18474.39610556972,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,CA2 Pyramidal,DG Total Molecular Layer,e,i,CA2,DG,4467.223027545674,4467.223027545674,between_nodes
T040175,021C,B,three-node chain,CA1 OR LM,CA2 Pyramidal,MEC LII Stellate,2E-1I,E->I + E->E,CA1-CA2-MEC,3,False,2,0,2,38527.09966676437,38527.09966676437,0,0,38527.09966676437,38527.09966676437,19263.549833382185,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,MEC LII Stellate,CA2 Pyramidal,e,e,MEC,CA2,6045.530483170607,6045.530483170607,between_nodes
T040184,021U,A,simple regulation,CA1 OR LM,CA2 Pyramidal,SUB CA1 Projecting Pyramidal,2E-1I,E->I + E->I,CA1-CA2-SUB,3,False,2,0,2,32866.58234617939,32866.58234617939,0,0,32866.58234617939,32866.58234617939,16433.291173089696,0.0,0.0,CA2 Pyramidal,CA1 OR LM,e,i,CA2,CA1,32481.56918359376,32481.56918359376,between_nodes,SUB CA1 Projecting Pyramidal,CA1 OR LM,e,i,SUB,CA1,385.0131625856294,385.0131625856294,between_nodes
T040196,021D,C,single input module,CA1 OR LM,CA2 SP SR,CA3 Pyramidal,1E-2I,E->I + E->I,CA1-CA2-CA3,3,False,2,0,2,71098.25842275485,71098.25842275485,0,0,71098.25842275485,71098.25842275485,35549.129211377425,0.0,0.0,CA3 Pyramidal,CA1 OR LM,e,i,CA3,CA1,63521.42074551523,63521.42074551523,between_nodes,CA3 Pyramidal,CA2 SP SR,e,i,CA3,CA2,7576.83767723962,7576.83767723962,between_nodes
T040199,021D,C,single input module,CA1 OR LM,CA2 SP SR,CA3c Pyramidal,1E-2I,E->I + E->I,CA1-CA2-CA3c,3,False,2,0,2,374489.04499578266,374489.04499578266,0,0,374489.04499578266,374489.04499578266,187244.52249789133,0.0,0.0,CA3c Pyramidal,CA1 OR LM,e,i,CA3c,CA1,357152.3477045786,357152.3477045786,between_nodes,CA3c Pyramidal,CA2 SP SR,e,i,CA3c,CA2,17336.697291204084,17336.697291204084,between_nodes
T040238,021D,C,single input module,CA1 OR LM,CA2 Wide Arbor Basket,CA3 Axo Axonic,0E-3I,I->I + I->I,CA1-CA2-CA3,3,False,2,0,2,-1015.5369654019398,1015.5369654019398,0,0,-1015.5369654019398,1015.5369654019398,507.7684827009699,0.0,0.0,CA2 Wide Arbor Basket,CA1 OR LM,i,i,CA2,CA1,-494.35979533382607,494.35979533382607,between_nodes,CA2 Wide Arbor Basket,CA3 Axo Axonic,i,i,CA2,CA3,-521.1771700681137,521.1771700681137,between_nodes
T040239,021D,C,single input module,CA1 OR LM,CA2 Wide Arbor Basket,CA3 Basket,0E-3I,I->I + I->I,CA1-CA2-CA3,3,False,2,0,2,-1627.30567702377,1627.30567702377,0,0,-1627.30567702377,1627.30567702377,813.652838511885,0.0,0.0,CA2 Wide Arbor Basket,CA1 OR LM,i,i,CA2,CA1,-494.35979533382607,494.35979533382607,between_nodes,CA2 Wide Arbor Basket,CA3 Basket,i,i,CA2,CA3,-1132.945881689944,1132.945881689944,between_nodes
T040240,021D,C,single input module,CA1 OR LM,CA2 Wide Arbor Basket,CA3 Basket CCK+,0E-3I,I->I + I->I,CA1-CA2-CA3,3,False,2,0,2,-1073.0879813342194,1073.0879813342194,0,0,-1073.0879813342194,1073.0879813342194,536.5439906671097,0.0,0.0,CA2 Wide Arbor Basket,CA1 OR LM,i,i,CA2,CA1,-494.35979533382607,494.35979533382607,between_nodes,CA2 Wide Arbor Basket,CA3 Basket CCK+,i,i,CA2,CA3,-578.7281860003933,578.7281860003933,between_nodes
T040244,021C,B,three-node chain,CA1 OR LM,CA2 Wide Arbor Basket,CA3 Lucidum ORAX,0E-3I,I->I + I->I,CA1-CA2-CA3,3,False,2,0,2,-494.412320908949,494.412320908949,0,0,-494.412320908949,494.412320908949,247.2061604544745,0.0,0.0,CA2 Wide Arbor Basket,CA1 OR LM,i,i,CA2,CA1,-494.35979533382607,494.35979533382607,between_nodes,CA3 Lucidum ORAX,CA2 Wide Arbor Basket,i,i,CA3,CA2,-0.0525255751229608,0.0525255751229608,between_nodes
T040245,021C,B,three-node chain,CA1 OR LM,CA2 Wide Arbor Basket,CA3 Mossy Fiber Associated,0E-3I,I->I + I->I,CA1-CA2-CA3,3,False,2,0,2,-499.3289888349308,499.3289888349308,0,0,-499.3289888349308,499.3289888349308,249.6644944174654,0.0,0.0,CA2 Wide Arbor Basket,CA1 OR LM,i,i,CA2,CA1,-494.35979533382607,494.35979533382607,between_nodes,CA3 Mossy Fiber Associated,CA2 Wide Arbor Basket,i,i,CA3,CA2,-4.969193501104719,4.969193501104719,between_nodes
T040255,021C,B,three-node chain,CA1 OR LM,CA2 Wide Arbor Basket,DG Granule,1E-2I,I->I + E->I,CA1-CA2-DG,3,False,2,0,2,14521.218975834629,15509.938566502282,0,0,14521.218975834629,15509.938566502282,7754.969283251141,0.0,0.0,CA2 Wide Arbor Basket,CA1 OR LM,i,i,CA2,CA1,-494.35979533382607,494.35979533382607,between_nodes,DG Granule,CA2 Wide Arbor Basket,e,i,DG,CA2,15015.578771168455,15015.578771168455,between_nodes
T040258,021C,B,three-node chain,CA1 OR LM,CA2 Wide Arbor Basket,DG HIPROM,0E-3I,I->I + I->I,CA1-CA2-DG,3,False,2,0,2,-494.40642817267286,494.40642817267286,0,0,-494.40642817267286,494.40642817267286,247.20321408633643,0.0,0.0,CA2 Wide Arbor Basket,CA1 OR LM,i,i,CA2,CA1,-494.35979533382607,494.35979533382607,between_nodes,DG HIPROM,CA2 Wide Arbor Basket,i,i,DG,CA2,-0.0466328388467819,0.0466328388467819,between_nodes
T040280,021C,B,three-node chain,CA1 OR LM,CA2 Wide Arbor Basket,MEC LII Stellate,1E-2I,I->I + E->I,CA1-CA2-MEC,3,False,2,0,2,6284.953483531831,7273.6730741994825,0,0,6284.953483531831,7273.6730741994825,3636.8365370997412,0.0,0.0,CA2 Wide Arbor Basket,CA1 OR LM,i,i,CA2,CA1,-494.35979533382607,494.35979533382607,between_nodes,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes
T040301,021D,C,single input module,CA1 OR LM,CA3 Axo Axonic,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-183.913123058739,183.913123058739,0,0,-183.913123058739,183.913123058739,91.9565615293695,0.0,0.0,CA3 Trilaminar,CA1 OR LM,i,i,CA3,CA1,-63.31505417009607,63.31505417009607,between_nodes,CA3 Trilaminar,CA3 Axo Axonic,i,i,CA3,CA3,-120.59806888864291,120.59806888864291,between_nodes
T040351,021D,C,single input module,CA1 OR LM,CA3 Basket,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-332.4729371903127,332.4729371903127,0,0,-332.4729371903127,332.4729371903127,166.23646859515634,0.0,0.0,CA3 Trilaminar,CA1 OR LM,i,i,CA3,CA1,-63.31505417009607,63.31505417009607,between_nodes,CA3 Trilaminar,CA3 Basket,i,i,CA3,CA3,-269.1578830202166,269.1578830202166,between_nodes
T040400,021D,C,single input module,CA1 OR LM,CA3 Basket CCK+,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-158.08274666303288,158.08274666303288,0,0,-158.08274666303288,158.08274666303288,79.04137333151644,0.0,0.0,CA3 Trilaminar,CA1 OR LM,i,i,CA3,CA1,-63.31505417009607,63.31505417009607,between_nodes,CA3 Trilaminar,CA3 Basket CCK+,i,i,CA3,CA3,-94.7676924929368,94.7676924929368,between_nodes
T040448,021D,C,single input module,CA1 OR LM,CA3 Granule,CA3 Trilaminar,1E-2I,I->I + I->E,CA1-CA3,2,False,2,0,2,-78.18338311518835,78.18338311518835,0,0,-78.18338311518835,78.18338311518835,39.091691557594174,0.0,0.0,CA3 Trilaminar,CA1 OR LM,i,i,CA3,CA1,-63.31505417009607,63.31505417009607,between_nodes,CA3 Trilaminar,CA3 Granule,i,e,CA3,CA3,-14.868328945092273,14.868328945092273,between_nodes
T040495,021D,C,single input module,CA1 OR LM,CA3 Horizontal Axo Axonic,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-124.78693313977615,124.78693313977615,0,0,-124.78693313977615,124.78693313977615,62.393466569888076,0.0,0.0,CA3 Trilaminar,CA1 OR LM,i,i,CA3,CA1,-63.31505417009607,63.31505417009607,between_nodes,CA3 Trilaminar,CA3 Horizontal Axo Axonic,i,i,CA3,CA3,-61.47187896968008,61.47187896968008,between_nodes
T040541,021D,C,single input module,CA1 OR LM,CA3 LMR Targeting,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-90.65433793654614,90.65433793654614,0,0,-90.65433793654614,90.65433793654614,45.32716896827307,0.0,0.0,CA3 Trilaminar,CA1 OR LM,i,i,CA3,CA1,-63.31505417009607,63.31505417009607,between_nodes,CA3 Trilaminar,CA3 LMR Targeting,i,i,CA3,CA3,-27.33928376645008,27.33928376645008,between_nodes
T040630,021D,C,single input module,CA1 OR LM,CA3 Mossy Fiber Associated,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-199.71962824593572,199.71962824593572,0,0,-199.71962824593572,199.71962824593572,99.85981412296786,0.0,0.0,CA3 Trilaminar,CA1 OR LM,i,i,CA3,CA1,-63.31505417009607,63.31505417009607,between_nodes,CA3 Trilaminar,CA3 Mossy Fiber Associated,i,i,CA3,CA3,-136.40457407583966,136.40457407583966,between_nodes
T040673,021D,C,single input module,CA1 OR LM,CA3 Mossy Fiber Associated ORDEN,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-340.1733974058846,340.1733974058846,0,0,-340.1733974058846,340.1733974058846,170.0866987029423,0.0,0.0,CA3 Trilaminar,CA1 OR LM,i,i,CA3,CA1,-63.31505417009607,63.31505417009607,between_nodes,CA3 Trilaminar,CA3 Mossy Fiber Associated ORDEN,i,i,CA3,CA3,-276.85834323578854,276.85834323578854,between_nodes
T040755,021C,B,three-node chain,CA1 OR LM,CA3 Pyramidal,CA3 Spiny Lucidum,1E-2I,E->I + I->E,CA1-CA3,2,False,2,0,2,63518.41318668222,63524.428304348236,0,0,63518.41318668222,63524.428304348236,31762.214152174118,0.0,0.0,CA3 Pyramidal,CA1 OR LM,e,i,CA3,CA1,63521.42074551523,63521.42074551523,between_nodes,CA3 Spiny Lucidum,CA3 Pyramidal,i,e,CA3,CA3,-3.007558833007965,3.007558833007965,between_nodes
T040761,021C,B,three-node chain,CA1 OR LM,CA3 Pyramidal,DG Granule,2E-1I,E->I + E->E,CA1-CA3-DG,3,False,2,0,2,63756.28505314933,63756.28505314933,0,0,63756.28505314933,63756.28505314933,31878.142526574666,0.0,0.0,CA3 Pyramidal,CA1 OR LM,e,i,CA3,CA1,63521.42074551523,63521.42074551523,between_nodes,DG Granule,CA3 Pyramidal,e,e,DG,CA3,234.86430763410192,234.86430763410192,between_nodes
T040764,021C,B,three-node chain,CA1 OR LM,CA3 Pyramidal,DG HIPROM,1E-2I,E->I + I->E,CA1-CA3-DG,3,False,2,0,2,63521.31681651983,63521.52467451063,0,0,63521.31681651983,63521.52467451063,31760.762337255313,0.0,0.0,CA3 Pyramidal,CA1 OR LM,e,i,CA3,CA1,63521.42074551523,63521.42074551523,between_nodes,DG HIPROM,CA3 Pyramidal,i,e,DG,CA3,-0.1039289953952249,0.1039289953952249,between_nodes
T040765,021C,B,three-node chain,CA1 OR LM,CA3 Pyramidal,DG Hilar Ectopic Granule,2E-1I,E->I + E->E,CA1-CA3-DG,3,False,2,0,2,63521.43404905375,63521.43404905375,0,0,63521.43404905375,63521.43404905375,31760.717024526875,0.0,0.0,CA3 Pyramidal,CA1 OR LM,e,i,CA3,CA1,63521.42074551523,63521.42074551523,between_nodes,DG Hilar Ectopic Granule,CA3 Pyramidal,e,e,DG,CA3,0.0133035385226386,0.0133035385226386,between_nodes
T040770,021C,B,three-node chain,CA1 OR LM,CA3 Pyramidal,DG Semilunar Granule,2E-1I,E->I + E->E,CA1-CA3-DG,3,False,2,0,2,63585.639524131555,63585.639524131555,0,0,63585.639524131555,63585.639524131555,31792.819762065777,0.0,0.0,CA3 Pyramidal,CA1 OR LM,e,i,CA3,CA1,63521.42074551523,63521.42074551523,between_nodes,DG Semilunar Granule,CA3 Pyramidal,e,e,DG,CA3,64.21877861632397,64.21877861632397,between_nodes
T040786,021C,B,three-node chain,CA1 OR LM,CA3 Pyramidal,MEC LII Stellate,2E-1I,E->I + E->E,CA1-CA3-MEC,3,False,2,0,2,67445.07975223557,67445.07975223557,0,0,67445.07975223557,67445.07975223557,33722.539876117786,0.0,0.0,CA3 Pyramidal,CA1 OR LM,e,i,CA3,CA1,63521.42074551523,63521.42074551523,between_nodes,MEC LII Stellate,CA3 Pyramidal,e,e,MEC,CA3,3923.6590067203424,3923.6590067203424,between_nodes
T040795,021U,A,simple regulation,CA1 OR LM,CA3 Pyramidal,SUB CA1 Projecting Pyramidal,2E-1I,E->I + E->I,CA1-CA3-SUB,3,False,2,0,2,63906.43390810086,63906.43390810086,0,0,63906.43390810086,63906.43390810086,31953.21695405043,0.0,0.0,CA3 Pyramidal,CA1 OR LM,e,i,CA3,CA1,63521.42074551523,63521.42074551523,between_nodes,SUB CA1 Projecting Pyramidal,CA1 OR LM,e,i,SUB,CA1,385.0131625856294,385.0131625856294,between_nodes
T040796,021D,C,single input module,CA1 OR LM,CA3 Spiny Lucidum,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-87.97831424010988,87.97831424010988,0,0,-87.97831424010988,87.97831424010988,43.98915712005494,0.0,0.0,CA3 Trilaminar,CA1 OR LM,i,i,CA3,CA1,-63.31505417009607,63.31505417009607,between_nodes,CA3 Trilaminar,CA3 Spiny Lucidum,i,i,CA3,CA3,-24.663260070013813,24.663260070013813,between_nodes
T040797,021C,B,three-node chain,CA1 OR LM,CA3 Spiny Lucidum,CA3c Pyramidal,1E-2I,I->E + E->I,CA1-CA3-CA3c,3,False,2,0,2,357148.79147295206,357155.90393620514,0,0,357148.79147295206,357155.90393620514,178577.95196810257,0.0,0.0,CA3 Spiny Lucidum,CA3c Pyramidal,i,e,CA3,CA3c,-3.556231626529906,3.556231626529906,between_nodes,CA3c Pyramidal,CA1 OR LM,e,i,CA3c,CA1,357152.3477045786,357152.3477045786,between_nodes
T040843,021C,B,three-node chain,CA1 OR LM,CA3 Trilaminar,DG HIPROM,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-63.35105696040313,63.35105696040313,0,0,-63.35105696040313,63.35105696040313,31.675528480201564,0.0,0.0,CA3 Trilaminar,CA1 OR LM,i,i,CA3,CA1,-63.31505417009607,63.31505417009607,between_nodes,DG HIPROM,CA3 Trilaminar,i,i,DG,CA3,-0.0360027903070617,0.0360027903070617,between_nodes
T040874,021U,A,simple regulation,CA1 OR LM,CA3 Trilaminar,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-CA3-SUB,3,False,2,0,2,321.69810841553334,448.32821675572546,0,0,321.69810841553334,448.32821675572546,224.16410837786273,0.0,0.0,CA3 Trilaminar,CA1 OR LM,i,i,CA3,CA1,-63.31505417009607,63.31505417009607,between_nodes,SUB CA1 Projecting Pyramidal,CA1 OR LM,e,i,SUB,CA1,385.0131625856294,385.0131625856294,between_nodes
T040875,021D,C,single input module,CA1 OR LM,CA3c Pyramidal,DG AIPRIM,1E-2I,E->I + E->I,CA1-CA3c-DG,3,False,2,0,2,384197.3554328142,384197.3554328142,0,0,384197.3554328142,384197.3554328142,192098.6777164071,0.0,0.0,CA3c Pyramidal,CA1 OR LM,e,i,CA3c,CA1,357152.3477045786,357152.3477045786,between_nodes,CA3c Pyramidal,DG AIPRIM,e,i,CA3c,DG,27045.00772823565,27045.00772823565,between_nodes
