triad_id,motif,rees_superpattern,rees_superpattern_name,node_a,node_b,node_c,node_ei_signature,edge_ei_signature,region_signature,region_count,within_region,nonself_edge_count,self_edge_count,edge_count,nonself_total_weight,nonself_total_abs_weight,self_total_weight,self_total_abs_weight,total_weight,total_abs_weight,mean_abs_weight,spectral_radius,max_real,edge_1_pre,edge_1_post,edge_1_pre_class,edge_1_post_class,edge_1_pre_region,edge_1_post_region,edge_1_weight,edge_1_abs_weight,edge_1_edge_type,edge_2_pre,edge_2_post,edge_2_pre_class,edge_2_post_class,edge_2_pre_region,edge_2_post_region,edge_2_weight,edge_2_abs_weight,edge_2_edge_type
T005909,021U,A,simple regulation,CA1 Back Projection,CA3 Mossy Fiber Associated,DG Granule,1E-2I,I->I + E->I,CA1-CA3-DG,3,False,2,0,2,16538.915709140398,16987.00837138419,0,0,16538.915709140398,16987.00837138419,8493.504185692094,0.0,0.0,CA1 Back Projection,CA3 Mossy Fiber Associated,i,i,CA1,CA3,-224.04633112189435,224.04633112189435,between_nodes,DG Granule,CA3 Mossy Fiber Associated,e,i,DG,CA3,16762.962040262293,16762.962040262293,between_nodes
T005918,021U,A,simple regulation,CA1 Back Projection,CA3 Mossy Fiber Associated,DG Semilunar Granule,1E-2I,I->I + E->I,CA1-CA3-DG,3,False,2,0,2,385.21269892307134,833.30536116686,0,0,385.21269892307134,833.30536116686,416.65268058343,0.0,0.0,CA1 Back Projection,CA3 Mossy Fiber Associated,i,i,CA1,CA3,-224.04633112189435,224.04633112189435,between_nodes,DG Semilunar Granule,CA3 Mossy Fiber Associated,e,i,DG,CA3,609.2590300449657,609.2590300449657,between_nodes
T005943,021C,B,three-node chain,CA1 Back Projection,CA3 Mossy Fiber Associated,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-CA3-SUB,3,False,2,0,2,253.09961727025825,701.192279514047,0,0,253.09961727025825,701.192279514047,350.5961397570235,0.0,0.0,CA1 Back Projection,CA3 Mossy Fiber Associated,i,i,CA1,CA3,-224.04633112189435,224.04633112189435,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
T005952,021U,A,simple regulation,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,DG Granule,1E-2I,I->I + E->I,CA1-CA3-DG,3,False,2,0,2,6601.976261700404,7555.11286491304,0,0,6601.976261700404,7555.11286491304,3777.55643245652,0.0,0.0,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,i,i,CA1,CA3,-476.568301606318,476.568301606318,between_nodes,DG Granule,CA3 Mossy Fiber Associated ORDEN,e,i,DG,CA3,7078.544563306722,7078.544563306722,between_nodes
T005961,021U,A,simple regulation,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,DG Semilunar Granule,1E-2I,I->I + E->I,CA1-CA3-DG,3,False,2,0,2,210.85375001453366,1163.9903532271696,0,0,210.85375001453366,1163.9903532271696,581.9951766135848,0.0,0.0,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,i,i,CA1,CA3,-476.568301606318,476.568301606318,between_nodes,DG Semilunar Granule,CA3 Mossy Fiber Associated ORDEN,e,i,DG,CA3,687.4220516208517,687.4220516208517,between_nodes
T005986,021C,B,three-node chain,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-CA3-SUB,3,False,2,0,2,0.5776467858345882,953.7142499984707,0,0,0.5776467858345882,953.7142499984707,476.85712499923534,0.0,0.0,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,i,i,CA1,CA3,-476.568301606318,476.568301606318,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
T005988,021D,C,single input module,CA1 Back Projection,CA3 O LM,CA3 Spiny Lucidum,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-432.6860754334166,432.6860754334166,0,0,-432.6860754334166,432.6860754334166,216.3430377167083,0.0,0.0,CA1 Back Projection,CA3 O LM,i,i,CA1,CA3,-406.0966533461606,406.0966533461606,between_nodes,CA1 Back Projection,CA3 Spiny Lucidum,i,i,CA1,CA3,-26.589422087255947,26.589422087255947,between_nodes
T005991,021D,C,single input module,CA1 Back Projection,CA3 O LM,DG AIPRIM,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-705.1177480412292,705.1177480412292,0,0,-705.1177480412292,705.1177480412292,352.5588740206146,0.0,0.0,CA1 Back Projection,CA3 O LM,i,i,CA1,CA3,-406.0966533461606,406.0966533461606,between_nodes,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes
T005992,021D,C,single input module,CA1 Back Projection,CA3 O LM,DG Axo Axonic,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-606.1019504338127,606.1019504338127,0,0,-606.1019504338127,606.1019504338127,303.05097521690635,0.0,0.0,CA1 Back Projection,CA3 O LM,i,i,CA1,CA3,-406.0966533461606,406.0966533461606,between_nodes,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes
T005993,021D,C,single input module,CA1 Back Projection,CA3 O LM,DG Basket,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-483.07267550581145,483.07267550581145,0,0,-483.07267550581145,483.07267550581145,241.53633775290572,0.0,0.0,CA1 Back Projection,CA3 O LM,i,i,CA1,CA3,-406.0966533461606,406.0966533461606,between_nodes,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes
T005995,021D,C,single input module,CA1 Back Projection,CA3 O LM,DG HICAP,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-593.6213515074438,593.6213515074438,0,0,-593.6213515074438,593.6213515074438,296.8106757537219,0.0,0.0,CA1 Back Projection,CA3 O LM,i,i,CA1,CA3,-406.0966533461606,406.0966533461606,between_nodes,CA1 Back Projection,DG HICAP,i,i,CA1,DG,-187.5246981612832,187.5246981612832,between_nodes
T005996,021D,C,single input module,CA1 Back Projection,CA3 O LM,DG HIPP,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-426.05477918491573,426.05477918491573,0,0,-426.05477918491573,426.05477918491573,213.02738959245787,0.0,0.0,CA1 Back Projection,CA3 O LM,i,i,CA1,CA3,-406.0966533461606,406.0966533461606,between_nodes,CA1 Back Projection,DG HIPP,i,i,CA1,DG,-19.95812583875511,19.95812583875511,between_nodes
T005998,021D,C,single input module,CA1 Back Projection,CA3 O LM,DG Hilar Ectopic Granule,1E-2I,I->I + I->E,CA1-CA3-DG,3,False,2,0,2,-451.51350144416966,451.51350144416966,0,0,-451.51350144416966,451.51350144416966,225.75675072208483,0.0,0.0,CA1 Back Projection,CA3 O LM,i,i,CA1,CA3,-406.0966533461606,406.0966533461606,between_nodes,CA1 Back Projection,DG Hilar Ectopic Granule,i,e,CA1,DG,-45.41684809800903,45.41684809800903,between_nodes
T005999,021D,C,single input module,CA1 Back Projection,CA3 O LM,DG MOLAX,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-517.4363338888463,517.4363338888463,0,0,-517.4363338888463,517.4363338888463,258.71816694442316,0.0,0.0,CA1 Back Projection,CA3 O LM,i,i,CA1,CA3,-406.0966533461606,406.0966533461606,between_nodes,CA1 Back Projection,DG MOLAX,i,i,CA1,DG,-111.3396805426857,111.3396805426857,between_nodes
T006001,021D,C,single input module,CA1 Back Projection,CA3 O LM,DG Mossy,1E-2I,I->I + I->E,CA1-CA3-DG,3,False,2,0,2,-475.42588626878774,475.42588626878774,0,0,-475.42588626878774,475.42588626878774,237.71294313439387,0.0,0.0,CA1 Back Projection,CA3 O LM,i,i,CA1,CA3,-406.0966533461606,406.0966533461606,between_nodes,CA1 Back Projection,DG Mossy,i,e,CA1,DG,-69.3292329226271,69.3292329226271,between_nodes
T006004,021D,C,single input module,CA1 Back Projection,CA3 O LM,DG Total Molecular Layer,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-510.0091792259593,510.0091792259593,0,0,-510.0091792259593,510.0091792259593,255.00458961297966,0.0,0.0,CA1 Back Projection,CA3 O LM,i,i,CA1,CA3,-406.0966533461606,406.0966533461606,between_nodes,CA1 Back Projection,DG Total Molecular Layer,i,i,CA1,DG,-103.91252587979872,103.91252587979872,between_nodes
T006028,021C,B,three-node chain,CA1 Back Projection,CA3 O LM,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-CA3-SUB,3,False,2,0,2,71.04929504599198,883.2426017383132,0,0,71.04929504599198,883.2426017383132,441.6213008691566,0.0,0.0,CA1 Back Projection,CA3 O LM,i,i,CA1,CA3,-406.0966533461606,406.0966533461606,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
T006077,021D,C,single input module,CA1 Back Projection,CA3 Spiny Lucidum,DG HIPP,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-46.547547926011056,46.547547926011056,0,0,-46.547547926011056,46.547547926011056,23.273773963005528,0.0,0.0,CA1 Back Projection,CA3 Spiny Lucidum,i,i,CA1,CA3,-26.589422087255947,26.589422087255947,between_nodes,CA1 Back Projection,DG HIPP,i,i,CA1,DG,-19.95812583875511,19.95812583875511,between_nodes
T006081,021C,B,three-node chain,CA1 Back Projection,CA3 Spiny Lucidum,DG MOPP,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-30.318986944729968,30.318986944729968,0,0,-30.318986944729968,30.318986944729968,15.159493472364984,0.0,0.0,CA1 Back Projection,CA3 Spiny Lucidum,i,i,CA1,CA3,-26.589422087255947,26.589422087255947,between_nodes,CA3 Spiny Lucidum,DG MOPP,i,i,CA3,DG,-3.729564857474021,3.729564857474021,between_nodes
T006082,021D,C,single input module,CA1 Back Projection,CA3 Spiny Lucidum,DG Mossy,1E-2I,I->I + I->E,CA1-CA3-DG,3,False,2,0,2,-95.91865500988305,95.91865500988305,0,0,-95.91865500988305,95.91865500988305,47.95932750494153,0.0,0.0,CA1 Back Projection,CA3 Spiny Lucidum,i,i,CA1,CA3,-26.589422087255947,26.589422087255947,between_nodes,CA1 Back Projection,DG Mossy,i,e,CA1,DG,-69.3292329226271,69.3292329226271,between_nodes
T006083,021C,B,three-node chain,CA1 Back Projection,CA3 Spiny Lucidum,DG Neurogliaform,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-28.246656481743006,28.246656481743006,0,0,-28.246656481743006,28.246656481743006,14.123328240871503,0.0,0.0,CA1 Back Projection,CA3 Spiny Lucidum,i,i,CA1,CA3,-26.589422087255947,26.589422087255947,between_nodes,CA3 Spiny Lucidum,DG Neurogliaform,i,i,CA3,DG,-1.657234394487059,1.657234394487059,between_nodes
T006109,021C,B,three-node chain,CA1 Back Projection,CA3 Spiny Lucidum,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-CA3-SUB,3,False,2,0,2,450.55652630489664,503.7353704794086,0,0,450.55652630489664,503.7353704794086,251.8676852397043,0.0,0.0,CA1 Back Projection,CA3 Spiny Lucidum,i,i,CA1,CA3,-26.589422087255947,26.589422087255947,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
T006195,021U,A,simple regulation,CA1 Back Projection,DG AIPRIM,DG MOPP,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-318.1694742946452,318.1694742946452,0,0,-318.1694742946452,318.1694742946452,159.0847371473226,0.0,0.0,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes,DG MOPP,DG AIPRIM,i,i,DG,DG,-19.148379599576604,19.148379599576604,between_nodes
T006197,021U,A,simple regulation,CA1 Back Projection,DG AIPRIM,DG Neurogliaform,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-303.1439182024167,303.1439182024167,0,0,-303.1439182024167,303.1439182024167,151.57195910120836,0.0,0.0,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes,DG Neurogliaform,DG AIPRIM,i,i,DG,DG,-4.122823507348133,4.122823507348133,between_nodes
T006201,021U,A,simple regulation,CA1 Back Projection,DG AIPRIM,EC LI II Pyramidal Fan,1E-2I,I->I + E->I,CA1-DG-EC,3,False,2,0,2,8852.617652765928,9450.659842156065,0,0,8852.617652765928,9450.659842156065,4725.329921078032,0.0,0.0,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes,EC LI II Pyramidal Fan,DG AIPRIM,e,i,EC,DG,9151.638747460996,9151.638747460996,between_nodes
T006202,021U,A,simple regulation,CA1 Back Projection,DG AIPRIM,EC LII III Pyramidal Tripolar,1E-2I,I->I + E->I,CA1-DG-EC,3,False,2,0,2,3479.8199039866863,4077.862093376824,0,0,3479.8199039866863,4077.862093376824,2038.931046688412,0.0,0.0,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes,EC LII III Pyramidal Tripolar,DG AIPRIM,e,i,EC,DG,3778.840998681755,3778.840998681755,between_nodes
T006214,021U,A,simple regulation,CA1 Back Projection,DG AIPRIM,MEC LII Stellate,1E-2I,I->I + E->I,CA1-DG-MEC,3,False,2,0,2,704.1411365506415,1302.1833259407786,0,0,704.1411365506415,1302.1833259407786,651.0916629703893,0.0,0.0,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes,MEC LII Stellate,DG AIPRIM,e,i,MEC,DG,1003.16223124571,1003.16223124571,between_nodes
T006220,021U,A,simple regulation,CA1 Back Projection,DG AIPRIM,MEC LV Pyramidal,1E-2I,I->I + E->I,CA1-DG-MEC,3,False,2,0,2,15768.093369408705,16366.135558798842,0,0,15768.093369408705,16366.135558798842,8183.067779399421,0.0,0.0,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes,MEC LV Pyramidal,DG AIPRIM,e,i,MEC,DG,16067.114464103774,16067.114464103774,between_nodes
T006223,021C,B,three-node chain,CA1 Back Projection,DG AIPRIM,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-DG-SUB,3,False,2,0,2,178.124853697084,776.1670430872211,0,0,178.124853697084,776.1670430872211,388.0835215436106,0.0,0.0,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
T006231,021U,A,simple regulation,CA1 Back Projection,DG Axo Axonic,DG MOPP,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-223.73789386177586,223.73789386177586,0,0,-223.73789386177586,223.73789386177586,111.86894693088793,0.0,0.0,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes,DG MOPP,DG Axo Axonic,i,i,DG,DG,-23.732596774123813,23.732596774123813,between_nodes
T006233,021U,A,simple regulation,CA1 Back Projection,DG Axo Axonic,DG Neurogliaform,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-210.69747899681855,210.69747899681855,0,0,-210.69747899681855,210.69747899681855,105.34873949840927,0.0,0.0,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes,DG Neurogliaform,DG Axo Axonic,i,i,DG,DG,-10.692181909166488,10.692181909166488,between_nodes
T006234,021U,A,simple regulation,CA1 Back Projection,DG Axo Axonic,DG Semilunar Granule,1E-2I,I->I + E->I,CA1-DG,2,False,2,0,2,34466.61956110487,34866.63015528017,0,0,34466.61956110487,34866.63015528017,17433.315077640083,0.0,0.0,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes,DG Semilunar Granule,DG Axo Axonic,e,i,DG,DG,34666.62485819252,34666.62485819252,between_nodes
T006237,021U,A,simple regulation,CA1 Back Projection,DG Axo Axonic,EC LI II Pyramidal Fan,1E-2I,I->I + E->I,CA1-DG-EC,3,False,2,0,2,63793.63743801383,64193.64803218913,0,0,63793.63743801383,64193.64803218913,32096.824016094564,0.0,0.0,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes,EC LI II Pyramidal Fan,DG Axo Axonic,e,i,EC,DG,63993.64273510148,63993.64273510148,between_nodes
T006238,021U,A,simple regulation,CA1 Back Projection,DG Axo Axonic,EC LII III Pyramidal Tripolar,1E-2I,I->I + E->I,CA1-DG-EC,3,False,2,0,2,26417.545273593627,26817.555867768933,0,0,26417.545273593627,26817.555867768933,13408.777933884467,0.0,0.0,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes,EC LII III Pyramidal Tripolar,DG Axo Axonic,e,i,EC,DG,26617.55057068128,26617.55057068128,between_nodes
T006250,021U,A,simple regulation,CA1 Back Projection,DG Axo Axonic,MEC LII Stellate,1E-2I,I->I + E->I,CA1-DG-MEC,3,False,2,0,2,6831.808997789324,7231.819591964629,0,0,6831.808997789324,7231.819591964629,3615.9097959823143,0.0,0.0,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes,MEC LII Stellate,DG Axo Axonic,e,i,MEC,DG,7031.814294876976,7031.814294876976,between_nodes
T006256,021U,A,simple regulation,CA1 Back Projection,DG Axo Axonic,MEC LV Pyramidal,1E-2I,I->I + E->I,CA1-DG-MEC,3,False,2,0,2,35910.33704715877,36310.34764133407,0,0,35910.33704715877,36310.34764133407,18155.173820667034,0.0,0.0,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes,MEC LV Pyramidal,DG Axo Axonic,e,i,MEC,DG,36110.34234424642,36110.34234424642,between_nodes
T006259,021C,B,three-node chain,CA1 Back Projection,DG Axo Axonic,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-DG-SUB,3,False,2,0,2,277.1406513045006,677.1512454798046,0,0,277.1406513045006,677.1512454798046,338.5756227399023,0.0,0.0,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
T006266,021U,A,simple regulation,CA1 Back Projection,DG Basket,DG MOPP,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-85.17862996601369,85.17862996601369,0,0,-85.17862996601369,85.17862996601369,42.589314983006844,0.0,0.0,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes,DG MOPP,DG Basket,i,i,DG,DG,-8.202607806362858,8.202607806362858,between_nodes
T006268,021U,A,simple regulation,CA1 Back Projection,DG Basket,DG Neurogliaform,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-78.72569080834822,78.72569080834822,0,0,-78.72569080834822,78.72569080834822,39.36284540417411,0.0,0.0,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes,DG Neurogliaform,DG Basket,i,i,DG,DG,-1.749668648697399,1.749668648697399,between_nodes
T006269,021U,A,simple regulation,CA1 Back Projection,DG Basket,DG Semilunar Granule,1E-2I,I->I + E->I,CA1-DG,2,False,2,0,2,8209.240982036516,8363.193026355819,0,0,8209.240982036516,8363.193026355819,4181.596513177909,0.0,0.0,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes,DG Semilunar Granule,DG Basket,e,i,DG,DG,8286.217004196167,8286.217004196167,between_nodes
T006272,021U,A,simple regulation,CA1 Back Projection,DG Basket,EC LI II Pyramidal Fan,1E-2I,I->I + E->I,CA1-DG-EC,3,False,2,0,2,9083.87612846291,9237.828172782214,0,0,9083.87612846291,9237.828172782214,4618.914086391107,0.0,0.0,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes,EC LI II Pyramidal Fan,DG Basket,e,i,EC,DG,9160.852150622562,9160.852150622562,between_nodes
T006273,021U,A,simple regulation,CA1 Back Projection,DG Basket,EC LII III Pyramidal Tripolar,1E-2I,I->I + E->I,CA1-DG-EC,3,False,2,0,2,3732.20901417815,3886.1610584974514,0,0,3732.20901417815,3886.1610584974514,1943.0805292487257,0.0,0.0,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes,EC LII III Pyramidal Tripolar,DG Basket,e,i,EC,DG,3809.1850363378007,3809.1850363378007,between_nodes
T006285,021U,A,simple regulation,CA1 Back Projection,DG Basket,MEC LII Stellate,1E-2I,I->I + E->I,CA1-DG-MEC,3,False,2,0,2,922.3045270641492,1076.2565713834508,0,0,922.3045270641492,1076.2565713834508,538.1282856917254,0.0,0.0,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes,MEC LII Stellate,DG Basket,e,i,MEC,DG,999.2805492238,999.2805492238,between_nodes
T006291,021U,A,simple regulation,CA1 Back Projection,DG Basket,MEC LV Pyramidal,1E-2I,I->I + E->I,CA1-DG-MEC,3,False,2,0,2,7150.603953530274,7304.555997849576,0,0,7150.603953530274,7304.555997849576,3652.277998924788,0.0,0.0,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes,MEC LV Pyramidal,DG Basket,e,i,MEC,DG,7227.579975689925,7227.579975689925,between_nodes
T006294,021C,B,three-node chain,CA1 Back Projection,DG Basket,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-DG-SUB,3,False,2,0,2,400.1699262325018,554.1219705518034,0,0,400.1699262325018,554.1219705518034,277.0609852759017,0.0,0.0,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
T006298,021U,A,simple regulation,CA1 Back Projection,DG Granule,DG Hilar Ectopic Granule,2E-1I,I->E + E->E,CA1-DG,2,False,2,0,2,25069.29744059802,25160.131136794036,0,0,25069.29744059802,25160.131136794036,12580.065568397018,0.0,0.0,CA1 Back Projection,DG Hilar Ectopic Granule,i,e,CA1,DG,-45.41684809800903,45.41684809800903,between_nodes,DG Granule,DG Hilar Ectopic Granule,e,e,DG,DG,25114.71428869603,25114.71428869603,between_nodes
T006333,021U,A,simple regulation,CA1 Back Projection,DG HICAP,DG MOPP,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-204.99374755101093,204.99374755101093,0,0,-204.99374755101093,204.99374755101093,102.49687377550546,0.0,0.0,CA1 Back Projection,DG HICAP,i,i,CA1,DG,-187.5246981612832,187.5246981612832,between_nodes,DG MOPP,DG HICAP,i,i,DG,DG,-17.469049389727733,17.469049389727733,between_nodes
T006335,021U,A,simple regulation,CA1 Back Projection,DG HICAP,DG Neurogliaform,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-191.4327469111031,191.4327469111031,0,0,-191.4327469111031,191.4327469111031,95.71637345555155,0.0,0.0,CA1 Back Projection,DG HICAP,i,i,CA1,DG,-187.5246981612832,187.5246981612832,between_nodes,DG Neurogliaform,DG HICAP,i,i,DG,DG,-3.908048749819911,3.908048749819911,between_nodes
T006339,021U,A,simple regulation,CA1 Back Projection,DG HICAP,EC LI II Pyramidal Fan,1E-2I,I->I + E->I,CA1-DG-EC,3,False,2,0,2,7010.591286926209,7385.640683248776,0,0,7010.591286926209,7385.640683248776,3692.820341624388,0.0,0.0,CA1 Back Projection,DG HICAP,i,i,CA1,DG,-187.5246981612832,187.5246981612832,between_nodes,EC LI II Pyramidal Fan,DG HICAP,e,i,EC,DG,7198.115985087493,7198.115985087493,between_nodes
T006340,021U,A,simple regulation,CA1 Back Projection,DG HICAP,EC LII III Pyramidal Tripolar,1E-2I,I->I + E->I,CA1-DG-EC,3,False,2,0,2,2802.6199551476316,3177.669351470198,0,0,2802.6199551476316,3177.669351470198,1588.834675735099,0.0,0.0,CA1 Back Projection,DG HICAP,i,i,CA1,DG,-187.5246981612832,187.5246981612832,between_nodes,EC LII III Pyramidal Tripolar,DG HICAP,e,i,EC,DG,2990.1446533089147,2990.1446533089147,between_nodes
